ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Galley,,ಜೋಡಿಸಿದ ಮೊಳೆಗಳ ಸಾಲುಗಳನ್ನು ಇಡುವ ಮೂರಂಚುಗಳುಳ್ಳ ತಟ್ಟೆ,,,,,,,
,,Galley proof,,"ಗ್ಯಾಲಿ ಕರಡಚ್ಚು, ಪುಟ ವಿಭಾಗಕ್ಕೆ ಮೊದಲ ಕರಡಚ್ಚು",,,,,,,
,,Galvanography,,ವಿದ್ಯುಲ್ಲೇಖನ,,,,,,,
,,Galvanometer,,ಪ್ರವಾಹ ವಿದ್ಯುನ್ಮಾಪಕ,,,,,,,
,,Gauge,,"ಅಳತೆ ಕಡ್ಡಿ, ಪ್ರಮಾಣ, ಅಳತೆ ಪಟ್ಟಿ",,,,,,,
,,General,,"ಸಾಮಾನ್ಯ, ಸಾಧಾರಣ",,,,,,,
,,General Manager,,ಪ್ರಧಾನ ವ್ಯವಸ್ಥಾಪಕ,,,,,,,
,,Gilding Press,,ಗಿಲೀಟು ಮುದ್ರಣ ಸಲಕರಣೆ,,,,,,,
,,Glass Ball,,ಗಾಜಿನ ಗೋಲಿ,,,,,,,
,,Glazed,,"ಹೊಳಪುಳ್ಳ, ಹೊಳೆಯುವ",,,,,,,
,,Glazed paper,,"ಹೊಳಪು ಕಾಗದ, ನಯವಾದ ನುಣುಪು ಕಾಗದ",,,,,,,
,,Glue,,ಮರವಜ್ರ,,,,,,,
,,Gold leaf,,"ಚಿನ್ನದ ಅಂಟು ರೇಕು, ಚಿನ್ನದ ತೆಳುಹಾಳೆ",,,,,,,
,,Gold powder,,ಚಿನ್ನದ ಪುಡಿ,,,,,,,
,,Gradation,,ವರ್ಗೀಕರಣ; ಶ್ರೇಣೀಕರಣ,,,,,,,
,,Gradation List,,ವರ್ಗೀಕರಣ ಪಟ್ಟಿ,,,,,,,
,,Graphite Powder,,ಸೀಸದ ಪುಡಿ,,,,,,,
,,Great Wheel,,ಪ್ರಧಾನ ಚಕ್ರ,,,,,,,
,,Grinder,,"ಸಾಣೆಯಂತ್ರ, ಸಾಣೆ ಹಿಡಿಯುವವನು",,,,,,,
,,Grinding Wheel,,ಸಾಣೆ ಚಕ್ರ,,,,,,,
,,Grindstone,,"ಸಾಣೆ ಕಲ್ಲು, ಮಸೆಗಲ್ಲು",,,,,,,
,,Group Office,,ಸಮೂಹ ಕಚೇರಿ,,,,,,,
,,Guard Box,,ಕಾಪು ಗೂಡು,,,,,,,
,,Guard House,,ಕಾವಲುಮನೆ,,,,,,,
,,Gum,,"ಅಂಟು, ಗೋಂದು",,,,,,,
,,Gum dragon,,ಡ್ರಾಗನ್ ಅಂಟು,,,,,,,
,,Gutta-percha,,"ಗಟಪರ್ಚ್, ಮರದ ಅಂಟುದ್ರವ",,,,,,,
,,Hacksaw,,ಲೋಹ ಗರಗಸ,,,,,,,
,,Hacksaw Blades,,ಲೋಹ ಗರಗಸದ ಅಲಗು,,,,,,,
,,Hair Belt,,ನವಿರು ಪಟ್ಟಿ,,,,,,,
,,Hair Space,,"ಕೂದಲೆಡೆ, ಕೂದಲಷ್ಟುಜಾಗ",,,,,,,
,,Hair Spring,,ಸೂಕ್ಷ್ಮ ಸುರಳಿ,,,,,,,
,,Half binding,,ಅರೆರಟ್ಟು (ಕಟ್ಟುವುದು),,,,,,,
,,Halftone Block,,ಛಾಯಾಚಿತ್ರದ ಪಡಿಯಚ್ಚು,,,,,,,
,,Handbill,,"ಕರಪತ್ರ, ಹಸ್ತಪತ್ರಿಕೆ",,,,,,,
,,Hand feeding machine,,ಕೈ ಊಡು ಯಂತ್ರ,,,,,,,
,,Hand Glove,,ಕೈಗವಸು,,,,,,,
,,Handle,,ಹಿಡಿ,,,,,,,
,,Hand Taps,,ಕೈಬೈರಿಗೆ,,,,,,,
,,Hand Whirler,,ಕೈ ಗಿರಣಿ,,,,,,,
,,Hand Writing,,"ಕೈ ಬರಹ, ಹಸ್ತಾಕ್ಷರ",,,,,,,
,,Heading,,ಶೀರ್ಷಿಕೆ,,,,,,,
,,Head of Department,,ಇಲಾಖಾ ಮುಖ್ಯಸ್ಥ,,,,,,,
,,Heater,,"ಹೀಟರು, ತಾಪಕ, ಕಾಯಿಸುವ ಯಂತ್ರ",,,,,,,
,,Heating Element,,ತಾಪಕಾಂಶ,,,,,,,
,,Hell box,,ಕಳಪೆ ಮೊಳೆ ಪೆಟ್ಟಿಗೆ,,,,,,,
,,Hessian cloth,,"ಸೆಣಬಿನ ಬಟ್ಟೆ, ಗೋಣಿ",,,,,,,
,,Holder,,"ಹೋಲ್ಡರು, ಹಿಡಿ",,,,,,,
,,Horizontal,,"ಸಪಾಟ, ಅಡ್ಡ",,,,,,,
,,Identification,,ಗುರುತು ಸಮೀಕರಣ,,,,,,,
,,Imitation,,"ಅನುಕರಣ, ಕೃತಕ, ನಕಲು",,,,,,,
,,Imitation art Paper,,ಕೃತಕ ನುಣುಪು ಕಾಗದ,,,,,,,
,,Immediate,,"ತತ್‌ಕ್ಷಣ, ಕೂಡಲೆ, ತುರ್ತು",,,,,,,
,,Immersion Heater,,ಮುಳುಗು ತಾಪಕ,,,,,,,
,,Imported,,ಆಮದು ಮಾಡಿದ,,,,,,,
,,Imposing,,ಮುದ್ರಣ ಪುಟ ಜೋಡಣೆ,,,,,,,
,,Imposing surface,,ಪುಟ ವಿನ್ಯಾಸ ಹಲಗೆ,,,,,,,
,,Impression,,ಮುದ್ರಣ ಒತ್ತುವಿಕೆ,,,,,,,
,,Imprint,,"ಮುದ್ರೆ, ಅಚ್ಚು ದಾಖಲೆ",,,,,,,
,,Inadmissible,,"ಅಗ್ರಾಹ್ಯ, ಒಪ್ಪಲಾಗದ, ಆಗದ",,,,,,,
,,In consultation with,,"ಒಡನೆ ಸಮಾಲೋಚಿಸಿ, ಒಡಗೂಡಿ ಸಮಾಲೋಚಿಸಿ",,,,,,,
,,Include,,"ಸೇರಿಸು, ಒಳಗೊಳ್ಳು",,,,,,,
,,Incur,,"ವಹಿಸಿಕೊಳ್ಳು, ಈಡಾಗು, ಗುರಿಯಾಗು",,,,,,,
,,Incuse,,"ಮುದ್ರೆಯೊತ್ತಿದ, ಮುದ್ರೆ",,,,,,,
,,Indent,,"ಕೋರಿಕೆ ಪತ್ರ, ಒಳತಳ್ಳು, ಛಾಪಿಸು",,,,,,,
,,Indention,,"ಒಳಚಾಚಿಕೆ, ಮುದ್ರಣದಲ್ಲಿ ಪಂಕ್ತಿಯ ಒಳಚಾಚು",,,,,,,
,,Index,,"ಸೂಚಿ, ಅಕಾರಾದಿ",,,,,,,
,,Indicate,,ಸೂಚಿಸು,,,,,,,
,,Initial supply,,"ಆರಂಭದ ಪೂರೈಕೆ, ಮೊದಲ ಪೂರೈಕೆ",,,,,,,
,,Inker,,ಶಾಯಿ ಹಚ್ಚುವ ಉರುಳೆ,,,,,,,
,,Inker Wheel,,ಶಾಯಿ ಚಕ್ರ,,,,,,,
,,Inkpad,,ಶಾಯಿ ಮೆತ್ತೆ,,,,,,,
,,Insert,,"ಒಳಸೇರಿಸು, ತುರುಕು",,,,,,,
,,Insulation Tape,,ವಿದ್ಯುತ್ ಶಾಖ ನಿರೋಧಕ ಪಟ್ಟಿ,,,,,,,
,,Inter Departmental,,"ಅಂತರ ಇಲಾಖಾ, ಅಂತರ್ವಿಭಾಗೀಯ",,,,,,,
,,Intimation,,"ಸೂಚನೆ, ತಿಳುವಳಿಕೆ",,,,,,,
,,Invoice,,"ಸರಕು ವಿವರಪಟ್ಟಿ, ಬೆಲೆ ಪಟ್ಟಿ",,,,,,,
,,Issue,,ಸಂಚಿಕೆ; ವಿಷಯ; ಕೊಡು; ನೀಡು; ಹೊರಡಿಸು,,,,,,,
,,Italics,,ಓರೆ ಮುದ್ರಣಾಕ್ಷರಗಳು,,,,,,,
,,Item,,"ಅಂಶ, ಬಾಬು; ವಸ್ತು; ಸುದ್ದಿಯ ಅಂಶ",,,,,,,
,,Ivory Board,,"ಐವರಿ ಬೋರ್ಡು, ದಂತ ವರ್ಣದ ರಟ್ಟು",,,,,,,
,,Job,,"ಬಿಡಿ ಮುದ್ರಣ ಕಾರ್ಯ, ಕೆಲಸ",,,,,,,
,,Judicial,,ನ್ಯಾಯಿಕ,,,,,,,
,,Jurisdiction,,ಅಧಿಕಾರ ವ್ಯಾಪ್ತಿ,,,,,,,
,,Justice,,"ನ್ಯಾಯ, ನ್ಯಾಯಮೂರ್ತಿ",,,,,,,
,,Kraft Paper,,ಕ್ರಾಫ್ಟ್ ಕಾಗದ; ಕಂದುಬಣ್ಣದ ದಪ್ಪ ಹೊದಿಕೆ ಉಬ್ಬು ಕಾಗದ,,,,,,,
,,Label,,"ತಲೆಚೀಟಿ, ಗುರುತುಚೀಟಿ",,,,,,,
,,Ledger Paper,,ಲೆಕ್ಕಪುಸ್ತಕ ಕಾಗದ,,,,,,,
,,Lengthwise,,ಉದ್ದಾನುಸಾರ,,,,,,,
,,Lens,,ಮಸೂರ,,,,,,,
,,Letter,,"ಅಕ್ಷರ; ಕಾಗದ, ಪತ್ರ",,,,,,,
,,Letterhead,,ಶೀರ್ಷಪತ್ರ,,,,,,,
,,Letter Press,,ಅಕ್ಷರಮುದ್ರಣ,,,,,,,
,,Ligature,,"ಅಂಟುಮೊಳೆ, ಜೋಡಕ್ಷರ ಮೊಳೆ, ಅವಳಿ ಮೊಳೆ",,,,,,,
,,Line block,,ರೇಖಾಪಡಿಯಚ್ಚು,,,,,,,
,,Liner,,"ಲೋಹದ ಅಸ್ತರಿ, ಸವೆತವನ್ನು ತಡೆಯುವ ಒಳಾವರಣ",,,,,,,
,,Literal Error,,ಅಕ್ಷರ ದೋಷ,,,,,,,
,,Lithograph,,ಶಿಲಾಮುದ್ರಣ,,,,,,,
,,Lithographic stone,,ಶಿಲಾಮುದ್ರಣದ ಕಲ್ಲು,,,,,,,
,,Lithography,,ಶಿಲಾಮುದ್ರಣದ ಕಲೆ / ವಿಧಾನ,,,,,,,
,,Litho Printing Paper,,ಶಿಲಾಮುದ್ರಣ ಕಾಗದ,,,,,,,
,,Long cloth,,ಬಿಳಿಯ ಹತ್ತಿ ಬಟ್ಟೆ,,,,,,,
,,Long hand,,ಪೂರ್ಣಲಿಪಿ,,,,,,,
,,Long Mark,,ದೀರ್ಘಚಿಹ್ನೆ,,,,,,,
,,Loose,,ಬಿಡಿ; ಸಡಿಲ,,,,,,,
,,Magnet pin,,ಕಾಂತಸೂಚಿ,,,,,,,
,,Maintenance,,ನಿರ್ವಹಣೆ; ಜೀವನಾಂಶ,,,,,,,
,,Manifold Paper,,ನವಿರು ಕಾಗದ,,,,,,,
,,Manilla Paper,,ಮನಿಲಾ ಕಾಗದ,,,,,,,
,,Manual,,"ಕೈಪಿಡಿ; ಕೈಯಿಂದ ಮಾಡಿದ, ಯಂತ್ರದಿಂದಲ್ಲದ, ಕೈಯ",,,,,,,
,,Manuscript,,"ಹಸ್ತಪ್ರತಿ, ಮೂಲಪ್ರತಿ",,,,,,,
,,Map,,"ಭೂಪಟ, ನಕಾಶೆ",,,,,,,
,,Margin,,ಬದಿ,,,,,,,
,,Matrix,,"ಮಾತೃಕೆ, ಮುದ್ರಣಾಕ್ಷರದ ಅಚ್ಚು",,,,,,,
,,Matrix Delivery Bolt,,ಮಾತೃಕೆ ಬಿಡುಗಡೆಯ ಅಗುಳಿ,,,,,,,
,,Matter,,ವಿಷಯ; ಜೋಡಿಸಿದ ಮೊಳೆ,,,,,,,
,,Maximum,,"ಗರಿಷ್ಠ, ಅತಿಹೆಚ್ಚು",,,,,,,
,,Mazarine,,ಉಜ್ವಲ ನೀಲವರ್ಣ,,,,,,,
,,Menial staff,,ಸೇವಕ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Metal Furniture,,ಲೋಹದ ಮೊಳೆ ಜೋಡಣೆಯ ಉಪಕರಣ ಕಟ್ಟು,,,,,,,
,,Metal spring,,ಲೋಹದ ಎಗರುಪಟ್ಟಿ,,,,,,,
,,Minimum,,"ಕನಿಷ್ಠ, ಅತಿ ಕಡಿಮೆ",,,,,,,
,,Minute,,"ಟಿಪ್ಪಣಿ; ಅತಿಸೂಕ್ಷ್ಮ, ಅತಿ ಸಣ್ಣ, ಸಾರಾಂಶ",,,,,,,
,,Miscellaneous,,"ವಿವಿಧ, ಸಂಕೀರ್ಣ, ನಾನಾ ಬಗೆಯ",,,,,,,
,,Misprint,,ತಪ್ಪು ಮುದ್ರಣ,,,,,,,
,,Mis-spell,,"ತಪ್ಪಾಗಿ ಅಕ್ಷರ ಸಂಯೋಜನೆ ಮಾಡು, ತಪ್ಪು ಕಾಗುಣಿತ",,,,,,,
,,Mono-gram,,ಕೂಡಕ್ಷರ ಸಂಕ್ಷಿಪ್ತ,,,,,,,
,,Mono Paper Spool,,ಮಾನೋ ಕಾಗದದ ಉರುಳೆ,,,,,,,
,,Monotype,,"ಮಾನೋ ಟೈಪು, ಮಾನೋ ಅಚ್ಚುಮೊಳೆ",,,,,,,
,,Motor,,"ಮೋಟಾರು, ಚಾಲಕ ಯಂತ್ರ",,,,,,,
,,Mould,,ಎರಕದ ಅಚ್ಚು; ಎರಕ ಹೊಯ್ಯು ಅಚ್ಚು.,,,,,,,
,,Newsprint,,ವೃತ್ತಪತ್ರಿಕಾ ಕಾಗದ,,,,,,,
,,Nil Statement,,ಶೂನ್ಯ ತಃಖ್ತೆ,,,,,,,
,,Night-shift,,ರಾತ್ರಿಪಾಳಿ,,,,,,,
,,Nipping press,,ತುಸು ಒತ್ತು ಯಂತ್ರ,,,,,,,
,,Non-chargeable,,"ಬೆಲೆ ಹಾಕದ, ಮುಫತ್ತು",,,,,,,
,,Nozzle,,ಸೂಸಮೂತಿ,,,,,,,
,,Numbering,,ಕ್ರಮಸಂಖ್ಯೆ ಹಾಕುವ; ಕ್ರಮ ಸಂಖ್ಯೆ ಹಾಕುವುದು,,,,,,,
,,Numbering Machine,,ಸಂಖ್ಯಾ ಯಂತ್ರ,,,,,,,
,,Nut,,ಒಳತಿರುಪುಗಟ್ಟಿ,,,,,,,
,,Obelisk,,ಕಠಾರಿಯ ಗುರುತು,,,,,,,
,,Objection,,"ಆಕ್ಷೇಪ, ಆಕ್ಷೇಪಣೆ ವಿರೋಧ",,,,,,,
,,Obsolete,,"ಬಳಕೆ ತಪ್ಪಿದ ಹಳೆಯ, ಅದೃಶ್ಯವಾಗುತ್ತಿರುವ",,,,,,,
,,Obtain,,"ಪಡೆ, ಸಂಪಾದಿಸು",,,,,,,
,,Octavo,,"ಆಕ್ಟೆವೊ ಅಳತೆ; ಆಕ್ಟೆವೊ ಅಳತೆಯ ಪುಸ್ತಕ, ಅಷ್ಟದಳ ಮುದ್ರಣ",,,,,,,
,,Offset,,"ಆಫ್‌ಸೆಟ್ ಮುದ್ರಣ, ಸಮತಲ ಮುದ್ರಣ",,,,,,,
,,Offset Process,,ಸಮತಲ ಮುದ್ರಣ ವಿಧಾನ,,,,,,,
,,Oil can,,ಎಣ್ಣೆಯ ಡಬ್ಬ,,,,,,,
,,Oil cloth,,"ಎಣ್ಣೆ ಬಟ್ಟೆ, ಮೇಣಗಪ್ಪಡ",,,,,,,
,,Oil colour,,ತೈಲವರ್ಣ,,,,,,,
,,Oil feeder,,ತೈಲ ಬುಡ್ಡಿ,,,,,,,
,,Oil paper,,ಎಣ್ಣೆ ಕಾಗದ,,,,,,,
,,On payment,,"ಸಂದಾಯದ ಮೇಲೆ, ನಗದು",,,,,,,
,,Operator,,ಚಾಲಕ,,,,,,,
,,Original,,"ಮೂಲ, ಮೂಲಪ್ರತಿ",,,,,,,
,,Ornamental type,,ಅಲಂಕಾರಿಕ ಅಚ್ಚುಮೊಳೆ,,,,,,,
,,Oscillation,,ಓಲಾಡು; ತೂಗಾಟ,,,,,,,
,,Over Printing,,ಮೇಲ್ಮುದ್ರಣ,,,,,,,
,,Over time,,"ಅಧಿಕಕಾಲಿಕ, ನಿಯತಕಾಲಮೀರಿ",,,,,,,
,,Overwritten,,ಬರೆದುದರ ಮೇಲೆ ಬರೆದ,,,,,,,
,,Pack,,"ಪ್ಯಾಕು, ಪೊಟ್ಟಣ, ಪ್ಯಾಕು ಮಾಡು, ಮೂಟೆ ಕಟ್ಟು",,,,,,,
,,Packet,,"ಪ್ಯಾಕೆಟ್ಟು, ಸಣ್ಣ ಪೊಟ್ಟಣ",,,,,,,
,,Packing,,"ಪ್ಯಾಕಿಂಗ್, ಕಟ್ಟುವುದು; ಪ್ಯಾಕಿಂಗ್ ಪದಾರ್ಥ",,,,,,,
,,Packing Materials,,ಪ್ಯಾಕಿನ ಸಾಮಗ್ರಿ,,,,,,,
,,Packing Paper,,ಪ್ಯಾಕಿಂಗ್ ಕಾಗದ,,,,,,,
,,Packing Twine,,ಪ್ಯಾಕಿಂಗ್ ದಾರ,,,,,,,
,,Pad,,ಪ್ಯಾಡು,,,,,,,
,,Page,,ಪುಟ,,,,,,,
,,Page cord,,ಪುಟಕಟ್ಟುವದಾರ,,,,,,,
,,Pallet knife,,ಶಾಯಿ ಕಲಸುವ ಚಾಕು,,,,,,,
,,Pamphlet,,ಲಘು ಪ್ರಕಟಣೆ,,,,,,,
,,Paper,,ಕಾಗದ,,,,,,,
,,Paper knife,,ಕಾಗದ ಚಾಕು,,,,,,,
,,Paper weight,,ಕಾಗದ ಭಾರ,,,,,,,
,,Papyrograph,,ಕಾಗದ ಪ್ರತಿ ಮುದ್ರಣ ಯಂತ್ರ,,,,,,,
,,Paragraph,,"ಪ್ಯಾರಾ, ಕಂಡಿಕೆ",,,,,,,
,,Parallel,,ಸಮಾನಾಂತರ,,,,,,,
,,Pawl,,ಚಕ್ರ ನಿಯಂತ್ರಣ ಶಲಾಕೆ,,,,,,,
,,Paying Department,,ಹಣ ಕೊಡುವ ಇಲಾಖೆ,,,,,,,
,,Pen Carbon,,ಲೇಖನಿ ಕಾಡಿಗೆ ಕಾಗದ,,,,,,,
,,Pencil Carbon,,"ಸೀಸಕಡ್ಡಿ, ಕಾಡಿಗೆ ಕಾಗದ",,,,,,,
,,Pending,,"ಇತ್ಯರ್ಥದಲ್ಲಿರುವ, ಕಾದಿರಿಸಿದ, ತಡೆಹಿಡಿದ",,,,,,,
,,Pending Decision,,ಇತ್ಯರ್ಥವಾಗುವವರೆಗೆ,,,,,,,
,,Pending Papers,,"ಇತ್ಯರ್ಥವಾಗಬೇಕಾದ ಕಾಗದ, ಪತ್ರಗಳು",,,,,,,
,,Perforate,,ಸಾಲು ರಂಧ್ರ ಮಾಡು,,,,,,,
,,Perforation,,ಸಾಲು ರಂಧ್ರ ಮಾಡುವುದು,,,,,,,
,,Periodical,,ನಿಯತಕಾಲಿಕೆ,,,,,,,
,,Phonotype,,ಧ್ವನ್ಯಕ್ಷರ,,,,,,,
,,Phonotypy,,ಧ್ವನ್ಯಕ್ಷರ ಮುದ್ರಣ ಪದ್ಧತಿ,,,,,,,
,,Photostat,,ಛಾಯಾಚಿತ್ರ ಪ್ರತಿಗ್ರಾಹಕ,,,,,,,
,,Phototype,,ಛಾಯಾಚಿತ್ರ ಮುದ್ರಣ ಫಲಕ,,,,,,,
,,Physical balance,,"ವಸ್ತುಶಿಲ್ಕು, ವಾಸ್ತವಿಕ ಶಿಲ್ಕು",,,,,,,
,,Pickax(e),,ಪಿಕಾಸಿ,,,,,,,
,,Pie,,"ಅಚ್ಚಿನ ಮೊಳೆಗಳ ಅವ್ಯವಸ್ಥೆ, ಕಲಸುಮೆಲಸಾದ ಅಚ್ಚುಮೊಳೆಗಳು",,,,,,,
,,Piece-work,,"ಬಿಡಿ ಕೆಲಸ, ಚಿಲ್ಲರೆ ಕೆಲಸ",,,,,,,
,,Pigeon Hole,,"ಪಾರಿವಾಳದ ಗೂಡು / ಖಾನೆ, ಬದಿಗಿಟ್ಟ ಕೆಲಸ",,,,,,,
,,Pincers,,ಚಿಮುಟ,,,,,,,
,,Plaster of Paris,,ಪ್ಲಾಸ್ಟರ್ ಆಫ್ ಪ್ಯಾರಿಸ್,,,,,,,
,,Plastic Jacket,,ಪ್ಲಾಸ್ಟಿಕ್ ಕವಚ,,,,,,,
,,Plate,,ಫಲಕ,,,,,,,
,,Plier,,ಇಕ್ಕುಳ,,,,,,,
,,Plunger,,ಆಡುಬೆಣೆ,,,,,,,
,,Point,,ಚುಕ್ಕೆ; ವಿರಾಮ ಚಿಹ್ನೆ,,,,,,,
,,Point (size of type),,ಅಚ್ಚುಮೊಳೆ ಅಳತೆ (ಮಾನ),,,,,,,
,,Portable,,"ಒಯ್ಯಲು ಅನುಕೂಲವಾದ, ಸುಲಭ ಸಾಗಣೆ",,,,,,,
,,Postcard Size,,ಅಂಚೆ ಕಾರ್ಡು ಅಳತೆ,,,,,,,
,,Precision,,"ನಿಖರತೆ, ಕರಾರುವಾಕ್",,,,,,,
,,Prefix,,"ಹಿಂಜೋಡಿಸು; ಹಿಂಜೋಡಣೆ; ಉಪಸರ್ಗ, ಪೂರ್ವ ಪ್ರತ್ಯಯ",,,,,,,
,,Prescribed,,"ಗೊತ್ತು ಪಡಿಸಿದ, ನಿಗದಿಪಡಿಸಿದ",,,,,,,
,,Press,,"ಮುದ್ರಣಾಲಯ, ಒತ್ತು",,,,,,,
,,Press cutting,,ಪತ್ರಿಕೆ ಉದ್ಧೃತ ಭಾಗ,,,,,,,
,,Press Letter,,ಅಚ್ಚಕ್ಷರ,,,,,,,
,,Pressman,,"ಮುದ್ರಣಯಂತ್ರಚಾಲಕ; ವರದಿಗಾರ, ಮುದ್ರಕ",,,,,,,
,,Print,,"ಮುದ್ರಣ, ಮುದ್ರಿಸು",,,,,,,
,,Print and Supply,,ಮುದ್ರಿಸಿ ಪೂರೈಸು',,,,,,,
,,"Print, Clear",,ಸ್ಪಷ್ಟ ಮುದ್ರಣ,,,,,,,
,,Printer,,"ಅಚ್ಚಿಗ, ಮುದ್ರಣಕಾರ",,,,,,,
,,Printer’s mark,,ಮುದ್ರಣಕಾರನ ಗುರುತು,,,,,,,
,,Printing ink,,ಮುದ್ರಣಶಾಯಿ,,,,,,,
,,Printing Press,,"ಮುದ್ರಣಾಲಯ, ಅಚ್ಚುಕೂಟ",,,,,,,
,,"Print, Large",,ದಪ್ಪಕ್ಷರ ಮುದ್ರಣ,,,,,,,
,,Print order,,ಮುದ್ರಣಾದೇಶ,,,,,,,
,,"Print, Small",,ಸಣ್ಣಕ್ಷರ ಮುದ್ರಣ,,,,,,,
,,Priority,,"ಆದ್ಯತೆ, ಪ್ರಾಮುಖ್ಯ, ಪ್ರಾಶಸ್ತ್ಯ",,,,,,,
,,Private Press,,ಖಾಸಗಿ ಮುದ್ರಣಾಲಯ,,,,,,,
,,Probable cost,,ಅಂದಾಜುವೆಚ್ಚ,,,,,,,
,,Probable requirements,,"ಸಂಭವನೀಯ ಅವಶ್ಯಕತೆಗಳು, ಬೇಕಾಗಬಹುದಾದವು",,,,,,,
,,Prohibited,,ನಿಷಿದ್ಧ,,,,,,,
,,Prompt,,"ತ್ವರಿತ, ಶೀಘ್ರ",,,,,,,
,,Proof,,ಕರಡು ಪ್ರತಿ,,,,,,,
,,Proof for approval,,ಕರಡುಪ್ರತಿ ಅನುಮೋದನೆಗೆ,,,,,,,
,,Proof pulling,,ಕರಡುಪ್ರತಿ ತೆಗೆಯುವುದು,,,,,,,
,,Proofreader,,ಕರಡುಪ್ರತಿ ಓದುಗ,,,,,,,
,,Proofreading,,"ಕರಡುಪ್ರತಿ ಪರಿಷ್ಕರಣೆ, ಕರುಡು ಓದುವುದು; ತಿದ್ದುವುದು",,,,,,,
,,Proof sheet,,ಕರಡುಪ್ರತಿ ಹಾಳೆ,,,,,,,
,,Proposal,,"ಪ್ರಸ್ತಾಪ, ಸೂಚನೆ",,,,,,,
,,Publication,,"ಪ್ರಕಟಣೆ, ಪ್ರಕಾಶನ",,,,,,,
,,Publisher,,ಪ್ರಕಾಶಕ,,,,,,,
,,Pulp board,,ಮೆತುರಟ್ಟು,,,,,,,
,,Punch,,"ಕೊರೆ, ರಂಧ್ರ; ರಂಧ್ರಮಾಡು, ಗುರುತುಮಾಡು",,,,,,,
,,Puncher,,"ರಂಧ್ರಕ, ಕೊರೆಯುವವನು",,,,,,,
,,Punctuation,,ವಿರಾಮಾದಿ ಚಿಹ್ನೆಗಳು,,,,,,,
,,Push Button,,ಒತ್ತುಗುಂಡಿ,,,,,,,
,,Quadruplicate,,ನಾಲ್ಕು ಪ್ರತಿ,,,,,,,
,,Quality,,ಗುಣಮಟ್ಟ,,,,,,,
,,Quantity,,"ಪರಿಮಾಣ, ಮೊತ್ತ",,,,,,,
,,Quarto,,ಚತುರ್ದಳ,,,,,,,
,,Quinquennial,,ಪಂಚವಾರ್ಷಿಕ,,,,,,,
,,Quintuplicate,,ಐದು ಪ್ರತಿ,,,,,,,
,,Quoin,,"ಅಚ್ಚುಬೆಣೆ, ಮೊಳೆ ಜೋಡಣೆಯನ್ನು ಭದ್ರಪಡಿಸುವ ಬೆಣೆ",,,,,,,
,,Quotation,,"ತೆರಪು ಅಚ್ಚುಗಳು, ಉದ್ಧರಣ; ದರಪಟ್ಟಿ; ತೆರಪಟ್ಟು",,,,,,,
,,Quotation Marks,,ಉದ್ಧರಣ ಚಿಹ್ನೆಗಳು,,,,,,,
,,Rack,,ಪತ್ತಿಗೆ ಅಟ್ಟಣೆ,,,,,,,
,,Rag,,ಚಿಂದಿ ಬಟ್ಟೆ,,,,,,,
,,Rag content,,ಚಿಂದಿ ಬಟ್ಟೆ ಅಂಶ,,,,,,,
,,Rag Paper,,ಚಿಂದಿ ಬಟ್ಟೆ ಸೇರಿದ ಕಾಗದ,,,,,,,
,,Railway goods,,ರೈಲ್ವೆ ಸರಕು,,,,,,,
,,Railway parcel,,ರೈಲ್ವೆ ಭಾಂಗಿ,,,,,,,
,,Rate,,"ದರ, ಧಾರಣೆ, ಬೆಲೆ",,,,,,,
,,Real Art (Paper),,ಅಚ್ಚ ಅರ್ಟ್ (ಕಾಗದ),,,,,,,
,,Receipt,,ರಸೀದಿ,,,,,,,
,,Record,,ದಾಖಲೆ,,,,,,,
,,Recovery,,ವಸೂಲಿ,,,,,,,
,,Redact,,ಪರಿಷ್ಕರಿಸು; ಮುದ್ರಣಕ್ಕೆ ಸಿದ್ಧಪಡಿಸು; ಸಂಪಾದಿಸು,,,,,,,
,,Redaction,,ಮುದ್ರಣಕ್ಕೆ ಸಿದ್ಧಪಡಿಸುವುದು; ಪರಿಷ್ಕರಣೆ; ಸಂಪಾದನೆ,,,,,,,
,,Reference,,"ಉಲ್ಲೇಖ, ಪರಾಮರ್ಶನ",,,,,,,
,,Register,,ಮುದ್ರಣ ಸಾಮಂಜಸ್ಯ,,,,,,,
,,Registration,,ಹೊಂದಾಣಿಕೆ,,,,,,,
,,Regular,,"ಕ್ರಮಬದ್ಧ, ನಿಯತ",,,,,,,
,,Reissue,,ಮರುಪ್ರಕಟಣೆ,,,,,,,
,,Remarks,,ಷರಾ,,,,,,,
