ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Dissipated habit,,ದುರ್ವ್ಯಸನಗಳ ಹವ್ಯಾಸ ; ವಿಷಯಲೋಲುಪತೆ,,,,,,,
,,Divisional fire officer,,ಅಗ್ನಿಶಾಮಕ ವಿಭಾಗಾಧಿಕಾರಿ,,,,,,,
,,Door breaker,,ಬಾಗಿಲು ಮುರಿಯುವ ಸಾಧನ,,,,,,,
,,Door glass channel,,ಗಾಜಿನ ಬಾಗಿಲ ಮಾರ್ಗ / ಚಲನೆಯ ದಾರಿ,,,,,,,
,,Double end spanner,,ಎರಡುತುದಿ ತಿರುಪುಮೊಳೆ,,,,,,,
,,Drag hook,,ಡ್ರ್ಯಾಗ್‌ ಹುಕ್‌; ಎಳೆಕೊಕ್ಕೆ,,,,,,,
,,Drag link,,(ಭಾರವಾದ ವಾಹನ ಮೊ.ಗಳನ್ನು) ಎಳೆಯುವ ಕೊಂಡಿ,,,,,,,
,,Drawing officer,,ಹಣ ತೆಗೆಯುವ ಅಧಿಕಾರಿ,,,,,,,
,,Drencher system,,ಜಲಧಾರಾ ಪದ್ಧತಿ; ತೋಯಿಸುವ ನೀರು ಸುರಿತದ ಕ್ರಮ,,,,,,,
,,Drill,,1. ಕವಾಯಿತು 2. ಬೈರಿಗೆ ; ತೂತು ಕೊರೆಯುವ ಉಪಕರಣ,,,,,,,
,,Dry grass,,ಒಣಹುಲ್ಲು,,,,,,,
,,Dry sand,,ಒಣಮರಳು,,,,,,,
,,Dungaree,,ಡಂಗರೀ; ಒರಟು ಬಟ್ಟೆಯ ಮೇಲುಡುಪು,,,,,,,
,,Dust explosion,,ಧೂಳು ಸ್ಫೋಟನ; ನಿರ್ದಿಷ್ಟ ಆವರಣದ ಧೂಳಿನ ಕಣಗಳ ಸಿಡಿತ,,,,,,,
,,Dust fire,,ಧೂಳಿನ ಬೆಂಕಿ,,,,,,,
,,Duty officer,,ಕರ್ತವ್ಯ ನಿರತ ಅಧಿಕಾರಿ,,,,,,,
,,Duty roster,,ಡ್ಯೂಟಿ ರೋಸ್ಟರ್‌; ಕರ್ತವ್ಯದ ಸರದಿಪಟ್ಟಿ,,,,,,,
,,Dynamo,,ಡೈನಮೊ; ಜಲ ವಿದ್ಯುಜ್ಜನಕ ಯಂತ್ರ,,,,,,,
,,Earthing system,,(ವಿದ್ಯುತ್ತು) ಭೂಸಂಬಂಧೀಕರಣ ವವಸ್ಥೆ,,,,,,,
,,Earthquake,,ಭೂಕಂಪ,,,,,,,
,,Efficiency and discipline of the force,,ಸಾಮರ್ಥ್ಯ ಮತ್ತು ಶಿಸ್ತು,,,,,,,
,,Efficiency test,,ಸಾಮರ್ಥ್ಯ ಪರೀಕ್ಷೆ,,,,,,,
,,Efficient disposal,,ಸಮರ್ಥ ವಿಲೇವಾರಿ,,,,,,,
,,Efficient performance,,ಸಮರ್ಥ ನೆರವೇರಿಕೆ / ಪಾಲನೆ,,,,,,,
,,Electrical accessories,,ವಿದ್ಯುತ್‌ ಪರಿಕರಗಳು,,,,,,,
,,Electrical plant,,ವಿದ್ಯುತ್‌ ಸ್ಥಾವರ,,,,,,,
,,Electric arc,,ವಿದ್ಯುತ್‌ ಕಮಾನು,,,,,,,
,,Electrician,,ಎಲೆಕ್ಟ್ರಿಶನ್‌; ವಿದ್ಯುತ್‌ಶಾಸ್ತ್ರಜ್ಞ,,,,,,,
,,Electrolite,,ಎಲೆಕ್ಟ್ರೋಲೈಟ್‌ ; ವಿದ್ಯುದ್ವಿಶ್ಲೇಷ್ಯ; ವಿದ್ಯುತ್ಕಾರ್ಯದಿಂದ ವಿಘಟತವಾದ ಪದಾರ್ಥ,,,,,,,
,,Eligibility,,ಅರ್ಹತೆ,,,,,,,
,,Elucidate,,ವಿಶದಪಡಿಸು; ಸ್ಪಷ್ಟಪಡಿಸು,,,,,,,
,,Emergency call,,ತುರ್ತು ಕರೆ; ಆಪತ್ಕಾಲದ ಕರೆ,,,,,,,
,,Emergency lamp,,ತುರ್ತು ದೀಪ; ಆಪತ್ಕಾಲದ ದೀಪ,,,,,,,
,,Emergency staircase,,ತುರ್ತು ಸೋಪಾನ ಪಂಕ್ತಿ / ಮೆಟ್ಟಲುದಾರಿ,,,,,,,
,,Emissive power,,(ಶಾಖ) ಹೊರದೂಡಿಕೆ ಸಾಮರ್ಥ್ಯ,,,,,,,
,,Empty packings,,ಖಾಲಿ ಗಂಟುಮೂಟೆ,,,,,,,
,,Encashing bills,,ನಗದೀಕರಿಸಬೇಕಾದ ಬಿಲ್ಲುಗಳು,,,,,,,
,,Endorsement,,ಶರಾ; ಹಿಂಬರಹ,,,,,,,
,,Endothermic reaction,,ಶಾಖ ಹೀರಿಕೊಳ್ಳುವ ಕ್ರಿಯೆ,,,,,,,
,,Endurance,,ಸಹಿಸಿಕೊಳ್ಳುವುದು; ತಾಳಿಕೊಳ್ಳುವುದು,,,,,,,
,,Engagement,,ವಾಗ್ದಾನ; ಕರಾರು; ಒಪ್ಪಂದ,,,,,,,
,,Engine joints,,ಎಂಜಿನ್‌ / ಯಂತ್ರದ ಜೋಡಣೆಗಳು,,,,,,,
,,Engine oil,,ಎ೦ಜಿನ್‌ ಆಯಿಲ್‌; ಯಂತ್ರದ ಎಣ್ಣೆ,,,,,,,
,,Enhanced scale of pay,,ಹೆಚ್ಚಿಸಿರುವ ವೇತನ ಪ್ರಮಾಣ,,,,,,,
,,Enlistment,,1. ಪಟ್ಟಿಯಲ್ಲಿ ಸೇರಿಸುವುದು; ದಾಖಲು ಮಾಡುವುದು 2. ದಳಕ್ಕೆ ಸೇರಿಸುವುದು,,,,,,,
,,Enquiry officer,,ವಿಚಾರಣಾಧಿಕಾರಿ,,,,,,,
,,Enquiry records,,ವಿಚಾರಣಾ ದಾಖಲಾತಿಗಳು,,,,,,,
,,Enroute,,ಮಾರ್ಗದಲ್ಲಿ; ದಾರಿಯಲ್ಲಿ,,,,,,,
,,Enteric fever,,ವಿಷಮಶೀತ / ಟೈಫಾಯ್ಡ್‌ ಜ್ಚರ,,,,,,,
,,Entertainment place,,ಮನೋರಂಜನ ಸ್ಥಳ,,,,,,,
,,Entitle,,ಹಕ್ಕುನೀಡು; ಅಧಿಕಾರ ಕೊಡು,,,,,,,
,,Entries,,ನಮೂದುಗಳು; ದಾಖಲೆಗಳು,,,,,,,
,,Entries and rewards,,ನಮೂದುಗಳು ಮತ್ತು ಪಾರಿತೋಷಕಗಳು,,,,,,,
,,Entrust,,ಒಪ್ಪಿಸು; ವಹಿಸು,,,,,,,
,,Equation,,ಸಮೀಕರಣ; ಸರಿದೂಗಿಸುವುದು,,,,,,,
,,Equipment,,ಸಾಧನ ಸಾಮಗ್ರಿ,,,,,,,
,,Escape ladder,,ಎಸ್ಕೇಪ್‌ ಲ್ಯಾಡರ್‌; ಪಾರುಮಾಡಲು ಬಳಸುವ ನಿಚ್ಚಣಿಕೆ,,,,,,,
,,Escape ladder carrying unit,,ಪಾರುಮಾಡುವ ನಿಚ್ಚಣಿಕೆಯನ್ನು ಕೊಂಡೊಯ್ಯುವ ಘಟಕ,,,,,,,
,,Escape route,,ಪಾರುಮಾಡುವ ದಾರಿ / ಮಾರ್ಗ,,,,,,,
,,Essential,,ಅತ್ಯಗತ್ಯ; ಆವಶ್ಯಕ,,,,,,,
,,Evidence,,ಸಾಕ್ಷ್ಯ: ಆಧಾರ,,,,,,,
,,Exact point,,1. ಖಚಿತ ಅಂಶ 2. ಖಚಿತ ಸ್ಥಾನ / ಸ್ಥಳ 3. ಖಚಿತ ಬಿಂದು,,,,,,,
,,Excess force,,ಅಧಿಕ ಬಲ,,,,,,,
,,Execute,,ಜಾರಿಮಾಡು; ಕಾರ್ಯರೂಪಕ್ಕೆ ತರು,,,,,,,
,,Exhauster,,ಎಗ್ಜಾಸ್ಟರ್‌; ನಿಷ್ಕಾಸನಯಂತ್ರ : (ಅನಿಲ ಗಾಳಿ ಮೊ.ಗಳನ್ನು) ಹೀರಿ ಹೊರಹಾಕುವ ಯಂತ್ರ.,,,,,,,
,,Exhaust gas ejector,,ಅನಿಲ ವಿಸರ್ಜಕ; ಅನಿಲವನ್ನು ಒಂದು ಕಡೆಯಿಂದ ಮತ್ತೊಂದು ಕಡೆಗೆ ಅಟ್ಟಿಬಿಡುವ ಸಾಧನ,,,,,,,
,,Exhaustion,,ಅಯಾಸ; ದಣಿವು; ಸುಸ್ತು,,,,,,,
,,Exhaust manifold,,ಎಗ್ದಾಸ್ಟ್‌ ಮ್ಯಾನಿಪೋಲ್ಡ್‌; ಹೊಗೆ ಹೊರದೂಡುವ ತಲೆನಳಿಕೆ; (ಯಂತ್ರಶಿಲ್ಪ) ಇತರ ಕೊಳವೆಗಳು ಮೊದಲಾದವುಗಳೊಡನೆ ಸಂಬಂಧಕಲ್ಪಿಸುವ ಹಲವು ದ್ವಾರಗಳು ಯಾ. ಕವಾಟಗಳು ಉಳ್ಳ ಕೊಳವೆ ಯಾ. ಕೋಷ್ಠ,,,,,,,
,,Exit,,ಹೊರದಾರಿ; ನಿರ್ಗಮದಾರಿ; ಹೊರಕ್ಕೆ ಹೋಗುವ ಮಾರ್ಗ,,,,,,,
,,Exorbitant,,ವಿಪರೀತ ಹೆಚ್ಚಾದ; ಅತಿಯಾದ ; ಮಿತಿಮಿರಿದ; ದುಬಾರಿಯಾದ,,,,,,,
,,Exothermic reaction,,ಬಹಿರುಷ್ಣಕ ಪ್ರಕ್ರಿಯೆ,,,,,,,
,,Expenditure statement,,ವೆಚ್ಚದ ವಿವರಣ ಪಟ್ಟಿ ವೆಚ್ಚದ ವಿವರಪತ್ರ,,,,,,,
,,Explosion,,ಸಿಡಿತ; ಸ್ಫೋಟ,,,,,,,
,,Explosivers,,ಸಿಡಿಮದ್ದು; ಸ್ಫೋಟಕಗಳು,,,,,,,
,,Explosives act,,ಸ್ಫೋಟಕ ಅಧಿನಿಯಮ,,,,,,,
,,Explosive crackers,,ಸ್ಫೋಟಕ/ತಟ್ಟನೆ ಸಿಡಿಯುವ ಪಟಾಕಿಗಳು,,,,,,,
,,Exposure,,ಒಡ್ಡಿಕೆ ; ತೆರೆದಿಡುವಿಕೆ,,,,,,,
,,Extension line,,ಎಕ್ಸ್‌ಟೆನ್‌ಶನ್‌ ಲೈನ್‌; ವಿಸ್ತರಿಸುವ ಹಗ್ಗ,,,,,,,
,,Extent of fire,,ಬೆಂಕಿಯ ವ್ಯಾಪ್ತಿ /ವಿಸ್ತೀರ್ಣ,,,,,,,
,,Extinguish,,ಆರಿಸು; ನಂದಿಸು; ಶಮನಗೊಳಿಸು,,,,,,,
,,Extinguisher,,ಎಕ್ಸ್‌ಟಿಂಗ್‌ವಿಶರ್‌ ; ನಂದಿಗೆ ; ಅಗ್ನಿನಂದಕ/ಅಗ್ನಿಶಾಮಕ ಸಾಧನ,,,,,,,
,,Fabrication,,1. ಕಟ್ಟುವುದು; ನಿರ್ಮಿಸುವುದು; ರಚಿಸುವುದು 2. ಕಲ್ಪನೆ,,,,,,,
,,Face mask,,ಮುಸುಕು; ಮುಖವಾಡ,,,,,,,
,,False alarm,,ಸುಳ್ಳು ಅಪಾಯ ಸೂಚನೆ,,,,,,,
,,False report,,ಸುಳ್ಳುವರದಿ,,,,,,,
,,Fibre goods,,ನಾರಿನ / ನೂಲಿನ / ದಾರದ ಸಾಮಾನುಗಳು,,,,,,,
,,Fire accidents,,ಅಗ್ನಿ ಆಕಸ್ಮಿಕಗಳು / ಅಪಘಾತಗಳು,,,,,,,
,,Fire-alarm,,ಬೆಂಕಿ ಎಚ್ಚರಿಕೆ; ಅಗ್ನಿ ಅಪಾಯ ಸೂಚನೆ,,,,,,,
,,Fire appliances,,ಅಗ್ನಿಶಾಮಕ ಉಪಕರಣಗಳು,,,,,,,
,,Fire bat,,ಅಗ್ನಿದಾಂಡು; ಬೆಂಕಿಯನ್ನು ತಟ್ಟಿ ಆರಿಸುವ ಉಪಕರಣ,,,,,,,
,,Fire beater,,ಫೈರ್‌ಬೀಟರ್‌; ಬೆಂಕಿಯನ್ನು ಬಡಿದು ಆರಿಸುವ ಸಾಧನ,,,,,,,
,,Fire bed,,ಬೆಂಕಿಮಡಿ / ಪಾತಿ,,,,,,,
,,Fire blanket,,ಅಗ್ನಿ ಹೊದಿಕೆ ; ಬೆಂಕಿಯನ್ನು ಮುಚ್ಚಿ ಆರಿಸುವ ಕಂಬಳಿ,,,,,,,
,,Fire boat,,ಫೈರ್‌ ಬೋಟ್‌; ಬೆಂಕಿ ದೋಣಿ ಬೆಂಕಿ ಆರಿಸಲು ಉಪಯೋಗಿಸುವ ದೋಣಿ,,,,,,,
,,Fire-break,,ಬೆಂಕಿ ತಡೆ,,,,,,,
,,Firebrick,,ಕಾವಿಟ್ಟಿಗೆ; ಕಾವು ತಡೆಯಬಲ್ಲ ಇಟ್ಟಿಗೆ,,,,,,,
,,Fire-brigade training centre,,ಅಗ್ನಿಶಾಮಕ ದಳದ ತರಬೇತಿ ಕೇಂದ್ರ,,,,,,,
,,Fire-bucket,,ಫೈರ್‌ಬಕೆಟ್‌ ; ನೀರು ಮೊ.ಅಗ್ನಿನಂದಿಕಗಳನ್ನು ತುಂಬಿಟ್ಟಿರುವ ಬಕೆಟ್‌,,,,,,,
,,Fire-control,,ಅಗ್ನಿ ನಿಯಂತ್ರಣ; ಬೆಂಕಿ ಹತೋಟಿ,,,,,,,
,,Fire curtain,,ಬೆಂಕಿ ತೆರೆ ; ಬೆಂಕಿಯನ್ನು ತಡೆಯುವ ತೆರೆ/ಪರದೆ,,,,,,,
,,Fire damp solution,,ಉರಿ ತಗ್ಗಿಸುವ ದ್ರಾವಣ,,,,,,,
,,Fire detection,,ಬೆಂಕಿ ಪತ್ತೆ ಹಚ್ಚುವುದು,,,,,,,
,,Fire detector,,ಬೆಂಕಿ ಪತ್ತೆಹಚ್ಚುವ ಸಾಧನ,,,,,,,
,,Fire-engine,,ಫೈರ್‌ಇಂಜಿನ್‌; ಅಗ್ನಿಶಮನ ಯಂತ್ರ,,,,,,,
,,Fire-engineer,,ಫೈರ್‌ ಇಂಜಿನಿಯರ್‌,,,,,,,
,,Fire-escape,,ಅಗ್ನಿ ವಿಮೋಚನ ಮಾರ್ಗ; ಬೆಂಕಿಯಿಂದ ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ದಾರಿ,,,,,,,
,,Fire extinguisher,,ಅಗ್ನಿನಂದಿಗೆ,,,,,,,
,,Fire-fighting equipments,,ಅಗ್ನಿಶಮನ ಸಾಧನಗಳು ; ಬೆಂಕಿ ನಂದಿಸುವ ಸಾಧನಗಳು,,,,,,,
,,Fire-fighting operations,,ಅಗ್ನಿಶಾಮಕ ಕಾರ್ಯಾಚರಣೆಗಳು; ಬೆ೦ಕಿನಂದಿಸುವ ಕಾರ್ಯಗಳು,,,,,,,
,,Fire services act,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ಅಧಿನಿಯಮ,,,,,,,
,,Fire services department,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ಇಲಾಖೆ,,,,,,,
,,Fire services manual,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ಕೈಪಿಡಿ,,,,,,,
,,Fire services personnel,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ಸಿಬ್ಬಂದಿ / ನೌಕರವರ್ಗ,,,,,,,
,,Fire services training centre,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ತರಬೇತಿಕೇಂದ್ರ,,,,,,,
,,Fire services unit,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ಘಟಕ,,,,,,,
,,Fire services - workshop,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ಕಾರ್ಯಾಗಾರ,,,,,,,
,,Fire hazard,,ಅಗ್ನಿ ಅಪಾಯ,,,,,,,
,,Fire house,,ಫೈರ್‌ಹೌಸ್‌; ಬೆಂಕಿಮನೆ,,,,,,,
,,Fire hydrant,,ಅಗ್ನಿಶಾಮಕ ಜಲದಾನಿ; ಅಗ್ನಿಶಾಮಕ ನೀರೆತ್ತುವ ಕೊಳವೆ; ಬೆಂಕಿ ಆಕಸ್ಮಿಕಗಳಲ್ಲಿ ನೀರು ಪಡೆಯಲು ಉಪಯೋಗಿಸುವ ನಲ್ಲಿ,,,,,,,
,,Fire insurance,,ಅಗ್ನಿವಿಮೆ,,,,,,,
,,Fire lift,,ಫೈರ್‌ಲಿಫ್ಟ್‌ ; ಅಗ್ನಿ ಎತ್ತುಗೆ; ಅಗ್ನಿ ಅಪಘಾತದಲ್ಲಿ ಜನರನ್ನು ರಕ್ಷಿಸಲು ಉಪಯೋಗಿಸುವ ಎತ್ತುಗೆ ಯಂತ್ರ,,,,,,,
,,Fire line,,ಬೆಂಕಿಯ ಎಲ್ಲೆ,,,,,,,
,,Fire load,,ಫೈರ್‌ ಲೋಡ್‌; ನಿರ್ದಿಷ್ಟ ಪ್ರದೇಶದಲ್ಲಿನ ದಾಹ್ಯವಸ್ತುಗಳ ಶಾಖದ ಪರಿಮಾಣ,,,,,,,
,,Fireman,,ಫೈರ್‌ಮನ್‌; ಅಗ್ನಿಶಾಮಕ ವ್ಯಕ್ತಿ,,,,,,,
,,Fireman cap,,ಅಗ್ನಿಶಾಮಕನ ಟೋಪಿ,,,,,,,
,,Fireman driver,,ಅಗ್ನಿಶಾಮಕ ಚಾಲಕ,,,,,,,
,,Fireman lift,,ಫೈರ್‌ಮನ್‌ ಲಿಫ್ಟ್‌: ಬೆಂಕಿ ಯಾ ಇತರ ಅಪಘಾತಗಳಲ್ಲಿ ಗಾಯಾಳುಗಳನ್ನು ಹೊರಕ್ಕೆ ಎತ್ತಿಕೊ೦ಡು ಬರುವ ಒಂದು ವಿಧಾನ,,,,,,,
,,Fireman switch,,ಫೈರ್‌ಮ್ಯನ್‌ ಸ್ವಿಚ್‌; ವಿದ್ಯುತ್‌ ಪ್ರವಾಹವನ್ನು ಕಡಿತಗೊಳಿಸಲು ಅಗ್ನಿಶಾಮಕ ಬಳಸುವ ಸ್ವಿಚ್ಚು,,,,,,,
,,Fire order,,ಫೈರ್‌ ಆರ್ಡರ್‌; ಅಗ್ನಿಶಮನದ ಬಗೆಗೆ ಸೂಚನೆ,,,,,,,
,,Fire point,,ಫೈರ್‌ ಪಾಯಿಂಟ್‌; ಜ್ವಲನಬಿಂದು ; ಬಾಷ್ಟವಾಗುವ ದಾಹ್ಯವಸ್ತುವನ್ನು ಗಾಳಿಯೊಡನೆ ಕಾಯಿಸಿದಾಗ ಹತ್ತಿಕೊಂಡು ಉರಿಯುವಾಗಿನ ಉಷ್ಣಾಂಶ,,,,,,,
,,Fire precautionary measures,,ಅಗ್ನಿ ಮುನ್ನೆಚ್ಚರಿಕೆ ಕ್ರಮಗಳು,,,,,,,
,,Fire prevention wing,,ಅಗ್ನಿ ಪ್ರತಿಬಂಧನ ಶಾಖೆ; ಬೆಂಕಿ ಅಪಘಾತ ನಿವಾರಣ ಶಾಖೆ,,,,,,,
,,Fireproof,,ಅಗ್ನಿ ನಿರೋಧಕ,,,,,,,
,,Fire protection and control,,ಅಗ್ನಿ ರಕ್ಷಣೆ ಮತ್ತು ನಿಯಂತ್ರಣ,,,,,,,
,,Fire pump,,ಫೈರ್‌ಪಂಪ್‌; ಅಗ್ನಿರೇಚಕಯಂತ್ರ,,,,,,,
,,Fire report,,ಅಗ್ನಿ ಅನಾಹುತದ ವರದಿ,,,,,,,
,,Fire resistance,,ಅಗ್ನಿ ನಿರೋಧ,,,,,,,
,,Fire resisting,,ಅಗ್ನಿ ನಿರೋಧಕ,,,,,,,
,,Fire resisting type,,ಅಗ್ನಿ ನಿರೋಧಕ ಮಾದರಿ,,,,,,,
,,Fire retardant,,ಅಗ್ನಿ ವಿಳಂಬಕ,,,,,,,
,,Fire safety,,ಅಗ್ನಿ ಸುರಕ್ಷತೆ,,,,,,,
,,Fire screen,,ಬೆಂಕಿಪರದೆ; ಬೆಂಕಿಯ ಕಾವನ್ನು ತಡೆಯುವ ಪರದೆ,,,,,,,
,,Fire service,,ಅಗ್ನಿಶಾಮಕ ಸೇವೆ,,,,,,,
,,Fire service administration,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ಆಡಳಿತ,,,,,,,
,,Fire service staff,,ಅಗ್ನಿಶಾಮಕ ಸೇವಾ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Fire ship,,ಅಗ್ನಿ ನಾಕೆ ; (ಬೆಂಕಿ ಹತ್ತಿಕೊಳ್ಳುವ ಪದಾರ್ಥಗಳನ್ನು ತುಂಬಿ ಶತ್ರುಗಳ ಹಡಗುಗಳು ಮೊ.ವಕ್ಕೆ ಬೆಂಕಿ ಹೊತ್ತಿಸುವಂತೆ ಸಮುದ್ರದಲ್ಲಿ ಅಲೆದಾಡಲು ಬಿಟ್ಟುಬಿಟ್ಟ ಬೆಂಕಿ ಹಡಗು,,,,,,,
,,Fire spot,,1. ಅಗ್ನಿ ಅಪಘಾತದ ಸ್ಥಳ 2. ಅಗ್ನಿಯಿರುವ ಸ್ಥಳ,,,,,,,
,,Fire station,,ಅಗ್ನಿಶಾಮಕ ಠಾಣೆ,,,,,,,
,,Fire wall,,ಅಗ್ನಿ ಪ್ರತಿಬಂಧಕ ಗೋಡೆ,,,,,,,
,,Fitness,,ಯೋಗ್ಯತೆ; ದಾರ್ಢ್ಯ,,,,,,,
,,Flame detector,,ಜ್ವಾಲಶೋಧಕ,,,,,,,
,,Flameproof switch,,ಜ್ವಾಲ ನಿರೋಧಕ ಸ್ವಿಚ್ಚು,,,,,,,
,,Flammable liquids,,ಸುಲಭ ದಹನಶೀಲ ದ್ರವಗಳು; ಸುಲಭವಾಗಿ ಉರಿಹೊತ್ತಿಕೊಳ್ಳುವ ದ್ರವಗಳು,,,,,,,
,,Flash point,,ಫ್ಲ್ಯಾಶ್‌ ಪಾಯಿಂಟ್‌; ಉರಿಮಿಂಚುಬಿಂದು.,,,,,,,
,,Flexible,,ನಮ್ಯ; ತಿರುಗಿಸಿಕೊಳ್ಳಲಾಗುವ; ಬಗ್ಗಿಸಲಾಗುವ,,,,,,,
,,Flexible lighting,,ಬೇಕಾದಂತೆ ತಿರುಗಿಸಿಕೊಳ್ಳಲಾಗುವ ಬೆಳಕಿನ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Foam compound,,ನೊರೆಸಂಯುಕ್ತ,,,,,,,
,,Foam -making branch,,ನೊರೆಕಾರಕ ಬ್ರಾಂಚ್‌ / ಮೂತಿ,,,,,,,
,,Foam tender,,ನೊರೆವಾಹನ,,,,,,,
,,Fog light,,ಮಂಜುದೀಪ,,,,,,,
,,Foot valve,,ಅಡಿಕವಾಟ,,,,,,,
,,Forwarding note,,ಪ್ರೇಷಕ / ರವಾನೆ ಟಿಪ್ಪಣಿ,,,,,,,
,,Gas cylinder,,ಗ್ಯಾಸ್‌ ಸಿಲಿಂಡರ್‌; ಅನಿಲ ಧಾರಕ ಉರುಳೆ,,,,,,,
,,Gas fire,,ಅನಿಲದ ಬೆಂಕಿ,,,,,,,
,,Gate valve,,ತೂಬುಕವಾಟ,,,,,,,
,,Gauge,,1. ಅಳೆ 2. ಮಾಪಕ 3. ಪ್ರಮಾಣ; ಅಳತೆ,,,,,,,
,,Gear box,,ಗಿಯರ್‌ಬಾಕ್ಸ್‌; ವಾಹನಗಳ ಚಾಲಕ ಭಾಗಗಳುಳ್ಳ ಪೆಟ್ಟಿಗೆ,,,,,,,
,,General attention,,ಸಾಮಾನ್ಯ ಗಮನ,,,,,,,
,,General business,,ಸಾಮಾನ್ಯ ವ್ಯಾಪಾರ,,,,,,,
,,General control,,ಸಾಮಾನ್ಯ ನಿಯಂತ್ರಣ,,,,,,,
,,General diary book,,ಸಾಮಾನ್ಯ ದಿನಚರಿ ಪುಸ್ತಕ,,,,,,,
,,General parade,,ಸಾಮಾನ್ಯ ಕವಾಯತು,,,,,,,
,,General performance,,ಸಾಮಾನ್ಯ ನಿರ್ವಹಣೆ / ಆಚರಣೆ,,,,,,,
,,Generator,,ಜನರೇಟರ್‌; ವಿದ್ಯುಜ್ಜನಕ,,,,,,,
,,Good service,,ಉತ್ತಮ ಸೇವೆ,,,,,,,
,,Government accounts,,ಸರ್ಕಾರಿ ಲೆಕ್ಕಗಳು,,,,,,,
,,Graphnel,,ಪಾತಾಳಗರಡಿ,,,,,,,
,,Grease,,ಗ್ರೀಜ್‌; ಜಿಡ್ಡು,,,,,,,
,,Ground floor,,ನೆಲ ಮಹಡಿ / ಅಂತಸ್ತು,,,,,,,
,,Ground sheet,,ಜಮಖಾನ; ನೆಲಹಾಸಿಗೆ,,,,,,,
,,Gum boot,,ಗಮ್‌ ಬೂಟ್‌; ಅಗ್ನಿ ನಿರೋಧಕವಾದ ದಪ್ಪ ರಬ್ಬರಿನ ಬೂಟು,,,,,,,
,,Gun metal,,ಗನ್‌ಮೆಟಲ್‌; ಫಿರಂಗಿಲೋಹ,,,,,,,
,,Hack-saw,,ಹ್ಯಾಕ್‌ಸಾ; ಲೋಹ ಕೊಯ್ಯುವ ಗರಗಸ,,,,,,,
,,Hand axe,,ಕೈ ಕೊಡಲಿ,,,,,,,
,,Handling of pumps,,ಪಂಪುಗಳ ನಿರ್ವಹಣೆ,,,,,,,
,,Hand operated,,ಕರಚಾಲಿತ,,,,,,,
,,Hand-saw,,ಕೈ ಗರಗಸ; ಚಿಕ್ಕ ಗರಗಸ,,,,,,,
,,Hazardous,,ಅಪಾಯಕಾರಿ,,,,,,,
,,Head-gear,,1. ಶಿರಸ್ತ್ರಾಣ 2. ಪ್ರಧಾನ / ಮುಖ್ಯಗೇರು,,,,,,,
,,Headlight,,ಹೆಡ್‌ಲೈಟ್‌; ವಾಹನಗಳ ಮುಂಭಾಗದ ದೀಪ,,,,,,,
,,Head of account,,ಲೆಕ್ಕದ ಶೀರ್ಷಿಕೆ,,,,,,,
,,Health,,ಆರೋಗ್ಯ; ದೇಹಸ್ಥಿತಿ,,,,,,,
,,Heat detector,,ಶಾಖ ಪರಿಶೋದಧಕ,,,,,,,
,,Heat of fire,,ಬೆಂಕಿಯ ಕಾವು/ಶಾಖ,,,,,,,
,,Heavy transport vehicle,,ಭಾರೀ ಸಾರಿಗೆ ವಾಹನ; ಭಾರದ ಸಾಮಗ್ರಿಗಳನ್ನು ಸಾಗಿಸುವ ವಾಹನ,,,,,,,
,,High expansion foam,,ಅತಿವಿಸ್ತರಣ ನೊರೆ,,,,,,,
,,Higher officer,,ಮೇಲಧಿಕಾರಿ,,,,,,,
,,High rise building,,ಬಹುಅಂತಸ್ತಿನ ಕಟ್ಟಡ,,,,,,,
,,High tension wire,,ಹೈಟೆನ್‌ಶನ್‌ ವೈರ್‌; ಅತಿಕರ್ಷಣ ತಂತಿ,,,,,,,
,,History and worksheet,,ಪೂರ್ವೋತ್ತರ ಮತ್ತು ಕೆಲಸದ ವಿವರದ ಪಟ್ಟಿ,,,,,,,
,,Hitch,,ಹಿಚ್‌; ಕುಣಿಕೆ,,,,,,,
