ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Band paper,,ಬಾಂಡ್ ಕಾಗದ,,,,,,,
,,Bone folder,,ಮಡಿಕೆ ಮೂಳೆ,,,,,,,
,,Book Bin,,ಪುಸ್ತಕ ತೊಟ್ಟಿ,,,,,,,
,,Book card,,ಪುಸ್ತಕ ಕಾರ್ಡು,,,,,,,
,,Book case,,ಪುಸ್ತಕ ಕೋಶ,,,,,,,
,,Book catalogue,,ಪುಸ್ತಕ ವಿವರಣ ಪಟ್ಟಿ,,,,,,,
,,Book cloth,,ಪುಸ್ತಕ ರಟ್ಟು ಬಟ್ಟೆ,,,,,,,
,,Book Collection,,ಪುಸ್ತಕ ಸಂಗ್ರಹ,,,,,,,
,,Book Collector,,ಪುಸ್ತಕ ಸಂಗ್ರಾಹಕ,,,,,,,
,,Book display,,ಪುಸ್ತಕ ಪ್ರದರ್ಶನ; ಪುಸ್ತಕದ ಆಕರ್ಷಕ ಮುದ್ರಣ ವಿನ್ಯಾಸ,,,,,,,
,,Book ends,,ಪುಸ್ತಕಗಳ ಪಕ್ಕ ನಿಲವುಗಳು,,,,,,,
,,Book holder,,ಪುಸ್ತಕಧಾರಕ,,,,,,,
,,Booklet,,ಪುಸ್ತಿಕೆ,,,,,,,
,,Booklice,,ಪುಸ್ತಕ ಹೇನುಗಳು,,,,,,,
,,Booklist,,ಪುಸ್ತಕ ಪಟ್ಟಿ,,,,,,,
,,Book-mark,,ಪುಸ್ತಕ ಗುರುತು,,,,,,,
,,Book number,,ಪುಸ್ತಕ ಸಂಖ್ಯೆ,,,,,,,
,,Book plate,,ಪುಸ್ತಕ ಫಲಕ,,,,,,,
,,Book press,,ಪುಸ್ತಕ ಒತ್ತುಗ,,,,,,,
,,Book rack,,ಪುಸ್ತಕ ಬಡು,,,,,,,
,,Book rarities,,ವಿರಳ ಪುಸ್ತಕಗಳು,,,,,,,
,,Book rest,,ಪುಸ್ತಕ ನಿಲುವು,,,,,,,
,,Book slide,,ಪುಸ್ತಕಗಳ ಹಿಗ್ಗು ನಿಲುವು,,,,,,,
,,Book stack,,ಪುಸ್ತಕಗಳ ರಾಶಿ,,,,,,,
,,Book stitching machine,,ಪುಸ್ತಕ ಹೊಲಿಗೆ ಯಂತ್ರ,,,,,,,
,,Book Stock,,ಪುಸ್ತಕ ದಾಸ್ತಾನು,,,,,,,
,,Bookworm,,ಪುಸ್ತಕ ಕೀಟ,,,,,,,
,,Border,,ಅಂಚು,,,,,,,
,,Bound volume,,ರಟ್ಟು ಕಟ್ಟಿದ ಸಂಪುಟ,,,,,,,
,,Bound volumes of press cuttings,,ಪತ್ರಿಕಾ ಭಾಗಗಳು ರಟ್ಟು ಸಂಪುಟಗಳು,,,,,,,
,,Box file,,ಪೆಟ್ಟಿಗೆ ಕಡತ,,,,,,,
,,Boxing,,ಸಂಪುಟದಲ್ಲಿಡುವಿಕೆ,,,,,,,
,,Bradel binding,,ಬ್ರಾಡೆಲ್ ರಟ್ಟುಗಾರಿಕೆ,,,,,,,
,,Brass eyelet,,ಹಿತ್ತಾಳೆ ಕುಣಿಕೆ ಕಂಡಿ,,,,,,,
,,Brass paper fasteners,,ಕಾಗದ ಬಿಗಿಪಡಿಸುವ ಹಿತ್ತಾಳೆ ಸಾಧನ,,,,,,,
,,Brass screw binder,,ಹಿತ್ತಾಳೆ ತಿರುಪು ಬಂಧಕ,,,,,,,
,,Brief Accounts,,ಸಂಕ್ಷಿಪ್ತ ಲೆಕ್ಕಪತ್ರ,,,,,,,
,,Brief note,,ಸಂಕ್ಷಿಪ್ತ ಟಿಪ್ಪಣಿ,,,,,,,
,,Brittle,,"ಭಿದುರ, ಮುರಿದು / ಒಡೆದು ಚೂರಾಗುವ",,,,,,,
,,Broadsheet,,(ಒಂದೇಕಡೆ ಮುದ್ರಣಗೊಂಡ) ದೊಡ್ಡ ಹಾಳೆ,,,,,,,
,,Broad spectrum of research,,ಸಂಶೋಧನೆಯ ವಿಶಾಲ ವ್ಯಾಪ್ತಿ,,,,,,,
,,Brochure,,ಕಿರುಹೊತ್ತಿಗೆ,,,,,,,
,,Broken letter,,ಮುರಿದ ಪತ್ರ; ಒಡೆದ ಅಕ್ಷರ,,,,,,,
,,Bromide paper,,ಬ್ರೋಮೈಡ್ ಕಾಗದ,,,,,,,
,,Bronzing,,ಕಂದು ಬಣ್ಣ ಕೊಡುವುದು,,,,,,,
,,Brownie,,"ಬ್ರೌನಿ, ಒಂದು ತೆರೆದ ಛಾಯಾ ಗ್ರಾಹಿ ಪೆಟ್ಟಿಗೆ",,,,,,,
,,Brush,,ಕುಂಚ,,,,,,,
,,Buckle,,"ಬಕಲ್, ಚಿಲುಕು ಕಟ್ಟು",,,,,,,
,,Buckram,,ಬಿರುಸು ಬಟ್ಟೆ,,,,,,,
,,Budget memorandum,,ಆಯವ್ಯಯ ಜ್ಞಾಪನಪತ್ರ,,,,,,,
,,Buffer,,ಮಧ್ಯವರ್ತಿ; ಕಾಪುತಡೆ,,,,,,,
,,Bumper,,ಒತ್ತು ಯಂತ್ರ,,,,,,,
,,Bundle,,"ಬಂಡಲ್, ಕಟ್ಟು",,,,,,,
,,Burin,,"ಕೆತ್ತು ಮೊಳೆ, ಕೊರೆಯುಳಿ, ತಾಮ್ರ ರೇಖಕ",,,,,,,
,,Burn in,,ಬೆಳಕಿಗೆ ಒಡ್ಡು(ವುದು),,,,,,,
,,Burn out,,ಸುಟ್ಟು ಹೋಗು(ವುದು),,,,,,,
,,Bunsen burner,,ಬನ್ಸನ್ ದೀಪ,,,,,,,
,,Business Archives,,ವಾಣಿಜ್ಯ ಪತ್ರಾಗಾರ,,,,,,,
,,Business Manual,,ವ್ಯವಹಾರ ಕೈಪಿಡಿ,,,,,,,
,,Cabinet,,"ಅಲಮಾರು, ಬೀರು",,,,,,,
,,Cabinet edition,,ಮಧ್ಯಮ ಪ್ರತಿ,,,,,,,
,,Cabinet photograph,,ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಛಾಯಾಚಿತ್ರ,,,,,,,
,,Cadjan,,ತಾಳೆಗರಿ,,,,,,,
,,Calaton (Soluble Nylon),,ಕಲಟಾನ್ (ಕರಗುವ ನೈಲಾನ್),,,,,,,
,,Calcium carbonate,,ಕ್ಯಾಲ್ಸಿಯಂ ಕಾರ್ಬೊನೇಟ್,,,,,,,
,,Calcium hydroxide,,ಕ್ಯಾಲ್ಸಿಯಂ ಹೈಡ್ರಾಕ್ಸೈಡ್,,,,,,,
,,Calcium hypochlorite,,ಕ್ಯಾಲ್ಸಿಯಂ ಹೈಪೊಕ್ಲೋರೈಟ್,,,,,,,
,,Calculator,,"ಕ್ಯಾಲ್ಕ್ಯುಲೇಟರ್, ಗಣಕ",,,,,,,
,,Calendar,,"ಕ್ಯಾಲೆಂಡರು ದಾಖಲೆ ಪಟ್ಟಿ ; ದಿನಾಂಕ ಪಟ್ಟಿ, ಪಂಚಾಂಗ",,,,,,,
,,Calendared records,,ಕ್ರಮವಾಗಿ ಜೋಡಿಸಿದ ದಾಖಲೆಗಳು,,,,,,,
,,Calendaring,,ಕ್ರಮವಾಗಿ ಜೋಡಿಸುವುದು,,,,,,,
,,Calendar of events,,ಘಟನೆಗಳ ದಾಖಲೆ ಪಟ್ಟಿ,,,,,,,
,,Calendar of records of armorial seals,,ವಂಶಲಾಂಛನ ಮುದ್ರೆಗಳ ದಾಖಲೆ ಪಟ್ಟಿ,,,,,,,
,,Calendar of State papers,,ರಾಜ್ಯ ಕಾಗದ (ಪತ್ರ)ಗಳ ದಾಖಲೆ ಪಟ್ಟಿ,,,,,,,
,,Calendar year,,ಕ್ಯಾಲೆಂಡರ್ ವರ್ಷ,,,,,,,
,,Calendar,,(ಕಾಗದ ನುಣುಪುಗೊಳಿಸುವ) ಉರುಳು ಯಂತ್ರ,,,,,,,
,,Calf leather,,ಕರುವಿನ ತೊಗಲು,,,,,,,
,,Calico,,ಕ್ಯಾಲಿಕೊ,,,,,,,
,,Calico printer,,ಕ್ಯಾಲಿಕೊ ಮುದ್ರಕ,,,,,,,
,,Calligraphy brush,,ಅಂದವಾದ ಬರವಣಿಗೆ ಕುಂಚ,,,,,,,
,,Call Number,,ಕರೆ ಸಂಖ್ಯೆ,,,,,,,
,,Camel hair brush,,ಒಂಟೆಕೂದಲ ಕುಂಚ,,,,,,,
,,Cameo/Plaquatte binding,,ಉಬ್ಬು ಛಾಪಿನ ರಟ್ಟಿಸುವಿಕೆ,,,,,,,
,,Camera,,"ಕ್ಯಾಮರಾ, ಛಾಯಾಗ್ರಾಹಿ",,,,,,,
,,Cameragraph,,ಛಾಯಾಚಿತ್ರ,,,,,,,
,,Camphor wood,,ಕರ್ಪೂರ ಮರ,,,,,,,
,,Canvas,,"ಕ್ಯಾನ್ವಾಸ್, ನಾರಿನ ರಟ್ಟು ಬಟ್ಟೆ",,,,,,,
,,Canvas covered binders,,ಕ್ಯಾನ್ವಾಸ್ ಹೊದಿಸಿದ ರಟ್ಟುಗಳು,,,,,,,
,,Capital and Revenue accounts,,ಬಂಡವಾಳ ಮತ್ತು ಕಂದಾಯ ಲೆಕ್ಕಪತ್ರಗಳು,,,,,,,
,,Carbon copies,,ಕಾರ್ಬನ್ ಪ್ರತಿಗಳು,,,,,,,
,,Carbon dioxide,,ಇಂಗಾಲಾಮ್ಲ,,,,,,,
,,Carbon dioxide gas cylinder,,ಇಂಗಾಲಾಮ್ಲ ಅನಿಲ ಸಿಲಿಂಡರ್,,,,,,,
,,Carboxide gas,,ಕಾರ್ಬಾಕ್ಸೈಡ್ ಅಲಿನ,,,,,,,
,,Carbon ink,,ಕಾರ್ಬನ್ ಮಸಿ,,,,,,,
,,Carboxy phenolic acid,,ಕಾರ್ಬಾಕ್ಸಿ ಫೆನೊಲಿಕ್ ಆಮ್ಲ,,,,,,,
,,Carbonized forms,,ಇಂಗಾಲೀಕರಿಸಿದ ರೂಪಗಳು,,,,,,,
,,Carbon paper,,ಕಾರ್ಬನ್ ಕಾಗದ,,,,,,,
,,Carbon process/Printing,,ಇಂಗಾಲ ಮುದ್ರಣ,,,,,,,
,,Cardatype,,ಕಾರ್ಡಾ ವಿಧ,,,,,,,
,,Card to card printer,,ಸೂಕ್ಷ್ಮ ಸಂಸ್ಪರ್ಶ ಮುದ್ರಣ ಯಂತ್ರ,,,,,,,
,,Care and treatment,,ರಕ್ಷಣೆ ಮತ್ತು ಸಂಸ್ಕರಣೆ,,,,,,,
,,Cartographer,,ನಕ್ಷೆಗಾರ,,,,,,,
,,Cartographic archives,,ನಕ್ಷೆಗಳ ಪತ್ರಾಗಾರ,,,,,,,
,,Carton box,,ರಟ್ಟುಪೆಟ್ಟಿಗೆ,,,,,,,
,,Cartridge paper,,ಕರಡು ಕಾಗದ,,,,,,,
,,Cartulary/Cartulary,,ಪತ್ರಾಗಾರ ; ದಾಖಲೆಯ ಪುಸ್ತಕ,,,,,,,
,,Case,,"ಕೋಶ, ರಕ್ಷಾವರಣ",,,,,,,
,,Casing,,ಆವರಣ ಕೊಡುವುದು,,,,,,,
,,Cassette,,ಕ್ಯಾಸೆಟ್ಟು,,,,,,,
,,Casting,,ಎರಕ ಹೊಯ್ಯುವುದು,,,,,,,
,,Catalogue,,ವಿವರಣ ಪಟ್ಟಿ,,,,,,,
,,Cataloguer,,ವಿವರಣ ಪಟ್ಟಿಗಾರ,,,,,,,
,,Cataloguing,,ವಿವರಣ ಪಟ್ಟೀಕರಣ,,,,,,,
,,Cataloguing department,,ವಿವರಣ ಪಟ್ಟೀಕರಣ ವಿಭಾಗ,,,,,,,
,,Catch stitch,,"ಕೊಕ್ಕೆ ಹೊಲಿಗೆ, ಕುಣಿಕೆ ಹೊಲಿಗೆ",,,,,,,
,,Catchword,,ಸೂಚಕ ಪದ,,,,,,,
,,Categorical table,,ನಿಖರ ಸೂಚಿಕೆ,,,,,,,
,,Categories of disposal,,ವಿಲೇವಾರಿ ಪ್ರಕಾರಗಳು,,,,,,,
,,Category,,"ವರ್ಗ, ಪ್ರಕಾರ",,,,,,,
,,Cellulose,,"ಸೆಲ್ಯುಲೋಸ್, ಕೋಶಯುಕ್ತ",,,,,,,
,,Cellulose acetate,,ಸೆಲ್ಯುಲೋಸ್ ಆಸಿಟೇಟ್,,,,,,,
,,Cellulose acetate film,,ಸೆಲ್ಯುಲೋಸ್ ಆಸಿಟೇಟ್ ಫಿಲ್ಮ್,,,,,,,
,,Cellulose wadding,,ಕೋಶಯುಕ್ತ ಸ್ಪಂಜಿನಂಥ ಮೆತ್ತೆ,,,,,,,
,,Census report,,ಜನಗಣತಿ ವರದಿ,,,,,,,
,,Central Documentation Centre,,ಕೇಂದ್ರೀಯ ದಾಖಲಿಕೆ ಕೇಂದ್ರ,,,,,,,
,,Central Index,,ಕೇಂದ್ರ ಸೂಚಿ,,,,,,,
,,Centralized dusting system,,ಕೇಂದ್ರೀಕೃತ ಧೂಳು ಹೊಡೆಯುವ ವಿಧಾನ,,,,,,,
,,Centred Heading,,ಕೇಂದ್ರೀಕೃತ ಶೀರ್ಷಿಕೆ,,,,,,,
,,Centring arrows,,ಕೇಂದ್ರೀಕರಿಸುವ ಬಾಣದ ಗುರುತುಗಳು,,,,,,,
,,Cerograph,,ಮೇಣದ ಮೇಲಿನ ಬರವಣಿಗೆ,,,,,,,
,,Choreography,,ಮೇಣದ ಮೇಲಿನ ಬರವಣಿಗೆ ಶಾಸ್ತ್ರ,,,,,,,
,,Certificate of issue,,ನೀಡಿಕೆ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Chain Indexing,,ಸರಣಿ ಸೂಚೀಕರಣ,,,,,,,
,,Chain procedure (cataloguing),,ಸರಣಿ ಪ್ರಕ್ರಿಯೆ (ವಿವರಣ ಪಟ್ಟೀಕರಣ).,,,,,,,
,,Chain stitch,,ಸರಪಳಿ ಹೊಲಿಗೆ,,,,,,,
,,Chalcography,,ತಾಮ್ರದ ನಕಾಸೆ ಕಲೆ,,,,,,,
,,Characteristics,,ಗುಣ ವೈಶಿಷ್ಟ್ಯಗಳು,,,,,,,
,,Charcoal drawing,,ಇದ್ದಲಿನ ರೇಖಾಚಿತ್ರ,,,,,,,
,,Charcoal paper,,ಇದ್ದಲಿನ ಕಾಗದ; ಕರಿ ಕಾಗದ,,,,,,,
,,Check list,,ತನಿಖೆ ಪಟ್ಟಿ,,,,,,,
,,Check Marks,,ತನಿಖೆ ಗುರುತುಗಳು,,,,,,,
,,Check point,,ತೆನಿಖಾಸ್ಥಳ,,,,,,,
,,Chemicals,,ರಾಸಾಯನಿಕಗಳು ಸಂಸ್ಕರಣ,,,,,,,
,,Chemical Treatment,,ರಸಾಯನಜ್ಞ,,,,,,,
,,Chemist,,ಚೌಕಳಿ ನಮೂನೆ ರಟ್ಟುಕಟ್ಟುವಿಕೆ,,,,,,,
,,Chiffon silk,,ಶಿಫಾನ್‌ ರೇಷ್ಮೆ,,,,,,,
,,China paper,,ಚೈನಾ ಕಾಗದ,,,,,,,
,,Chip,,"ಬಿಜೆ, ಚೂರು",,,,,,,
,,Chipboard,,"ಕಡಿಮೆ ದರ್ಜೆಯ ರಟ್ಟು, ಹುಲ್ಲು ರಟ್ಟು",,,,,,,
,,Chirograph,,ಕೈಬರಹದ ಪತ್ರ,,,,,,,
,,Chloramine T,,ಕ್ಲೊರಾಮಿನ್ ಟಿ,,,,,,,
,,Chloride paper,,ಕ್ಲೋರಿನ್ ಸಂಯುಕ್ತ ಕಾಗದ ಜೆಲಿಟನ್‌ ಕಾಗದ,,,,,,,
,,Chromatic printing,,ವರ್ಣ ಮುದ್ರಣ,,,,,,,
,,Chromograph,,ವರ್ಣ ಮುದ್ರಕ,,,,,,,
,,Chromatography,,ವರ್ಣ ಮುದ್ರಣ ಶಾಸ್ತ್ರ,,,,,,,
,,Chromolithograph,,ಕಲ್ಲಚ್ಚಿನಿಂದ ತೆಗೆದ ವರ್ಣಚಿತ್ರ,,,,,,,
,,Chronophotography,,ವರ್ಣಚ್ಛಾಯಾಚಿತ್ರ,,,,,,,
,,Chronological file,,ಕಾಲಾನುಗ್ರಮಿಕ ಕಡತ,,,,,,,
,,Chronological order,,ಕಾಲಾನುಕ್ರಮಿಕ ಕ್ರಮ,,,,,,,
,,Chronology,,ಕಾಲಾನುಕ್ರಮ,,,,,,,
,,Chunk,,"ತುಂಡು, ಚೂರು",,,,,,,
,,Cine Film Records,,ಚಲನಚಿತ್ರ ದಾಖಲೆಗಳು,,,,,,,
,,Cinnamon,,ದಾಲಚಿನ್ನಿ,,,,,,,
,,Cinnamy! phenol,,ಸಿನಿಮಿಲ್ ಫಿನಾಲ್,,,,,,,
,,Circular,,ಸುತ್ತೋಲೆ,,,,,,,
,,Circular seals,,ಸುತ್ತೋಲೆ ಮುದ್ರೆಗಳು,,,,,,,
,,Citation,,ಉದ್ಧರಣಗಳು,,,,,,,
,,Citation order,,ಉದ್ಧರಣ ಕ್ರಮ,,,,,,,
,,City guides,,ನಗರ ಮಾರ್ಗದರ್ಶಿಗಳು,,,,,,,
,,Civil list,,ಅಧಿಕಾರಿ ಸೂಚೀಪಟ್ಟಿ,,,,,,,
,,Civil service rules,,ಸರ್ಕಾರಿ ಸೇವಾ ನಿಯಮಗಳು,,,,,,,
,,Clamp,,ಹಿಡಿಕಟ್ಟು,,,,,,,
,,Clasp,,ಪುಸ್ತಕದ ರಟ್ಟಿನ ಚಿಲುಕ,,,,,,,
,,Class,,"ವರ್ಗ, ತರಗತಿ",,,,,,,
,,Classification,,ವರ್ಗೀಕರಣ,,,,,,,
,,Classification Schemes,,ವರ್ಗೀಕರಣ ಕಾರ್ಯಯೋಜನೆಗಳು,,,,,,,
,,Classification system,,ವರ್ಗೀಕರಣ ವಿಧಾನ,,,,,,,
,,Classification table,,ವರ್ಗೀಕರಣ ಪಟ್ಟಿ,,,,,,,
,,Classified arrangement,,ವರ್ಗೀಕೃತ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Classified order,,ವರ್ಗೀಕೃತ ಕ್ರಮ,,,,,,,
,,Class list,,ವರ್ಗಪಟ್ಟಿ,,,,,,,
,,Clean copy,,ಶುದ್ಧ ಪ್ರತಿ,,,,,,,
,,Cleaned by Rubbing,,ಶುದ್ಧಗೊಳಿಸಿರುವುದು,,,,,,,
,,Cleaning,,ಶುದ್ಧೀಕರಣ,,,,,,,
,,Clear acetate film,,ಸ್ಪಷ್ಟ ಆಸಿಟೇಟ್‌ ಫಿಲ್ಮು,,,,,,,
,,Clearing house,,ವಿಲೇವಾರಿ ಗೃಹ,,,,,,,
,,Clear polyethylene Sheeting,,ಸ್ಪಷ್ಟ ಪಾಲಿಥಿಲೀನ್ ಹೊದಿಕೆ,,,,,,,
,,Cliche,,ಮುದ್ರಣದ ತಗಡು ಅಚ್ಚಿನ ಹಲಗೆ,,,,,,,
,,Clip,,ಕ್ಲಿಪ್ಪು ಹಿಡಿಕೆ,,,,,,,
,,Clipping,,ಕತ್ತರಿಸಿದ ತುಂಡು,,,,,,,
,,Clippings/cuttings file,,ಪತ್ರಿಕಾ ಭಾಗಗಳ ಕಡತ,,,,,,,
,,Closed Access,,ಪರಿಮಿತ ಪ್ರವೇಶ,,,,,,,
,,Closed Entry,,ಮುಗಿದ ನಮೂದು,,,,,,,
,,Closed file,,ಮುಗಿದ ಕಡತ,,,,,,,
,,Closed Records,,ಮುಚ್ಚಿದ ದಾಖಲೆಗಳು,,,,,,,
,,Closure,,ಮುಕ್ತಾಯ,,,,,,,
,,Cloth binding,,ಬಟ್ಟೆ ರಟ್ಟು ಕಟ್ಟುವಿಕೆ ; ಬಟ್ಟೆಯ ರಟ್ಟು,,,,,,,
,,Cloth joint,,ಬಟ್ಟೆ ಜೋಡಣೆ,,,,,,,
,,Cloth lined boxes,,ಬಟ್ಟೆಅಸ್ತರಿಯ ಪೆಟ್ಟಿಗೆಗಳು,,,,,,,
,,Cloth Print,,ಬಟ್ಟೆಯ ಮೇಲಿನ ಮುದ್ರಣ,,,,,,,
,,Cluster,,ಗುಂಪು,,,,,,,
,,Coalfield catalogue,,ಕೋಲ್ ಫೀಲ್ಡ್ ವಿವರಣ ಪಟ್ಟಿ,,,,,,,
,,Coated paper,,ಲೇಪಿತ ಕಾಗದ,,,,,,,
,,Coatings,,ಲೇಪನಗಳು,,,,,,,
,,Cobweb,,ಜೇಡನ ಬಲೆ ; ನವಿರು,,,,,,,
,,Cockroaches,,ಜಿರಳೆಗಳು,,,,,,,
,,Code,,ಸಂಹಿತೆ ; ಸಂಕೇತ,,,,,,,
,,Code Index,,ಸಂಕೇತ ಸೂಚಿ,,,,,,,
,,Coded tape,,ಸಂಕೇತಿಕ ಟೇಪು,,,,,,,
,,Codex,,ಹಸ್ತಾಕ್ಷರ ಗ್ರಂಥ,,,,,,,
,,Coding sheet,,ಸಂಕೇತ ಹಾಳೆ,,,,,,,
,,Coil binding,,ಸುರುಳಿ ರಟ್ಟುಗಾರಿಕೆ,,,,,,,
,,Collage,,"ಕೊಲಾಜ್, ಸಣ್ಣ ವಸ್ತುಗಳನ್ನು ಅಂಟಿಸಿ ತಯಾರಿಸಿದ ಚಿತ್ರ",,,,,,,
,,Collate,,ಕ್ರಮವಾಗಿ ಜೋಡಿಸು; ತಾಳೆನೋಡು,,,,,,,
,,Collateral Term,,ಪೂರಕ ಪದ,,,,,,,
,,Collecting,,ಸಂಗ್ರಹಣೆ,,,,,,,
,,Collection,,ಸಂಗ್ರಹ,,,,,,,
,,Collections already filed,,ಮೊದಲೇ ಕಡತಕ್ಕೆ ಸೇರಿಸಿದ ಸಂಗ್ರಹಗಳು,,,,,,,
,,Collective biography,,ಸಮಷ್ಟಿ ಜೀವನ ಚರಿತ್ರೆ,,,,,,,
,,Collective cataloguing,,ಸಾಮೂಹಿಕ ವಿವರಣ ಪಟ್ಟೀಕರಣ,,,,,,,
,,Colloidal manganese,,ಆಸ್ಫಟಿಕ ಮ್ಯಾಂಗನೀಸ್,,,,,,,
,,dioxide,,ಡೈಯಾಕ್ಸೈಡ್,,,,,,,
,,Coilotype,,"ಕಾಲೊಟೈಪ್, ಮುದ್ರಣ",,,,,,,
,,Colossal wastage,,ಅತ್ಯಧಿಕ ಅಪವ್ಯಯ,,,,,,,
,,Colour carbon,,ಬಣ್ಣದ ಕಾರ್ಬನ್ನು,,,,,,,
,,Colour coding,,ವರ್ಣ ಕ್ರೋಡೀಕರಣ,,,,,,,
,,Colour film,,ವರ್ಣ ಫಿಲ್ಮು,,,,,,,
,,Colour gravure,,ವರ್ಣ ಪ್ರಕಾಶ ಕೆತ್ತನೆ ಚಿತ್ರ,,,,,,,
,,Colour transparency,,ವರ್ಣ ಪಾರದರ್ಶನ,,,,,,,
,,Column picture,,ಅಂಕಣ ಚಿತ್ರ,,,,,,,
,,Combination order,,ಸಂಯೋಜನ ಕ್ರಮ,,,,,,,
,,Combined camera,,ಸಂಯೋಜಿತ ಛಾಯಾಗ್ರಾಹಿ ಕ್ಯಾಮರಾ,,,,,,,
,,Combined negative,,ಸಂಯೋಜಿತ ವಿಷಮ ಛಾಯಾಚಿತ್ರ ;,,,,,,,
,,Combined positive,,ಸಂಯೋಜಿತ ಸಹಜ,,,,,,,
,,Print,,ಛಾಯಾಚಿತ್ರ ಧ್ವನಿ ಮುದ್ರಿತ ಸಹಜ ಛಾಯಾಚಿತ್ರ,,,,,,,
,,Command retrieval information system,,ನಿಯಂತ್ರಿತ ಸುಧಾರಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Commercial records,,ವಾಣಿಜ್ಯ ದಾಖಲೆಗಳು,,,,,,,
,,Committee,,ಸಮಿತಿ,,,,,,,
,,Compact shelving,,ಅಡಕ ಅಲಮಾರು ಜೋಡಣೆ,,,,,,,
,,Compact storage,,ಅಡಕ ದಾಸ್ತಾನು ಸಂಗ್ರಹ,,,,,,,
,,Comparable paper,,ತುಲನೀಯ ಕಾಗದ,,,,,,,
,,Compartment Pictures,,ಅಂಕಣ ಚಿತ್ರಗಳು,,,,,,,
,,Completed registers,,ಮುಗಿಸಿದ ರಿಜಿಸ್ಟ್ರರುಗಳು,,,,,,,
,,Compound Catchword,,ಸಂಯುಕ್ತ ಸೂಚಕ ಪದ,,,,,,,
,,Comptroller's report,,ನಿಯಂತ್ರಣಾಧಿಕಾರಿಗಳ ವರದಿ,,,,,,,
,,Computer,,"ಕಂಪ್ಯೂಟರ್, ಗಣಕಯಂತ್ರ",,,,,,,
,,Computer catalogue,,ಗಣಕಯಂತ್ರ ವಿವರಣ ಪಟ್ಟಿ,,,,,,,
,,Computer Information Centre,,ಗಣಕಯಂತ್ರ ಮಾಹಿತಿ ಕೇಂದ್ರ,,,,,,,
,,Computer output microfilm,,ಗಣಕ ಯಂತ್ರೋತ್ಪನ್ನ ಸೂಕ್ಷ್ಮಚಿತ್ರ,,,,,,,
,,Computer tapes,,ಗಣಕಯಂತ್ರ ಟೇಪುಗಳು,,,,,,,
,,Computer type setting,,ಕಂಪ್ಯೂಟರ್ ಅಚ್ಚುಮೊಳೆ ಜೋಡಣೆ,,,,,,,
,,Concept co-ordination,,ಪರಿಕಲ್ಪನಾ ಸಮನ್ವಯ,,,,,,,
,,Concept indexing,,ಪರಿಕಲ್ಪನಾ ಸೂಚೀಕರಣ,,,,,,,
,,Concertina fold,,ಅಂಕುಡೊಂಕು ಮಡಿಕೆ,,,,,,,
,,Concordance,,ಮುಖ್ಯ ವಿಷಯಗಳ ಪದಗಳ ಅಕಾರಾದಿ,,,,,,,
,,Condensation,,ಘನೀಕರಣ; ಸಾಂದ್ರೀಕರಣ; ಸಂಕ್ಷಿಪ್ತೀಕರಣ,,,,,,,
,,Conduit Pipe,,ವಿದ್ಯುತ್ ತಂತಿಗಳ ಕಾಪು ಕೊಳವೆ,,,,,,,
,,Conference,,ಸಮ್ಮೇಳನ,,,,,,,
,,Confidential section,,ಗೋಪ್ಯ ಶಾಖೆ,,,,,,,
,,Confidential records,,ಗೋಪ್ಯ ದಾಖಲೆಗಳು,,,,,,,
,,Conjunctive,,ಸಂಯೋಜಕ,,,,,,,
,,Connective catalogue,,ಸಂಬಂಧಕ ವಿವರಣ ಪಟ್ಟಿ,,,,,,,
,,Conservation,,ಸಂರಕ್ಷಣೆ,,,,,,,
,,Conservation chemistry,,ಸಂರಕ್ಷಣ ರಸಾಯನ ವಿಜ್ಞಾನ,,,,,,,
,,Consolidation,,ಬಲಪಡಿಸುವುದು,,,,,,,
,,Contact,,"ಸಂಪರ್ಕ, ಸಂಸ್ಪರ್ಶ",,,,,,,
,,Contact copying,,ಸಂಸ್ಪರ್ಶ ನಕಲಿಕೆ,,,,,,,
,,Contact photography,,ಸಂಸ್ಪರ್ಶ ಛಾಯಾಗ್ರಹಣ,,,,,,,
,,Contact printing,,ಸಂಸ್ಟರ್ಶ ಮುದ್ರಣ,,,,,,,
,,Container,,"ಪಾತ್ರೆ, ಧಾರಕ",,,,,,,
,,Content,,ವಿಷಯ,,,,,,,
