ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Eligibility,,ಅರ್ಹತೆ,,,,,,,
,,Emergency,,ತುರ್ತು,,,,,,,
,,Employment,,ಉದ್ಯೋಗ,,,,,,,
,,Encadre,,ಕೇಡರಿಗೆ ಸೇರಿದ; ಕೇಡರಿಗೆ ಸೇರಿಸು,,,,,,,
,,Endorse,,ಹಿಂಬರೆ,,,,,,,
,,Enquiry,,ವಿಚಾರಣೆ,,,,,,,
,,Enquiry Report,,ವಿಚಾರಣಾ ವರದಿ,,,,,,,
,,Enroll,,ದಾಖಲಾಗು; ದಾಖಲು ಮಾಡಿಕೊ,,,,,,,
,,Enshrined,,ಸ್ಥಾಪಿತ,,,,,,,
,,Enumerate,,ಎಣಿಕೆ ಮಾಡು,,,,,,,
,,Envisage,,ಮನದಟ್ಟು ಮಾಡಿಕೊ,,,,,,,
,,Equivalent qualification,,ಸಮಾನ ಅರ್ಹತೆ,,,,,,,
,,Error,,ತಪ್ಪು; ದೋಷ,,,,,,,
,,Essay,,ಪ್ರಬಂಧ,,,,,,,
,,Essential personnel,,ಅಗತ್ಯ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Essential Service,,ಅಗತ್ಯ ಸೇವೆ,,,,,,,
,,Estimates of value,,ಮೌಲ್ಯದ ಅಂದಾಜು,,,,,,,
,,Evidence,,ಸಾಕ್ಷ್ಯ; ಪುರಾವೆ,,,,,,,
,,Examination branch,,ಪರೀಕ್ಷಾ ಶಾಖೆ,,,,,,,
,,Examination in Commercial taxes (Higher),,ವಾಣಿಜ್ಯ ತೆರಿಗೆ ಕಾನೂನು ಪರೀಕ್ಷೆ (ಪ್ರೌಢ),,,,,,,
,,Examination in Commercial taxes (Lower),,ವಾಣಿಜ್ಯ ತೆರಿಗೆ ಕಾನೂನು ಪರೀಕ್ಷೆ (ಕಿರಿಯ),,,,,,,
,,Examination Section,,ಪರೀಕ್ಷಾ ವಿಭಾಗ,,,,,,,
,,Examiner,,ಪರೀಕ್ಷಕ,,,,,,,
,,Excessive,,ಅಧಿಕವಾದ; ಅತಿಯಾದ,,,,,,,
,,Exchange,,ವಿನಿಮಯ ಮಾಡು,,,,,,,
,,Exchange value,,ವಿನಿಮಯ ಮೌಲ್ಯ,,,,,,,
,,Excise examination,,ಅಬಕಾರಿ ಪರೀಕ್ಷೆ,,,,,,,
,,Excusable,,ಕ್ಷಮ್ಯ; ಕ್ಷಮಾರ್ಹ,,,,,,,
,,Execution in duplicate,,ದ್ವಿಪ್ರತಿಯಲ್ಲಿ ಬರೆದು ಕೊಡುವುದು,,,,,,,
,,Executive power,,ಕಾರ್ಯನಿರ್ವಹಣಾಧಿಕಾರ,,,,,,,
,,Exemplary,,ಆದರ್ಶಪ್ರಾಯ,,,,,,,
,,Exempt,,ಮುಕ್ತಗೊಳಿಸು; ವಿನಾಯಿತಿ ಪಡೆ,,,,,,,
,,Exempted category,,ವಿನಾಯಿತ ವರ್ಗ,,,,,,,
,,Exemption,,ವಿನಾಯಿತಿ,,,,,,,
,,Exercise the power,,ಅಧಿಕಾರ ಚಲಾಯಿಸು,,,,,,,
,,Existing Law,,ಜಾರಿಯಲ್ಲಿರುವ ಕಾನೂನು,,,,,,,
,,Expand,,ವಿಸ್ತರಿಸು; ಹರಡು,,,,,,,
,,Expectation,,ನಿರೀಕ್ಷಣೆ,,,,,,,
,,Expedite,,ತ್ವರಿತಗೊಳಿಸು,,,,,,,
,,"Expenditure, anticipated",,ನಿರೀಕ್ಷಿತ ವೆಚ್ಚ,,,,,,,
,,"Expenditure, contingent",,ಸಾದಿಲ್ವಾರು ವೆಚ್ಚ,,,,,,,
,,Experience,,ಅನುಭವ,,,,,,,
,,Experiment,,ಪ್ರಯೋಗ,,,,,,,
,,Expert,,ತಜ್ಞ; ಪರಿಣತ,,,,,,,
,,Expiry of tenure,,ಅಧಿಕಾರಾವಧಿಯ ಸಮಾಪ್ತಿ,,,,,,,
,,Expiry of term,,ವಾಯಿದೆ ಸಮಾಪ್ತಿ,,,,,,,
,,Explained,,ವಿವರಿಸಿದ; ವಿವರಿತ,,,,,,,
,,Explanation,,ಸ್ಪಷ್ಟೀಕರಣ; ವಿವರಣೆ,,,,,,,
,,Ex-post facto,,ಘಟನೋತ್ತರ,,,,,,,
,,Express acceptance,,ಸ್ಪಷ್ಟ ಸ್ವೀಕೃತಿ,,,,,,,
,,Ex-service man,,ಮಾಜಿ ಸೈನಿಕ,,,,,,,
,,Extension of Service,,ಸೇವಾ ವಿಸ್ತರಣೆ,,,,,,,
,,Extraneous support,,ಹೊರ ಬೆಂಬಲ,,,,,,,
,,Extra-ordinary,,ಅಸಾಧಾರಣ,,,,,,,
,,Extra-ordinary Pension,,ಅಸಾಧಾರಣ ನಿವೃತ್ತಿವೇತನ,,,,,,,
,,Extravagant claim,,ಮಿತಿಮೀರಿದ ಹಕ್ಕು,,,,,,,
,,Extra work,,ಹೆಚ್ಚಿನ ಕೆಲಸ,,,,,,,
,,Eye Witness,,ಪ್ರತ್ಯಕ್ಷ ಸಾಕ್ಷಿ,,,,,,,
,,Fabricated document,,ಕೃತ್ರಿಮ ದಸ್ತಾವೇಜು; ಖೋಟಾ ದಾಖಲೆ ಪತ್ರ,,,,,,,
,,Facility,,ಸೌಕರ್ಯ,,,,,,,
,,Facsimile,,ನಕಲು; ಸಹಿಮುದ್ರೆ,,,,,,,
,,Facsimile signature,,ನಕಲು; ಸಹಿಮುದ್ರೆ,,,,,,,
,,Fact,,ಸತ್ಯಾಂಶ,,,,,,,
,,Facts of the case,,ವಿಷಯದ ಸತ್ಯಾಂಶಗಳು,,,,,,,
,,Fail to appear,,ಹಾಜರಾಗಲು ತಪ್ಪುವುದು,,,,,,,
,,Fair cash,,ಸಮಂಜಸ ನಗದು,,,,,,,
,,Fair comment,,ಸಮಂಜಸ ಟೀಕೆ,,,,,,,
,,Fair copy,,ಶುದ್ಧಪ್ರತಿ; ಚೊಕ್ಕಪ್ರತಿ,,,,,,,
,,Fair letter,,ಚೊಕ್ಕಪತ್ರ,,,,,,,
,,Fair price,,ನ್ಯಾಯಬೆಲೆ,,,,,,,
,,Fair valuation,,ಸಮಂಜಸ ಮೌಲ್ಯ,,,,,,,
,,Fair wages,,ನ್ಯಾಯ ಮಜೂರಿ,,,,,,,
,,Faith and credit,,ವಿಶ್ವಾಸ ಮತ್ತು ಗಣ್ಯತೆ,,,,,,,
,,Faithfully,,ವಿಶ್ವಾಸಪೂರ್ವಕ,,,,,,,
,,False accounts,,ಸುಳ್ಳುಲೆಕ್ಕ,,,,,,,
,,False Coin,,ಖೋಟಾನಾಣ್ಯ,,,,,,,
,,False documents,,ಖೋಟಾ ದಸ್ತಾವೇಜು,,,,,,,
,,False weight,,ಸುಳ್ಳುತೂಕ,,,,,,,
,,Familiar,,ಪರಿಚಿತ,,,,,,,
,,Family pension,,ಕುಟುಂಬ ವೇತನ,,,,,,,
,,Fares and freights,,ಪ್ರಯಾಣ ಮತ್ತು ರವಾನೆ ದರ,,,,,,,
,,Fault,,ದೋಷ; ತಪ್ಪು,,,,,,,
,,Fault finding,,ದೋಷಾನ್ವೇಷಣೆ,,,,,,,
,,Faulty,,ದೋಷಪೂರ್ಣ; ತಪ್ಪಾದ,,,,,,,
,,Favour,,ಅನುಗ್ರಹ; ಅನುಗ್ರಹಿಸು,,,,,,,
,,Favourable,,ಅನುಕೂಲ; ಅನುಕೂಲವಾದ,,,,,,,
,,Federal,,ಸಂಯುಕ್ತ,,,,,,,
,,Federation,,ಸಂಯುಕ್ತ ಸಂಘ,,,,,,,
,,Fee,,ಶುಲ್ಕ; ಫೀಜು,,,,,,,
,,Feeder,,ಪೋಷಕ; ಪೂರಕ,,,,,,,
,,Female,,ಸ್ತ್ರೀ; ಹೆಂಗಸು,,,,,,,
,,Ferro paper,,ಮುದ್ರಣ ಕಾಗದ,,,,,,,
,,Ferro printer,,ಫೆರೋ ಮುದ್ರಕ,,,,,,,
,,Festival,,ಹಬ್ಬ; ಉತ್ಸವ,,,,,,,
,,Fiction of law,,ಕಾನೂನು ಕಲ್ಪನೆ,,,,,,,
,,Fictitious account,,ಕಳ್ಳ ಲೆಕ್ಕ,,,,,,,
,,Fictitious assets,,ಕಾಲ್ಪನಿಕ ಆಸ್ತಿ,,,,,,,
,,Fictitious stamp,,ಕೂಟಮುದ್ರೆ,,,,,,,
,,File,,ಕಡತ; ಫೈಲು,,,,,,,
,,File an application,,ಅರ್ಜಿ ಸಲ್ಲಿಸು,,,,,,,
,,File cover,,ಕಡತದ ಕವಚ,,,,,,,
,,File delinked,,ಕಳಚಿದ ಕಡತ,,,,,,,
,,File head,,ಕಡತ ಶೀರ್ಷಿಕೆ,,,,,,,
,,File linked,,ಜಂಟಿ ಕಡತ,,,,,,,
,,File register,,ಕಡತದ ನೋಂದಣಿ ಪುಸ್ತಕ; ರಿಜಿಸ್ಟರ್‌,,,,,,,
,,Fill up a vacancy,,ಖಾಲಿ ಹುದ್ದೆ ತುಂಬು,,,,,,,
,,Final account,,ಆಖೈರು ಲೆಕ್ಕ,,,,,,,
,,Final decision,,ಅಂತಿಮ ತೀರ್ಮಾನ,,,,,,,
,,Final disposal,,ಅಂತಿಮ ಇತ್ಯರ್ಥ; ಆಖೈರು ವಿಲೆ,,,,,,,
,,Final estimate,,ಅಂತಿಮ ಅಂದಾಜು,,,,,,,
,,Finalisation,,ಅಂತಿಮಗೊಳಿಸುವುದು; ಆಖೈರಾತಿ,,,,,,,
,,Final order,,ಅಂತಿಮ ಆಜ್ಞೆ; ಅಂತಿಮ ಆದೇಶ,,,,,,,
,,Finance,,ಹಣಕಾಸು,,,,,,,
,,Finance Corporation,,ಹಣಕಾಸು ನಿಗಮ,,,,,,,
,,Financial budget,,ಹಣಕಾಸು ಬಜೆಟ್‌,,,,,,,
,,Financial power,,ಹಣಕಾಸು ಅಧಿಕಾರ,,,,,,,
,,Financial statement,,ಹಣಕಾಸು ವಿವರಣ ಪಟ್ಟಿ,,,,,,,
,,Financial year,,ಹಣಕಾಸು ವರ್ಷ,,,,,,,
,,Financial adviser,,ಆರ್ಥಿಕ ಸಲಹೆಗಾರ,,,,,,,
,,Finding,,ನಿರ್ಣಯ,,,,,,,
,,Fine,,ಜುಲ್ಮಾನೆ; ದಂಡ; ಉತ್ತಮ,,,,,,,
,,Fine Arts,,ಲಲಿತ ಕಲೆಗಳು,,,,,,,
,,Finger print,,ಕೈಬೆರಳಿನ ಗುರುತು,,,,,,,
,,Finger print bureau,,ಬೆರಳೊತ್ತಿನ ತಜ್ಞಶಾಖೆ,,,,,,,
,,Finished,,ಪೂರ್ಣಸಿದ್ಧ,,,,,,,
,,Firm account,,ಸ್ಥಿರ ಲೆಕ್ಕ,,,,,,,
,,First class,,ಪ್ರಥಮ ದರ್ಜೆ,,,,,,,
,,First class Security,,ಪ್ರಥಮವರ್ಗದ ಭದ್ರತೆ,,,,,,,
,,First conviction,,ಪ್ರಥಮ ಅಪರಾಧನಿರ್ಣಯ,,,,,,,
,,First division clerk,,ಮೊದಲ ದರ್ಜೆ ಗುಮಾಸ್ತ,,,,,,,
,,First offence,,ಪ್ರಥಮಾಪರಾಧ,,,,,,,
,,First quality,,ಪ್ರಥಮ ದರ್ಜೆ,,,,,,,
,,Fitness,,ಯೋಗ್ಯತೆ; ಅರ್ಹತೆ,,,,,,,
,,Fixation of pay,,ವೇತನ ನಿಗದಿ,,,,,,,
,,Fixed Capital,,ನಿಗದಿತ ಬಂಡವಾಳ,,,,,,,
,,Fixed deposit,,ಸಾವಧಿ ಠೇವಣಿ,,,,,,,
,,Fixed emoluments,,ಸ್ಥಿರ ಉಪಲಬ್ದಿಗಳು,,,,,,,
,,Fixed instalment,,ನಿಗದಿತ ಕಂತು,,,,,,,
,,Fixed pay,,ನಿಗದಿತ ವೇತನ,,,,,,,
,,Flagged File,,ಗುರುತಿಟ್ಟ ಕಡತ,,,,,,,
,,Flat rate,,ಏಕ ದರ,,,,,,,
,,Flaw,,ದೋಷ; ತಪ್ಪು,,,,,,,
,,Flexibility,,ಹೊಂದಿಕೊಳ್ಳುವ,,,,,,,
,,Flight from justice,,ನ್ಯಾಯ ವಂಚಿತ,,,,,,,
,,Flight of Capital,,ಬಂಡವಾಳ ವಲಸೆ,,,,,,,
,,Floating Capital,,ಚಲ ಬಂಡವಾಳ,,,,,,,
,,Floating debt,,ಚಲ ಋಣ,,,,,,,
,,Fluctuations in prices,,ಬೆಲೆಗಳ ಏರಿಳಿತ,,,,,,,
,,Follow,,ಅನುಸರಿಸು,,,,,,,
,,Following,,ಕೆಳಗೆ ಬರೆದ; ಮುಂದಿನ; ಮುಂದೆ; ಬರಲಿರುವ,,,,,,,
,,Footnote,,ಅಡಿ ಟಿಪ್ಪಣಿ,,,,,,,
,,Forbid,,ನಿಷೇಧ; ನಿಷೇಧಿಸು,,,,,,,
,,For Convenient transaction,,ಅನುಕೂಲ ವ್ಯವಹಾರಕ್ಕಾಗಿ,,,,,,,
,,Forecast of work,,ಕೆಲಸದ ಮುನ್ಸೂಚನೆ,,,,,,,
,,Forfeit,,ಮುಟ್ಟುಗೋಲು ಹಾಕು,,,,,,,
,,Foreign affairs,,ವಿದೇಶ ವ್ಯವಹಾರಗಳು,,,,,,,
,,Forenoon,,ಪೂರ್ವಾಹ್ನ,,,,,,,
,,Forestry Examination,,ಅರಣ್ಯವಿಜ್ಞಾನ ಪರೀಕ್ಷೆ,,,,,,,
,,Forestry,,ಅರಣ್ಯ ವಿಜ್ಞಾನ,,,,,,,
,,Forge,,ಸೃಷ್ಟನೆ ಮಾಡು,,,,,,,
,,Forged document,,ಸುಳ್ಳು ದಾಖಲೆ ಪತ್ರ,,,,,,,
,,Formality,,ವಿಹಿತಾಚರಣೆ; .ಸಂಪ್ರದಾಯ,,,,,,,
,,Formula,,ಸೂತ್ರ,,,,,,,
,,For necessary action,,ಅವಶ್ಯ ಕ್ರಮಕ್ಕಾಗಿ,,,,,,,
,,Forsake,,ತ್ಯಜಿಸು; ಬಿಟ್ಟುಕೊಡು,,,,,,,
,,For signature,,ಹಸ್ತಾಕ್ಷರಕ್ಕಾಗಿ; ರುಜುವಿಗಾಗಿ,,,,,,,
,,For the consideration of,,ಪರಿಶೀಲನೆಗಾಗಿ,,,,,,,
,,For the first time,,ಮೊದಲಬಾರಿಗೆ,,,,,,,
,,For the purpose of,,ಉದ್ದೇಶಕ್ಕಾಗಿ,,,,,,,
,,For the purpose of securing,,ಪಡೆಯುವ ಉದ್ದೇಶಕ್ಕಾಗಿ,,,,,,,
,,Forthwith,,ಒಡನೆಯೇ,,,,,,,
,,Fortnight,,ಪಕ್ಷ,,,,,,,
,,For trial,,ವಿಚಾರಣೆಗಾಗಿ,,,,,,,
,,For value received,,ಪಡೆದ ಹಣಕ್ಕೆ,,,,,,,
,,Forward,,ಮುನ್ನಡೆ; ಮುಂದಕ್ಕೆ ಕಳಿಸು,,,,,,,
,,Forward class,,ಮುಂದುವರಿದ ವರ್ಗ,,,,,,,
,,Forwarding note,,ಮುಂದಕ್ಕೆ ಕಳಿಸುವ ಟಿಪ್ಪಣಿ,,,,,,,
,,Fractional numbers,,ಭಿನ್ನಾಂಕಗಳು,,,,,,,
,,Free delivery,,ಉಚಿತ ಬಟವಾಡೆ,,,,,,,
,,Free of revenue,,ಕಂದಾಯ ಮುಕ್ತ ಮನ್ನಾ,,,,,,,
,,Freight charges,,ಬಾಡಿಗೆವೆಚ್ಚ,,,,,,,
,,From time to time,,ಕಾಲಕಾಲಕ್ಕೆ,,,,,,,
,,Fulfill,,ಈಡೇರಿಸು,,,,,,,
,,Furnish,,ಒದಗಿಸು; ಈಡೇರಿಸು: ಸಜ್ಜುಗೊಳಿಸು,,,,,,,
,,Further action,,ಮುಂದಿನ ಕ್ರಮ,,,,,,,
,,Gain and loss,,ಲಾಭ ಮತ್ತು ನಷ್ಟ,,,,,,,
,,Gazette,,ಗೆಜೆಟ್‌,,,,,,,
,,Gazetted officer,,ಗೆಜೆಟೆಡ್‌ ಅಧಿಕಾರಿ,,,,,,,
,,Gazetted post,,ಗೆಜೆಟೆಡ್‌ ಹುದ್ದೆ,,,,,,,
,,Gazetted probationer,,ಗೆಜೆಟೆಡ್‌ ಪ್ರೊಬೇಷನರು,,,,,,,
,,Gazetteer,,ಗೆಜೆಟಿಯರ್‌,,,,,,,
,,Gazette Notification,,ಗೆಜೆಟ್‌ ಅಧಿಸೂಚನೆ,,,,,,,
,,General,,ಮಹಾ; ಸಾಮಾನ್ಯ,,,,,,,
,,General Act,,ಸಾಮಾನ್ಯ ಅಧಿನಿಯಮ,,,,,,,
,,General Charges,,ಸಾಮಾನ್ಯ ವೆಚ್ಚಗಳು,,,,,,,
,,General Circular,,ಸಾಮಾನ್ಯ ಸುತ್ತೋಲೆ,,,,,,,
,,General control,,ಸಾಮಾನ್ಯ ನಿಯಂತ್ರಣ,,,,,,,
,,General Expenses,,ಸಾಮಾನ್ಯ ವೆಚ್ಚಗಳು,,,,,,,
,,General Financial Rules,,ಸಾಮಾನ್ಯ ಹಣಕಾಸು ನಿಯಮಗಳು,,,,,,,
,,General Knowledge,,ಸಾಮಾನ್ಯ ಜ್ಞಾನ,,,,,,,
,,General Law Examination,,ಸಾಮಾನ್ಯ ಕಾನೂನು ಪರೀಕ್ಷೆ,,,,,,,
,,General ledger,,ಸಾಮಾನ್ಯ ವರ್ಗಪುಸ್ತಕ / ಲೆಡ್ಜರು,,,,,,,
,,General paper on Law,,ಕಾನೂನು ಪರೀಕ್ಷೆಯ ಸಾಮಾನ್ಯ ಪ್ರಶ್ನೆಪತ್ರಿಕೆ,,,,,,,
,,General plan,,ಸಾಮಾನ್ಯ ಯೋಜನೆ,,,,,,,
,,General provident Fund,,ಸಾಮಾನ್ಯ ಭವಿಷ್ಯ ನಿಧಿ,,,,,,,
,,Gestetner,,ಗೆಸ್ಟೆಟ್ನರ್,,,,,,,
,,Glossary,,ಪದಕೋಶ,,,,,,,
,,Glossator,,ಟಿಪ್ಪಣಿಕಾರ,,,,,,,
,,Good faith,,ಸದ್ಭಾವ,,,,,,,
,,Goods account,,ಸರಕು ಲೆಕ್ಕ,,,,,,,
,,Good will,,ಸದ್ಭಾವ,,,,,,,
,,Govern,,ಒಳಪಡು; ಆಡಳಿತ ನಡೆಸು,,,,,,,
,,Governing body,,ಆಡಳಿತ ಮಂಡಲಿ,,,,,,,
,,Government Act,,ಸರ್ಕಾರಿ ಅಧಿನಿಯಮ,,,,,,,
,,Government bill,,ಸರ್ಕಾರಿ ವಿಧೇಯಕ,,,,,,,
,,Government business,,ಸರ್ಕಾರಿ ವ್ಯವಹಾರ,,,,,,,
,,Government security,,ಸರ್ಕಾರಿ ಭದ್ರತೆ,,,,,,,
,,Government servant,,ಸರ್ಕಾರಿ ನೌಕರ,,,,,,,
,,Gradation,,ಶ್ರೇಣಿ,,,,,,,
,,Graduate,,ಪದವೀಧರ,,,,,,,
,,Grand total,,ಒಟ್ಟು ಜುಮ್ಲಾ,,,,,,,
,,Gross assets,,ಒಟ್ಟು ಆಸ್ತಿ,,,,,,,
,,Gross earning,,ಒಟ್ಟು ಗಳಿಕೆ,,,,,,,
,,Gross income,,ಒಟ್ಟು ಆದಾಯ,,,,,,,
,,Gross receipts,,ಒಟ್ಟು ಜಮ,,,,,,,
,,Group Wages,,ಸಮೂಹ ಮಜೂರಿ,,,,,,,
,,Gum tape,,ಅಂಟುಪಟ್ಟಿ,,,,,,,
,,Guarantee bond,,ಖಾತರಿ ಬಂಧ ಪತ್ರ,,,,,,,
,,Guard,,ರಕ್ಷಿಸು; ರಕ್ಷಕ,,,,,,,
,,Guardian,,ಪೋಷಕ; ಪಾಲಕ,,,,,,,
,,Half pay,,ಅರ್ಧ ವೇತನ,,,,,,,
,,Half pay leave,,ಅರ್ಧ ವೇತನ ರಜೆ,,,,,,,
,,Handbill,,ಕರಪತ್ರ,,,,,,,
,,Hand book,,ಕೈಪಿಡಿ,,,,,,,
,,Handicraft,,ಕೈಕಸಬು; ಕರಕುಶಲವಸ್ತು,,,,,,,
,,Handling,,ನಿರ್ವಹಣೆ,,,,,,,
,,Hand Writing,,ಕೈಬರಹ,,,,,,,
,,Heading,,ತಲೆ ಬರಹ,,,,,,,
,,Head master,,ಮುಖ್ಯೋಪಾಧ್ಯಾಯ,,,,,,,
,,Head mistress,,ಮುಖ್ಯೋಪಾಧ್ಯಾಯಿನಿ,,,,,,,
,,Head of account,,ಲೆಕ್ಕ ಶೀರ್ಷಿಕೆ,,,,,,,
,,Head of an office,,ಕಚೇರಿ ಮುಖ್ಯಾಧಿಕಾರಿ,,,,,,,
,,Head of Department,,ಇಲಾಖಾ ಮುಖ್ಯಸ್ಥ,,,,,,,
,,Head of institution,,ಸಂಸ್ಥೆಯ ಮುಖ್ಯಸ್ಥ,,,,,,,
,,Head office,,ಮುಖ್ಯ ಕಾರ್ಯಾಲಯ / ಕಚೇರಿ,,,,,,,
,,Headquarters,,ಕೇಂದ್ರ ಕಾರ್ಯಸ್ಥಾನ,,,,,,,
,,Hence forth,,ಇನ್ನು ಮುಂದೆ,,,,,,,
,,Hereafter,,ಇನ್ನು ಮುಂದೆ,,,,,,,
,,Hereby,,ಈ ಮೂಲಕ,,,,,,,
,,Heretofore,,ಇಲ್ಲಿಯವರೆಗೆ,,,,,,,
,,Hierarchy,,ಶ್ರೇಣಿ,,,,,,,
,,High Court,,ಉಚ್ಚ ನ್ಯಾಯಾಲಯ,,,,,,,
,,Higher post,,ಉನ್ನತ ಹುದ್ದೆ,,,,,,,
,,High priority,,ಪ್ರಧಾನ ಆದ್ಯತೆ,,,,,,,
,,Hinted,,ಸೂಚಿತ,,,,,,,
,,Hire,,ಬಾಡಿಗೆ,,,,,,,
,,Hireling,,ಕೂಲಿಯಾಳು,,,,,,,
,,Hiring agreement,,ಬಾಡಿಗೆ ಕರಾರು,,,,,,,
,,Hold an office,,ಹುದ್ದೆಯಲ್ಲಿರು,,,,,,,
,,Holder of power,,ಅಧಿಕಾರಧಾರಿ,,,,,,,
,,Holiday,,ರಜಾದಿನ,,,,,,,
,,Honorarium,,ಗೌರವಧನ,,,,,,,
,,Honorary Statistical Adviser,,ಗೌರವ ಅಂಕಿಅಂಶ ಸಲಹೆಗಾರ,,,,,,,
,,Identity,,ಗುರುತು,,,,,,,
,,Ignored,,ಕಡೆಗಣಿಸಿದ,,,,,,,
,,Illegal practice,,ಕಾನೂನು ವಿರುದ್ಧ ಆಚರಣೆ,,,,,,,
,,Illness,,ಅಸ್ವಸ್ಥತೆ,,,,,,,
,,Illustrate,,ನಿದರ್ಶಿಸು,,,,,,,
,,Immaterial allegation,,ಮುಖ್ಯವಲ್ಲದ ಆರೋಪ,,,,,,,
,,Immediate delivery,,ತತ್‌ಕ್ಷಣ ಬಟವಾಡೆ,,,,,,,
,,Immovable Property,,ಸ್ಥಿರಾಸ್ತಿ,,,,,,,
,,Impartial,,ನಿಷ್ಪಕ್ಷಪಾತ,,,,,,,
,,Impersonal account,,ವೈಯಕ್ತಿಕವಲ್ಲದ ಲೆಕ್ಕ,,,,,,,
,,Imported,,ಆಮದು ಮಾಡಿದ,,,,,,,
,,Impracticable,,ಕಾರ್ಯಸಾಧ್ಯವಲ್ಲದ; ಅವ್ಯವಹಾರ್ಯ,,,,,,,
,,Impress,,ಪ್ರಭಾವ ಬೀರು; ಸ್ಟಾಂಪು ಮೇಲೆ ಒತ್ತುವುದು,,,,,,,
,,Improper,,ಅನುಚಿತ; ಆಯುಕ್ತ,,,,,,,
,,Imposing a tax,,ತೆರಿಗೆ ವಿಧಿಸುವುದು,,,,,,,
,,In accordance,,ಅನುಸಾರವಾಗಿ,,,,,,,
,,In-addition,,ಇದರ ಜೊತೆಗೆ; ಇದಲ್ಲದೆ,,,,,,,
,,Inadmissible,,ಅಗ್ರಾಹ್ಯ; ಸೇರದಿರುವುದು,,,,,,,
,,Inarticulate,,ಅವ್ಯಕ್ತ,,,,,,,
,,Inattention,,ಅಲಕ್ಷ್ಯ,,,,,,,
,,Inauguration,,ಉದ್ಘಾಟನೆ,,,,,,,
,,Incapacity,,ಅಸಮರ್ಥತೆ,,,,,,,
,,Incentive,,ಪ್ರೋತ್ಸಾಹ,,,,,,,
,,Incidental,,ಪ್ರಾಸಂಗಿಕ,,,,,,,
,,Incidental charges,,ಪ್ರಾಸಂಗಿಕ ವೆಚ್ಚ,,,,,,,
,,Income,,ಆದಾಯ; ವರಮಾನ,,,,,,,
,,In consultation with,,ಇನ್ನೊಬ್ಬರೊಂದಿಗೆ ಸಮಾಲೋಚಿಸಿ,,,,,,,
,,In contravention of rules,,ನಿಯಮಗಳ ಉಲ್ಲಂಘನೆಯಿಂದ,,,,,,,
,,Incorporate,,ಸೇರಿಸು,,,,,,,
,,Incorrect,,ಅಶುದ್ಧ; ತಪ್ಪಾದ,,,,,,,
,,Increase,,ಹೆಚ್ಚಳ; ವೃದ್ಧಿ,,,,,,,
,,Increment,,ವೇತನ ಬಡ್ತಿ,,,,,,,
,,Incumbent,,ಹುದ್ದೆದಾರ; ಕರ್ತವ್ಯದ,,,,,,,
,,Incurred expenses,,ವಹಿಸಿದ ವೆಚ್ಚಗಳು,,,,,,,
,,Indefinite,,ಅನಿರ್ದಿಷ್ಟ,,,,,,,
,,Indent,,ಕೋರಿಕೆ,,,,,,,
,,In detail,,ವಿವರವಾಗಿ,,,,,,,
,,Index,,ಸೂಚಿ,,,,,,,
,,Indian administrative Service,,ಭಾರತ ಆಡಳಿತ ಸೇವೆ,,,,,,,
,,Indicate,,ಸೂಚಿಸು,,,,,,,
,,Indirect proof,,ಪರೋಕ್ಷ ರುಜುವಾತು,,,,,,,
,,Indirect tax,,ಪರೋಕ್ಷ ತೆರಿಗೆ,,,,,,,
,,Indirect wages,,ಪರೋಕ್ಷ ಮಜೂರಿ,,,,,,,
,,Individual,,ವೈಯಕ್ತಿಕ,,,,,,,
,,Industrial,,ಔದ್ಯಮಿಕ; ಕೈಗಾರಿಕೆಯ,,,,,,,
,,Industrial area,,ಕೈಗಾರಿಕಾ ಕ್ಷೇತ್ರ,,,,,,,
,,Industrial undertaking,,ಉದ್ಯಮ ಸಂಸ್ಥೆ; ಕೈಗಾರಿಕಾ ಸಂಸ್ಥೆ,,,,,,,
,,Inefficiency,,ಅಸಮರ್ಥತೆ,,,,,,,
,,Ineligible,,ಅನರ್ಹ,,,,,,,
,,Inequality,,ಅಸಮಾನತೆ,,,,,,,
,,Inferior,,ಕೆಳದರ್ಜೆಯ,,,,,,,
,,Influence,,ಪ್ರಭಾವ,,,,,,,
,,Inform,,ಸೂಚಿಸು; ತಿಳಿಸು,,,,,,,
,,Information,,ಮಾಹಿತಿ; ತಿಳಿವಳಿಕೆ,,,,,,,
,,Infuse,,ತುಂಬು,,,,,,,
,,Initial,,ಚಿಕ್ಕರುಜು; ಆರಂಭದ,,,,,,,
,,Initial pay,,ಪ್ರಾರಂಭ ವೇತನ,,,,,,,
