ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Casualty,,1. ಅಪಘಾತ 2. ಅಪಘಾತದ ವ್ಯಕ್ತಿ; ಅಪಘಾತದಲ್ಲಿ ಗಾಯಗೊಂಡ ಯಾ ಸತ್ತವ್ಯಕ್ತಿ,,,,,,,
,,Casualty ward,,ಅಪಘಾತ ವಾರ್ಡು; ಅಪಘಾತಗಳಲ್ಲಿ ತೀವ್ರ ಗಾಯಗೊಂಡವರಿಗೆ ಚಿಕಿತ್ಸೆನೀಡುವ ಆಸ್ಪತ್ರೆಯ ವಿಭಾಗ,,,,,,,
,,Causeway,,ಕಾಸ್‌ವೇ; ಒಡ್ಡು; ಬದುದಾರಿ,,,,,,,
,,Caustic,,ದಾಹಕ; ಸುಡುವ,,,,,,,
,,Caution,,1. ಎಚ್ಚರಿಕೆ ಕೊಡು 2. ಎಚ್ಚರಿಕೆ; ಮುಂಜಾಗ್ರತೆ,,,,,,,
,,Cavity,,ಕುಳಿ; ಪೊಳ್ಳು; ಬಿಲ,,,,,,,
,,Ceiling hook,,ಛಾವಣಿ ಕೊಂಡಿ,,,,,,,
,,Cemetery,,ಶ್ಮಶಾನ; ಹೂಳುಗಾಡು; ಸುಡುಗಾಡು,,,,,,,
,,Central partition,,ಮಧ್ಯಪಟಲ; ಮಧ್ಯೆ ವಿಭಾಗಿಸಲ್ಪಟ್ಟ,,,,,,,
,,Cerebro-spinal,,ಮೆದುಳಿನ ಬೆನ್ನುಹುರಿ; ಮಿದುಳು ಮತ್ತು ಮಿದುಳು ಬಳ್ಳಿಯ,,,,,,,
,,Ceremonial drill procedure,,ಸಮಾರಂಭದ ಕವಾಯತು ವಿಧಾನ,,,,,,,
,,Certificate,,ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Cessation,,ನಿಲುಗಡೆ; ಸಮಾಪ್ತಿ,,,,,,,
,,Chain,,ಸರಪಳಿ,,,,,,,
,,Chain tackle,,ಸರಪಳಿಯ ಎತ್ತುವ ಯಂತ್ರ,,,,,,,
,,Chair knot,,ಚೇರ್‌ನಾಟ್‌; ಖುರ್ಚಿಗಂಟು; ರಕ್ಷಣಾ ಕಾರ್ಯಾಚರಣೆಯಲ್ಲಿ ಖುರ್ಚಿಯೋಪಾದಿಯಲ್ಲಿ ಹಾಕುವ ಹಗ್ಗದ ಗಂಟು,,,,,,,
,,Charpoy,,ಚಾರ್‌ಪಾಯ್‌; ಹುರಿಮಂಚ; ಹಗ್ಗದ ಮಂಚ; ಹೊರಸು,,,,,,,
,,Charpoy raft,,ಚಾರ್‌ಪಾಯ್‌ ತೆಪ್ಪ,,,,,,,
,,Chart,,ನಕ್ಷೆ; ರೇಖಾಪಟ,,,,,,,
,,Chary,,ಜಾಗರೂಕತೆಯುಳ್ಳ; ಎಚ್ಚರಿಕೆಯುಳ್ಳ,,,,,,,
,,Chemical,,ರಾಸಾಯನಿಕ,,,,,,,
,,Chest,,ಎದೆ,,,,,,,
,,Chest bone,,ಎದೆಯ ಎಲುಬು,,,,,,,
,,Chief,,1. ನಾಯಕ; ಮುಂದಾಳು 2. ಮುಖ್ಯ; ಪ್ರಧಾನ,,,,,,,
,,Chief security officer,,ಮುಖ್ಯ ರಕ್ಷಣಾಧಿಕಾರಿ,,,,,,,
,,Chin,,ಗದ್ದ. ; ತುಟಿಯ ಕೆಳಭಾಗ,,,,,,,
,,Choking,,ಉಸಿರುಕಟ್ಟುವುದು,,,,,,,
,,Circuit,,1. ಪ್ರದಕ್ಷಿಣೆ 2. ವಿದ್ಯುದ್ವಲಯ,,,,,,,
,,Circulation,,1. ರಕ್ತ ಪರಿಚಲನೆ 2. ಚಲಾವಣೆಯಲ್ಲಿರುವ ಹಣ,,,,,,,
,,Civil defence,,ಪೌರರಕ್ಷಣೆ,,,,,,,
,,Clammy,,ಅ೦ಟ೦ಟಾಗಿರುವ; ಲೋಳೆ ಲೋಳೆಯಾಗಿರುವ,,,,,,,
,,Clasp-knife,,ಮಡಿಚುಚಾಕು; ಮಡಿಚಿ- ಜೇಬಿನಲ್ಲಿಟ್ಟು ಕೊಳ್ಳಬಹುದಾದ ಚಾಕು,,,,,,,
,,Clause,,ಖಂಡ; ಕಲಮು; ವಿಧಿ,,,,,,,
,,Clavicle,,ಕೊರಳೆಲುಬು; ಕತ್ತಿನ ಮೂಳೆ,,,,,,,
,,Clot,,1. ಗಡ್ಡೆಗಟ್ಟು; ಹೆಪ್ಪುಗಟ್ಟು 2. ಗಡ್ಡೆ; ಹೆಪ್ಪು,,,,,,,
,,Clothing,,ಬಟ್ಟೆಬರೆ; ಉಡುಪು,,,,,,,
,,Clove hitch,,ಜೀರ್ಗುಣಿಕೆ; (ಎಳೆದೆಳೆದಂತೆ ಮತ್ತೂ ಬಿಗಿದುಕೊಳ್ಳುವ ಒಂದು ವಿಧವಾದ ಗಂಟು),,,,,,,
,,Clusters and containers,,ಕ್ಲಸ್ಟರ್‌ ಅಂಡ್‌ ಕಂಟೇನರ್‌; ಬಾಂಬ್‌ ಆಗಿ ಪರಿವರ್ತನೆಗೊಳ್ಳುವ ಸ್ಫೋಟಕ ವಸ್ತುಗಳ ಸಮೂಹ ಮತ್ತು ಭೀಕರ ಸ್ಫೋಟಕಗಳ ಧಾರಕ,,,,,,,
,,Coalgas,,ಕಲ್ಲಿದ್ದಲಿನ ಅನಿಲ,,,,,,,
,,Coccyx,,ಕಾಕ್ಸಿಕ್ಸ್‌; ಮನುಷ್ಯನ ಬೆನ್ನುಹುರಿಯ ಬುಡದಲ್ಲಿರುವ ಮುಮ್ಮೂಲೆ ಮೂಳೆ,,,,,,,
,,Coffee ground,,ಕಾಫಿಗಸಿ; ಕಾಫಿ ಡಿಕಾಕ್ಶನ್‌,,,,,,,
,,Cognisance,,ಅರಿವು; ತಿಳಿವಳಿಕೆ,,,,,,,
,,Coir,,ತೆಂಗಿನನಾರು; ಕಡಬೆ; ಕಾತಿ,,,,,,,
,,Collapsible,,1. ಕುಸಿದು ಬೀಳುವ 2. ಮುದುಡಿಕೊಳ್ಳುವ,,,,,,,
,,Collar-bone,,ಕೊರಳೆಲುಬು; ಕತ್ತಿನ .ಮೂಳೆ,,,,,,,
,,Collecting head,,ಸಂಗ್ರಹಣ ಕೇಂದ್ರ,,,,,,,
,,Combat,,1. ಯುದ್ಧ / ಕಾಳಗಮಾಡು; ಹೋರಾಡು 2. ಯುದ್ಧ; ಕಾಳಗ; ಹೋರಾಟ,,,,,,,
,,Command,,1. ಅಪ್ಪಣೆ ಮಾಡು; ಆಜ್ಞಾಪಿಸು 2. ಅಪ್ಪಣೆ; ಆಜ್ಞಾಪನೆ,,,,,,,
,,Commandant,,ಕಮಾಂಡೆಂಟ್; ಸಮಾದೇಶಕ; ಸಮಾದೇಷ್ಟ,,,,,,,
,,Commandant general home guards,,ಗೃಹ ರಕ್ಷಕದಳದ ಮಹಾಸಮಾದೇಶಕ,,,,,,,
,,Commander,,ಕಮಾಂಡರ್‌; ನಾಯಕ; ದಳಪತಿ,,,,,,,
,,Commodity,,ಸರಕು; ಪದಾರ್ಥ; ದಿನಸಿ,,,,,,,
,,Commotion,,ಗಲಭೆ; ಗಲಾಟೆ; ಗದ್ದಲ,,,,,,,
,,Communication,,ಸಂದೇಶ; ಸುದ್ದಿ; ಸಮಾಚಾರ,,,,,,,
,,Community,,ಸಮುದಾಯ; ಸಮಾಜ,,,,,,,
,,Compassion,,ಕನಿಕರ; ಅನುಕಂಪ,,,,,,,
,,Compensation,,ನಷ್ಟಪರಿಹಾರ,,,,,,,
,,Complaint,,ದೂರು; ಫಿರ್ಯಾದು,,,,,,,
,,Compliance,,ಈಡೇರಿಕೆ; ಪಾಲನೆ,,,,,,,
,,Complicated fracture,,ಸಂಮಿಶ್ರ ಮೂಳೆಮುರಿತ,,,,,,,
,,Composite bridge,,ಸಂಯೋಜಿತ ಸೇತುವೆ,,,,,,,
,,Compound fracture,,ಸಂಯುಕ್ತ ಮೂಳೆಮುರಿತ,,,,,,,
,,Compression,,ಅಡಕಗೊಳಿಸುವಿಕೆ; ಕುಗ್ಗಿಸುವಿಕೆ,,,,,,,
,,Compulsory,,ಕಡ್ಡಾಯದ; ನಿರ್ಬಂಧಕ,,,,,,,
,,Concussion,,"(ಜೋರಾದ ಏಟು, ಕುಲುಕಾಟ, ಮೊ. ಗಳಿಂದ) ಮೆದುಳಿಗೆ ಉ೦ಟಾಗುವ ಆಘಾತ",,,,,,,
,,Conduct,,1. ನಡೆಸು; ನಿರ್ವಹಿಸು 2. ದಾರಿ ತೋರು; ಮಾರ್ಗದರ್ಶನ ಮಾಡು 3. ವರ್ತಿಸು; ನಡೆದುಕೊ 4. ನಡೆಸುವಿಕೆ; ನಿರ್ವಹಣೆ 5. ವರ್ತನೆ; ನಡತೆ,,,,,,,
,,Conductor,,1. ವಾಹಕ 2. ನಿರ್ವಾಹಕ,,,,,,,
,,Congested,,1. ರಕ್ತಗಟ್ಟಿದ 2. ಒತ್ತೊತ್ತಾದ; ಕಿಕ್ಕಿರಿದ,,,,,,,
,,Confirm,,ಸ್ಥಿರೀಕರಿಸು; ಸ್ಥಿರಪಡಿಸು,,,,,,,
,,Confirmation,,ಸ್ಥಿರೀಕರಣ,,,,,,,
,,Connect,,ಜೋಡಿಸು; ಸೇರಿಸು; ಕೂಡಿಸು,,,,,,,
,,Conscious,,ಚೇತನವುಳ್ಳ ; ಪ್ರಜ್ಞೆಯುಳ್ಳ,,,,,,,
,,Consolidated fund,,ಸಂಚಿತನಿಧಿ,,,,,,,
,,Constitution,,ಸಂವಿಧಾನ,,,,,,,
,,Construe,,ಅರ್ಥೈಸು; ವ್ಯಾಖ್ಯಾನಿಸು,,,,,,,
,,Contagious,,ಅಂಟುವ; ಸೋಂಕುವ,,,,,,,
,,Container,,ಧಾರಕ,,,,,,,
,,Contamination,,1. ಕಲುಷಿತಗೊಳಿಸುವುದು 2. ಕಲುಷಿತ ಸ್ಥಿತಿ; ಮಾಲಿನ್ಯ,,,,,,,
,,Contraction,,ಸಂಕೋಚನ; ಕುಗ್ಗುವುದು,,,,,,,
,,Contractile muscles,,ಸಂಕೋಚಕ ಮಾಂಸ ಖಂಡಗಳು,,,,,,,
,,Contravene,,ಉಲ್ಲಂಘಿಸು; ಮೀರು,,,,,,,
,,Contravention,,ಉಲ್ಲಂಘನೆ,,,,,,,
,,Contribution,,1. ಕೊಡುಗೆ; ದಾನ 2. ಚಂದಾ; ವಂತಿಗೆ,,,,,,,
,,Control,,1. ನಿಯಂತ್ರಿಸು; ಹತೋಟಿಯಲ್ಲಿಡು 2. ನಿಯಂತ್ರಣ; ಹತೋಟಿ.,,,,,,,
,,Control of light and sound,,ಬೆಳಕು ಮತ್ತು ದ್ವನಿ ನಿಯಂತ್ರಣ,,,,,,,
,,Convert,,ಪರಿವರ್ತಿಸು; ಮಾರ್ಪಡಿಸು,,,,,,,
,,Convoy,,1. ಬೆಂಗಾವಲು ರಕ್ಷಣೆ 2. ಬೆಂಗಾವಲು ದಳ,,,,,,,
,,Convulsion,,ಸೆಳವು; ಸೆಟಿತ,,,,,,,
,,Cotordinate,,ಸಮನ್ವಯ / ಹೊಂದಾಣಿಕೆ ಮಾಡು,,,,,,,
,,Copper strainer,,ತಾಮ್ರದ ಸೋಸಿಗೆ,,,,,,,
,,Cordage,,(ಹಡಗಿನ) ಹಗ್ಗ/ ಹುರಿಗಳು,,,,,,,
,,Cordial,,1. ಹೃದಯದ; ಗುಂಡಿಗೆಯ 2. ಸೌಹಾರ್ದದ; ವಿಶ್ವಾಸಪೂರ್ವಕ,,,,,,,
,,Cordite,,ಧೂಮರಹಿತ ಸ್ಫೋಟಕ; ಹೊಗೆ ಹೊರಡದ ಒಂದು ಸಿಡಿಮದ್ದು,,,,,,,
,,Cork-screw,,ಬಿರಡೆ; ತಿರುಪು,,,,,,,
,,Corporate town,,ಪೌರಹಕ್ಕುಳ್ಳ ಪಟ್ಟಣ,,,,,,,
,,Corps,,ದಳ,,,,,,,
,,Corpse,,ಶವ; ಹೆಣ,,,,,,,
,,Corrosive,,ತುಕ್ಕುಹಿಡಿಸುವ; ನಾಶಕಾರಿ,,,,,,,
,,Corrosive alkali,,ನಾಶಕಾರಿ ಕ್ಷಾರ,,,,,,,
,,Corrosive poison,,ನಾಶಕಾರಿ ವಿಷ,,,,,,,
,,Corrosive sublimate,,"(ತೀಕ್ಷ್ಣ ವಿಷಪದಾರ್ಥವಾದ, ಶಿಲೀಂಧ್ರನಾಶಕವಾಗಿ ಬಳಸುವ) ಮರ್ಕ್ಯುರಿಕ್ ಕ್ಲೋರೈಡ್‌",,,,,,,
,,Corset,,ಒಳಗವಚ; ಬೆನ್ನುಮೂಳೆ; ಎದೆ ಗೂಡುಗಳ ದೋಷ ಸರಿಪಡಿಸಲು ಹಾಕುವ ಆಸರೆ,,,,,,,
,,Coupling,,ಸ೦ಯೋಜಕ; ಜೋಡಣೆಯ ಸಲಕರಣೆ,,,,,,,
,,Cradle,,ತೊಟ್ಟಿಲು,,,,,,,
,,Cramp,,(ಮಾಂಸಖಂಡದ) ಹಿಡಿತ; ಸೆಡೆತ; ವಟ್ಟಿ,,,,,,,
,,Cranked axle,,ಬಾಗಿದ ಅಚ್ಚು,,,,,,,
,,Crash black out,,ದಿಢೀರ್‌ ಬ್ಲ್ಯಾಕ್‌ಔಟ್‌,,,,,,,
,,Craters and camouflets,,ಕ್ರೇಟರ್ಸ್ ಅಂಡ್‌ ಕ್ಯಾಮುಷ್ಲೆಟ್ಸ್; ‌ ಭೂಮಿಯ ಮೇಲೆ ಮತ್ತು ಒಳಗೆ ಸ್ಫೋಟಗೊಂಡ ಬಾಂಬುಗಳಿಂದಾದ ಕುಳಿಗಳು,,,,,,,
,,Cream,,ಕೆನೆ,,,,,,,
,,Cremation,,ಶವದಹನ,,,,,,,
,,Crepitate,,ಚಿಟಚಿಟ ಸದ್ದುಮಾಡು,,,,,,,
,,Crepitus,,(ಮುರಿದ ಮೂಳೆಗಳ ತುದಿಗಳು ಒಂದಕ್ಕೊಂದು ತಾಗಿ ಉಂಟು ಮಾಡುವ) ಚಟಪಟಿಕೆ,,,,,,,
,,Cross,,ದಾಟು,,,,,,,
,,Crowbar,,ಹಾರೆ; ಗಡಾರಿ; ಘಸಿ,,,,,,,
,,Crowd control and lathi drill,,ಸಮೂಹ ನಿಯಂತ್ರಣ ಮತ್ತು ಲಾಠಿ ಕವಾಯತು,,,,,,,
,,Crushed foot,,ಜಜ್ಜಿದ ಪಾದ,,,,,,,
,,Crushed hand,,ಜಜ್ಜಿದ ಹಸ್ತ,,,,,,,
,,C.T.C. extinguisher,,ಸಿ.ಟಿ.ಸಿ. ಶಾಮಕ,,,,,,,
,,Cubicinch,,ಘನ ಅಂಗುಲ,,,,,,,
,,Current,,1. (ಜಲ ಯಾ ವಿದ್ಯುತ್‌) ಪ್ರವಾಹ 2. ಚಾಲ್ತಿ; ಬಳಕೆಯಲ್ಲಿರುವ,,,,,,,
,,Custody,,ಅಭಿರಕ್ಷೆ; ವಶ,,,,,,,
,,Cutting edge,,ಕತ್ತರಿಸುವ ಸಾಧನ,,,,,,,
,,Damage,,ಹಾನಿ; ನಷ್ಟ,,,,,,,
,,Danger,,ಅಪಾಯ,,,,,,,
,,Dangerous situation,,ಅಪಾಯಕರ ಪರಿಸ್ಥಿತಿ,,,,,,,
,,Dark red,,ಕಡುಗೆಂಪು,,,,,,,
,,Dead faint,,ಪೂರ್ತಿಪ್ರಜ್ಞೆ ತಪ್ಪಿದ,,,,,,,
,,Dead house,,ಶವಾಗಾರ; ಹೆಣದ ಮನೆ,,,,,,,
,,Dead shore,,1. ಹುಸಿದಡ/ ದಂಡೆ 2. ದಡದ ಕೊನೆ,,,,,,,
,,Deal,,1. ವ್ಯವಹರಿಸು 2. ವ್ಯವಹಾರ,,,,,,,
,,Debris,,ಭಗ್ನಾವಶೇಷ; ಮುರುಕಲುಗುಪ್ಪೆ,,,,,,,
,,Decay,,1. ನಾಶವಾಗು; ಹಾಳಾಗು 2. ನಾಶ; ಹಾಳು,,,,,,,
,,Deceive,,ಮೋಸಗೊಳಿಸು,,,,,,,
,,Dedicate,,ಅರ್ಪಿಸು; ನಿವೇದಿಸು,,,,,,,
,,Deemed,,ಪರಿಗಣಿತ; ಭಾವಿಸಿದ,,,,,,,
,,Deep breath,,ದೀರ್ಘಶ್ವಾಸ; ಆಳವಾದ ಉಸಿರು,,,,,,,
,,Defence,,ರಕ್ಷಣೆ,,,,,,,
,,Define,,1. ನಿರೂಪಿಸು 2. ನಿರ್ಧರಿಸು,,,,,,,
,,Deformity,,ವಿರೂಪತೆ; ವಿಕಾರ,,,,,,,
,,Delirium,,ಸನ್ನಿ; ಕಾಯಿಲೆಯಿಂದ ಬುದ್ಧಿ ವಿಕಲ್ಪವಾಗಿ ಅಸಂಬದ್ಧವಾಗಿ ಮಾತಾಡುವಿಕೆ,,,,,,,
,,Delivery outlet,,(ನೀರು) ಹೊರಬಿಡುವ ಮಾರ್ಗ,,,,,,,
,,Demand,,1. ತಗಾದೆ ಮಾಡು 2. ತಗಾದೆ 3. ಬೇಡಿಕೆ; ಕೋರಿಕೆ,,,,,,,
,,Demolition,,ಕೆಡುಹುವಿಕೆ; ನೆಲಸಮ ಮಾಡುವಿಕೆ,,,,,,,
,,Demonstration,,1. ಪ್ರದರ್ಶನ 2. ಪ್ರಾತ್ಯಕ್ಷಿಕೆ,,,,,,,
,,Demulcent drink,,ಶಾಮಕಪೇಯ; (ಔಷದದ ವಿ.) ಉಪಶಮನ ಮಾಡುವ ಪಾನೀಯ,,,,,,,
,,Depot,,ಮಳಿಗೆ,,,,,,,
,,Deprive,,ಅಪಹರಿಸು; ಕಿತ್ತುಕೊ,,,,,,,
,,Desiccator,,ತೇವ ತೆಗೆಯುವ ವ್ಯಕ್ತಿ ಯಾ ಸಾಧನ,,,,,,,
,,Dessert-spoon,,ಡೆಸೆರ್ಟ್‌ಸ್ಟೂನ್‌; ಟೇಬಲ್‌ ಸ್ಪೂನಿಗಿಂತ ಸಣ್ಣದೂ ಟೀ ಸ್ಪೂನಿಗಿಂತ ದೊಡ್ಡದೂ ಆದ ಚಮಚ,,,,,,,
,,Destruction,,ನಾಶ; ಅಳಿವು,,,,,,,
,,Detachable,,ಬಿಡಿಸಬಲ್ಲ; ಪ್ರತ್ಯೇಕಿಸಬಲ್ಲ,,,,,,,
,,Detection,,ಪತ್ತೆ ಹಚ್ಚುವುದು,,,,,,,
,,Diagonal lashing,,ಡಯಾಗೊನಲ್‌ ಲ್ಯಾಶಿಂಗ್‌ ಕರ್ಣೀಯ ಕಟ್ಟು,,,,,,,
,,Diaphragm,,1. ವಪೆ; ಸಸ್ತನಿಗಳಲ್ಲಿ ಎದೆಯ ಭಾಗಕ್ಕೂ ಹೊಟ್ಟೆಯ ಭಾಗಕ್ಕೂ ನಡುವಿನ ವಿಭಾಜಕಾಂಗ 2. ಪೊರೆ; ಶ್ರವಣ ಮೊ.ಗಳಿಗೆ ಬಳಸುವ ಉಪಕರಣಗಳಲ್ಲಿನ ಸರಂಧ್ರ ಫಲಕ,,,,,,,
,,Diary,,ಡೈರಿ; ದಿನಚರಿ,,,,,,,
,,Digestive gland,,ಜೀರ್ಣಾಂಗ ಗ್ರಂಥಿ,,,,,,,
,,Digital pressure,,ಬೆರಳುಗಳ ಒತ್ತಡ,,,,,,,
,,Diligence,,ಶ್ರದ್ಧೆ; ಕಾರ್ಯತತ್ಪರತೆ,,,,,,,
,,Direct,,1. ನಿರ್ದೇಶಿಸು 2. ಸಾಕ್ಷಾತ್‌ 3. ನೇರ,,,,,,,
,,Direct fracture,,ನೇರ ಮೂಳೆ ಮುರಿತ,,,,,,,
,,Disaster control,,ವಿಪತ್ತು ನಿಯಂತ್ರಣ,,,,,,,
,,Discharge,,1. ಬಿಡುಗಡೆ ಮಾಡು 2. ನಿರ್ವಹಿಸು 3. ಬಿಡುಗಡೆ 4. ನಿರ್ವಹಣೆ,,,,,,,
,,Discharge tube,,ವಿಸರ್ಜನ ನಳಿಕೆ,,,,,,,
,,Discipline,,ಶಿಸ್ತು,,,,,,,
,,Discoloration,,ವಿವರ್ಣನ; ಬಣ್ಣಗೆಡಿಸುವಿಕೆ,,,,,,,
,,Discretion,,ವಿವೇಚನೆ,,,,,,,
,,Disinfection,,ಸೋಂಕು ನಿವಾರಣೆ,,,,,,,
,,Dislocation,,1. ಸ್ಥಾನಪಲ್ಲಟ 2. ಕೀಲು ತಪ್ಪಿಸುವುದು 3. ಕೀಲು ತಪ್ಪುವುದು,,,,,,,
,,Dispensary,,ಔಷಧಾಲಯ; ದವಾಖಾನೆ,,,,,,,
,,Disposal,,1. ವಿಲೇವಾರಿ 2. ಇತ್ಯರ್ಥ,,,,,,,
,,Disposal of refuse,,ಕಸದ ವಿಲೇವಾರಿ; ಕಸವನ್ನು ಹೊರಸಾಗಿಸುವುದು,,,,,,,
,,Disseminate,,ಪ್ರಸಾರ ಮಾಡು,,,,,,,
,,Ditch,,ಅಗಳು; ಕಂದಕ,,,,,,,
,,Divide,,ವಿಭಜಿಸು; ಪಾಲುಮಾಡು,,,,,,,
,,Dockyard,,ನೌಕಾಂಗಣ; ಹಡಗು ಕಟ್ಟಿಯ ಪ್ರದೇಶ,,,,,,,
,,Doctor,,ಡಾಕ್ಟರ್‌ ವೈದ್ಯ,,,,,,,
,,Document,,ದಸ್ತಾವೇಜು,,,,,,,
,,Donation,,ದೇಣಿಗೆ,,,,,,,
,,Dorsal artery,,ಬೆನ್ನಿನ ಅಪಧಮನಿ,,,,,,,
,,Double sheet bend,,ಎರಡು ಕುಡಿಕೆಯ ಒಂದು ಗಂಟು,,,,,,,
,,Drawing,,ರೇಖಾಚಿತ್ರ,,,,,,,
,,Draw hitch,,ಜಾರುಗಂಟು,,,,,,,
,,Draw sheet,,ಎಳೆಯುವ ಹಚ್ಚಡ; ಸಾ. ಆಸ್ಪತ್ರೆಗಳಲ್ಲಿ ಮಲಗಿರುವ ರೋಗಿಯ ಅಡಿಯಿಂದ ಎಳೆಯಬಹುದಾದ ಹಚ್ಚಡ,,,,,,,
,,Drowning,,ಮುಳುಗುವಿಕೆ,,,,,,,
,,Dried stump,,ಒಣಗಿದ ಮರದ ತುಂಡು,,,,,,,
,,Durrie,,ಜಮಖಾನ,,,,,,,
,,Dust-bin,,ಕಸದ ತೊಟ್ಟಿ,,,,,,,
,,Duty,,ಕರ್ತವ್ಯ; ಕೆಲಸ,,,,,,,
,,Dynamo,,ಡೈನಮೊ; ಯಾಂತ್ರಿಕ ಶಕ್ತಿಯನ್ನು ವಿದ್ಯುಚ್ಛಕ್ತಿಯನ್ನಾಗಿ ಮಾರ್ಪಡಿಸುವ ಸಾಧನ,,,,,,,
,,Earmark,,ತೆಗೆದಿಡು; ಮೀಸಲಿಡು,,,,,,,
,,Eject,,ಉಚ್ಚಾಟಿಸು; ಹೊರದೂಡು,,,,,,,
,,Elastic,,ಸ್ಥಿತಿಸ್ಥಾಪಕ,,,,,,,
,,Elbow,,ಮೊಣಕೈ,,,,,,,
,,Electricity,,ವಿದ್ಯುಚ್ಛಕ್ತಿ,,,,,,,
,,Electric current,,ವಿದ್ಯುತ್‌ ಪ್ರವಾಹ,,,,,,,
,,Electric shock,,ವಿದ್ಯುತ್ತಿನ ಆಘಾತ,,,,,,,
,,Electric torch,,ವಿದ್ಯುತ್‌ ಟಾರ್ಚ್‌,,,,,,,
,,Eligibility,,ಅರ್ಹತೆ,,,,,,,
,,Emergency provisions,,ತುರ್ತುಪರಿಸ್ಥಿತಿಯ ವ್ಯವಸ್ಥೆಗಳು,,,,,,,
,,Emission,,ಹೊರಸೂಸುವುದು,,,,,,,
,,Enactment,,ಅಧಿನಿಯಮ; ಕಾನೂನು ಮಾಡುವುದು,,,,,,,
,,Encamp,,1. ಮೊಕ್ಕಾಮು ಮಾಡು 2. ಶಿಬಿರ ಹೂಡು; ಡೇರೆ ಹಾಕು,,,,,,,
,,Endanger,,ಅಪಾಯವುಂಟು ಮಾಡು; ಅಪಾಯಕ್ಕೆ ಸಿಕ್ಕಿಸು,,,,,,,
,,Enrolment,,ನಾಮಲೇಖನ; ಹೆಸರು ಸೇರಿಸುವುದು,,,,,,,
,,Ensure,,ಭರವಸೆ ಕೊಡು,,,,,,,
,,Enteric fever,,ಟೈಫಾಯಿಡ್‌; ವಿಷಮ ಶೀತಜ್ವರ,,,,,,,
,,Entrust,,ವಹಿಸಿಕೊಡು,,,,,,,
,,Environs,,ಸುತ್ತುಮುತ್ತು; ಪರಿಸರ,,,,,,,
,,Epidemic,,ಸಾ೦ಕ್ರಾಮಿಕ ರೋಗ,,,,,,,
,,Epilepsy,,ಅಪಸ್ಮಾರ; ಮೂರ್ಛೆರೋಗ; ಮಲರೋಗ,,,,,,,
,,Equipment,,ಸಾಧನ ಸಾಮಗ್ರಿ,,,,,,,
,,Esprit-de-corps,,ಸಂಘ ಬುದ್ಧಿ,,,,,,,
,,Evacuation,,ಖಾಲಿ. ಮಾಡುವುದು,,,,,,,
,,Evert,,ಒಳ ಹೊರಗು ಮಾಡು,,,,,,,
,,Examine,,ಪರೀಕ್ಷಿಸು,,,,,,,
,,Excuse,,1. ಕ್ಷಮಿಸು 2. ಕ್ಷಮೆ 3. ನೆಪ,,,,,,,
,,Exemption,,ವಿನಾಯಿತಿ,,,,,,,
,,Exercise,,1. ವ್ಯಾಯಾಮ ಮಾಡು 2. ಚಲಾಯಿಸು 3. ವ್ಯಾಯಾಮ 4. ಚಲಾವಣೆ,,,,,,,
,,Existence,,ಅಸ್ತಿತ್ವ; ಇರುವಿಕೆ,,,,,,,
,,Expedient,,ಯುಕ್ತ; ಸಮಯೋಚಿತ; ವಿಹಿತ,,,,,,,
,,Experiment,,1. ಪ್ರಯೋಗ ಮಾಡು 2. ಪ್ರಯೋಗ,,,,,,,
,,Expiration,,ನಿಶ್ವಾಸ; ಉಸಿರು ಬಿಡುವುದು,,,,,,,
,,Exploration,,ಅನ್ವೇಷಣೆ; ಹುಡುಕುವುದು,,,,,,,
,,Explosive,,ಸಿಡಿಮದ್ದು; ಸ್ಫೋಟಕ,,,,,,,
,,Extension ladder,,ವಿಸ್ತರಣ ಏಣಿ; ಸಂದರ್ಭೋಚಿತವಾಗಿ ಎತ್ತರಿಸಬಹುದಾದ ನಿಚ್ಚಣಿಕೆ,,,,,,,
,,External aggression:,,ಬಾಹ್ಯ / ಪರದೇಶದ ಆಕ್ರಮಣ,,,,,,,
,,External carotid artery,,ಹೊರಕಂಠ ಅಪಧಮನಿ; ಕಂಠದ ಹೊರಭಾಗದ ಅಪಧಮನಿ,,,,,,,
,,Extinction,,ಆರಿಸುವುದು; ನಂದಿಸುವುದು,,,,,,,
,,Extinguisher,,ಶಾಮಕ; ನಂದಿಗೆ,,,,,,,
