ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Season pass,ನಿಯತಕಾಲಿಕ ಸೀಸನ್‌ ಪಾಸ್‌,,,,,,,,,YES
,Seating capacity,ಆಸನ ಸಾಮರ್ಥ್ಯ,,,,,,,,,YES
,Seized and detained,ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ ಮತ್ತು ಬಂಧನದಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲಾಗಿದೆ,,,,,,,,,YES
,Seizure,"ಮುಟ್ಟುಗೋಲು, ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು",,,,,,,,,YES
,Show cause,"ಕಾರಣಸೂಚಿಸು, ಷೋಕಾಸ್‌",,,,,,,,,YES
,Signal,ಸಂಚಾರ ಸಂಕೇತ ಸಿಗ್ನಲ್‌,,,,,,,,,YES
,Speed governor,"ವೇಗ ನಿಯಂತ್ರಕ, ಸ್ವಯಂಚಲಿತ /ನಿಯಂತ್ರಕ",,,,,,,,,YES
,Speed limit,ವೇಗಮಿತಿ,,,,,,,,,YES
,Speedometer,ವೇಗಮಾಪಕ,,,,,,,,,YES
,Staff vehicle,ಸಿಬ್ಬಂದಿ ವಾಹನ,,,,,,,,,YES
,Stage carriage,ಮಜಲುಗಾಡಿ,,,,,,,,,YES
,Stage point,ಹಂತದ ಸ್ಥಳ,,,,,,,,,YES
,Standing capacity,ನಿಲ್ಲುವ ಸ್ಥಳ ಸಾಮರ್ಥ್ಯ,,,,,,,,,YES
,Starting point,ಪ್ರಾರಂಭಿಕ ಸ್ಥಳ,,,,,,,,,YES
,Stop light,ನಿಲುದೀಪ,,,,,,,,,YES
,Subsequent stage,ತರವಾಯದ ಹಂತ,,,,,,,,,YES
,Sub-way,ಉಪಮಾರ್ಗ,,,,,,,,,YES
,Surcharge,ಮೇಲುಕರ,,,,,,,,,YES
,Surprise inspection,ಹಠಾತ್‌ ತನಿಖೆ,,,,,,,,,YES
,Suspension,ಅಮಾನತ್ತು,,,,,,,,,YES
,Surrender of Documents,ದಾಖಲಾತಿಗಳ ಒಪ್ಪಿಸುವಿಕೆ,,,,,,,,,YES
,Tribunal,ನ್ಯಾಯಮಂಡಳಿ,,,,,,,,,YES
,Taxation,ತೆರಿಗೆ ವಿಧಿಸುವುದು / ಹಾಕುವುದು,,,,,,,,,YES
,Terminal point,ಕೊನೆ ನಿಲ್ದಾಣ ಸ್ಥಳ,,,,,,,,,YES
,Terminus,ಕೊನೆ ನಿಲ್ದಾಣ,,,,,,,,,YES
,Ticketless travel,ಟಿಕೆಟ್‌ ರಹಿತಪ್ರಯಾಣ,,,,,,,,,YES
,Tool kit,ಉಪಕರಣಗಳ ಕಿಟ್‌ / ಪೆಟ್ಟಿಗೆ,,,,,,,,,YES
,Tourist vehicles,ಪ್ರವಾಸಿ ವಾಹನ,,,,,,,,,YES
,Trade certificate,ವ್ಯಾಪಾರ ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,,,YES
,Traffic control,ಸಂಚಾರ ನಿಯಂತ್ರಣ,,,,,,,,,YES
,Traffic census,ಸಂಚಾರ ಗಣತಿ,,,,,,,,,YES
,Traffic jam,ಸಂಚಾರದ ನೂಕು ನುಗ್ಗಲು,,,,,,,,,YES
,Transit duty,ಸಾಗಣೆ ಶುಲ್ಕ,,,,,,,,,YES
,Trip sheet,ಸುತ್ತುವಳಿ ಪಟ್ಟಿ,,,,,,,,,YES
,Trunk roads,"ಮುಖ್ಯರಸ್ತೆಗಳು, ಭಾಟಾ ಮಾರ್ಗಗಳು",,,,,,,,,YES
,Unauthorised route,ಅನಧಿಕೃತ ಮಾರ್ಗ,,,,,,,,,YES
,Unladen weight,ಹೇರಿಲ್ಲದ ಭಾರ,,,,,,,,,YES
,Urban transportation,ನಗರ ಸಾರಿಗೆ,,,,,,,,,YES
,Validity,ಸಿಂಧುತ್ವ,,,,,,,,,YES
,Vehicle number,ವಾಹನದ ಸಂಖ್ಯೆ,,,,,,,,,YES
,Verification of non use,ಅನುಪಯೋಗದ ಪರಿಶೀಲನೆ,,,,,,,,,YES
,Violation,ಉಲ್ಲಂಘನೆ,,,,,,,,,YES
,Violation and contravention,ಉಲ್ಲಂಘನೆ ಮತ್ತು ಅತಿಕ್ರಮಣ,,,,,,,,,YES
,Waiting room,ವಿಶ್ರಾಂತಿ ಕೊಠಡಿ,,,,,,,,,YES
,Warning sign,ಎಚ್ಚರಿಕೆ ಸಂಕೇತ,,,,,,,,,YES
,Way bill,ಮಾರ್ಗ ಪತ್ರ,,,,,,,,,YES
,Wheel base,ಚಕ್ರ ತಳ,,,,,,,,,YES
,Wind screen wiper,ಗಾಳಿ ತೆರೆ ಒರಸಿಕೆ,,,,,,,,,YES
,Wooden locks,ಮರದ ಬೀಗಗಳು,,,,,,,,,YES
,Work shop,"ವರ್ಕ್‌ಷಾಪ್‌, ಕಾರ್ಯಾಗಾರ",,,,,,,,,YES
,Wrong demand/Notional,ತಪ್ಪು ತಗಾದೆ / ಕಾಲ್ಪನಿಕ ತಗಾದೆ,,,,,,,,,YES
,Zonal offices,ವಲಯ ಕಚೇರಿಗಳು,,,,,,,,,YES
