ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Debris,"ಕಸ, ಮುರುಕಲು ಗುಪ್ಪೆ",,,,,,,,,
,Debris burning,"ಮುರುಕಲು ಗುಪ್ಪೆ ಸುಡುವಿಕೆ, ಕಸಕಡ್ಡಿ ಸುಡುವಿಕೆ",,,,,,,,,
,Decalcification,ಸುಣ್ಣ ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Decay,ಕೊಳೆ,,,,,,,,,
,Deciduous,ಎಲೆಯುದುರುವ,,,,,,,,,
,Deer,ಜಿಂಕೆ,,,,,,,,,
,Deferred grazing,ಮುಂದೂಡಿದ ಮೇಯಿಸುವಿಕೆ,,,,,,,,,
,"Deficit, saturation",ಸಂತೃಪ್ತಿ ಕೊರತೆ,,,,,,,,,
,Deflation,ಗಾಳಿಬಿಡುವಿಕೆ,,,,,,,,,
,De flocculation,"ಬಿಡಿಯಾಗಿರುವಿಕೆ, ಬೇರ್ಪಡಿಕೆ",,,,,,,,,
,Defoliation,"ಎಲೆ ಉದುರುವಿಕೆ, ಎಲೆ ತೆಗೆಯುವಿಕೆ",,,,,,,,,
,Defoliator,ಎಲೆ ಉದುರಿಸುವ ಹುಳು,,,,,,,,,
,Deforest,ಕಾಡು ಕಡಿಯುವಿಕೆ,,,,,,,,,
,De forestation,"ಅರಣ್ಯ ನಾಶ, ನಿರ್ವನೀಕರಣ",,,,,,,,,
,Degraded forest,ಅವನತಿಗಿಳಿದ / ಹಾಳಾದ ಕಾಡು,,,,,,,,,
,Degraded soil,ಅವನತಿಗಿಳಿದ ಮಣ್ಣು,,,,,,,,,
,Dehiscent fruit,ಒಡೆಯುವ / ಸಿಡಿಯುವ ಫಲ,,,,,,,,,
,"Cemander, light","ಬೆಳಕು ಬೇಡುವ, ಪ್ರಕಾಶಾಪೇಕ್ಷಿ",,,,,,,,,
,"Demander, shade","ನೆರಳು ಅಪೇಕ್ಷಿ, ಛಾಯಾಪೇಕ್ಷಿ",,,,,,,,,
,Demarcate,"ಎಲ್ಲೆ ಗುರುತಿಸು, ಸೀಮಾಂಕನ ಮಾಡು",,,,,,,,,
,Demon's comb,"ಹೆತ್ತುತ್ತಿ, ಶ್ರೀಮುದ್ರೆ ಗಿಡ, ತುರಬೀ ಗಿಡ",,,,,,,,,
,Dendrology,ವೃಕ್ಷ ವಿಜ್ಞಾನ,,,,,,,,,
,Dendrometer,"ವೃಕ್ಷ ವ್ಯಾಸಮಾಪೀ, ವೃಕ್ಷ ಮಾಪೀ",,,,,,,,,
,Denitrification,"ಅಸಾರಜನಕೀಕಿರಣ, ನಿಸ್ಸಾರಜನಕೀಕರಣ",,,,,,,,,
,Density,ಸಾಂದ್ರತೆ,,,,,,,,,
,Density airdry,ವಾಯುಶುಷ್ಕ ಸಾಂದ್ರತೆ,,,,,,,,,
,"Density, canopy",ಚಪ್ಪರ ಹೊದಿಕೆ ಸಾಂದ್ರತೆ,,,,,,,,,
,"Density, crop",ಬೆಳೆ ಸಾಂದ್ರತೆ,,,,,,,,,
,"Density, stand","ನಿಂತ ಬೆಳೆ ಸಾಂದ್ರತೆ, ಕಾಡಿನ ಬೆಳೆ ಸಾಂದ್ರತೆ",,,,,,,,,
,Density of stocking,ಅರಣ್ಯ ಸಂಪತ್ತಿನ ಸಾಂದ್ರತೆ,,,,,,,,,
,Dentine,ದಂತದ್ರವ್ಯ,,,,,,,,,
,Dentition,ದಂತವಿನ್ಯಾಸ,,,,,,,,,
,Denudation,"ಹೊದಿಕೆ ತೆಗೆಯುವಿಕೆ, ನಗ್ನೀಕರಣ, ಅರಣ್ಯನಿರ್ಮೂಲನ",,,,,,,,,
,Denuded forest,"ಕ್ಷೀಣಿಸಿದ ಅರಣ್ಯ, ನಿರ್ನಾಮಮಾಡಿದ ಕಾಡು",,,,,,,,,
,Deposit,ಸಂಗ್ರಹ,,,,,,,,,
,Depot,"ಡಿಪೋ, ಸಂಗ್ರಹಾಗಾರ",,,,,,,,,
,"Depot, logging","ಸೌದೆಡಿಪೊ, ದಿಮ್ಮಿ ಸಂಗ್ರಹಾಗಾರ",,,,,,,,,
,Derrick,ಡೆರಿಕ್ ಎತ್ತುಯಂತ್ರ,,,,,,,,,
,Desert crust,ಮರುಭೂಮಿ ಹೆಕ್ಕಳಿಕೆ,,,,,,,,,
,Design,ವಿನ್ಯಾಸ,,,,,,,,,
,Destructive distillation,ಗಾಳಿತಾಗದ ಬಟ್ಟಿ,,,,,,,,,
,"Determination, yield",ಇಳುವರಿ ನಿರ್ಣಯ,,,,,,,,,
,Devastation value,ವಿನಾಶನ ಮೌಲ್ಯ,,,,,,,,,
,Development of vegetation,ಸಸ್ಯವರ್ಗಾಭಿವೃದ್ಧಿ,,,,,,,,,
,Deviation,"ದಾರಿತಪ್ಪಿದ, ಹಾದಿಯಿಂದ ತಿರುಗಿದ, ದಿಕ್ಚ್ಯುತಿ",,,,,,,,,
,"Deviation, mean","ಮಧ್ಯಸ್ಥ ವಿಚಲನ, ಸರಾಸರಿ ದಿಕ್ಚ್ಯುತಿ",,,,,,,,,
,"Deviation, standard",ಮಾನಕ ವಿಚಲನ / ದಿಕ್ಚ್ಯು ತಿ,,,,,,,,,
,Devil forest,ದ್ಯೆತ್ಯವನ,,,,,,,,,
,Devil's cotton,"ಭಂಗಿ ಮರ, ದೆವ್ವ ಹತ್ತಿ",,,,,,,,,
,Dew point,"1. ಹಿಮಬಿಂದು, ವಾಯುಮಂಡಲದ ಆವಿ 2. ಇಬ್ಬನಿಯಾಗಲು ಬೇಕಾದ ಶಾಖ ಪ್ರಮಾಣ",,,,,,,,,
,Diadelphous,ದ್ವಿಬಂಧಕೇಸರ,,,,,,,,,
,"Diameter, exploitable","ಪ್ರಯೋಜಕ ವ್ಯಾಸ, ಬಳಕೆಗೆ ಸೂಕ್ತವಾದ ವ್ಯಾಸ",,,,,,,,,
,"Diameter, mean","ಮಧ್ಯಸ್ಥ ವ್ಯಾಸ, ಮಧ್ಯಮ ವ್ಯಾಸ",,,,,,,,,
,"Diameter, mid",ಮಧ್ಯವ್ಯಾಸ,,,,,,,,,
,"Diameter, over bark",ತೊಗಟೆ ಮೇಲಿನ (ಸಹಿತ) ವ್ಯಾಸ,,,,,,,,,
,"Diameter, tape",ವ್ಯಾಸಮಾಪೀ ಟೇಪು/ಪಟ್ಟಿ,,,,,,,,,
,"Diameter, top",ಶಿರೋವ್ಯಾಸ,,,,,,,,,
,Diameter under bark,ತೊಗಟೆ ಕೆಳಗಿನ ವ್ಯಾಸ,,,,,,,,,
,Diameter class,ವ್ಯಾಸ ವರ್ಗ,,,,,,,,,
,Diameter of wire rope,ತಂತೀಹಗ್ಗದ ವ್ಯಾಸ,,,,,,,,,
,Diameter quotient,ವ್ಯಾಸಭಾಗಲಬ್ಧ,,,,,,,,,
,"Dibble, to",ಬೀಜವೂರಿಕೆ,,,,,,,,,
,Dichotomous,ದ್ವಿಭಾಗಿತ,,,,,,,,,
,Die back,"ಮೇಲ್ತುದಿಯಿಂದ ಸಾಯುವಿಕೆ, ತುದಿಯಿಂದ ನಶಿಸುವಿಕೆ",,,,,,,,,
,Diffuse porous wood,ವಿಸರಿತ ರಂಧ್ರದ ದಾರು,,,,,,,,,
,Diffusion treatment,ವಿಸರಣ ಉಪಚಾರ,,,,,,,,,
,Dioecious,"ಭಿನ್ನಲಿಂಗಿ, ಏಕಲಿಂಗಿ",,,,,,,,,
,Diploid,ದ್ವಿಗುಣಿತ,,,,,,,,,
,Dipping,ಅದ್ದುವಿಕೆ,,,,,,,,,
,Diptopoda,ದ್ವಿಪಾದಿ,,,,,,,,,
,Director of biological research,ಜೈವಿಕ ಸಂಶೋಧನ ನಿರ್ದೇಶಕ,,,,,,,,,
,Director of forest education,ಅರಣ್ಯ ಶಿಕ್ಷಣ ನಿರ್ದೇಶಕ,,,,,,,,,
,Director of Forest Products Research,ಅರಣ್ಯ ಉತ್ಪನ್ನ ಸಂಶೋಧನ ನಿರ್ದೇಶಕ,,,,,,,,,
,Director of Forestry Research,ಅರಣ್ಯ ಸಂಶೋಧನ ನಿರ್ದೇಶಕ,,,,,,,,,
,Direct sowing,ನೇರ ಬಿತ್ತುವಿಕೆ,,,,,,,,,
,Disclimax,ವಿಕ್ಷೋಭಪರಮ,,,,,,,,,
,"Disease, wilt","ಬಾಡುರೋಗ, ಸೊರಗು ರೋಗ",,,,,,,,,
,Diseased tree,"ರೋಗಪೀಡಿತ ವೃಕ್ಷ, ರೋಗಿ ವೃಕ್ಷ",,,,,,,,,
,Disinfestation,"ಪೀಡೆನಿವಾರಣೆ, ಪೀಡೆನಾಶಕ",,,,,,,,,
,Dispersion,ಚಿದರುವಿಕೆ,,,,,,,,,
,"Disposal, slash","ಕತ್ತರಿಸಿ, ವಿಲೇವಾರಿ ಮಾಡು",,,,,,,,,
,Distillation residue,ಬಟ್ಟಿಇಳಿಸಿದ ಉಳಿಕೆ,,,,,,,,,
,Distillation test,ಬಟ್ಟಿ ಇಳಿಸುವ ಪರೀಕ್ಷೆ,,,,,,,,,
,"Distribution, age class",ಆಯುವರ್ಗ ವಿತರಣೆ,,,,,,,,,
,Distrubution frequency,ಆವೃತ್ತಿ ವಿತರಣೆ,,,,,,,,,
,Disturbance climax,ವಿಕ್ಷೋಭ ಪರಾಕಾಷ್ಠತೆ,,,,,,,,,
,Dita bark,"ಎಲೆಬಾಳೆ, ಮದ್ದಾಲೆ, ಸಪ್ತಪರ್ಣಿ, ಏಳೆಲೆಬಾಳೆ",,,,,,,,,
,Documentation officer,"ಪ್ರಲೇಖನ ಅಧಿಕಾರಿ, ದಸ್ತಾವೇಜು ಅಧಿಕಾರಿ",,,,,,,,,
,Dogbane,"ಅಲ್ಲಮಂದಗಿಡ, ಅರಿಸಿನಹೂ",,,,,,,,,
,Dolphin,ಹಂದಿ ಮೀನು,,,,,,,,,
,Domesticated,"ಪಳಗಿಸಿದ, ಸಾಕಿದ",,,,,,,,,
,Dominant,ಪ್ರಭಾವೀ,,,,,,,,,
,Dominant character,ಪ್ರಭಾವೀ ಲಕ್ಷಣ,,,,,,,,,
,Dominated,ಪ್ರಭಾವಿತವಾಗಿರುವ,,,,,,,,,
,Dona planting,ನೆಡುವ ರೀತಿ,,,,,,,,,
,Doob grass,"ಗರಿಕೆಹುಲ್ಲು, ಕರ್ಕೆರಿಹುಲ್ಲು",,,,,,,,,
,"Dormancy, seed",ಬೀಜಸುಪ್ತಾವಸ್ಥೆ,,,,,,,,,
,Dormant,ಸುಪ್ತಾವಸ್ಥೆಯ,,,,,,,,,
,Dormant bud,ಸುಪ್ತಮೊಗ್ಗು,,,,,,,,,
,Dorsal fin,ಬೆನ್ನಿನ ಈಜುರೆಕ್ಕೆ,,,,,,,,,
,Double bitted axe,"ಈರಲಗಿನ ಕೊಡಲಿ, ದ್ವಿಧಾರಿ ಕೊಡಲಿ",,,,,,,,,
,Double diffusion treatment,ದ್ವಿವಿಸರಣ ಉಪಚಾರ,,,,,,,,,
,Down feather,ತುಪ್ಪುಳ,,,,,,,,,
,Dragging,"ಎಳೆಯುವಿಕೆ, ಕರ್ಷಣ",,,,,,,,,
,Drag hole,ಎಳೆಯುವ ಕಂಡಿ,,,,,,,,,
,Dragling,"ಕರ್ಷಕ ಹಗ್ಗ, ಸೆಳೆ ಹಗ್ಗ",,,,,,,,,
,Dragons blood,ರತನ್ ಬೆತ್ತ,,,,,,,,,
,Drag saw,ಎಳೆಯುವ ಗರಗಸ,,,,,,,,,
,Drain,ಬಸಿಗಾಲುವೆ,,,,,,,,,
,Drainage area,ಮಣ್ಣು ಬಸಿಗಾಲುವೆ ಕ್ಷೇತ್ರ,,,,,,,,,
,Drainage impeded,ಬಾಧಿತ ಬಸಿಗಾಲುವೆ,,,,,,,,,
,"Drainage, soil",ಮಣ್ಣು ಬಸಿಗಾಲುವೆ,,,,,,,,,
,Draw bar,ಎಳೆಯುವ ಸಲಾಕೆ,,,,,,,,,
,Drift,"ಪ್ರವಾಹ, ದಿಕ್ಚುತಿ, ದಿಕ್ಕುಬದಲಿಕೆ",,,,,,,,,
,Drift glacial,ಹಿಮನದೀಯ(ವಾಹ) ದಿಕ್ಕುಬದಲಿಕೆ,,,,,,,,,
,Driftwood,"ಹಿಮನದೀಯ ಪ್ರವಾಹ ತೇಲಿಬಂದ ಕಟ್ಟಿಗೆ, ಕೊಚ್ಚಿ ಬಂದ ಮರ",,,,,,,,,
,Drill,ಕೂರಿಗೆ,,,,,,,,,
,"Drill, seed",ಬೀಜ ಕೂರಿಕೆ,,,,,,,,,
,Drive,ಚಾಲನೆಮಾಡು,,,,,,,,,
,Drone,ಗಂಡು ಜೇನುನೋಣ,,,,,,,,,
,Drum,"ಡ್ರಮ್, ಉರುಳೆ, ಡೋಲು",,,,,,,,,
,Drum; groved,ತೋಡುಗೆರೆಯುಳ್ಳ ಡ್ರಮ್,,,,,,,,,
,Drupe,"ಅಷ್ಟಿಫಲ, ಓಟೀಫಲ",,,,,,,,,
,Dry nursery,"ಶುಷ್ಕ ನರ್ಸರಿ, ಒಣನರ್ಸರಿ",,,,,,,,,
,Dry prunning,"ಶುಷ್ಕ ಸಮರಿಕೆ, ಒಣಸಮರಿಕೆ",,,,,,,,,
,Dry storm,ಶುಷ್ಕ ಒಣ ಬಿರುಗಾಳಿ,,,,,,,,,
,Dry top,"ಮೇಲ್ಭಾಗ ಒಣಗಿದ, ಶುಷ್ಕ ಮುಕುಟ ಒಣಗಿದ ಶಿಖರ",,,,,,,,,
,"Duct, gum",ಗೊಂದುನಾಳ,,,,,,,,,
,"Duct, resin",ರಾಳನಾಳ,,,,,,,,,
,Duff,"ಡಫ್, ಒಂದು ರೀತಿಯ ಸಾವಯವ ಮಣ್ಣು",,,,,,,,,
,Dune,ಮರಳು ದಿಬ್ಬ,,,,,,,,,
,Dungrass,"ಗರಿಕೆಹುಲ್ಲು, ಹರಿಯಾಳ",,,,,,,,,
,Durability,"ತಾಳಿಕೆ, ಬಾಳಿಕೆ",,,,,,,,,
,"Durability, natural",ನೈಸರ್ಗಿಕ ಬಾಳಿಕೆ,,,,,,,,,
,Duramen,"ಚೀಗು, ದಾರು, ಕೆಚ್ಚು",,,,,,,,,
,Dwarf,"ಗಿಡ್ಡ, ಕುಳ್ಳ, ಕುಬ್ಜ",,,,,,,,,
,"Dye, animal",ಪ್ರಾಣಿಜನ್ಯ ರಂಗು (ಬಣ್ಣ),,,,,,,,,
,Dying back,ಪುನರ್ಬದುಕು,,,,,,,,,
,Dysgenic,"ಕುಜನನಿಕ, ಶಕ್ತಿಕುಂದುವಿಕೆ ಇಳುವರಿ ಕುಂದುವಿಕೆ",,,,,,,,,
,Ear,1. ತೆನೆ 2. ಕಿವಿ,,,,,,,,,
,Early wood,"ಅಗ್ರದಾರು, ಪ್ರಾರಂಭಿಕ ದಾರು",,,,,,,,,
,"Earth, brown (brown forest soil)",ಕಂದುಭೂಮಿ (ಕಂದು ಅರಣ್ಯ ಮಣ್ಣು),,,,,,,,,
,Earth crust,"ಮಣ್ಣಿನ ಹೆಕ್ಕಳಿಕೆ, ಭೂಮಿಯ ಹೊರಮೈ",,,,,,,,,
,Eartrh slide,"ಭೂಪಾತ, ಭೂಕುಸಿತ",,,,,,,,,
,"Earth, tropical red",ಉಷ್ಣವಲಯದ ಕೆಂಪು ಮಣ್ಣು,,,,,,,,,
,Easement,"1. ಬಿಡುಗಡೆ, ವಿಮೋಚನೆ 2. ಅನುಭೋಗದ ಹಕ್ಕು",,,,,,,,,
,East indian arroroot,"ಕೂವೆಗಿಡ, ಅರೋರೂಟ್",,,,,,,,,
,Ecesis,"ನವಾವಾಸ, ಹೊಸನೆಲೆ, ಹೊಸ ಪರಿಸರ",,,,,,,,,
,Echard,ಅಪ್ರಾಪ್ಯ ಮಣ್ಣಿನ ಜಲ,,,,,,,,,
,Echinate,ಮುಳ್ಳುಗಳಿರುವ,,,,,,,,,
,Echinodermata,ಕಂಟಕ ಚರ್ಮಿಗಳು,,,,,,,,,
,Ecoclimate,ಪರಿಸರ ವಾಯುಗುಣ,,,,,,,,,
,Ecocline,ಪರಿಸರ ಪ್ರವಣತೆ,,,,,,,,,
,Ecologist,ಜೀವಿಪರಿಸರಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,
,Ecology,ಜೀವಿಪರಿಸರಶಾಸ್ತ್ರ,,,,,,,,,
,Ecology section,ಜೀವಿಪರಿಸರಶಾಸ್ತ್ರ ವಿಭಾಗ,,,,,,,,,
,"Economics, forest",ಅರಣ್ಯ ಅರ್ಥಶಾಸ್ತ್ರ,,,,,,,,,
,Economics maturity,ಆರ್ಥಿಕ ಪರಿಪಕ್ವತೆ,,,,,,,,,
,Economics plants,ಆರ್ಥಿಕ ಸಸ್ಯಗಳು,,,,,,,,,
,Eco system,ಪರಿಸರ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Ecotone,ಸಂಕ್ರಮಣ ಸಸ್ಯವರ್ಗ,,,,,,,,,
,Ectodynamic,ಬಾಹ್ಯ ಪ್ರಭಾವಿತ,,,,,,,,,
,Ectodynamorphic,ಬಾಹ್ಯ ಪ್ರಭಾವಿತ ರೂಪಿ,,,,,,,,,
,Edaphic,ಮಣ್ಣಿನ,,,,,,,,,
,Edaphic factor,"ಭೂ ಅಂಶ, ಮಣ್ಣುಕಾರಕ",,,,,,,,,
,Edaphology,ಮಣ್ಣು ಪ್ರಭಾವ ವಿಜ್ಞಾನ,,,,,,,,,
,Edging,ತುದಿಕತ್ತರಿಸುವಿಕೆ,,,,,,,,,
,Editorial board,ಸಂಪಾದಕ ಮಂಡಲಿ,,,,,,,,,
,Editorial branch,ಸಂಪಾದಕೀಯ ಶಾಖೆ,,,,,,,,,
,Eel,ಹಾವು ಮೀನು,,,,,,,,,
,"Effect, acidity",ಆಮ್ಲತಾ ಪ್ರಭಾವ,,,,,,,,,
,Egyptian lotus (indian blue water lilly),"ನೀಲತಾವರೆ, ಕೆನ್ನೈದಿಲೆ",,,,,,,,,
,Elephant apple,"ಕಪಿತ್ಥ, ಬಿಲ್ಯಾರ, ಬೇಲ",,,,,,,,,
,Elephant creeper,"ಚಂದ್ರಪಾದ, ಸಮುದ್ರಬಳ್ಳಿ, ಸಮುದ್ರ ಹಾಲುಬಳ್ಳಿ",,,,,,,,,
,Elephant grass,"ದಪ್ಪ ನೇಪಿಯರ್ ಹುಲ್ಲು, ಆನೆಹುಲ್ಲು",,,,,,,,,
,Elite stand,ಶ್ರೇಷ್ಠ ವೃಕ್ಷ ಸಮೂಹ,,,,,,,,,
,Elite thinning,ಶ್ರೇಷ್ಠ ವೃಕ್ಷದ ತೆಳುವು ಮಾಡುವಿಕೆ,,,,,,,,,
,Elite tree,ಶ್ರೇಷ್ಠ ವೃಕ್ಷ,,,,,,,,,
,Elkesis,"ನವಾವಾಸ, ಹೊಸನೆಲೆ",,,,,,,,,
,Eluviation,"ಮಣ್ಣು ಕೊರೆಯುವಿಕೆ, ಅಪೋಢೀಕರಣ",,,,,,,,,
,Embelic myrobalan,"ಬೆಟ್ಟನೆಲ್ಲಿ, ದೊಡ್ಡನೆಲ್ಲಿಕಾಯಿ, ಆಮ್ಲಕ",,,,,,,,,
,Emergence hole,ಹೊರಬರುವ ರಂಧ್ರ,,,,,,,,,
,Emergency period,"1. ನಿರ್ಗಮನ ಅವಧಿ, ಹೊರ ಬರುವ ಅವಧಿ 2. ತುರ್ತುಅವಧಿ",,,,,,,,,
,Empty cell process,ಖಾಲಿ ಕೋಶಪ್ರಕ್ರಿಯೆ,,,,,,,,,
,Enclave,"ಪರಿವೃತ, ಪರಿವೇಶ",,,,,,,,,
,Encrustation,"ಹೆಕ್ಕಳಿಕೆ, ಚಕ್ಕೆಕಟ್ಟುವಿಕೆ",,,,,,,,,
,End coating,ಕೊನೆ ಲೇಪನ,,,,,,,,,
,Endemic,"ಸ್ಥಳೀಯ, ಸ್ಥಾನಿಕ",,,,,,,,,
,Endocarp,ಅಂತರ್ ಫಲ,,,,,,,,,
,Endo dynamic,ಅಂತಸ್ಥ ಪ್ರಭಾವಿತ,,,,,,,,,
,Endodynamorphic,ಅಂತಸ್ಥ ಪ್ರಭಾವಿತ ರೂಪಿ,,,,,,,,,
,Endogenous,ಅಂತರ್ಜಾತ,,,,,,,,,
,Endosperm,ಭ್ರೂಣಾಹಾರ,,,,,,,,,
,"Energy, germinative","ಅಂಕುರ ಶಕ್ತಿ, ಮೊಳಕೆ ಶಕ್ತಿ",,,,,,,,,
,"Energy, period",ಶಕ್ತಿ ಅವಧಿ,,,,,,,,,
,Engineering designer,ಎಂಜಿನಿಯರಿಂಗ್ ವಿನ್ಯಾಸಕಾರ,,,,,,,,,
,Engineering division,ಎಂಜಿನಿಯರಿಂಗ್ ವಿಭಾಗ,,,,,,,,,
,Engineering material,ಎಂಜಿನಿಯರಿಂಗ್ ಸಾಮಗ್ರಿ,,,,,,,,,
,Engineering survey,ಎಂಜಿನಿಯರಿಂಗ್ ಸಮೀಕ್ಷಣೆ,,,,,,,,,
,"Entomology, forest","ವನಕೀಟವಿಜ್ಞಾನ, ಅರಣ್ಯ ಕೀಟಶಾಸ್ತ್ರ",,,,,,,,,
,Entomophilous plant,ಕೀಟಪರಾಗಿತ ಸಸ್ಯ,,,,,,,,,
,Entomophily,ಕೀಟ ಪರಾಗಸ್ಪರ್ಶನ,,,,,,,,,
,Enumeration,"ಗಣನೆ, ಎಣಿಕೆ",,,,,,,,,
,"Enumeration, sample",ಮಾದರಿ ಎಣಿಕೆ,,,,,,,,,
,Enviornment,"ಪರಿಸರ, ವಾತಾವರಣ",,,,,,,,,
,Enviromental resistance,ಪರಿಸರ ಪ್ರತಿರೋಧಕತೆ ನಿರೋಧಕತೆ,,,,,,,,,
,Epicarp,ಬಾಹ್ಯಫಲ,,,,,,,,,
,Epicormic branch,ಕಾಂಡೋದ್ಭವ ರೆಂಬೆ,,,,,,,,,
,Epicormic shoot,ಕಾಂಡೋದ್ಭವ ಪ್ರಕಾಂಡ,,,,,,,,,
,Epidemic,ಸಾಂಕ್ರಾಮಿಕ,,,,,,,,,
,Epidermis,ಹೊರಚರ್ಮ,,,,,,,,,
,Epigeal,"ಮಣ್ಣುಹೊರಗಿನ, ಭೂಮಿಯ ಮೇಲಿನ",,,,,,,,,
,Epigynous ovary,ಉಚ್ಛ ಅಂಡಾಶಯ,,,,,,,,,
,Epiphyte,ಅಪ್ಪು ಸಸ್ಯ,,,,,,,,,
,Epoch,ಪರ್ವಕಾಲ,,,,,,,,,
,"Equation, regression",ಸಮಾಶ್ರಯಣ - ಸಮೀಕರಣ,,,,,,,,,
,"Equivalent, moisture","ತೇವ ಸಮತೆ, ತೇವಾಂಶ ಸಮತೆ",,,,,,,,,
,Eradicate,"ಬೇರುಸಹಿತ ಕೀಳು, ನಿರ್ಮೂಲನ ಮಾಡು",,,,,,,,,
,Erosion,ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Erosion, accelerated",ತ್ವರಿತ ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Erosion, gully",ಕೊರಕಲು ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Erosion, normal","ಸಾಮಾನ್ಯ ಕೊಚ್ಚಣೆ, ಪ್ರಾಕೃತಿಕ ಕೊಚ್ಚಣೆ",,,,,,,,,
,"Erosion, rill",ಝರಿ ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Erosion, sheet",ಹಾಳೆ ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Erosion, splash",ಸಿಡಿತ ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Erosion, pavement",ಕಾಲುದಾರಿ ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Erosion, water",ನೀರು ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Erosion, wind",ಗಾಳಿ ಕೊಚ್ಚಣೆ,,,,,,,,,
,"Error, experiment",ಪ್ರಾಯೋಗಿಕ ದೋಷ,,,,,,,,,
,"Error, standard",ಮಾನಕ ದೋಷ,,,,,,,,,
,Espacement,ಎರಡರ ನಡುವಣ ಅಂತರ,,,,,,,,,
,Essential oil,"ಬಾಷ್ಪಶೀಲ ತೈಲ, ಆರುವ ತೈಲ",,,,,,,,,
,Establishment,ಸ್ಥಾಪನೆ,,,,,,,,,
,Establishment period,ಸ್ಥಾಪನ ಅವಧಿ,,,,,,,,,
,Establishment section,ಸ್ಥಾಪನಾ ವಿಭಾಗ,,,,,,,,,
,"Eastate, forest",ಅರಣ್ಯ ಆಸ್ತಿ,,,,,,,,,
,Estimated actual breaking strength,ಆಂದಾಜು ವಾಸ್ತವ ವಿಘಟನೆ ಸಾಮರ್ಥ್ಯ / ಬಲ,,,,,,,,,
,Estimated aggregate breaking strength,ಅಂದಾಜುಸಮಷ್ಠಿ / ವಿಘಟನೆ ಸಾಮರ್ಥ್ಯ / ಬಲ,,,,,,,,,
,Estuarine,"ಅಳಿವೆ, ನದೀಸಮುದ್ರ ಸಂಗಮ ಸ್ಥಾನ",,,,,,,,,
,Ethnology,ಸ್ವಭಾವಾಶಾಸ್ತ್ರ,,,,,,,,,
,Etiolation,ಬಿಳಿಚಿಕೊಳ್ಳುವಿಕೆ,,,,,,,,,
,Eugenic,"ಸುಜನನಿಕ, ಸುಂಸಂತಾನಿತ",,,,,,,,,
,Eugenics,ಸುಸಂತಾನಶಾಸ್ತ್ರ,,,,,,,,,
,European filbert,ವಿಲಾಯಿತಿ ಬಾದಾಮಿ,,,,,,,,,
,Evaporimeter,ಬಾಷ್ಪಮಾಪಕ,,,,,,,,,
,Even aged,"ಏಕವಯಸ್ಸಿನ, ಸಮವಯಸ್ಕ",,,,,,,,,
,Even aged forest,ಸಮವಯಸ್ಕ ಅರಣ್ಯ,,,,,,,,,
,Evergreen,"ಸದಾಪರ್ಣಿ, ನಿತ್ಯಹಸುರು",,,,,,,,,
,Evolution,1. ವಿಕಾಸ 2. ಕ್ರಾಂತಿ,,,,,,,,,
,Evolution of life,ಜೀವವಿಕಾಸ,,,,,,,,,
,Exacting,ಅತ್ಯಪೇಕ್ಷೀ,,,,,,,,,
,Exchangeable cat ion percent,ವಿನಿಮಯಸಾಧ್ಯ ಶೇಕಡಾ ಧನ ಅಯಾನ್,,,,,,,,,
,"Exchanger, heat",ಉಷ್ಣ ವಿನಿಮಯಕಾರಿ,,,,,,,,,
,Exogenous,"ಬಹಿರ್ಜಾತ, ಹೊರಗಿನಿಂದ ತಂದ",,,,,,,,,
,Exotic,"ವಿದೇಶದಿಂದ ತಂದ, ಹೊರಗಿನಿಂದ ತಂದ",,,,,,,,,
,Expectation value,ನಿರೀಕ್ಷಣ ಮೌಲ್ಯ,,,,,,,,,
,Experiment factorial,ಕಾರಕೀಯ ಪ್ರಯೋಗ,,,,,,,,,
,Experimental error,ಪ್ರಾಯೋಗಿಕ ದೋಷ,,,,,,,,,
,Experimental plot,ಪ್ರಾಯೋಗಿಕ ತಾಕು,,,,,,,,,
