ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Bacteriophages,,ಸೂಕ್ಷ್ಮಾಣುಜೀವಿ ಭಕ್ಷಕ,,,,,,,
,,Bacteriostatic,,ಸೂಕ್ಷ್ಮಾಣುಜೀವಿ ಸ್ತಂಭಕ,,,,,,,
,,Bandage,,ಬ್ಯಾಂಡೇಜು (ಗಾಯದ ಪಟ್ಟಿ),,,,,,,
,,Barrier cream,,"ತಡೆಗೆನೆ (ಅಪಾಯ, ರೋಗ ಮುಂತಾದವುಗಳಿಂದ ಚರ್ಮವನ್ನು ರಕ್ಷಿಸುವುದು)",,,,,,,
,,Basal Anaesthesia,,ಮೂಲ ಅರಿವಳಿಕೆ,,,,,,,
,,Basal temperature,,ವಿಶ್ರಾಂತ ಸ್ಥಿತಿಯ ಉಷ್ಣಾಂಶ,,,,,,,
,,Batch,,"ಗುಂಪು, ತಂಡ",,,,,,,
,,Bathroom safety aids,,ಸ್ನಾನಗೃಹ ಸಂರಕ್ಷಣೋಪಕರಣಗಳು,,,,,,,
,,Beaker,,ಕೊಕ್ಕು ಪಾತ್ರೆ,,,,,,,
,,Beautify,,ಅಂದಗೊಳಿಸು,,,,,,,
,,Bedpan,,"ಬೆಡ್‌ಪ್ಯಾನ್, ಹಾಸಿಗೆಯ ಮಲಪಾತ್ರೆ",,,,,,,
,,Behaviour,,ವರ್ತನೆ,,,,,,,
,,Beriberi,,ಬೆರಿಬೆರಿ ರೋಗ,,,,,,,
,,Beta abosorption,,ಬೀಟಾಹೀರಿಕೆ,,,,,,,
,,Beta error,,ಬೀಟಾತಪ್ಪು,,,,,,,
,,Beta radiation,,ಬೀಟಾ ವಿಕಿರಣ,,,,,,,
,,Beta receptor,,ಬೀಟಾಗ್ರಾಹಿ,,,,,,,
,,Bias,,"ಒಲವು, ಪಕ್ಷಪಾತ",,,,,,,
,,Biliuria,,ಮೂತ್ರದಲ್ಲಿಯ ಪಿತ್ತಕ್ಷಾರ ಸ್ಥಿತಿ,,,,,,,
,,Binding forces,,ಬಂಧಕ ಶಕ್ತಿಗಳು,,,,,,,
,,Bio-assay,,ಜೈವಿಕ ಕ್ರಿಯಾನಿಷ್ಕರ್ಷೆ,,,,,,,
,,Bio-avaliability,,ಜೀವಲಭ್ಯತೆ,,,,,,,
,,Bio-chemist,,ಜೀವರಸಾಯನ ವಿಜ್ಞಾನಿ,,,,,,,
,,Bio-chemistry,,ಜೀವರಸಾಯನ ವಿಜ್ಞಾನ,,,,,,,
,,Bio equivalence,,ಜೀವಸಮಾನತ್ವ,,,,,,,
,,Biological,,ಜೈವಿಕ,,,,,,,
,,Biological-abstract,,ಜೈವಿಕ ಸಾರಾಂಶ,,,,,,,
,,Biological half life,,ಜೈವಿಕ ಅರ್ಧಾಯುಷ್ಯ,,,,,,,
,,Biological product,,ಜೈವಿಕ ವಸ್ತು,,,,,,,
,,Bio-métrics,,ಜೀವ ಸಂಗತಿ ಗಣಿತ (ಜೀವ ಸಂಬಂಧವಾದ ಸಂಗತಿಗಳಲ್ಲಿ ಲೆಕ್ಕಾಚಾರದ ಪದ್ಧತಿಯನ್ನು ಉಪಯೋಗಿಸುವ ವಿಜ್ಞಾನ),,,,,,,
,,Bio-pharmaceutics Biopsy,,ಜೀವೌಷಧೀಯ ವಿಜ್ಞಾನ ಅಂಗಾಂಶ ಸೂಕ್ಷ್ಮ ಪರೀಕ್ಷೆ (ಅಂಗಾಂಶವನ್ನು ತೆಗೆದು ರೋಗ ನಿರ್ಣಯ ಮಾಡಲು ಸಾಮಾನ್ಯವಾಗಿ ಸೂಕ್ಷ್ಮದರ್ಶಕದಿಂದ ಮಾಡುವ ಪರೀಕ್ಷೆ),,,,,,,
,,Bio-rheolcgy,,ಜೈವಿಕ ವಸ್ತು ವಹನಿ ವಿಜ್ಞಾನ,,,,,,,
,,Bio-statistics,,ಜೈವಿಕ ಸಂಖ್ಯಾಶಾಸ್ತ್ರ,,,,,,,
,,Bijo-toxin,,ಜೀವಿಜನ್ಯ ವಿಷವಸ್ತು,,,,,,,
,,Bio-transformation,,ಜೈವಿಕ ಪರಿವರ್ತನೆ,,,,,,,
,,Bipolar depression,,ದ್ವಿಧ್ರುವ ಕುಗ್ಗುವಿಕೆ,,,,,,,
,,Black-death,,ಪ್ಲೇಗು ವ್ಯಾಧಿ,,,,,,,
,,Black-draught,,"ಭೇದಿ ಔಷಧ, ಸುಖವಿರೇಚಕ",,,,,,,
,,Black head,,ಚರ್ಮದ ಮೇಲಿನ ಒಂದು ತರದ ಮೊಡವೆ,,,,,,,
,,Bladder,,ಪೊರೆಚೀಲ,,,,,,,
,,Blain,,"ಕೀವುಗುಳ್ಳೆ, ಬೊಬ್ಬೆ",,,,,,,
,,Blend,,"ಮಿಶ್ರಣ, ಮಿಶ್ರಣ ಮಾಡು",,,,,,,
,,Blender,,ಮಿಶ್ರಕ,,,,,,,
,,Bleeding,,ರಕ್ತಸ್ರಾವ,,,,,,,
,,Bleeding time,,ರಕ್ತಸ್ರಾವ ಕಾಲ,,,,,,,
,,Blindness,,"ಕುರುಡು, ಅಂಧತ್ವ",,,,,,,
,,Blind screening,,ವಿವೇಚನಾರಹಿತ ಪರೀಕ್ಷೆ,,,,,,,
,,Blister,,"ಬೊಬ್ಬೆ, ಹೊಪ್ಪಳೆ",,,,,,,
,,Blocking agents,,ಪ್ರತಿರೋಧಕ ಕಾರಕಗಳು,,,,,,,
,,Blood brain barrier,,ರಕ್ತ ಮಿದುಳು ತಡೆ,,,,,,,
,,Bloodless,,"ರಕ್ತಹೀನ, ರಕ್ತರಹಿತ, ಬಿಳಚಿಕೊಂಡಿರುವ",,,,,,,
,,Blood poisoning,,"ರಕ್ತ ವಿಷ, ನೆತ್ತರ ನಂಜು",,,,,,,
,,Blood pressure,,ರಕ್ತದ ಒತ್ತಡ,,,,,,,
,,Blu pill,,"ನೀಲಿಮಾತ್ರೆ, ಪಿತ್ತಹರವಾದ ರಸಮಿಶ್ರಿತ ಔಷಧದ ಮಾತ್ರೆ",,,,,,,
,,Board,,ಮಂಡಲಿ,,,,,,,
,,Body corporate,,ನಿಗಮಿತ ನಿಕಾಯ,,,,,,,
,,Bonafide,,"ಪ್ರಾಮಾಣಿಕ, ನಿಜವಾದ, ನಿಷ್ಕಪಟ, ವಾಸ್ತವಿಕ",,,,,,,
,,Bond,,"ಬಂಧಪತ್ರ, ಮುಚ್ಚಳಿಕೆ",,,,,,,
,,Bonded goods,,ಸುಂಕಬದ್ಧ ಸರಕುಗಳು,,,,,,,
,,Bone-setter,,ಮೂಳೆ ಕೂಡಿಸುವವನು,,,,,,,
,,Brand name,,ಸಂಕೇತ ನಾಮ,,,,,,,
,,Brandy,,ಬ್ರಾಂದಿ,,,,,,,
,,Breakage,,"ಒಡೆತ, ಒಡಕು, (ಒಡೆತದಿಂದಾದ) ನಷ್ಟ",,,,,,,
,,Breaking,,ವಿಭಜಿಸುವುದು,,,,,,,
,,Breast pang,,ಎದೆಶೂಲೆ,,,,,,,
,,Breathing machine,,ಉಸಿರಾಟಯಂತ್ರ,,,,,,,
,,Bright's Disease,,"ಬ್ರೈಟ್ ನ ರೋಗ, ಮೂತ್ರಪಿಂಡಗಳ ತೀವ್ರವಾದ ಒಂದು ದೀರ್ಘವ್ಯಾಧಿ",,,,,,,
,,Brimstone,,ಗಂಧಕ,,,,,,,
,,Bvitish thermal unit,,ಬ್ರಿಟಿಷ್ ಶಾಖ ಘಟಕ,,,,,,,
,,Bronchitis,,ಶ್ವಾಸನಾಳ ಉರಿಯೂತ,,,,,,,
,,Bronchocele,,ಶ್ವಾಸನಾಳದ ಹಿಗ್ಗು,,,,,,,
,,Broncho constriction,,ಶ್ವಾಶನಾಳ ಸಂಕೋಚನ,,,,,,,
,,Broncho-dilation dilatation,,ಶ್ವಾಸನಾಳ ಹಿಗ್ಗುವಿಕೆ,,,,,,,
,,Broth,,ಬ್ರಾಥ್: ಸೂಕ್ಷ್ಮಾಣು ಜೀವಿವೃದ್ಧಿ ಮಾಧ್ಯಮ ದ್ರವ,,,,,,,
,,Brownian movement,,ಬ್ರೌನೀಯ ಚಲನೆ,,,,,,,
,,Bubble pressure,,ಗುಳ್ಳೆ ಒತ್ತಡ,,,,,,,
,,Bubbler,,"ಗುಳ್ಳೆಕ, ದ್ರಾವಣದಲ್ಲಿ ಗುಳ್ಳೆ ಎಬ್ಬಿಸುವ ಸಾಧನ",,,,,,,
,,Bubo,,ಉಡುಚು (ತೊಡೆಯಲ್ಲಿ ಅಥವಾ ಕಂಕುಳಲ್ಲಿ ಆಗುವ) ಗಡ್ಡೆ,,,,,,,
,,Buccal tablets,,ಬಾಯಿಯ ಮಾತ್ರೆ,,,,,,,
,,Buffer solution,,ತಟಸ್ಥೀಕರಣ ದ್ರಾವಣ,,,,,,,
,,Bulb syringes,,ಬಲ್ಬು ಪಿಚಕಾರಿ,,,,,,,
,,Bulimia,,ಹಸಿವು ರೋಗ,,,,,,,
,,Bulk,,"ಒಟ್ಟು, ರಾಶಿ, ಸಗಟು",,,,,,,
,,Bulk forming Purgatives,,ಗಾತ್ರಕಾರಕ ವಿರೇಚಕ,,,,,,,
,,Bulk packing,,ದೊಡ್ಡ ಕಟ್ಟು,,,,,,,
,,Bulk purchase,,ಸಗಟು ಖರೀದಿ,,,,,,,
,,Bung,,ಬೆಣೆ,,,,,,,
,,Burn,,ಸುಟ್ಟಗಾಯ,,,,,,,
,,Burner,,"ಬರ್ನರ್, ಜ್ವಾಲಕ",,,,,,,
,,By-law,,"ಬೈಲಾ, ಉಪವಿಧಿ",,,,,,,
,,By-pass,,ಉಪದಾರಿ,,,,,,,
,,Cachet,,"ಕಾಷೆ, ಔಷಧಿ ಕೋಶ",,,,,,,
,,Calcium,,ಕ್ಯಾಲ್ಸಿಯಂ,,,,,,,
,,Calculus,,"ಅಶ್ಮರಿ, ಮೂತ್ರಕೋಶ ಪಿಂಡಗಳಲ್ಲಿಯ ಕಲ್ಲು",,,,,,,
,,Calefacient,,ಶಾಖಸಂವೇದನ ಜನಕ,,,,,,,
,,Calmative,,"ಶಮನಕಾರಿ, ಶಾಮಕ (ಔಷಧ)",,,,,,,
,,Calomel,,"ರಸಕರ್ಪೂರ, ರಸವಿರೇಚಕ",,,,,,,
,,Calorimeter,,ಉಷ್ಣಮಾನ ಮಾಪಕ,,,,,,,
,,Calory,,"ಕ್ಯಾಲೊರಿ, ಉಪ್ಣಮಾನ",,,,,,,
,,Cancer,,"ಕ್ಯಾನ್ಸರ್, ಅರ್ಬುದ ರೋಗ",,,,,,,
,,Cannula,,(ದೇಹದೊಳಗೆ ಸೇರಿಸುವ) ಲಾಳಗೊಳವೆ,,,,,,,
,,Capillary,,ಲೋಮನಾಳ,,,,,,,
,,Capsule,,"ಕ್ಯಾಪ್‌ಸೂಲ್, (ಔಷಧ) ಕೋಶ",,,,,,,
,,Carbolic acid,,ಕಾರ್ಬಾಲಿಕ್ ಆಮ್ಲ,,,,,,,
,,Carbuncle,,ದೊಡ್ಡಕುರು,,,,,,,
,,Carcass,,"ಪ್ರಾಣಿಯ ಹೆಣ, ಸತ್ತಪ್ರಾಣಿಯ ದೇಹ",,,,,,,
,,Cardiac symptoms,,ಹೃದ್ರೋಗದ ಲಕ್ಷಣಗಳು,,,,,,,
,,Cardiology,,ಹೃದಯ ವಿಜ್ಞಾನ,,,,,,,
,,Carminative,,ವಾತಹರ (ಔಷಧವಸ್ತು),,,,,,,
,,Case,,"ಕೇಸು, ಮೊಕದ್ದಮೆ, ಪೆಟ್ಟಿಗೆ",,,,,,,
,,Catalysis,,ಪ್ರಚೋದನ,,,,,,,
,,Catalyst,,"ಪ್ರಚೋದಕ, ವೇಗವರ್ಧಕ",,,,,,,
,,Cataract,,"ಕಣ್ಣುಪೊರೆ, ಮೋತಿಬಿಂದು",,,,,,,
,,Cathartic,,ವಿರೇಚಕ,,,,,,,
,,Catheter,,ತೂರುನಳಿಕೆ,,,,,,,
,,Catholicon,,ಸರ್ವರೋಗ ನಿವಾರಕ,,,,,,,
,,Cationic agent,,ಧನ ಐಯಾನಿನ ಕಾರಕ,,,,,,,
,,Central council,,ಕೇಂದ್ರ ಪರಿಷತ್ತು,,,,,,,
,,Central drugs laboratory,,ಕೇಂದ್ರ ಔಷಧ ಪ್ರಯೋಗಾಲಯ,,,,,,,
,,Centrifugal force,,ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲ,,,,,,,
,,Centrifugation,,ಕೇಂದ್ರಾಪಗಮನೀಕರಣ,,,,,,,
,,Centrifuge,,ಕೇಂದ್ರಾಪಗಾಮಿ ಯಂತ್ರ,,,,,,,
,,Certificate of Registration,,ನೋಂದಣಿ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Certified colours,,ಪ್ರಮಾಣಿತ ಬಣ್ಣಗಳು,,,,,,,
,,Chemical combination,,ರಾಸಾಯನಿಕ ಸಂಯೋಗ,,,,,,,
,,Chemical examiner,,ರಾಸಾಯನಿಕ ಪರೀಕ್ಷಕ,,,,,,,
,,Chemical formula,,ರಾಸಾಯನಿಕ ಸೂತ್ರ,,,,,,,
,,Chemical name,,ರಾಸಾಯನಿಕ ನಾಮ,,,,,,,
,,Chemist,,ರಸಾಯನಜ್ಞ,,,,,,,
,,Chemists and Druggists,,ರಸಾಯನಜ್ಞ ಮತ್ತು ಔಷಧ ವ್ಯಾಪಾರಿ,,,,,,,
,,Chemotheraphy,,"ಕೆಮೊ ಚಿಕಿತ್ಸೆ, ರಸಾಯನ ರೋಗ ಚಿಕಿತ್ಸೆ",,,,,,,
,,Chewable tablet,,ಅಗಿಮಾತ್ರೆ,,,,,,,
,,Chief Chemist,,ಮುಖ್ಯ ರಸಾಯನಜ್ಞ,,,,,,,
,,Chromatogram,,ಕ್ರೊಮೆಟೊಗ್ರಾಮ್: ರಾಸಾಯನಿಕ ವಿಶ್ಲೇಷಣ ಪದ್ಧತಿಯಿಂದ ಬೇರ್ಪಡಿಸಿದ ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವ ಮಾಧ್ಯಮದಲ್ಲಿ ಆಗುವ ಮಾದರಿ,,,,,,,
,,Chromatography,,ಕ್ರೊಮ್ಯಾಟೊಗ್ರಫಿ: ವರ್ಣಗಳ ಆಧಾರದ ಮೇಲೆ ರಾಸಾಯನಿಕ ವಿಶ್ಲೇಷಣ ಪದ್ಧತಿ,,,,,,,
,,Chronic complaint,,ದೀರ್ಘಕಾಲೀನ ರೋಗ,,,,,,,
,,Clarification,,"ಸ್ಪಷ್ಟೀಕರಣ, ನಿರ್ಮಲೀಕರಣ ರೋಗ",,,,,,,
,,Cleansing,,ಶುಚಿಕಾರಕ,,,,,,,
,,Clinic,,"ಕ್ಲಿನಿಕ್, ಚಿಕಿತ್ಸಾಲಯ, ದವಾಖಾನೆ",,,,,,,
,,Clinical Analysis,,ರೋಗ ವಿಷಯಕ ವಿಶ್ಲೇಷಣೆ,,,,,,,
,,Coagulation,,ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,,,,,,,
,,Coal-tar colours,,ಟಾರೆಣ್ಣೆ ಬಣ್ಣಗಳು,,,,,,,
,,Coated,,ಲೇಪಿತ,,,,,,,
,,Coating,,"ಲೇಪ, ಲೇಪನ",,,,,,,
,,Cocaine,,ಕೊಕೆಯ್ನ್,,,,,,,
,,Cognizance,,ಸಂಜ್ಞೇಯತೆ,,,,,,,
,,Cold,,"ಶೀತ, ನೆಗಡಿ",,,,,,,
,,Cold cream,,ತಂಪು ಕೆನೆ,,,,,,,
,,Colic,,ಹೊಟ್ಟೆಶೂಲೆ / ನುಲಿತ,,,,,,,
,,Colitis,,ದೊಡ್ಡ ಕರುಳಿನ ಊತ,,,,,,,
,,Collapsible tube,,ನುಸಿ ನಳಿಕೆ,,,,,,,
,,Colloid,,ದ್ರಾವಣ ಮಿಶ್ರಣ ಸ್ಥಿತಿ / ದ್ರವ ಮಾಧ್ಯಮದಲ್ಲಿ ಪಸರಿಸಿದ ವಸ್ತುವಿನ ಸ್ಥಿತಿ,,,,,,,
,,Collyrium,,ಕಣೌಷಧ,,,,,,,
,,Colorimeter,,ವರ್ಣತೀವ್ರತಾಮಾಪಕ,,,,,,,
,,Colouration,,"ಬಣ್ಣ ಹಾಕುವುದು, ಬಣ್ಣ ಹಾಕಿದ ಸ್ಥಿತಿ",,,,,,,
,,Colouring agent,,ಬಣ್ಣ ಹಾಕುವ ಸಾಧನ,,,,,,,
,,Commensal,,ಸಹಜೀವಿ,,,,,,,
,,Commingle,,"ಒಟ್ಟಿಗೆ ಬೆರೆಸು, ಬೆರೆತು ಹೋಗು",,,,,,,
,,Comminute,,"ಚೂರ್ಣ ಮಾಡು, ಪುಡಿ ಮಾಡು",,,,,,,
,,Comminution,,"ಚೂರ್ಣನ, ಪುಡಿ ಮಾಡುವಿಕೆ",,,,,,,
,,Commission of enquiry,,ವಿಚಾರಣಾ ಆಯೋಗ,,,,,,,
,,Core committee,,ಸಮಿತಿ,,,,,,,
,,Company,,"ಕಂಪನಿ, ಸಂಸ್ಥೆ",,,,,,,
,,Comparator,,ತುಲನಸಾಧನ,,,,,,,
,,Compendium,,"ಸಂಕ್ಷೇಪ, ಸಾರಸಂಗ್ರಹ",,,,,,,
,,Competent,,ಸಕ್ಷಮ,,,,,,,
,,Competent Authority,,ಸಕ್ಷಮ ಅಧಿಕಾರಿ,,,,,,,
,,Complexo metric,,ಸಂಯುಕ್ತ ಸಂಕೀರ್ಣ ಮಾಪಕ,,,,,,,
,,Complexometrictitration,,ಸಂಕೀರ್ಣಸಾರ ಮಾಪನಪದ್ಧತಿ,,,,,,,
,,Comply,,ಪಾಲಿಸು,,,,,,,
,,Component,,"ಅಂಗ, ಭಾಗ",,,,,,,
,,Composition,,ಸಂಯೋಜನೆ,,,,,,,
,,Compound,,ಸಂಯುಕ್ತ,,,,,,,
,,Compounding,,ಮಿಶ್ರಣಗೊಳಿಸುವಿಕೆ,,,,,,,
,,Compounding of drugs,,ಔಷಧಿಗಳ ಮಿಶ್ರಣಗೊಳಿಸುವಿಕೆ,,,,,,,
,,Compressed,,ಸಂಕೋಚಿತ,,,,,,,
,,Compression,,ಸಂಕೋಚನ,,,,,,,
,,Conceal,,"ಬಚ್ಚಿಡು, ಮರೆಮಾಚು",,,,,,,
,,Concentration,,"ಸಾಂದ್ರೀಕರಣ, ಕೇಂದ್ರೀಕರಣ",,,,,,,
,,Condensation,,ಘನೀಭವನ,,,,,,,
,,Condense,,ಘನೀಕರಿಸು,,,,,,,
,,Condensed,,ಘನೀಕೃತ,,,,,,,
,,Condom,,ನಿರೋಧ,,,,,,,
,,Conductance,,ವಿದ್ಯುತ್‌ವಾಹಕತ್ವ,,,,,,,
,,Conductivity,,ವಾಹಕತ್ವ,,,,,,,
,,Configuration,,"ವಿನ್ಯಾಸ, ರಚನೆ",,,,,,,
,,Confirm,,"ಸ್ಥಿರೀಕರಿಸು, ಕಾಯಂಗೊಳಿಸು",,,,,,,
,,Confirmation,,"ಸ್ಥಿರೀಕರಣ, ಕಾಯಂಗೊಳಿಸುವಿಕೆ",,,,,,,
,,Confiscate,,ಮುಟ್ಟುಗೋಲು ಹಾಕು,,,,,,,
,,Conform,,"ಅನುವರ್ತಿಸು, ಅನುಸರಿಸು",,,,,,,
,,Conjointly,,"ಒಟ್ಟಿಗೆ, ಜೊತೆಗೂಡಿ",,,,,,,
,,Conjugation,,ಸಂಯೋಜನೆ,,,,,,,
,,Consequential,,ತತ್ಪರಿಣಾಮವಾದ,,,,,,,
,,Consequtive reactions,,ಕ್ರಮಾನುಗತ ಪ್ರತಿಕ್ರಿಯೆಗಳು,,,,,,,
,,Consignee,,ಸರಕು ಪಡೆಯುವವನು,,,,,,,
,,Consignment,,"ರವಾನೆ, ರವಾನಿಸಿದ ಸರಕು",,,,,,,
,,Consignor,,ಸರಕು ರವಾನೆದಾರ,,,,,,,
,,Consistency,,"ಸಾಂದ್ರತೆ, ಸ್ಥಿರತೆ",,,,,,,
,,Conspicuous,,"ಎದ್ದು ಕಾಣುವ, ಗಮನ ಸೆಳೆಯುವ",,,,,,,
,,Constipation,,ಮಲಬದ್ಧತೆ,,,,,,,
,,Constituent,,ಘಟಕಾಂಗ,,,,,,,
,,Construe,,ಅರ್ಥಯಿಸು,,,,,,,
,,Consultant,,ಸಮಾಲೋಚಕ,,,,,,,
,,Consultation,,ಸಮಾಲೋಚನೆ,,,,,,,
,,Consumer,,ಬಳಕೆದಾರ,,,,,,,
,,Consumption,,ಬಳಕೆ,,,,,,,
,,Contagious,,"ಅಂಟುವ, ಸಾಂಸರ್ಗಿಕ",,,,,,,
,,Container,,ಧಾರಕ,,,,,,,
,,Contamination,,ಮಾಲಿನ್ಯ,,,,,,,
,,Content,,ಒಳಾಂಶ,,,,,,,
,,Content uniformity,,ಒಳಾಂಶ ಏಕರೂಪತೆ,,,,,,,
,,Contraceptive,,ಗರ್ಭನಿರೋಧಕ,,,,,,,
,,Contrast media,,ವೈದೃಶ್ಯ ಮಾಧ್ಯಮಗಳು,,,,,,,
,,Contravene,,ಉಲ್ಲಂಘಿಸು,,,,,,,
,,Controlled release,,ನಿಯಂತ್ರಿತ ಬಿಡುಗಡೆ,,,,,,,
,,Controversial,,ವಾದಗ್ರಸ್ತ,,,,,,,
,,Controversy,,ವಿವಾದ,,,,,,,
,,Conversion,,ಪರಿವರ್ತನೆ,,,,,,,
,,Conveyance,,ವಾಹನ ಸಾಗಣೆ,,,,,,,
,,Conveyor system,,ಸಾಗು ಪದ್ಧತಿ,,,,,,,
,,Convict,,"ನಿರ್ಣೀತ ಅಪರಾಧಿ, ಅಪರಾಧಿ ಎಂದು ನಿರ್ಣಯಿಸು",,,,,,,
,,Conviction,,"ಅಪರಾಧ ನಿರ್ಣಯ, ನಿಶ್ಚಿತ ಅಭಿಪ್ರಾಯ",,,,,,,
,,Convulsion,,"ಸ್ನಾಯುಗಳ ಅನೈಚ್ಛಿಕ ಸಂಕೋಚನ, ಸೆಳವು, ಎಳವು",,,,,,,
,,Convulsion meter,,ಸೆಳೆತಮಾಪಕ,,,,,,,
,,Cordial,,"ಹೃದಯೋತ್ತೇಜಕ (ಔಷಧ), ಸೌಹಾರ್ದ",,,,,,,
,,Corporal,,ದೈಹಿಕ,,,,,,,
,,Corporate body,,ನಿಗಮಿತ ನಿಕಾಯ,,,,,,,
,,Corrosive,,"ತುಕ್ಕು ಹಿಡಿಯುವ, ತಿಂದು ಹಾಕುವ",,,,,,,
,,Cosmetics,,"ಅಂಗರಾಗ, ಕಾಂತಿವರ್ಧಕ",,,,,,,
,,Cough,,ಕೆಮ್ಮು,,,,,,,
,,Counter irritant,,ಪ್ರತ್ಯುದ್ರೇಕಿ,,,,,,,
,,Covering,,ಮುಚ್ಚುಕ,,,,,,,
,,Cream,,ಕೆನೆ,,,,,,,
,,Crevice,,ಬಿರುಕು,,,,,,,
,,Crude,,ಕಚ್ಚಾ,,,,,,,
,,Crude drugs,,ಕಚ್ಚಾ ಔಷಧಿಗಳು,,,,,,,
,,Crystallization,,ಸ್ಫಟಿಕೀಕರಣ,,,,,,,
,,Culture,,ಕೃಷಿ,,,,,,,
,,Culture medium,,ಕೃಷಿ ಮಾಧ್ಯಮ,,,,,,,
,,Culture of Pathogenic,,ರೋಗಜನಿ ಜೀವಾಣುಗಳ ಕೃಷಿ,,,,,,,
,,Curare,,ಕ್ಯುರಾರೆ (ಒಂದು ಬಗೆಯ ಸಸ್ಯ ವಿಷ ಔಷಧ),,,,,,,
,,Cure,,"(ರೋಗ) ನಿವಾರಕ, ವಾಸಿ ಮಾಡು",,,,,,,
,,Cyanosis,,ರಕ್ತದಲ್ಲಿ ಆಮ್ಲಜನಕದ ಕೊರತೆಯಿಂದ ದೇಹ ನೀಲಿಗಟ್ಟುವ ಸ್ಥಿತಿ,,,,,,,
,,Dangerous Drug,,ಅಪಾಯಕಾರಿ ಔಷಧ,,,,,,,
,,Dangerous Drugs Act,,ಅಪಾಯಕಾರಿ ಔಷಧಿಗಳ ಅಧಿನಿಯಮ,,,,,,,
,,Date of Expiry,,ವಾಯಿದೆ ಮೀರಿಕೆ ದಿನಾಂಕ,,,,,,,
,,Date of Manufacture,,ತಯಾರಿಕಾ ದಿನಾಂಕ,,,,,,,
,,Dealer,,ವ್ಯಾಪಾರಿ,,,,,,,
,,Debility,,"ನಿತ್ರಾಣ, ನಿಶ್ಯಕ್ತಿ",,,,,,,
,,Decantation,,ತಿಳಿಬಸಿತ,,,,,,,
,,Decay,,"ಕ್ಷೀಣತೆ, ಕೊಳೆತ, ಕ್ಷೀಣಿಸು, ಕೊಳೆ",,,,,,,
,,Decoction,,ಕಷಾಯ,,,,,,,
,,Decolouration,,"ನಿರ್ವರ್ಣೀಕರಣ, ಬಣ್ಣಗಳೆಯುವುದು",,,,,,,
,,De-colourising,,"ವಿವರ್ಣನ, ಬಣ್ಣ ಕಳೆಯುವಿಕೆ",,,,,,,
,,Decomposition,,"ವಿಘಟನೆ, ಕೊಳೆತ",,,,,,,
,,Defaced,,ವಿರೂಪಿತ,,,,,,,
,,Default,,"ತಪ್ಪಿತ: ಕರ್ತವ್ಯಲೋಪ, ತಪ್ಪು. ತಪ್ಪು; ತಪ್ಪಿಸು.",,,,,,,
,,Defaulter,,"ತಪ್ಪುಗಾರ, ಬಾಕಿದಾರ, ಸುಸ್ತಿಗಾರ",,,,,,,
,,Defect,,ದೋಷ,,,,,,,
,,Definition,,ವ್ಯಾಖ್ಯೆ,,,,,,,
,,Deficiency,,"ಕೊರತೆ, ನ್ಯೂನತೆ",,,,,,,
,,Defoliant,,"ಎಲೆಗಳೆಕ, ಎಲೆಯುದುರಿಸಿದ ರಾಸಾಯನಿಕ",,,,,,,
,,Deformity,,ವಿರೂಪತೆ,,,,,,,
,,Degeneration,,"ಗುಣಾವನತಿ, ಕ್ಷೀಣತೆ; ಅಂಗಾಂಶ ಕ್ಷೀಣತೆ",,,,,,,
,,Degradation,,"ಗುಣಾವನತಿ, ಪದಾವನತಿ",,,,,,,
,,Dehumidification,,ತೇವ ತಗ್ಗಿಸುವಿಕೆ,,,,,,,
,,Dehydrate,,"ನಿರ್ಜಲಿಸು, (ಒಂದು ಪದಾರ್ಥದಲ್ಲಿಯ) ಜಲಾಂಶವನ್ನು ಕಳೆ",,,,,,,
,,Dehydration,,"ನಿರ್ಜಲೀಕರಣ, ನಿರ್ಜಲನ",,,,,,,
,,Delayed hyper sensitivity responses,,ವಿಲಂಬಿತ ಅತಿ ಸಂವೇದನ ಪ್ರತಿಕ್ರಿಯೆಗಳು,,,,,,,
,,Deleterious substance,,ಹಾನಿಕರ ಪದಾರ್ಥ,,,,,,,
,,Deliquescence,,"ಕರಗುವುದು, ಕರಗುವ ಸ್ಥಿತಿ",,,,,,,
,,Deliquescent,,ಕರಗುವ ಗುಣವುಳ್ಳ,,,,,,,
,,Demulcent,,"ಶಾಮಕ, ಶಮನಕಾರಿ (ಔಷಧಿ)",,,,,,,
