ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Carotid,"ತಲೆಗೊರಳ, ತಲೆಗೆ ರಕ್ತವನ್ನು ಒಯ್ಯುವ ಎರಡು ಪ್ರಧಾನ ರಕ್ತನಾಳಗಳು, ಕೆರೊಟಿಡ್",,,,,,,,,
,Carotid artery,ತಲೆಗೊರಳ ಅಪಧಮನಿ,,,,,,,,,
,Carpal,"ಮಣಿಕಟ್ಟಿಗೆ ಸಂಬಂಧಿಸಿದ, ಮಣಿಬಂಧದ",,,,,,,,,
,Carpi obliques,ಮಣಿಕಟ್ಟಿನ ಅಡ್ಡಸ್ನಾಯು,,,,,,,,,
,Carpi radialis,ಬಹಿರ್ಮಣಿ ಬಂಧ,,,,,,,,,
,Carpi ulnaris,ಮಣಿಕಟ್ಟು-ಮೊಣೆಲುಬಿನ,,,,,,,,,
,Carpometacarpal,"ಮುಂಗೈ ಮೇಗೈಯ, ಮಣಿಕಟ್ಟು ಮೇಗೈಯ",,,,,,,,,
,Carpometacarpal joint,ಮುಂಗೈ ಮೇಗೈ ಕೀಲು / ಸಂಧಿ,,,,,,,,,
,Carriculature,"ಮಣಿಕಟ್ಟು (ಮನುಷ್ಯನಲ್ಲಿ ಮಣಿಬಂಧ, ಕುದುರೆಯಲ್ಲಿ ಮೊಣಕಾಲು)",,,,,,,,,
,Carri culture,ಆಡು ಸಾಕಣೆ ಅಧ್ಯಯನ,,,,,,,,,
,Carridge,ಪಕ್ಷಿಗಳ ನಿಂತ ಇಲ್ಲವೇ ನಡಿಗೆಯ ಭಂಗಿ / ನಿಲುವು,,,,,,,,,
,Carrier,ರೋಗವಾಹಕ,,,,,,,,,
,Carrion,ಮಾನವ / ಪ್ರಾಣಿಯ ಸತ್ತ ಕೊಳೆತ ಮಾಂಸ,,,,,,,,,
,Carrying capacity,1. ಮೇಯುವ ಸಾಮರ್ಥ 2. ಧಾರಣ ಸಾಮರ್ಥ,,,,,,,,,
,Carrying vessel,ಸಾಗುನಾಳ,,,,,,,,,
,Cartilage,"ಮೃದ್ವಸ್ಥಿ, ಮೆಲ್ಲೆಲುಬು",,,,,,,,,
,Cartilage of ear,ಕಿವಿಯ ಮೃದ್ವಸ್ಥಿ,,,,,,,,,
,Cartilaginous joint,"ಮೃದೆಲುಬಿನ ಸಂದು, ಮೃದ್ವಸ್ಥಿ ಕೀಲು",,,,,,,,,
,Carting,ಗಾಡಿ ಹೊಡೆಯುವಿಕೆ,,,,,,,,,
,Caruncle,1. ಟರ್ಕಿಹುಂಜದ ಕುತ್ತಿಗೆಯ ಮೇಲಿನ ಜೋಲುಮಾಂಸ 2. ಮಾಂಸಾಂಕುರ 3. ಮೂತ್ರನಾಳ ಕಂಡಕ 4. ಗರ್ಭಾಶಯದ ದಿಂಡು,,,,,,,,,
,Casin,"ಕೇಸಿನ್, ಗಿಣ್ಣು, ಚೀಸ್",,,,,,,,,
,Casein grinder,ಕೇಸಿನ್ ಅರೆಯುವ ಯಂತ್ರ,,,,,,,,,
,Casein milk,ಕೇಸಿನ್ ಹಾಲು,,,,,,,,,
,Casein press,ಕೇಸಿನ್ ಒತ್ತುವ ಯಂತ್ರ,,,,,,,,,
,Cassia tora seeds,ತಂಗಡಿ ಬೀಳಿಸುವುದು,,,,,,,,,
,Casting,"ಕೆಡಹುವುದು, ಬೀಳಿಸುವುದು",,,,,,,,,
,Casting animals,ಪ್ರಾಣಿಗಳನ್ನು ಬೀಳಿಸುವಿಕೆ,,,,,,,,,
,Castor,ಕುದುರೆ ಕಾಲಿನ ಒಳಪಾರ್ಶ್ವದಲ್ಲಿರುವ ಕೊಂಬಿನ ಗೆಡ್ಡೆ / ಗಂತಿ,,,,,,,,,
,Castrate,"ಹಿಡಮಾಡು, ಬೀಜ ಒಡೆ",,,,,,,,,
,Castration,"ಬೀಜ ಒಡೆಯುವಿಕೆ, ಹಿಡಮಾಡುವಿಕೆ",,,,,,,,,
,Catalo,ಅಮೆರಿಕದ ಕಾಡೆಮ್ಮೆ ಮತ್ತು ಸಾಕಿದ ದನಗಳ ಸಂಕರತಳಿ,,,,,,,,,
,Cataphoresis,ಇಳಿಗಣೆಸಾಗಣೆ,,,,,,,,,
,Cataract,"ಕಣ್ಣುಪೊರೆ, ಮೋತಿಬಿಂದು",,,,,,,,,
,Catarrh,"ನೆಗಡಿ, ಶೀತ, ಲೋಳ್ಸುರಿಕೆ",,,,,,,,,
,Catarrhal fever,ಕುರಿನೆಗಡಿಜ್ವರ,,,,,,,,,
,Catarrhal vaginal cervicitis,"ಲೋಳ್ಸುರಿಕೆ ಯೋನಿ, ಗರ್ಭಗೊರಳುರಿತ",,,,,,,,,
,Catechu,"ಕಾಚು, ಒಗರು",,,,,,,,,
,Catgut,"ಕುರಿಕರುಳುದಾರ, ಕರುಳುಹುರಿ",,,,,,,,,
,Catheter,"ಮೂತ್ರಾಪಕರ್ಷಕ ಸಾಧನ, ತೂರ್ನಳಿಕೆ",,,,,,,,,
,Cattle,ದನ,,,,,,,,,
,Cattle attendant,"ಗೋಗಾಯಿ, ಗೋಪಾಲಕ, ಗೋವಳ",,,,,,,,,
,Cattle chamber,ದನಗಳ ಕೊಟ್ಟಿಗೆ/ಹಟ್ಟಿ,,,,,,,,,
,Cattle crush fence,ದನಕರುಗಳನ್ನು ಪಾಲಿಸುವ ರೊಪ್ಪಗಳು,,,,,,,,,
,Cattle farm,"ಗೋಕ್ಷೇತ್ರ, ದನಗಳ ಫಾರ್ಮ್",,,,,,,,,
,Cattle feed,ಪಶು ಆಹಾರ,,,,,,,,,
,Cattle filarid,ದನಗಳ ಜಂತುಜೀವಿ,,,,,,,,,
,Cattle grub,"ಜಾನುವಾರುಗಳ ನೊಣದ ಮರಿ, ಉಣ್ಣಿಹುಳು",,,,,,,,,
,Cattle history,ದನಗಳ ಇತಿಹಾಸ,,,,,,,,,
,Cattle owner,"ಗೋಪತಿ, ಗೋಮಾಲೀಕ",,,,,,,,,
,Cattle scab,ದನಗಜ್ಜಿ,,,,,,,,,
,Cattle plague,ದನಗಳ ಪ್ಲೇಗ್,,,,,,,,,
,Cattle tick fever,ದನಗಳ ನುಸಿಜ್ವರ,,,,,,,,,
,Cattle yard report,ದನಗಳ ದೊಡ್ಡಿ / ಕೊಟ್ಟಿಗೆ ವಿವರ,,,,,,,,,
,Cauda equinina,ಮೆದುರಜ್ಜು ಪುಚ್ಛ,,,,,,,,,
,Caudal,ಬಾಲ ಭಾಗದ,,,,,,,,,
,Caul,"ಲಸಿಕೆಪದರ, ಪಿಂಡಗವುಸು, ಸೆತ್ತೆ",,,,,,,,,
,Causal agent,ರೋಗಕಾರಕ ನಿಯೋಗಿಗಳು,,,,,,,,,
,Causative organism,ಕಾರಣೀಕೃತಜೀವಿ,,,,,,,,,
,Cauterize,ಕಾದಲೋಹದಿಂದ ಸುಡುವಿಕೆ,,,,,,,,,
,Cavern,"ಕುಹರ, ಗಹ್ವರ, ಗವಿಗುಳಿ",,,,,,,,,
,Cavernoscope,ಪುಪ್ಫುಸಗೂಡುದರ್ಶಕ,,,,,,,,,
,Cavernosum,ರಕ್ತಧರ,,,,,,,,,
,Cavernosus,"ಗವಿಗಳಿಂದ ತುಂಬಿದ, ಗಹ್ವರೀಯ",,,,,,,,,
,Cavities,"ಮೈಪೊಳ್ಳುಗಳು, ಕುಳಿಗಳು",,,,,,,,,
,Cavum tympani,ಮಧ್ಯಕರ್ಣಗುಹಾ,,,,,,,,,
,Cavy,ಬಾಲರಹಿತ ದಂಶಕ ಪ್ರಭೇದ,,,,,,,,,
,Cayenne tick,ಕಯನ್ನೆ ಉಣ್ಣಿ (ಕುದುರೆಗಳಲ್ಲಿ),,,,,,,,,
,Celiary,"ಕಣ್ರೆಪ್ಪೆ, ಕಣ್ಣೆವೆ",,,,,,,,,
,Celiary muscle,"ರೋಮಕಸ್ನಾಯು, ಕಣ್ರೆಪ್ಪೆಸ್ನಾಯು",,,,,,,,,
,Cell,ಜೀವಕೋಶ,,,,,,,,,
,Cell body,ಜೀವಕೋಶಕಾಯ,,,,,,,,,
,Cell count,ಕೋಶಸಂಖ್ಯೆ,,,,,,,,,
,Cell division,ಕೋಶ ವಿಭಜನೆ,,,,,,,,,
,Cell mediated immunity,ಕೋಶಮಾಧ್ಯಮದ ರೋಗನಿರೋಧಕತೆ,,,,,,,,,
,Cell membrane,ಜೀವಕೋಶಪೊರೆ,,,,,,,,,
,Cell proliferation,ಜೀವಕೋಶ ಸಂಖ್ಯಾಭಿವರ್ಧನೆ,,,,,,,,,
,Cell theory,ಕೋಶತತ್ವ,,,,,,,,,
,Cellulosum,ಸೆಲ್ಲುಲೋಸಮ್,,,,,,,,,
,Cement of teeth,ಹಲ್ಲುಸಿಮೆಂಟ್,,,,,,,,,
,Cementun,ಹಲ್ಲುಗಾರು,,,,,,,,,
,Central Fodder Research Institute,ಕೇಂದ್ರೀಯ ಮೇವು ಮಂಶೋಧನಾ ಸಂಸ್ಥೆ,,,,,,,,,
,Central nervous System,ಕೇಂದ್ರ ನರವ್ಯವಸ್ಥೆ,,,,,,,,,
,Central shaft of the cart,ಗಾಡಿಯ ಮೂಕಿನ ಮರ,,,,,,,,,
,Central tegmental,ಮಧ್ಯಛೇದಕ,,,,,,,,,
,Centriole,"ಜನಿಕಕೇಂದ್ರಕ, ತಾರಕಕೇಂದ್ರಕ",,,,,,,,,
,Centromere,1. ಗುಣಸೂತ್ರಬಿಂದು 2. ರೇತುಕಣಗೊರಳು,,,,,,,,,
,Centrosome,"ಜನಿಕಬಿಂದು, ತಾರಕಕಾಯ",,,,,,,,,
,Centrum,ಕಶೇರುಕಾಸ್ಥಿ ಕೇಂದ್ರಕ,,,,,,,,,
,Cephalic,"ತಲೆಯ, ಕಪಾಲದ, ಶೀರ್ಷದ",,,,,,,,,
,Cephalic vein,ತಲೆಯ / ಕಪಾಲಿಕ ಸಿರ / ನರ,,,,,,,,,
,Cera,"ಮೇಣ, ಜೇನುಮೇಣ",,,,,,,,,
,Cercaria,ಬಾಲಗೂದಲಿ,,,,,,,,,
,Cercariae of flakes,ಯಕೃತ್ತಿನ ಹುಳುಗಳ ಮರಿಗಳು,,,,,,,,,
,Cerebello spinal,ಹಿಮ್ಮಿದುಳು-ಮಿದುಳುಬಳ್ಳಿಯ,,,,,,,,,
,Cerebellum,"ಉಪಮಸ್ತಿಷ್ಕ, ಹಿಮ್ಮಿದುಳು, ಅನುಮಸ್ತಿಷ್ಕ",,,,,,,,,
,Cerebral,ಮಿದುಳಿನ,,,,,,,,,
,Cerebro macular,ಪ್ರಮಸ್ತಿಷ್ಕ ಪೀತಬಿಂದು,,,,,,,,,
,Cerebropontine,"ಪ್ರಮಸ್ತಿಷ್ಕಸೇತು, ಮಿದುಳುಸೇತು",,,,,,,,,
,Cerebro spinal,"ಮಿದುಳು-ಮಿದುಳುಬಳ್ಳಿಯ, ಪ್ರಮಸ್ತಿಷ್ಕಮೇರು",,,,,,,,,
,Cerebro spinal fluid,ಮಿದುಳು-ಮಿದುಳುಬಳ್ಳಿಯ ದ್ರವ,,,,,,,,,
,Cerebrum,"ಮಿದುಳು, ಪ್ರಧಾನಮಸ್ತಿಷ್ಕ, ಪ್ರಮಸ್ತಿಷ್ಕ",,,,,,,,,
,Certified milk,ಪ್ರಮಾಣಿತ ಹಾಲು,,,,,,,,,
,Cerumen,"ಗುಗ್ಗಿ, ಗುಗ್ಗೆ (ಕಿವಿ)",,,,,,,,,
,Ceruminous,ಗುಗ್ಗೆಯಿಂದ ಕೂಡಿದ,,,,,,,,,
,Cervical,"ಕೊರಳಿನ, ಕುತ್ತಿಗೆಯ, ಕಂಠದ, ಗರ್ಭಗೊರಳಿನ",,,,,,,,,
,Cervicoacericularis,ಕೊರಳ-ಕಿವಿಯಾಲೆ,,,,,,,,,
,Carvicovaginal,"ಗರ್ಭಾಶಯ ಗ್ರೀವಾಯೋನಿ, ಗರ್ಭಗೊರಳುಯೋನಿ",,,,,,,,,
,Carvix,ಗರ್ಭಗೊರಳು,,,,,,,,,
,Carvix uteri,"ಗರ್ಭಕೋಶದ ಕಂಠ, ಗರ್ಭಾಶಯ ಕಂಠ",,,,,,,,,
,Ceaserean section,ಸೀಸರನ ಶಿಶುಪಿಂಡ ಕೊಯ್ತೆಗೆತ,,,,,,,,,
,Chaff cutter,ಹುಲ್ಲುಕತ್ತೆರಿಕೆ ಯಂತ್ರ,,,,,,,,,
,Chaffing,ಹುಲ್ಲುಕತ್ತರಿಸುವಿಕೆ,,,,,,,,,
,Chaffing shed,ಮೇವು ಕತ್ತರಿಕೆ ಕೊಠಡಿ,,,,,,,,,
,Chafting,"ಚೂರುಮಾಡುವಿಕೆ, ಹುಲ್ಲು ಕತ್ತರಿಸುವಿಕೆ",,,,,,,,,
,Chalky milk,ಸುಣ್ಣದಂಥ ಹಾಲು,,,,,,,,,
,Chapped teats,ಬಿರಿದ ಮೊಲೆ / ಕೆಚ್ಚಲ ತೊಟ್ಟುಗಳು,,,,,,,,,
,Character,1. ಗುಣಲಕ್ಷಣ 2. ಪ್ರಾಣಿಯ ಸ್ವಭಾವ ಮತ್ತು ವರ್ತನೆ 3. ತಳೀಯ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು / ವಿಶೇಷ ಲಕ್ಷಣ 4. ತಳೀಯ ವಿಶಿಷ್ಟತೆ,,,,,,,,,
,Check,"ಅಡಚಣೆ, ತಡೆ, ಪ್ರತಿಬಂಧ",,,,,,,,,
,Cheddar chese cake,ಚೆಡ್ಡರ್ ಚೀಸ್,,,,,,,,,
,Cheek,"ಗಲ್ಲ, ಕೆನ್ನೆ, ಕದಪು, ಕಪೋಲ",,,,,,,,,
,Cheek commissure,"ಕಪೋಲ / ದವಡೆ, ಸಂಯೋಜಕ ಸಂದು",,,,,,,,,
,Cheek ligament,ಕಪೋಲ / ದವಡೆ ತಂತುಗಟ್ಟು,,,,,,,,,
,Cheek tooth,"ಅರೆವಲ್ಲು, ದವಡೆಹಲ್ಲು",,,,,,,,,
,Cheese,ಗಿಣ್ಣು ಚೀಸ್,,,,,,,,,
,Cheese bandages & circle,ಚೀಸ್ ಪಟ್ಟಿಗಳು ಮತ್ತು ವೃತ್ತ,,,,,,,,,
,Cheese milk quality,ಚೀಸ್ ಹಾಲಿನ ಗುಣಮಟ್ಟ,,,,,,,,,
,Chemical composition,ರಾಸಾಯನಿಕ ರಚನೆ,,,,,,,,,
,Chemical scored method,ರಾಸಾಯನಿಕ ಅಂಕದ ವಿಧಾನ,,,,,,,,,
,Chemotherapy,ರಾಸಾಯನಿಕ ಚಿಕಿತ್ಸೆ,,,,,,,,,
,Chemotrophy,ರಾಸಾಯನಿಕ ಪುಷ್ಟಿಕ,,,,,,,,,
,Chemosis,"ಉಬ್ಬರಿಕೆ, ಕೂಡ್ಪರೆಯುರಿಯೂತ",,,,,,,,,
,Chest,ಎದೆ (ಪಕ್ಷಿಗಳಲ್ಲಿ ಗಂಟಲಿನಿಂದ ಎದೆಮೂಳೆವರೆಗಿನ ಭಾಗ),,,,,,,,,
,Chest nut,ದಟ್ಟ ಕೆಂಗಂದುಬಣ್ಣ,,,,,,,,,
,Chest piece,ಎದೆಯ ಭಾಗ,,,,,,,,,
,Chevon,ಆಡುಮರಿ ಮಾಂಸ,,,,,,,,,
,Chewing (mastication),ಅಗಿಯುವಿಕೆ,,,,,,,,,
,Cattle louse,ದನಗಳ ಹೇನು,,,,,,,,,
,Chewing the cud,ಮೆಲಕು ಹಾಕುವಿಕೆ,,,,,,,,,
,Chiasma,ಅಡ್ಡಗೆರೆ,,,,,,,,,
,Chiasmmometer,ಕಣ್ಣಡ್ಡಗೆರೆಮಾಪಿ,,,,,,,,,
,Chick,ಕೋಳಿಪಿಳ್ಳೆ,,,,,,,,,
,Chicken,ವರ್ಷದೊಳಗಿನ ಕೋಳಿ,,,,,,,,,
,Chicken breed,ಕೋಳಿತಳಿ,,,,,,,,,
,Chicken industry,ಕೋಳಿಸಾಕಣೆ ಉದ್ಯಮ,,,,,,,,,
,Chifox,ಉದ್ದಕೂದಲು ಮೊಲದ ತಳಿ,,,,,,,,,
,Chigger,ನುಸಿಮರಿಹುಳು,,,,,,,,,
,Chilling,ಶೈತ್ಯೀಕರಣ,,,,,,,,,
,Chilling centre,ಶೀತಲೀಕರಣ ಕೇಂದ್ರ,,,,,,,,,
,Chin,ಗಲ್ಲ,,,,,,,,,
,Chitterlings,ಕರುಳುಪಚ್ಚೆ (ಸಣ್ಣಕರುಳು-ಹಂದಿ ಮತ್ತಿತರ ಪ್ರಾಣಿಗಳದ್ದು),,,,,,,,,
,Chlorocruorin,ಹಸುರು ಉಸಿರಾಟ ವರ್ಣಕ,,,,,,,,,
,Choanae,ಪಶ್ಚನಾಸಾದ್ವಾರ,,,,,,,,,
,Choke,"ತಡೆ, ಬಿಕ್ಕಳಿಕೆ",,,,,,,,,
,Cholesteatoma,"ಪಿತ್ತನೆಣಗಂತಿ, ಘನಪಿತ್ತಗಂತಿ",,,,,,,,,
,Cholesterol,ಕೊಲೆಸ್ಟಿರಾಲ್,,,,,,,,,
,Chondro blast,ಪೂರ್ವ ಮೆಲ್ಲೆಲುಬು / ಮೃದ್ವಸ್ಥಿ ಕೋಶ,,,,,,,,,
,Chondro clast,ಮೃದ್ವಸ್ಥಿ ವಿಘಟನ ಕೋಶ,,,,,,,,,
,Chondrocyte,ಮೆಲ್ಲೆಲುಬುಕೋಶ,,,,,,,,,
,Chondro genesis,ಮೆಲ್ಲೆಲುಬುಜನನ,,,,,,,,,
,Chondro sternal,ಮೆಲ್ಲೆಲುಬು-ಎವೆಚಕ್ಕೆಯ ಸಂದಿ,,,,,,,,,
,Chondro sternal articulition,ಮೆಲ್ಲೆಲುಬು-ಎದೆಎಲುಬು ಚಕ್ಕೆಯ ಸಂದಿ,,,,,,,,,
,Chopped grass,ಕತ್ತರಿಸಿದ ಹುಲ್ಲು,,,,,,,,,
,Chopped plants,ಕತ್ತರಿಸಿದ ಸಸ್ಯಗಳು,,,,,,,,,
,Chops,ಜಲಾಪಕರ್ಷಿತ ಎಲೆಕಾಂಡ ಮಿಶ್ರಣ,,,,,,,,,
,Chord,"ಹುರಿ, ಬಳ್ಳಿ, ನರತಂತು",,,,,,,,,
,Chorda tympani,ಕರ್ಣಪಟಲ ತಂತ್ರಿಕಾ,,,,,,,,,
,Chordo tendinae,ಕಂಡರಾ ರಜ್ಜು,,,,,,,,,
,Chorea,"ಕಂಪವಾತ, ಅಂತರಾಯಾಮ",,,,,,,,,
,Chorial,ಮಾಸು / ಜರಾಯುವಿನ,,,,,,,,,
,Choriocapillaries,ಕಣ್ಣರಾಯು ಲೋಮಪೊರೆ,,,,,,,,,
,Chorion,"ಭ್ರೂಣದ ಹೊರಪೊರೆ, ಉಲ್ಬ, ಜರಾಯು",,,,,,,,,
,Chorioid,"ನಿಜಚರ್ಮ ತೆರ, ಕಣ್ಜರಾಯು",,,,,,,,,
,Chromatin,ವರ್ಣಗ್ರಾಹಿ,,,,,,,,,
,Chromatography,1. ವರ್ಣಚಿತ್ರಣ 2. ಸಂಕೀರ್ಣ ರಸಾಯನವಸ್ತು ಮಿಶ್ರಣವಿಭಜಕ,,,,,,,,,
,Chromoffin system,ಕ್ರೋಮಿಯಂಪ್ರಿಯ ಕೋಶಿಕಾವ್ಯಾಹ,,,,,,,,,
,Chromosomal aberration,ವರ್ಣತಂತುಗಳ ಭ್ರಮಣ,,,,,,,,,
,Chromosome,"ವರ್ಣದಂಡ, ವರ್ಣತಂತು",,,,,,,,,
,Chromosome map,"ವಂಶವಾಹಿ ಸ್ಥಾನಸೂಚಕ, ವರ್ಣತಂತುನಕ್ಷೆ",,,,,,,,,
,Chronic,"ನಿಡುಗಾಲಿಕ, ಬೇರೂರಿದ, ದೀರ್ಘಕಾಲಿಕ",,,,,,,,,
,Chronic inflammation,"ಬೇರೂರಿದ ಉರಿಯೂತ, ದೀರ್ಘಕಾಲಿಕ ಉರಿಯೂತ",,,,,,,,,
,Chronic interstitial nephritis,ಬೇರೂರಿದ / ದೀರ್ಘಕಾಲಿಕ ಊತಕ ತೆರಪಿನೊಳಗಣ ಮೂತ್ರಪಿಂಡುರಿತ,,,,,,,,,
,Chronic pneumonia,ಬೇರೂರಿದ (ನಿಡುಗಾಲದ) ಶ್ವಾಸಕೋಶ ಉರಿಯೂತ,,,,,,,,,
,Chuni (churna),ನುಚ್ಚು,,,,,,,,,
,Churn,1. ಬೆಣ್ಣೆ ಕಡೆಯುವ ಸಾಧನ 2. ಕ್ಷೀರಧಾರಕ ಟಿನ್,,,,,,,,,
,Chyle,"ಮೇದೋಜೀರಕ ರಸ, ಮೇದರಸ",,,,,,,,,
,Chyme,"ಅರೆಜೀರ್ಣಿತ ಆಹಾರದ್ರವ್ಯ, ಅನ್ನ ರಸ, ಆಮರಸ",,,,,,,,,
,Cilia,"ಎವೆ, ಸ್ಪಂದನಲೋಮಾಂಗ, ರೆಪ್ಪೆಗೂದಲು",,,,,,,,,
,Ciliated,"ಸ್ಪಂದನಲೋಮಾಂಗಯುತ, ಸ್ಪಂದನ ಲೋಮಾಂಗಗಳಿಂದ ಅಂಚುಗಟ್ಟಿದ",,,,,,,,,
,Ciliated epithelium,ಕಶಾಂಗಯುತ ಹೊರಚರ್ಮ ಮೇಳ್ಪರೆ,,,,,,,,,
,Ciliaris,ರೋಮಿಕಾ,,,,,,,,,
,Ciliari retinae,ಅಕ್ಷಿಪಟಲದ ಸ್ಪಂದನ ಲೋಮಾಂಗ,,,,,,,,,
,Ciliary,"ಕಣ್ಣೆವೆಯ, ಸ್ಪಂದನ ಲೋಮಾಂಗಗಳು",,,,,,,,,
,Cilium,"ಎವೆ, ರೆಪ್ಪೆಗೂದಲು",,,,,,,,,
,Circaria,ಬಾಲಗೂದಲಿ,,,,,,,,,
,Circling disease,ವೃತ್ತೀಯ ರೋಗ (ಬ್ಯಾಕ್ಟೀರಿಯ ರೋಗ),,,,,,,,,
,Circulatory system,ರಕ್ತಪರಿಚಲನಾ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Circulus arteriosus,ಧಮನೀ ವೃತ್ತ,,,,,,,,,
,Circumcision,ಸುನ್ನತಿ (ಪುಂಜನನಾಂಗದ ಮುಂದೊಗಲ ಭಾಗ ಕತ್ತರಿಕೆ),,,,,,,,,
,Circumflex,"ಬಾಗಿರುವ, ವಲಿತ, ಪರಿವೇಷ್ಟಕ",,,,,,,,,
,Cirrhosis,ನಿಡುಗಾಲಿಕ ಪಿತ್ತಕೋಶ ಬೇನೆ,,,,,,,,,
,Cistern,ರಸಗೊಳ (ಕೆಚ್ಚಲರಸಗೊಳ),,,,,,,,,
,Cistern milk,ರಸಗೊಳದ ಹಾಲು,,,,,,,,,
,"Cistern, cisterna","ತೊಟ್ಟಿ, ಕೊಳ, ಕುಂಡ",,,,,,,,,
,Clamp silo,ಇಟ್ಟಿಗೆ ಗೂಡಿನಾಕಾರದ ಹಗೇವು,,,,,,,,,
,Class I milk,"ಪ್ರಥಮದರ್ಜೆ ಹಾಲು, ಉತ್ತಮದರ್ಜೆ ಹಾಲು",,,,,,,,,
,Class II milk,"ದ್ವಿತೀಯದರ್ಜೆ ಹಾಲು, ಸಾಧಾರಣದರ್ಜೆ ಹಾಲು",,,,,,,,,
,Classification,ವರ್ಗೀಕರಣ,,,,,,,,,
,Clat,ಈಯುವ ಮುನ್ನ ತಾಯಿ ಕುರಿಯ ಕೆಚ್ಚಲು ಮತ್ತು ತೊಡೆಗಳಿಂದ ಉಣ್ಣೆ ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Claustrum,"ರೋಧಪಟ, ತಡೆಗೆರೆ",,,,,,,,,
,Clavicle,"ಗ್ರೀವಾಸ್ಥಿ, ಕುತ್ತಿಗೆಲುಬು",,,,,,,,,
,Clavipectrol,ಗ್ರೀವಾಸ್ಥಿ ಎದೆಯ,,,,,,,,,
,Claw,"1. ಪಂಜ 2. ಹಿಡುಕ 3. ಮೃಗದ ಕಾಲಿನ ಮೊನೆಯುಗುರು, ನಖಾ",,,,,,,,,
,Clean cattle,"ಅಕೃಷ್ಟದನ, ಪಡ್ಡೆ, ಕಡಸು, ಹೋರಿ",,,,,,,,,
,Clean fleece weight,ಶುದ್ಧಗೊಳಿಸಿದ ಉಣ್ಣೆತೂಕ,,,,,,,,,
,Clean legged,ನಯಗಾಲಿನ (ಕುದುರೆ),,,,,,,,,
,Clear egg,ಅಫಲೀಕೃತ ಮೊಟ್ಟೆ,,,,,,,,,
,Cleft,"ಬಿರುಕು, ಸೀಳು (ಗೊರಸುಗಳಲ್ಲಿಯಂತೆ)",,,,,,,,,
,Cleft palate,"ಸೀಳಂಗುಳು, ಸೀಳುಬಾಯಿ (ಹಂದಿಗಳಲ್ಲಿ ಆನುವಂಶಿಕ ದೋಷ)",,,,,,,,,
,Cleg,ರಕ್ತ ಹೀರುವ ನೊಣ,,,,,,,,,
,Cleg fly,ಬೂದುನೊಣ,,,,,,,,,
,Cleido cervicalis,ಅಕ್ಷಕ ಗ್ರೀವಾ,,,,,,,,,
,Cleido mastoidens,ಅಕ್ಷಕ ಕರ್ಣಮೂಲ,,,,,,,,,
,Cleido occipitalis,ಎಡತಲೆಯ ಸೀಳು,,,,,,,,,
,Cleido temporalis,ಕಪೋಲ ಸೀಳು,,,,,,,,,
,Climatic chamber,ವಾತಾವರಣದ ಕೊಠಡಿ,,,,,,,,,
,Cling,ಪ್ರಾಣಿ ಅತಿಸಾರ (ಕುರಿಗಳಲ್ಲಿ),,,,,,,,,
,Clinical,"1. ರೋಗಶಯ್ಯೆಯ, ರೋಗಲಕ್ಷಣ 2. ರೋಗನಿದಾನ",,,,,,,,,
,Clinical evidence,ರೋಗಲಕ್ಷಣ ಕುರುಹು,,,,,,,,,
,Clinical sign,ರೋಗಲಕ್ಷಣ ಚಿಹ್ನೆ,,,,,,,,,
,Clip,"1. ಉಣ್ಣೆ ಕತ್ತರಿಕೆ 2. ಕತ್ತರಿಸಿದ ಉಣ್ಣೆ 3. ರೋಮ ಕತ್ತರಿಕೆ (ದನಗಳ ಕೆಚ್ಚಲು, ಬಾಲ ಕೆಳಭಾಗದಲ್ಲಿ) 4. ಹಿಡಿಕೆ",,,,,,,,,
,Clitoris,"ಭಗಾಂಕುರ, ಹೆಣ್ಮಣಿ",,,,,,,,,
,Cloaca,"ಮಲದ್ವಾರ, ಮೆಲಕೂಪ",,,,,,,,,
,Clone,"ಮೂಲತಳಿ, ಬೀಜತಳಿ",,,,,,,,,
,Clonic spasm,ಸಡಿಲ ಸೆಳವು,,,,,,,,,
,Clonorchiasis,ಪಿತ್ತಕೋಶ ಕ್ರಿಮಿರೋಗ,,,,,,,,,
,Close breeding,"ನಿಕಟಒಳಸಂಕರಣ, ನಿಕಟಒಳತಳಿ ಸಂವರ್ಧನೆ",,,,,,,,,
,Closed herd,ಅಂತರ್ ರಕ್ತ ಸಂಬಂಧಿಕ ಹಿಂಡು,,,,,,,,,
