ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Clay Pan,,"ಜೇಡಿ ಪದರ. ಗಟ್ಟಿಯಾದ, ಬಿಕ್ಕಟ್ಟಾದ ಮತ್ತು ಸಾಧಾರಣ ಅವ್ಯಾಪ್ಯತೆಯುಳ್ಳ ಜೇಡಿ ಶೇಖರಣೆಯ ಪದರ. ಇದು ಸಾಧಾರಣವಾಗಿ ಉಳುಮೆಯ ಆಳಕ್ಕಿಂತ ಕೆಳಗಡೆ ಕಂಡು ಬರುತ್ತದೆ.",,,,,,,
,,Coagulation,,"ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ. ರಾಡಿಯಾಗಿರುವ ಮಣ್ಣಿನ ಸೂಕ್ಷ್ಮಕಣಗಳು ವಿದ್ಯುದ್ವಿಭಜನೀಯಗಳ ಪ್ರಭಾವದಿಂದ, ಉದಾಹರಣೆಯಾಗಿ ಸೋಡಿಯಂ ಕ್ಲೋರೈಡ್ ಉಪ್ಪನ್ನು ಸೇರಿಸಿದಾಗ ಗರಣೆಗಟ್ಟುತ್ತದೆ. ಇಂಥ ಕ್ರಿಯೆಗೆ ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ ಎಂದು ಹೆಸರು.",,,,,,,
,,Co-efficient of Compressibility,,"ಕುಗ್ಗುವಿಕೆಯ ಗುಣಕ. ಒಂದು ವಸ್ತುವಿನ ಮೇಲೆ ಒಂದು ನಿರ್ದಿಷ್ಟ ಶಕ್ತಿಯ ಒತ್ತಡವನ್ನು ಪ್ರಯೋಗಿಸಿದಾಗ, ಆ ವಸ್ತುವಿನ ಸ್ಥಿತಿಯಲ್ಲಿ ಉಂಟಾಗುವ ಗಾತ್ರ ಬದಲಾವಣೆ.",,,,,,,
,,Co-efficient of Thermal Conductivity,,"ಉಷ್ಣವಾಹಕತ್ವದ ಗುಣಕ. ಒಂದು ಸೆಕೆಂಡಿಗೆ ಏಕಮಾನ ಪ್ರಮಾಣದಲ್ಲಿ ಏಕಮಾನ ಖಂಡ ವಿಸ್ತಾರದ ಮೂಲಕ ಸಮಸ್ಥಿತಿಯಲ್ಲಿ ಹರಿಯುವ ಉಷ್ಣಕ್ಕೆ, ವಸ್ತುವಿನ ಉಷ್ಣವಾಹಕತ್ವದ ಗುಣಕವೆಂದು ಹೆಸರು.",,,,,,,
,,Co-efficient of Viscosity,,ಸಿರುಗ್ದತ್ವದ ಗುಣಕ. ದ್ರವದ ಮಾಧ್ಯಮದಲ್ಲಿ ಒಂದು ಸೆಂಟಿಮೀಟರ್ ಅಂತರವಿರುವ ಎರಡು ಸಮಾನಾಂತರ ಸಮತಲಗಳ ಮಧ್ಯೆ ವೇಗ ವ್ಯತ್ಯಾಸದ ಎಕಮಾನತೆಯನ್ನುಳಿಸಿಕೊಂಡು ಬರಲು ಏಕ ಮಾನ ಕ್ಷೇತ್ರಕ್ಕೆ ಬೇಕಾಗುವ ಬಲ.,,,,,,,
,,Cohesion,,ಸಂಸಕ್ತಿ. ಒಂದು ದ್ರವದಲ್ಲಿರುವ ಕಣಗಳ ಪರಸ್ಪರ ಆಕರ್ಷಣೆಯಿಂದಾಗಿ ಪಲ್ಲಟಕ್ಕೆ ತೋರುವ ಪ್ರತಿಭಟನೆಯ ಗುಣ.,,,,,,,
,,Colligative Property,,"ಸಮಾವೇಶ ಗುಣ. ಕೆಲವು ವಸ್ತುಗಳ ಗುಣಧರ್ಮಗಳು ಅವುಗಳಲ್ಲಿರುವ ಕಣ (ಅಣು ಅಥವಾ ಪರಮಾಣು) ಗಳ ಪ್ರಕೃತಿ ಮತ್ತು ಗಾತ್ರವನ್ನು ಅವಲಂಬಿಸಿರದೆ, ಸಂಖ್ಯೆಯನ್ನು ಮಾತ್ರ ಅವಲಂಬಿಸಿರುತ್ತವೆ. ಉದಾಹರಣೆ : ದ್ರವಬಾಷ್ಪಒತ್ತಡ, ಕುದಿಯುವ ಬಿಂದುವಿನ ಏರಿಕೆ ಇತ್ಯಾದಿ.",,,,,,,
,,Colloid,,"ಕಲಿಲ ಅಥವಾ ಅಸ್ಫಟಿಕ ಕಣ. 0.001 ಮಿ. ಮೀ. ಗಿಂತ ಕಡಿಮೆ ವ್ಯಾಸವಿರುವ ಕಣಗಳು. ಕಣಗಳು ಚದುರಿ ವಿಕಿರಣವಾಗಿದ್ದು, ಮೇಲ್ಮೈಕ್ರಿಯೆ ಅದರ ಪ್ರಧಾನ ಗುಣ.",,,,,,,
,,Colloidal Phosphate,,ಕಲಿಲ ಅಥವಾ ಅಸ್ಫಟಿಕ ಫಾಸ್ಪೇಟ್. ಸೂಕ್ಷ್ಮ ಕಣಗಳಿಂದೊಡಗೂಡಿದ ಒಂದು ಕಚ್ಚಾ ಖನಿಜದ ಪಾಸ್ಫೇಟ್ ಅಥವಾ ಪಾಸ್ಫೇಟ್ ಜೇಡಿ.,,,,,,,
,,Colluvium,,ಜಾರುಮಣ್ಣು ; ಗಾಳಿಮಣ್ಣು. ಹೆಚ್ಚು ಇಳಿಜಾರು ಪ್ರದೇಶದಲ್ಲಿ ಶೇಖರವಾಗಿರುವ ಶಿಲೆಯ ಹರಳುಗಳನ್ನುಳ್ಳ ಮಣ್ಣು.,,,,,,,
,,Coloumb,,ಕೊಲಂಬ್. ಒಂದು ಆಂಪಿಯರ್ ವಿದ್ಯುತ್ ಪ್ರವಾಹವು ಒಂದು ಸೆಕೆಂಡಿನಲ್ಲಿ ಪ್ರವಹಿಸುವ ವಿದ್ಯುಚ್ಛಕ್ತಿಯ ಮೊತ್ತ.,,,,,,,
,,Complete Fertilizer,,"ಸಂಪೂರ್ಣ ರಾಸಾಯನಿಕ ಗೊಬ್ಬರ; ಸಾರಜನಕ, ರಂಜಕ ಮತ್ತು ಪೊಟ್ಯಾಷ್ ಅಂಶಗಳನ್ನೊಳಗೊಂಡ ರಾಸಾಯನಿಕ ಸಂಯುಕ್ತವಸ್ತು.",,,,,,,
,,Compost,,"ಕಾಂಪೋಸ್ಟ್. ಸಸ್ಯ ಹಾಗೂ ಪ್ರಾಣಿಗಳ ಉಳಿಕೆಗಳನ್ನೊಳಗೊಂಡ, ಕಳಿತ, ತುಂಬುಸಾವಯವ ಗೊಬ್ಬರ.",,,,,,,
,,Compressibility,,"ಕುಗ್ಗುವಿಕೆ. ಒಂದು ವಸ್ತುವಿನ ಮೇಲೆ ಪ್ರಯೋಗಿಸಿದ ಒತ್ತಡದ ಪ್ರಭಾವದಿಂದಾಗಿ, ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ಕಡಿಮೆಯಾಗುವ ಗುಣ.",,,,,,,
,,Concretionary Rock,,"ಶಂಖಶಿಲೆ ; ಮೂರ್ತ ಬಂಡೆ. ಅವ್ಯವಸ್ಥಿತ ದುಂಡು ವಸ್ತುವಿನಂತೆ ಕಾಣುವ, ಶಿಥಿಲವಾದಂತೆ ಈರುಳ್ಳಿಯ ಹಾಗೆ ಹೊರ ಪದರಗಳನ್ನು ಬಿಟ್ಟು ಕೊಡುವ ಶಿಲೆ.",,,,,,,
,,Concretions,,"ಖನಿಜ ಹರಳುಗಳ ; ಶೇಖರಿತ ಗೋಲ್ ಖನಿಜಗಳು. ಖನಿಜ ಒತ್ತರವಾಗುವಿಕೆಯಿಂದ ಉಂಟಾಗುವ, ಲೋಹದ ಗುಂಪಾದ ಗುಡ್ಡೆಗಳು.",,,,,,,
,,Condensed Milk,,"ಮಂದೈಸಿದ ಹಾಲು; ಘನೀಕೃತ ಹಾಲು. ಹಾಲನ್ನು ಕುದಿಸಿ, ನೀರಿನ ಅಂಶವನ್ನು ತೀವ್ರವಾಗಿ ಕುಗ್ಗಿಸಿದ ಹಾಲು.",,,,,,,
,,Conditioner,,ಸ್ಥಿತಿಕಾರಕ. ನೀರನ್ನು ಹೀರಿಕೊಂಡು ರಾಸಾಯನಿಕ ಗೊಬ್ಬರದ ಮಿಶ್ರಣಗಳು ಹೆಪ್ಪುಗಟ್ಟುವುದನ್ನು ತಡೆಹಿಡಿಯಲು ಉಪಯೋಗಿಸುವ ವಸ್ತು.,,,,,,,
,,Consitancy,,ಸ್ಥಾಯಿತ್ವ ; ಸ್ಥಿರತೆ. ಆಕಾರ ಬದಲಾವಣೆಯಾಗುವುದಕ್ಕೆ ಒಂದು ವಸ್ತು ತೋರುವ ನಿರೋಧಕ ಶಕ್ತಿ.,,,,,,,
,,Continental Climate,,"ಭೂಖಂಡದ ವಾಯುಗುಣ. ಸಮುದ್ರಕ್ಕೆ ಸಾಮೀಪ್ಯತೆ ಅಥವಾ ಇತರ ಪ್ರಭಾವಗಳಿಗೆ ಒಳಗಾಗದೆ, ಉಷ್ಣತೆ ಹೆಚ್ಚು ವ್ಯತ್ಯಾಸವಿರುವ ವಿಶಾಲವಾದ ಭೂಪ್ರದೇಶದಲ್ಲಿ ಕಂಡುಬರುವ ವಾಯುಗುಣ.",,,,,,,
,,Continuity State,,ಅವ್ಯಾಹತ ಸ್ಥಿತಿ. ನಿರ್ದಿಷ್ಟ ಒತ್ತಡ ಮತ್ತು ಉಷ್ಣತೆಗಳಲ್ಲಿ ಕೆಲವು ದ್ರವಗಳು ಒಂದಾಗುವಿಕೆ ಅಥವಾ ಅನಿಲಗಳು ದ್ರವಗಳಾಗುವಿಕೆಯ ಕಾಲವನ್ನು ಕಂಡು ಹಿಡಿಯಬಹುದು. ಈ ಘಟನೆಗೆ ಅವ್ಯಾಹತ ಸ್ಥಿತಿ ಎಂದು ಹೆಸರು.,,,,,,,
,,Contour Bund,,ಸಮಪಾತಳಿ ಒಡ್ಡು.,,,,,,,
,,Contour Cultivation,,"ಸಮಪಾತಳಿಸಾಗುವಳಿ. ಇಳಿಜಾರಿಗೆ ಅಡ್ಡಲಾಗಿ ಉಳುಮೆ, ಪೈರುನಾಟಿ, ನೀರುಹಾಯಿಸುವಿಕೆ ಮುಂತಾದ ಸಾಗುವಳಿ ಕ್ರಮಗಳು.",,,,,,,
,,Controlled Grazing,,ನಿಯಂತ್ರಿತ ಮೇಯಿಸುವಿಕೆ. ಹುಲ್ಲುಗಾವಲಿನಲ್ಲಿ ವಿಂಗಡಿಸಿದ ಕಣಗಳನ್ನು ಒಂದು ಗೊತ್ತಾದ ತೀವ್ರತೆಯಲ್ಲಿ ಹುಲ್ಲುನೆಲ ಸಮನಾಗದಂತೆ ಜಾನುವಾರು ಮೇಯಿಸುವಿಕೆ.,,,,,,,
,,Co-ordination Number,,"ಸಂಘಟನಾಸಂಖ್ಯೆ. ಒಂದು ಹರಳ ಆಕೃತಿಯಲ್ಲಿ, ಪ್ರತಿಯೊಂದು ಧನ ಅಯಾನ್ ಗಳನ್ನು ಸುತ್ತಿಕೊಂಡಿರುವ ಋಣ ಅಯಾನ್ ಗಳ ಸಂಖ್ಯೆಗೆ ಸಂಘಟನಾ ಸಂಖ್ಯೆ ಎಂದು ಹೆಸರು. ಇದು, ಧನ ಮತ್ತು ಋಣ ಅಯಾನ್ ಗಳ ತ್ರಿಜ್ಯದ ಅನುಪಾತವನ್ನು ಅವಲಂಬಿಸಿರುತ್ತದೆ.",,,,,,,
,,Coral,,"ಹವಳ. ಇದು, ಸಮುದ್ರ ಜೀವಿಗಳ ಅಸ್ಥಿಪಂಜರದ ಉಳಿಕೆ. ಇದರಲ್ಲಿ, ಕ್ಯಾಲ್ಸಿಯಂ ಕಾರ್ಬೊನೇಟ್ ಹೇರಳವಾಗಿ ದೊರೆಯುತ್ತದೆ.",,,,,,,
,,Co-valency,,"ಸಹಸಂಯೋಗಸಾಮರ್ಥ್ಯ. ರಾಸಾಯನಿಕ ಸಂಯೋಜನೆಯಲ್ಲಿ, ಒಂದಕ್ಕೊಂದು ಸೇರುವ ಎರಡು ಪರಮಾಣುಗಳು, ತಮ್ಮ ತಮ್ಮಲ್ಲಿಯೇ ಋಣಾಂಶಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುವಾಗ ಉಂಟಾಗುವ ಬಂಧನ ಸಾಮರ್ಥ್ಯ.",,,,,,,
,,Cover Crop,,"ಹೊದಿಕೆಬೆಳೆ. ಹೆಚ್ಚು ಮಳೆಗಾಲದಲ್ಲಿ ಅಥವಾ ತೀವ್ರ ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣು, ಮಳೆ ಅಥವಾ ಬಿಸಿಲಿನ ಹೊಡೆತಕ್ಕೆ ಸಿಕ್ಕಿ ದುಷ್ಪರಿಣಾಮ ಉಂಟಾಗದಂತೆ ಕಾಪಾಡಲು, ಬೆಳೆಸಿರುವ ಹೊದಿಕೆ ಬೆಳೆ.",,,,,,,
,,Critical Moisture Point,,"ಸಂದಿಗ್ಧ ತೇವ ಬಿಂದು. ಒಂದು ಸಸ್ಯ, ತನ್ನ ಜೀವವನ್ನು ಉಳಿಸಿಕೊಳ್ಳಲು ಪ್ರಯತ್ನ ಪಡುತ್ತಿರುವ ಸಮಯದಲ್ಲಿ ಅಥವಾ ಬಾಡುತ್ತಿರುವಾಗ, ಆ ಸಸ್ಯದ ಬೇರುಗಳ ಪ್ರಭಾವಯುತ ಆವರಣದಲ್ಲಿರುವ ಶೇಕಡ ನೀರಿನ ಪ್ರಮಾಣ.",,,,,,,
,,Critical Point,,"ಸಂದಿಗ್ಧ ಬಿಂದು. ದ್ರವ ಮತ್ತು ಅನಿಲಗಳ ಇರುವಿಕೆಯನ್ನು ಗುರುತಿಸಲು ಸಾಧ್ಯವಿಲ್ಲದಿರುವಂತಹ ಸ್ಥಿತಿಯ, ಒತ್ತಡ ಮತ್ತು ಉಷ್ಣತೆ.",,,,,,,
,,Critical Pressure,,ಸಂದಿಗ್ಧ ಒತ್ತಡ. ಸಂತೃಪ್ತ ಬಾಷ್ಪಶೀಲವಸ್ತು ಸಂದಿಗ್ಧ ಉಷ್ಣತೆಯಲ್ಲಿ ದ್ರವವಾಗಲು ಬೇಕಾಗುವ ಒತ್ತಡ.,,,,,,,
,,Critical Temperature,,"ಸಂದಿಗ್ಧ ಉಷ್ಣತೆ. ಈ ಉಷ್ಣತೆಯನ್ನು ಮೀರಿ, ಯಾವುದೇ ಒಂದು ಅನಿಲವನ್ನು ಹೆಚ್ಚು ಒತ್ತಡಕ್ಕೊಳಪಡಿಸುವುದರಿಂದ ಆ ಅನಿಲ ದ್ರವವಾಗಿ ಪರಿವರ್ತನೆಗೊಳ್ಳಲಾರದು.",,,,,,,
,,Critical Volume,,ಸಂದಿಗ್ಧ ಗಾತ್ರ. ಸಂದಿಗ್ಧ ಉಷ್ಣತೆ ಮತ್ತು ಒತ್ತಡದಲ್ಲಿ ಒಂದು ಗ್ರಾಂ ಪದಾರ್ಥವು ಆಕ್ರಮಿಸುವ ಘನ ಅಳತೆ.,,,,,,,
,,Crop Residue,,"ಬೆಳೆಯುಳಿಕೆ (ಬೆಳೆ ಅವಶೇಷ). ಸಸ್ಯ ಕೊಯ್ದ ಮೇಲೆ, ಭೂಮಿಯಲ್ಲಿ ಉಳಿಯುವ ಸಸ್ಯವಸ್ತು.",,,,,,,
,,Crop Rotation,,"ಬೆಳಸರದಿ ; ಕಾಲುಗೈ. ಒಂದು ಭೂಮಿಯಲ್ಲಿ ಪದೇ ಪದೇ ಒಂದೇ ಬೆಳೆಯನ್ನು ಬೆಳೆಯದೆ, ಒಂದು ಬೆಳೆಯಾದ ನಂತರ ಬೇರೆ ಜಾತಿಯ ಬೆಳೆಯನ್ನು, ತೆಗೆಯುವ ಪದ್ಧತಿ. ಈ ಕ್ರಮದಿಂದ ಮಣ್ಣಿನ ಪರಿಸ್ಥಿತಿಯನ್ನು ಸುಧಾರಿಸುವುದು ಸಾಧ್ಯ.",,,,,,,
,,Cropping System,,"ಬೆಳೆ ಪದ್ಧತಿ. ಒಂದು ಭೂಮಿಯಲ್ಲಿ, ಯೋಜಿತ ಕ್ರಮದಂತೆ ಒಂದಲ್ಲ ಒಂದು ಬೆಳೆ ತೆಗೆಯುವ ವ್ಯವಸ್ಥೆ.",,,,,,,
,,Crumb Structure,,"ವಿಚೂರ್ಣಾಕೃತಿ. ಮಣ್ಣಿನ ಸೂಕ್ಷ್ಮ ಕಣಗಳು ಒಟ್ಟುಗೂಡಿ, ಕಾಳುಕಾಳಾಗಿ, ಹದವಾದ ಮಣ್ಣಿನ ಸ್ಥಿತಿಗೆ ಕಾರಣವಾಗುತ್ತದೆ.",,,,,,,
,,Crust Formation,,"ಹೆಕ್ಕಳಾಗುವಿಕೆ ; ಹೆಪ್ಪು ನಿರ್ಮಾಣ. ತೇವವಾದ ಮಣ್ಣು ಒಣಗಿದಾಗ, ಅದರ ಮೇಲ್ಮೈಯಲ್ಲಿ ಹೆಪ್ಪುಗಟ್ಟಿದ ಪದರಕ್ಕೆ ಹೆಕ್ಕಳು ಎನ್ನುತ್ತಾರೆ ಜೇಡಿಮಣ್ಣಿನಲ್ಲಿ ಅಥವಾ ಕ್ಷಾರಭೂಮಿಗಳಲ್ಲಿ ಇಂಥ ಹೆಕ್ಕಳಿಕೆ ಉಂಟಾಗುವುದು ಸಾಮಾನ್ಯ.",,,,,,,
,,Crystal,,"ಹರಳು; ಸ್ಫಟಿಕ. ಖನಿಜಗಳು ಹೊಂದುವ, ಒಂದು ನಿರ್ದಿಷ್ಟವಾದ ಘನ ರೇಖಾ ರೂಪ.",,,,,,,
,,Crystalattice Water,,"ಹರಳು ಜಾಲಂದ್ರ ನೀರು. ಒಡೆದ ಹರಳ ಚೌಕಟ್ಟುಗಳ ತೆರೆದ ಮೊನೆಗಳ ಮೇಲಿರುವ, Al, Si, ಅಥವಾ O ಗಳ ನಿರ್ಬಂಧಾಕರ್ಷಕ ಶಕ್ತಿಗಳ ಸಹಾಯದಿಂದ ಹೀರಲ್ಪಟ್ಟಿರುವ ನೀರು.",,,,,,,
,,Cumulose Soil,,ಸಾವಯವ ಶೇಖರಣಾಮಣ್ಣು. ವಿಘಟನೆಯಾದ ಸಾವಯವ ವಸ್ತುಗಳ ಶೇಖರಣೆಯಿಂದುಂಟಾದ ಮಣ್ಣು.,,,,,,,
,,Curie,,ಕ್ಯೂರಿ. ಒಂದು ಸೆಕೆಂಡಿಗೆ 3.7 X 10¹⁰ ನಂತೆ ವಿದಳನವಾಗುವ ವಿಕಿರಣ ವಸ್ತುವಿನ ತೂಕ.,,,,,,,
,,Cynamide,,"ಸೈನಮೈಡ್. CaCn₂, Ca (OH)₂ ಮತ್ತು ವಿಮುಕ್ತ ಇಂಗಾಲದೊಂದಿಗೆ, ಸುಣ್ಣ ಕಲ್ಲು ಹಾಗೂ ಕಲ್ಲಿದ್ದಲಿನ ಅಶುದ್ಧ ವಸ್ತುಗಳನ್ನೊಳಗೊಂಡ ಪ್ರೋಟೀನ್ ರಹಿತ ಸಾವಯವ ಸಾರಜನಕ ವಸ್ತು.",,,,,,,
,,Dalton’s Law of Atomic Theory,,"ಡಾಲ್ಟನ್ನನ ಪರಮಾಣು ಸಿದ್ಧಾಂತ. ಡಾಲ್ಟನ್ನನ ಪರಮಾಣು ಸಿದ್ಧಾಂತದ ಮುಖ್ಯಾಂಶಗಳು ಹೀಗಿವೆ: (a) ಎಲ್ಲಾ ವಸ್ತುಗಳು ಅತಿ ಚಿಕ್ಕದಾದ ಮತ್ತು ಅಭೇದ್ಯವಾದ, ಪರಮಾಣುಗಳೆಂಬ ಕಣಗಳಿಂದ ರಚಿತವಾಗಿವೆ. (b) ಆಕಾರ, ಗಾತ್ರ ಮತ್ತು ತೂಕಗಳಲ್ಲಿ, ಒಂದೇ ವಸ್ತುವಿನ ಎಲ್ಲ ಪರಮಾಣುಗಳು ಸಮನಾಗಿರುತ್ತವೆ. (c) ಪರಮಾಣುಗಳನ್ನು ಸೃಷ್ಟಿಸಲು, ನಾಶಮಾಡಲು ಹಾಗೂ ಭೇದಿಸಲು ಬರುವುದಿಲ್ಲ. (d) ಒಂದು ಮೂಲವಸ್ತುವಿನ ಪರಮಾಣುಗಳ, ಆಕಾರ, ತೂಕ ಮತ್ತು ಗಾತ್ರವು ಮತ್ತೊಂದು ವಸ್ತುವಿನ ಪರಮಾಣುಗಳ ಆಕಾರ, ತೂಕ ಮತ್ತು ಗಾತ್ರಕ್ಕಿಂತ ಬೇರೆಯಾಗಿರುತ್ತವೆ. (e) ಬೇರೆ ಬೇರೆ ಮೂಲವಸ್ತುಗಳ ಪರಮಾಣುಗಳು, ಸಣ್ಣ ಸಣ್ಣ ಸಂಖ್ಯೆಗಳಲ್ಲಿ ಮತ್ತು ನಿರ್ದಿಷ್ಟ ಪ್ರಮಾಣಗಳಲ್ಲಿ ಒಂದುಗೂಡಿ, ಸಂಯುಕ್ತ ಪರಮಾಣು ಅಥವಾ ಅಣುಗಳಾಗುತ್ತವೆ.",,,,,,,
,,Dalton’s Law of Partial Pressure,,"ಡಾಲ್ಟನ್ನನ ಭಿನ್ನಾಂಶ ಒತ್ತಡ ನಿಯಮ. ಒಂದು ವ್ಯೂಹವು ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ಅನಿಲಗಳ ಮಿಶ್ರಣವಾಗಿದ್ದರೆ ಅವುಗಳ ಪೈಕಿ ಯಾವುದೇ ಒಂದು ಅನಿಲ, ಮಿಶ್ರಣ ಆಕ್ರಮಿಸಿರುವ ಇಡೀ ಗಾತ್ರವನ್ನು ಆಕ್ರಮಿಸಿದರೆ ಅದು ಹೊಂದುತ್ತಿದ್ದ ಒತ್ತಡಕ್ಕೆ, ಅನಿಲದ ಭಿನ್ನಾಂಶ ಒತ್ತಡ ಎಂದು ಹೆಸರು.",,,,,,,
,,Decalcification,,"ಸುಣ್ಣಕ್ಷೀಣತೆ. ಕೊಚ್ಚಣೆಯಿಂದ, ಮಣ್ಣಿನಲ್ಲಿರುವ ಕ್ಯಾಲ್ಸಿಯಂ ಕಾರ್ಬೊನೇಟ್ ಲಯವಾಗುವಿಕೆ.",,,,,,,
,,Decay,,"ಕೊಳೆ; ಶಿಥಿಲವಾಗು. ಪ್ರೋಟೀನುಗಳು, ಸಾಕಷ್ಟು ಗಾಳಿಯಿರುವಲ್ಲಿ ವಿಭಜನೆ ಹೊಂದಿ ಸ್ಥಿರಸಂಯುಕ್ತಗಳಾಗಿ ಮಾರ್ಪಾಡಾಗುವಿಕೆ. ಈ ಸ್ಥಿರ ಸಂಯುಕ್ತಗಳಲ್ಲಿ, ದುರ್ವಾಸನೆ ಇರುವುದಿಲ್ಲ.",,,,,,,
,,Degradation,,"ಶಿಥಿಲತೆ. ಮಣ್ಣಿನಲ್ಲಿಯ ಸೋಡಿಯಂ ವಿದ್ಯುತ್ ಕಣಗಳು, ಜಲಜನಕ ವಿದ್ಯುತ್ ಕಣಗಳಿಗೆ ಅವಕಾಶ ಮಾಡಿಕೊಡುವಿಕೆ.",,,,,,,
,,Degree of Alkalisation,,"ಕ್ಷಾರಾಂಶಪ್ರಮಾಣ. ಮಣ್ಣಿನಲ್ಲಿರುವ, ಏಕಸಂಯೋಗಸಾಮರ್ಥ್ಯವುಳ್ಳ ಪ್ರತ್ಯಾಮ್ಲಗಳಿಂದ, Na+ ಮತ್ತು K+ ಗಳಿಗೆ ಇರುವ ಪ್ರತ್ಯಾಮ್ಲ ಬದಲಾವಣಾಶಕ್ತಿಯ ಪ್ರಮಾಣ.",,,,,,,
,,Dehydration Curve,,"ನಿರ್ಜಲ ವಕ್ರರೇಖೆ. ಉಷ್ಣಾಂಶವನ್ನು ಸಮಾನಾಂತರಾಕ್ಷದ ಮೇಲೂ ಮತ್ತು ಒಂದು ದ್ರಾವಣವನ್ನು ಕಾಯಿಸಿದಾಗ ಅದರಿಂದ ಲಯವಾಗುವ ಶೇಕಡ ತೇವಾಂಶವನ್ನು ಲಂಬಾಕ್ಷದ ಮೇಲೂ ಗುರುತಿಸಿದಾಗ, ಉಂಟಾಗುವ ವಕ್ರರೇಖೆ.",,,,,,,
,,Dendritic Rock,,"ವೃಕ್ಷಾಕಾರ ಶಿಲೆ. ವೃಕ್ಷದ ಆಕಾರದಲ್ಲಿರುವ, ತಾಮ್ರ ಅಥವಾ ಮ್ಯಾಂಗನೀಸ್ ಗಳ ಲೋಹದ ಆಕ್ಸೈಡ್ ಗಳು ಕೂಡಿ ಬಿದ್ದ ಶಿಲೆ.",,,,,,,
,,Denitrification,,"ಡಿನೈಟ್ರಿಫಿಕೇಷನ್ ; ಸಾರಜನಕ ಕುಗ್ಗಿಸುವಿಕೆ. ನೈಟ್ರೇಟ್ ಗಳು, ನೈಟ್ರೈಟ್, ಅಮೋನಿಯ ಮತ್ತು ನೈಟ್ರೋಜನ್ ಗಳಾಗಿ ಕ್ಷೀಣಿಸುವುದು. ಈ ಪರಿವರ್ತನೆ, ಮಣ್ಣಿನಲ್ಲಿರುವ ಸೂಕ್ಷ್ಮಜೀವಿಗಳಿಂದ ಹಲವು ಸಂದರ್ಭಗಳಲ್ಲಿ ಆಗುತ್ತದೆ.",,,,,,,
,,Density,,ಸಾಂದ್ರತೆ. ಯಾವುದಾದರೊಂದು ನಿಯತವಾದ ಒತ್ತಡ ಮತ್ತು ತಾಪದಲ್ಲಿ ವಸ್ತುವಿನ ಏಕಮಾನ ಗಾತ್ರದಲ್ಲಿರುವ ಜಡತ್ವಕ್ಕೆ ಸಾಂದ್ರತೆ ಎಂದು ಹೆಸರು.,,,,,,,
,,Desalinization,,"ಚೌಳು ಲಯವಾಗುವಿಕೆ; ಲವಣ ರಹಿತವಾಗುವಿಕೆ. ಮಣ್ಣಿನಲ್ಲಿರುವ ಕರಗುವ ಲವಣಗಳು ತೊಳೆದು, ಹೋಗುವಿಕೆ ಅಥವಾ ಕೊಚ್ಚಿ ಹೋಗುವಿಕೆ.",,,,,,,
,,Desert Soil,,"ಮರುಭೂಮಿ ಮಣ್ಣು. ಈ ಮಣ್ಣು, ಮೇಲ್ಭಾಗದಲ್ಲಿ ಸಾಧಾರಣ ಬಣ್ಣವುಳ್ಳದ್ದಾಗಿದ್ದು, ತಳದಲ್ಲಿ ಸುಣ್ಣದ ವಸ್ತುಗಳಿಂದ ಕೂಡಿರುತ್ತದೆ. ಕೆಲವೆಡೆ ಮಣ್ಣಿನ ತಳದಲ್ಲಿ ಗಟ್ಟಿ ಪದರ ಕಂಡು ಬರುತ್ತದೆ.",,,,,,,
,,Dielectric Constant,,ವಿದ್ಯುನ್ನಿಶ್ಚಿತಸ್ಥಿರ. ಎರಡು ಧನ ಇಲ್ಲವೆ ಋಣ ಅಯಾನ್ ಗಳ ಮಧ್ಯದ ಆಕರ್ಷಣೆಯ ಬಲವನ್ನು ಕಡಿಮೆ ಮಾಡಲು ಒಂದು ವಸ್ತುವಿಗಿರುವ ಸಾಮರ್ಥ್ಯ.,,,,,,,
,,Diffusion,,"ವ್ಯಾಪನ; ವಿಸರಣ. ಅನಿಲಗಳು ಹರಡಿ, ಸುತ್ತ ಮುತ್ತಲಿನ ವಾತಾವರಣದೊಂದಿಗೆ ಬೆರೆಯುವಿಕೆ.",,,,,,,
