ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Decree,,"ಡಿಕ್ರಿ, ಆದೇಶ, ನಿರ್ಣಯ ; ಡಿಕ್ರಿ ಮಾಡು",,,,,,,
,,Deduct,,"ಕಳೆ, ವಜಾಮಾಡು",,,,,,,
,,Deduction,,"ಕಳೆತ, ವಜಾ",,,,,,,
,,Deemed to be cultivated personally,,ಸ್ವಂತ ಸಾಗುವಳಿಯಾದುದೆಂದು ಪರಿಗಣಿತವಾದ,,,,,,,
,,Defacement,,ವಿರೂಪಣೆ,,,,,,,
,,Default,,ತಪ್ಪು ; ಕರ್ತವ್ಯಲೋಪ,,,,,,,
,,Defaulter,,"ತಪ್ಪುಗಾರ, ಸುಸ್ತಿದಾರ, ಬಾಕಿದಾರ",,,,,,,
,,Deferred,,ಮುಂದೆ ಹಾಕಲಾದ,,,,,,,
,,Deferred payment,,ಮುಂದೂಡಿದ ಸಂದಾಯ,,,,,,,
,,Definition,,ವ್ಯಾಖ್ಯೆ,,,,,,,
,,Del credere agent,,ಭರವಸೆ ನೀಡುವ ಏಜೆಂಟ್,,,,,,,
,,Delegation of power,,ಅಧಿಕಾರ ವಹಿಸಿಕೊಡುವುದು,,,,,,,
,,Deliberately,,ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ,,,,,,,
,,Delivery,,ಬಟವಾಡೆ ನೀಡಿಕೆ,,,,,,,
,,Delivery note,,ಸರಕು ಬಟವಾಡೆ ಟಿಪ್ಪಣಿ,,,,,,,
,,Delivery of goods,,ಸರಕು ಬಟವಾಡೆ,,,,,,,
,,Demand draft,,ಡಿಮಾಂಡ್ ಡ್ರಾಫ್ಟ್,,,,,,,
,,Demolish,,"ಕೆಡವಿ ಹಾಕು, ನೆಲಸಮ ಮಾಡು",,,,,,,
,,De nove,,"ಹೊಸದಾಗಿ, ಪುನಃ",,,,,,,
,,Deny,,ನಿರಾಕರಿಸು,,,,,,,
,,Deponent,,ಹೇಳಿಕೆದಾರ ; ಸಾಕ್ಷಿ,,,,,,,
,,Deposition,,ಹೇಳಿಕೆ ; ಸಾಕ್ಷ್ಯ,,,,,,,
,,Depreciation,,ಇಳಿತಾಯ ; ಸವಕಳಿ,,,,,,,
,,Derived from land,,ಭೂಮಿಯಿಂದ ಪಡೆದ,,,,,,,
,,Destroy,,"ಹಾಳು ಮಾಡು, ನಾಶಪಡಿಸು",,,,,,,
,,Determination of tax,,ತೆರಿಗೆ ನಿರ್ಣಯ,,,,,,,
,,Determination of total and taxable turnover,,ಒಟ್ಟು ಮತ್ತು ತೆರಿಗೆ ವಿಧಿಸಬಹುದಾದ ವಹಿವಾಟಿನ ನಿರ್ಣಯ,,,,,,,
,,Determine the sum payable,,ಸಂದಾಯವಾಗಬೇಕಾದ ಮೊತ್ತವನ್ನು ನಿರ್ಣಯಿಸು,,,,,,,
,,Diligence,,ಶ್ರದ್ಧೆ,,,,,,,
,,Direction,,ನಿರ್ದೇಶನ,,,,,,,
,,Directly or indirectly,,ಪ್ರತ್ಯಕ್ಷವಾಗಿ ಅಥವಾ ಅಪ್ರತ್ಯಕ್ಷವಾಗಿ,,,,,,,
,,Director,,ನಿರ್ದೇಶಕ,,,,,,,
,,Direct tax,,ಪ್ರತ್ಯಕ್ಷ ತೆರಿಗೆ,,,,,,,
,,Discard,,"ತಿರಸ್ಕರಿಸು, ಅಲಕ್ಷಿಸು",,,,,,,
,,Discharge of functions,,ಕಾರ್ಯ ನಿರ್ವಹಣೆ,,,,,,,
,,Discharge of liability,,ಹೊಣೆಯ ಬಿಡುಗಡೆ,,,,,,,
,,Disciplinary action,,ಶಿಸ್ತುಕ್ರಮ,,,,,,,
,,Disclose information,,ಮಾಹಿತಿ ಬಹಿರಂಗಪಡಿಸು,,,,,,,
,,Discontinuance Of business,,ವ್ಯಾಪಾರ ನಿಲ್ಲಿಸುವುದು,,,,,,,
,,Discontinued company,,ನಿಂತುಹೋದ ಕಂಪನಿ,,,,,,,
,,Discount,,ಸೋಡಿ,,,,,,,
,,Discover,,ಕಂಡುಹಿಡಿ,,,,,,,
,,Discretion,,ವಿವೇಚನೆ,,,,,,,
,,Disposal,,"ಇತ್ಯರ್ಥ, ವಿಲೇವಾರಿ, ವಿಲೆ",,,,,,,
,,Dissolution of partnership,,ಪಾಲುಗಾರಿಕೆಯ ವಿಸರ್ಜನೆ,,,,,,,
,,Dissolve,,"ವಿಘಟಿಸು, ವಿಸರ್ಜಿಸು",,,,,,,
,,Distribution,,"ಹಂಚಿಕೆ, ವಿತರಣೆ",,,,,,,
,,Distribution of dividends,,ಡಿವಿಡೆಂಡುಗಳ ಹಂಚಿಕೆ,,,,,,,
,,Dividend,,"ಡಿವಿಡೆಂಡು, ಲಾಭಾಂಶ",,,,,,,
,,Document,,ದಸ್ತಾವೇಜುಗಳು,,,,,,,
,,Double taxation,,ಇಮ್ಮಡಿ ತೆರಿಗೆ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Due diligence,,ತಕ್ಕ ಶ್ರದ್ಧೆ,,,,,,,
,,Duly authorised,,ಕ್ರಮಬದ್ಧವಾಗಿ ಅಧಿಕೃತಗೊಳಿಸಿದ,,,,,,,
,,Duly imposed,,ಕ್ರಮಬದ್ಧವಾಗಿ ವಿಧಿಸಿದ,,,,,,,
,,Duplicate,,ದ್ವಿಪ್ರತಿ,,,,,,,
,,Duplicate registration certificate,,ದ್ವಿಪ್ರತಿ ನೊಂದಣಿ ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,
,,During the continuance of agricultural operations,,ಕೃಷಿ ಕಾರ್ಯಗಳು ನಡೆಯುವ ಕಾಲದಲ್ಲಿ,,,,,,,
,,Dwelling house,,ವಾಸದ ಮನೆ,,,,,,,
,,Earlier dealer,,ಪ್ರಾರಂಭದ ವ್ಯಾಪಾರಿ,,,,,,,
,,Earned agricultural income,,ಗಳಿಸಿದ ಕೃಷಿ ವರಮಾನ,,,,,,,
,,Educational qualification,,ವಿದ್ಯಾರ್ಹತೆ,,,,,,,
,,Effect,,ಪರಿಣಾಮ ; ಪರಿಣಾಮ ಬೀರು,,,,,,,
,,Effect of transfer of land,,ಭೂ ವರ್ಗಾವಣೆಯ ಪರಿಣಾಮ,,,,,,,
,,Electing the composition of tax,,ತೆರಿಗೆಯ ಬಗೆಗೆ ರಾಜಿ ಮಾಡಿಕೊಳ್ಳುವುದು,,,,,,,
,,Electrical machinery,,ವಿದ್ಯುತ್ ಯಂತ್ರೋಪಕರಣ,,,,,,,
,,Enact,,"ಅಧಿನಿಯಮಿಸು, ಕಾನೂನು ರಚಿಸು",,,,,,,
,,Enforcement,,ಜಾರಿ,,,,,,,
,,Enforcement Cell,,ಗುಪ್ತದಳ,,,,,,,
,,Enhance,,ಹೆಚ್ಚಿಸು,,,,,,,
,,Enhancement,,ಹೆಚ್ಚಿಸುವುದು ಹೆಚ್ಚಳ,,,,,,,
,,Enhancement of an assessment,,ಕರ ನಿರ್ಧಾರಣೆಯನ್ನು ಹೆಚ್ಚಿಸುವುದು,,,,,,,
,,Enquiry,,ವಿಚಾರಣೆ,,,,,,,
,,Entertainment tax,,ಮನೋರಂಜನೆ ತೆರಿಗೆ,,,,,,,
,,Equivalent,,ಸಮಾನ,,,,,,,
,,Erection,,ಸ್ಥಾಪನೆ,,,,,,,
,,Escaped turnover,,ತಪ್ಪಿಸಿದ ವಹಿವಾಟು,,,,,,,
,,Estate,,"ಎಸ್ಟೇಟು, ಆಸ್ತಿ",,,,,,,
,,Estimated value,,ಅಂದಾಜು ಮಾಡಿದ ಮೌಲ್ಯ,,,,,,,
,,Evasion of tax,,ತೆರಿಗೆ ತಪ್ಪಿಸಿಕೊಳ್ಳುವುದು,,,,,,,
,,Evidence,,"ಸಾಕ್ಷ್ಯ, ಪುರಾವೆ",,,,,,,
,,Examination of witness,,ಸಾಕ್ಷಿಯ ವಿಚಾರಣೆ,,,,,,,
,,Exceed the original cost,,ಮೂಲ ಬೆಲೆಯನ್ನು ಮೀರು,,,,,,,
,,Exception,,ವಿನಾಯಿತಿ ; ಅಪವಾದ,,,,,,,
,,Excess,,"ಹೆಚ್ಚುವರಿ, ಅಧಿಕ",,,,,,,
,,Excess payment,,ಹೆಚ್ಚುವರಿ ಸಂಧಾಯ,,,,,,,
,,Excise duty,,ಅಬಕಾರಿ ಸುಂಕ,,,,,,,
,,Exclusively,,"ಅನನ್ಯವಾಗಿ, ಕೇವಲ; ಪ್ರತ್ಯೇಕವಾಗಿ",,,,,,,
,,Execution,,"ಜಾರಿ, ನಿರ್ವಹಣೆ ; ಬರೆದು ಕೊಡುವುದು",,,,,,,
,,Execution of duties,,ಕರ್ತವ್ಯ ನಿರ್ವಹಣೆ,,,,,,,
,,Execution of the act,,ಅಧಿನಿಯಮದ ಜಾರಿ,,,,,,,
,,Executor,,ಕಾರ್ಯನಿರ್ವಾಹಕ,,,,,,,
,,Exempted turnover,,ವಿನಾಯಿತಿ ಪಡೆದ ವಹಿವಾಟು,,,,,,,
,,Exempt from tax,,ತೆರಿಗೆಯಿಂದ ವಿನಾಯಿತಿ ಪಡೆದ,,,,,,,
,,Exemption,,ವಿನಾಯಿತಿ,,,,,,,
,,Exercisable,,ಚಲಾಯಿಸಬಹುದಾದ,,,,,,,
,,Exhibition,,ಪ್ರದರ್ಶನ,,,,,,,
,,Ex Parte,,ಏಕಪಕ್ಷೀಯ,,,,,,,
,,Expedient,,"ಯುಕ್ತ, ಉಚಿತ ; ಸಲಕರಣೆ, ಸಾಧನ",,,,,,,
,,Expiration of the period,,ಅವಧಿ ತೀರಿಕೆ,,,,,,,
,,Expiry,,"ಮುಕ್ತಾಯ, ತೀರಿಕೆ",,,,,,,
,,Expiry date,,ತೀರಿಕೆ ದಿನಾಂಕ,,,,,,,
,,Explanation,,"ವಿವರಣೆ, ಸ್ಟಷ್ಟೀಕರಣ",,,,,,,
,,Extension of time,,ಅವಧಿ ವಿಸ್ತರಣೆ,,,,,,,
,,Extent,,ವಿಸ್ತೀರ್ಣ ; ವ್ಯಾಪ್ತಿ,,,,,,,
,,Fail,,ತಪ್ಪು ; ವಿಫಲನಾಗು,,,,,,,
,,False statement,,ತಪ್ಪು ಹೇಳಿಕೆ,,,,,,,
,,Fee,,"ಫೀಜು, ಶುಲ್ಕ",,,,,,,
,,Fencing,,ಬೇಲಿ; ಬೇಲಿ ಹಾಕುವುದು,,,,,,,
,,Fencing of barbed wire,,ಮುಳ್ಳು ತಂತಿ ಬೇಲಿ,,,,,,,
,,Fibre industry,,ನಾರು ಕೈಗಾರಿಕೆ,,,,,,,
,,Fictitious,,"ಕೃತಕ, ಖೋಟಾ",,,,,,,
,,Fig,,ಅಂಜೂರ,,,,,,,
,,Filature,,ಫಿಲೇಚರ್ ; ಗೂಡಿನಿಂದ ರೇಷ್ಮೆ ತೆಗೆದು ಸುತ್ತುವುದು ; ರೇಷ್ಮೆ ಸುತ್ತುವ ಕಾರ್ಖಾನೆ,,,,,,,
,,Filature silk,,ಫಿಲೇಚರ್ ರೇಷ್ಮೆ,,,,,,,
,,Film,,ಫಿಲ್ಮು ; ಕಚ್ಚಾ ಫಿಲ್ಮು,,,,,,,
,,Film club,,"ಫಿಲ್ಮ್ ಕ್ಲಬ್ಬು, ಚಲನಚಿತ್ರ ಕೂಟ",,,,,,,
,,Film Society,,ಚಲನಚಿತ್ರ ಸಂಘ,,,,,,,
,,Final and conclusive,,ಅಂತಿಮ ಮತ್ತು ನಿರ್ಣಾಯಕ,,,,,,,
,,Financial year,,"ಆರ್ಥಿಕ ವರ್ಷ, ಹಣಕಾಸು ವರ್ಷ",,,,,,,
,,Findings,,ಕಂಡುಹಿಡಿದ ಅಂಶಗಳು ; ತೀರ್ಮಾನ,,,,,,,
,,Findings of the Appellate Tribunal,,ಅಪೀಲು ವಿಚಾರಣಾ ನ್ಯಾಯ ಮಂಡಳಿಯ ತೀರ್ಮಾನ,,,,,,,
,,Firm,,"ಫರ್ಮು, ವ್ಯಾಪಾರ ಸಂಸ್ಥೆ ; ಪಾಲುಗಾರಿಕೆ ಸಂಸ್ಥೆ",,,,,,,
,,First or earliest of Successive dealers,,ತರುವಾಯದ ವ್ಯಾಪಾರಿಗಳ ಪೈಕಿ ಮೊದಲ ಅಥವಾ ಆದಿಯ,,,,,,,
,,Flour and husk,,ಹಿಟ್ಟು ಮತ್ತು ಹೊಟ್ಟು,,,,,,,
,,Foreign association,,ವಿದೇಶಿ ಸಂಸ್ಥೆ,,,,,,,
,,For good and sufficient reason,,ಉತ್ತಮ ಮತ್ತು ಸಾಕಷ್ಟು ಕಾರಣದಿಂದ,,,,,,,
,,Forfeiture,,ಮುಟ್ಟುಗೋಲು,,,,,,,
,,Form,,ನಮೂನೆ,,,,,,,
,,Form of declaration ( C),,ಸಿ ಘೋಷಣಾ ನಮೂನೆ,,,,,,,
,,Formula,,ಸೂತ್ರ,,,,,,,
,,Fortnightly average collections,,ಪಾಕ್ಷಿಕ ಸರಾಸರಿ ವಸೂಲಿ,,,,,,,
,,Forwarding agency,,ರವಾನೆ ಸಂಸ್ಥೆ,,,,,,,
,,Fraction,,ಭಿನ್ನಾಂಶ ; ಸಣ್ಣಭಾಗ,,,,,,,
,,Fraudulently evade,,ಮೋಸದಿಂದ ತಪ್ಪಿಸಿಕೊಳ್ಳು,,,,,,,
,,Free of payment,,"ಪಾವತಿ ರಹಿತ, ಹಣ ಕೊಡದ",,,,,,,
,,Fresh assessment,,ಹೊಸ (ತೆರಿಗೆ) ನಿರ್ಧಾರಣೆ,,,,,,,
,,Fresh facts,,ಹೊಸ ಅಂಶಗಳು,,,,,,,
,,Furnish,,ಒದಗಿಸು,,,,,,,
,,Furniture,,ಪೀಠೋಪಕರಣ,,,,,,,
,,Gains,,ಲಾಭ,,,,,,,
,,Garlic,,ಬೆಳ್ಳುಳ್ಳಿ,,,,,,,
,,Gas plant,,"ಗ್ಯಾಸ್ ಪ್ಲಾಂಟು, ಅನಿಲಸ್ಥಾವರ",,,,,,,
,,"Gazette of India, Extraordinary",,ವಿಶೇಷ ಭಾರತ ರಾಜ್ಯಪತ್ರ,,,,,,,
,,Generality,,ಸಾಮಾನ್ಯತೆ,,,,,,,
,,General or special order,,ಸಾಮಾನ್ಯ ಅಥವಾ ವಿಶೇಷ ಆದೇಶ,,,,,,,
,,Generation or distribution of electricity,,ವಿದ್ಯುಚ್ಛಕ್ತಿಯ ಉತ್ಪಾದನೆ ಅಥವಾ ವಿತರಣೆ,,,,,,,
,,Ginger,,ಶುಂಠಿ,,,,,,,
,,Gingili,,ಹುಚ್ಚೆಳ್ಳು,,,,,,,
,,Godown,,"ಗೋದಾಮು, ಮಳಿಗೆ",,,,,,,
,,Goods in transit,,ರವಾನೆಯಲ್ಲಿರುವ ಸರಕು,,,,,,,
,,Goods of special importance in inter state trade or commerce,,ಅಂತರ ರಾಜ್ಯ ವ್ಯಾಪಾರ ಅಥವಾ ವಾಣಿಜ್ಯದಲ್ಲಿ ವಿಶೇಷ ಮಹತ್ವದ ಸರಕು,,,,,,,
,,Good sold subsequently,,ತರುವಾಯ ಮಾರಾಟವಾದ ಸರಕು,,,,,,,
,,Goods vehicle record,,ಸರಕು ವಾಹನದ ದಾಖಲೆ,,,,,,,
,,Government treasury,,ಸರ್ಕಾರಿ ಖಜಾನೆ,,,,,,,
,,Government undertaking,,ಸರ್ಕಾರಿ ಉದ್ಯಮ ಸಂಸ್ಥೆ,,,,,,,
,,Grain,,"ಧಾನ್ಯ, ಕಾಳು",,,,,,,
,,Gram,,ಕಡಲೆ,,,,,,,
,,Grant of copies,,ಪ್ರತಿಗಳ ನೀಡಿಕೆ,,,,,,,
,,Grape,,ದ್ರಾಕ್ಷಿ,,,,,,,
,,Gratuity,,"ಗ್ರಾಚುಯಿಟಿ, ಉಪದಾನ",,,,,,,
,,Gross receipts,,ಒಟ್ಟು ಜಮೆ,,,,,,,
,,Groundnut,,"ಶೇಂಗಾ, ನೆಲಗಡಲೆ",,,,,,,
,,Grounds of appeal,,ಅಪೀಲಿನ ಆಧಾರಗಳು,,,,,,,
,,Guidance,,ಮಾರ್ಗದರ್ಶನ,,,,,,,
,,Guilty,,"ದೋಷಿ, ಅಪರಾಧಿ",,,,,,,
,,Guilty of misconduct,,ದುರ್ನಡತೆಯ ಅಪರಾಧಿ,,,,,,,
,,Gunny bag,,ಗೋಣಿ ಚೀಲ,,,,,,,
,,Gar and Khanda-sari,,ಬೆಲ್ಲ ಮತ್ತು ಖಂಡಸಾರಿ,,,,,,,
,,Hand-made paper,,ಕೈಯಿಂದ ಮಾಡಿದ ಕಾಗದ,,,,,,,
,,Hand operated cart,,ಕೈಗಾಡಿ,,,,,,,
,,Hand sprayer,,ಕೈ ಸಿಂಪಡಕ,,,,,,,
,,Hessian cloth,,"ಗೋಣಿ ತಟ್ಟು, ತಾಟು",,,,,,,
,,Hindu undivided family,,"ಹಿಂದೂ ಅವಿಭಕ್ತ, ಕುಟುಂಬ",,,,,,,
,,Hired labour,,ಬಾಡಿಗೆ ದುಡಿಮೆ,,,,,,,
,,Horse Race,,ಕುದುರೆ ಪಂದ್ಯ,,,,,,,
,,Horticultural produce,,ತೋಟಗಾರಿಕೆ ಉತ್ಪನ್ನ,,,,,,,
,,Horticulture,,ತೋಟಗಾರಿಕೆ,,,,,,,
,,Hose pipe,,ನೀರುಕೊಳವೆ,,,,,,,
,,Human Labour or skill,,ಮಾನವ ದುಡಿತ ಅಥವಾ ಕೌಶಲ್ಯ,,,,,,,
,,Identifiable constituent of the finished product,,ಸಿದ್ಧ ವಸ್ತುವಿನ ಗುರುತಿಸಬಹುದಾದ ಅಂಶ,,,,,,,
,,Immature plant,,ಬಲಿಯದ ಗಿಡ,,,,,,,
,,Immediately preceding,,ನಿಕಟಪೂರ್ವದ,,,,,,,
,,Import of goods,,ಸರಕಿನ ಆಮದು,,,,,,,
,,Impose,,"ವಿಧಿಸು, ಹೇರು",,,,,,,
,,Impound an insufficiently stamped document,,ಸಾಕಷ್ಟು ಸ್ಟಾಂಪು ಹಾಕದ ದಸ್ತಾವೇಜನ್ನು ಹಿಡಿದಿಡು,,,,,,,
,,Imprisonment,,ಕಾರಾಗೃಹ ಶಿಕ್ಷೆ,,,,,,,
,,Improvement,,"ಅಭಿವೃದ್ಧಿ, ಸುಧಾರಣೆ",,,,,,,
,,In a summary manner,,ಕ್ಷಿಪ್ರ ಕ್ರಮದಲ್ಲಿ,,,,,,,
,,Incapacitated person,,ಅಶಕ್ತಗೊಳಿಸಿದ ವ್ಯಕ್ತಿ,,,,,,,
,,Incidence,,"ಭಾರ, ಹೊರೆ",,,,,,,
,,Incidental charge,,ಪ್ರಾಸಂಗಿಕ ವೆಚ್ಚ,,,,,,,
,,Income,,"ಆದಾಯ, ವರಮಾನ",,,,,,,
,,"Income, chargeable",,( ತೆರಿಗೆಗೆ ) ಗುರಿಯಾಗುವ ವರಮಾನ,,,,,,,
,,Income escaping assessment,,ನಿರ್ಧಾರಣೆಯಿಂದ ತಪ್ಪಿ ಹೋಗುವ ವರಮಾನ,,,,,,,
,,Income from settlement,,ಆಸ್ತಿವ್ಯವಸ್ಥೆಯಿಂದ ಬಂದ ಆದಾಯ,,,,,,,
,,Income-tax,,ಆದಾಯ ತೆರಿಗೆ,,,,,,,
,,Income-tax authorities,,ಆದಾಯ ತೆರಿಗೆ ಅಧಿಕಾರಿಗಳು,,,,,,,
,,Income-tax practitioner,,ಆದಾಯ ತೆರಿಗೆ ವೃತ್ತಿಗಾರ,,,,,,,
,,In conformity with,,ಅನುಗುಣವಾಗಿ,,,,,,,
,,In consequence of,,( ......... ರ ಪರಿಣಾಮವಾಗಿ ),,,,,,,
,,Incorrect and incomplete,,ಅಶುದ್ಧ ಮತ್ತು ಅಪೂರ್ಣ,,,,,,,
,,Incumbent,,"ಪದಧಾರಿ, ಹುದ್ದೇದಾರ",,,,,,,
,,Incur,,"ವಹಿಸು, ಗುರಿಯಾಗು, ಈಡಾಗು",,,,,,,
,,Indemnity,,ನಷ್ಟ ಭರ್ತಿ,,,,,,,
,,Indemnity bond,,ನಷ್ಟ ಭರ್ತಿ ಬಂದಪತ್ರ,,,,,,,
,,Individual,,ವ್ಯಕ್ತಿ ; ವೈಯಕ್ತಿಕ,,,,,,,
,,Individual shares,,"ವೈಯಕ್ತಿಕ ಷೇರು, ಪಾಲು",,,,,,,
,,Industrial,,"ಔದ್ಯಮಿಕ, ಕೈಗಾರಿಕೆಯ",,,,,,,
,,Initial assessing authority,,ಪ್ರಾರಂಭದ ತೆರಿಗೆ ನಿರ್ಧಾರಣಾಧಿಕಾರಿ,,,,,,,
,,Injunction,,ತಡೆಯಾಜ್ಞೆ,,,,,,,
,,Inland,,"ಅಂತರ್ದೇಶೀಯ , ಒಳನಾಡಿನ",,,,,,,
,,Inland duty,,ಒಳನಾಡ ಸುಂಕ,,,,,,,
,,Inland revenue,,ಒಳನಾಡ ವರಮಾನ,,,,,,,
,,In lieu of prosecution,,ಕಾನೂನು ಕ್ರಮಕ್ಕೆ ಬದಲಾಗಿ,,,,,,,
,,In pursuance of this Act,,ಈ ಅಧಿನಿಯಮದ ಅನುಸಾರವಾಗಿ,,,,,,,
,,Inquiry,,ವಿಚಾರಣೆ,,,,,,,
,,Inside the state,,ರಾಜ್ಯದೊಳಗೆ,,,,,,,
,,Inspection,,ಪರಿವೀಕ್ಷಣೆ,,,,,,,
,,Installation,,ಸ್ಥಾಪನೆ,,,,,,,
,,Installed,,ಸ್ಥಾಪಿತ,,,,,,,
,,Instalment,,"ಕಂತು, ಕಿಸ್ತು",,,,,,,
,,Institute,,ಸ್ಥಾಪಿಸು ; ಹೂಡು ; ಸಂಸ್ಥೆ,,,,,,,
,,Institute proceedings,,ವ್ಯವಹರಣೆಗಳನ್ನು ಹೂಡು,,,,,,,
,,Institution,,ಸಂಸ್ಥೆ,,,,,,,
,,Institution capable of holding property,,ಸ್ವತ್ತಿನ ಧಾರಣ ಸಾಮರ್ಥ್ಯವುಳ್ಳ ಸಂಸ್ಥೆ,,,,,,,
,,Instruction,,"ಸೂಚನೆ, ತಿಳಿವಳಿಕೆ",,,,,,,
,,Instrument of partnership,,ಪಾಲುಗಾರಿಕೆ ಪತ್ರ,,,,,,,
,,Insufficiently stamped document,,ಸಾಕಷ್ಟು ಮುದ್ರಾಂಕ ಹಾಕದ ದಸ್ತಾವೇಜು,,,,,,,
,,Insurance,,ವಿಮೆ,,,,,,,
,,Insurance against loss,,ನಷ್ಟ ವಿರುದ್ಧ ವಿಮೆ,,,,,,,
,,Intelligence,,ಗುಪ್ತವಾರ್ತೆ,,,,,,,
,,Intelligible,,ಅರ್ಥವಾಗುವ,,,,,,,
,,Intention,,"ಉದ್ದೇಶ, ಆಶಯ",,,,,,,
,,Interest,,"ಬಡ್ಡಿ ; ಶ್ರದ್ಧೆ, ಆಸಕ್ತಿ",,,,,,,
,,Interest in property,,ಆಸ್ತಿಯಲ್ಲಿ ಆಸಕ್ತಿ,,,,,,,
,,Interfere,,ಹಸ್ತಕ್ಷೇಪ ಮಾಡು,,,,,,,
,,Interim dividend,,ಮಧ್ಯಕಾಲೀನ ಡಿವಿಡೆಂಡು; ಲಾಭಾಂಶ,,,,,,,
,,Internal,,ಆಂತರಿಕ,,,,,,,
,,Interpretation,,"ವ್ಯಾಖ್ಯಾನ, ಅರ್ಥವಿವರಣೆ",,,,,,,
,,Inter-state,,ಅಂತರರಾಜ್ಯ,,,,,,,
,,Inter-state sales,,ಅಂತರರಾಜ್ಯ ಮಾರಾಟಗಳು,,,,,,,
,,Inter-state trade or commerce,,ಅಂತರರಾಜ್ಯ ವ್ಯಾಪಾರ ಅಥವಾ ವಾಣಿಜ್ಯ,,,,,,,
,,In the Course of assessment,,"ನಿರ್ಧಾರಣೆ ಅವಧಿಯಲ್ಲಿ, ನಿರ್ಧಾರಣಾ ಸಮಯದಲ್ಲಿ",,,,,,,
,,In the course of export,,ರಫ್ತಿನ ಸಮಯದಲ್ಲಿ,,,,,,,
,,Inter-state,,ರಾಜ್ಯದೊಳಗೆ,,,,,,,
,,Investigation,,"ಅನ್ವೇಷಣೆ, ತನಿಖೆ",,,,,,,
,,Irrespective of the turnover,,ವಹಿವಾಟನ್ನು ಗಣನೆಗೆ ತೆಗೆದುಕೊಳ್ಳದೆ,,,,,,,
,,Irrigation well,,ನೀರಾವರಿ ಭಾವಿ,,,,,,,
,,Jointly and severally,,ಒಟ್ಟಾಗಿ ಮತ್ತು ಪ್ರತ್ಯೆಕವಾಗಿ,,,,,,,
,,Judgement,,"ತೀರ್ಪು, ನಿರ್ಣಯ",,,,,,,
,,Judicial Officer,,ನ್ಯಾಯಾಧಿಕಾರಿ,,,,,,,
,,Judicial proceedings,,ನ್ಯಾಯಿಕ ವ್ಯವಹರಣೆ,,,,,,,
,,Jurisdiction,,ಅಧಿಕಾರ ವ್ಯಾಪ್ತಿ,,,,,,,
,,Justify,,ಸಮರ್ಥಿಸು,,,,,,,
,,Karad,,ಒಂದು ಧಾನ್ಯ,,,,,,,
,,Karnataka Civil Service Rules,,ಕರ್ನಾಟಕ ಸರ್ಕಾರಿ ಸೇವಾ ನಿಯಮಾವಳಿ,,,,,,,
,,"Karnataka Entertainment tax Act, 1958",,ಕರ್ನಾಟಕ ಮನೋರಂಜನೆ ತೆರಿಗೆ ಅಧಿನಿಯಮ 1958,,,,,,,
,,Karnataka Financial Code,,ಕರ್ನಾಟಕ ಅರ್ಥಿಕ ಸಂಹಿತೆ,,,,,,,
,,Karnataka Gazette,,ಕರ್ನಾಟಕ ರಾಜ್ಯಪತ್ರ,,,,,,,
,,Khadi and village Industries commission Act,,ಖಾದಿ ಮತ್ತು ಗ್ರಾಮೋದ್ಯೋಗ ಆಯೋಗದ ಅಧಿನಿಯಮ,,,,,,,
,,Known principal,,ಗೊತ್ತಾದ ಬಂಡವಾಳ,,,,,,,
,,Labour,,"ಕಾರ್ಮಿಕ, ಕೆಲಸಗಾರ ; ದುಡಿಮೆ, ಶ್ರಮ",,,,,,,
,,Land,,"ಜಮೀನಿ, ಭೂಮಿ",,,,,,,
,,Landlord,,"ಜಮೀನುದಾರ, ಭೂಮಾಲೀಕ",,,,,,,
,,Lend Revenue,,ಭೂಕಂದಾಯ,,,,,,,
,,Later Dealer,,ತರುವಾಯದ ವ್ಯಾಪಾರಿಗಳ ಪೈಕಿ ಮೊದಲ ಅಥವಾ ಆದಿಯ,,,,,,,
,,"Law, Commercial",,"ವಾಣಿಜ್ಯ, ಕಾನೂನು",,,,,,,
,,Lawful employment,,"ಕಾನೂನು ಬದ್ಧ ಉದ್ಯೋಗ, ಕಾನೂನು ಸಮ್ಮತ ಉದ್ಯೋಗ",,,,,,,
,,Lawful enhancement,,ಕಾನೂನುಬದ್ಧ ಹೆಚ್ಚಳ ; ಹೆಚ್ಚಿಸುವಿಕೆ,,,,,,,
,,Lawfully issued,,ಕಾನೂನುಬದ್ಧವಾಗಿ ನೀಡಿದ,,,,,,,
