ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Cream cheese,,ಕೆನೆ ಗಿಣ್ಣು,,,,,,,
,,Creamed fish,,ಕೆನೆ ಮೀನು,,,,,,,
,,Creative manifestation,,ಉತ್ಪಾದಕ ಪ್ರದರ್ಶನ,,,,,,,
,,Crevice,,ಬಿರುಕು,,,,,,,
,,Crinkling,,ಸುಕ್ಕಾಗುವಿಕೆ,,,,,,,
,,Crippled,,ಕುಂಠಿತ,,,,,,,
,,Critical,,"ವಿಷಮ, ಸಂದಿಗ್ಧ",,,,,,,
,,Critical point,,ಸಂದಿಗ್ಧ ಬಿಂದು,,,,,,,
,,Critical value,,ವಿಷಮ ಮೌಲ್ಯ,,,,,,,
,,Crop rotation,,ಬೆಳೆ ಸರದಿ,,,,,,,
,,Cross feeding,,ಅಡ್ಡ ಆಹಾರ ಒದಗಿಸುವಿಕೆ,,,,,,,
,,Cross streak assay,,ಅಡ್ಡ ಗೀರು ಪರೀಕ್ಷೆ,,,,,,,
,,Cross infestation,,ನಿಟ್ಟಿನಿಂದ ನಿಟ್ಟಿಗೆ ಹರಡುವ ಕೀಟಕಾಟ,,,,,,,
,,Cross section,,ಅಡ್ಡ ಕೊಯ್ತ,,,,,,,
,,Crown gall disease,,ಮುಕುಟ ಗಂತಿ ರೋಗ,,,,,,,
,,Crown rot,,"ಮುಡಿಕೊಳೆಯುವ ರೋಗ, ಕಿರೀಟ ಕೊಳೆತ",,,,,,,
,,Crown-rust,,ಮುಕುಟ ತುಕ್ಕು,,,,,,,
,,Crucifer,,"ಕ್ರೂಸಿಪುಷ್ಪಿ, ಸಮವಾದ ಪುಷ್ಪದಳ",,,,,,,
,,Crust,,ಹೆಕ್ಕಳಿಕೆ,,,,,,,
,,Crustacean,,ವಲ್ಕವಂತ ಪ್ರಾಣಿ,,,,,,,
,,Crustaceous,,ಕಠಿಣ ಚರ್ಮಿ,,,,,,,
,,Crustose,,ಗಟ್ಟಿ ಮೇಲ್ಭಾಗ,,,,,,,
,,Cryoscopic,,ಕ್ರಯೋದಾರ್ಶನಿಕ,,,,,,,
,,Cryptic coloration,,ಗೂಢವರ್ಣ,,,,,,,
,,Crystalline body,,ಸ್ಫಟಿಕ ವಸ್ತು,,,,,,,
,,Crystalline toxin,,ಹರಳು ವಿಷ,,,,,,,
,,Crystal violet,,ಹರಳು ನೇರಿಳೆ ಬಣ್ಣ,,,,,,,
,,Crystal violet complex,,ಹರಳು ಊದಾ ಸಮ್ಮಿಶ್ರ,,,,,,,
,,Cucumber mosaic,,ಸೌತೆಕಾಯಿ ಮಚ್ಚೆರೋಗ,,,,,,,
,,Culm,,"ಸಸ್ಯದ ಗೆಣ್ಣು ಕಾಂಡ, ಸಸ್ಯದ ಗೆಣ್ಣುದಂಟು",,,,,,,
,,Cultral control,,ಸಾಗುವಳಿ ಹತೋಟಿ,,,,,,,
,,Culture,,ಸಾಕಣೆ,,,,,,,
,,Culture medium,,ಸಾಕಣೆ ಮಾಧ್ಯಮ,,,,,,,
,,Cup-plate control,,ಬಟ್ಟಲು-ತಟ್ಟೆ ಪರೀಕ್ಷೆ,,,,,,,
,,Curative method,,ಚಿಕಿತ್ಸಾತ್ಮಕ ಹತೋಟಿ,,,,,,,
,,Curd,,ಮೊಸರು,,,,,,,
,,Curdling,,ಹೆಪ್ಪುಗಟ್ಟಿಸುವುದು,,,,,,,
,,Cured,,ಸೋಂಕು ನಿವಾರಿತ,,,,,,,
,,Curing,,ಹದಗೊಳಿಸುವಿಕೆ,,,,,,,
,,Curly top,,ಎಲೆಸುತ್ತು ಅಥವಾ ಎಲೆ ಮುರುಟು,,,,,,,
,,Curvature movement,,ಬಾಗುಚಲನೆ,,,,,,,
,,Cushion shaped,,ಮೆತ್ತೆಯಾಕಾರದ,,,,,,,
,,Custard,,ಮೊಟ್ಟೆ ಲೋಳೆಯ ಪಾಯಸ,,,,,,,
,,Cutaneous anthrax,,ಚರ್ಮನೆರಡಿ,,,,,,,
,,Cutaneous eruption,,ಚರ್ಮದ ಮೇಲೇಳುವ ಗುಳ್ಳೆ,,,,,,,
,,Cuticle,,ಹೊರಚರ್ಮ,,,,,,,
,,Cuticle lining,,ಚರ್ಮದ ಪೊರೆ,,,,,,,
,,Cyclic,,"ಆವರ್ತಕ, ಚಕ್ರೀಯ",,,,,,,
,,Cyclic incidence,,ಚಕ್ರೀಯ ಘಟನೆ,,,,,,,
,,Cyclo developmental pathogen,,"ಆವರ್ತವಿಕಾಸ, ರೋಗಕಾರಕ",,,,,,,
,,Cylindrical,,ಉರುಳೆಯಾಕಾರ,,,,,,,
,,Cyst,,"ಪೂತಿಕೋಶ, ಕವಚಕೋಶ",,,,,,,
,,Cystocarp,,"ಜನಿಫಲ, ಕವಚಫಲ",,,,,,,
,,Cystospore,,"ಪುಟಿಬೀಜಕಣ, ಕವಚಕೋಶ, ಬೀಜಕಣ",,,,,,,
,,Cytochrome,,ಕೋಶವರ್ಣ,,,,,,,
,,Cytogamy,,ಕೋಶದ್ರವ್ಯಲಯನ,,,,,,,
,,Cytogenetic,,ಕೋಶಾನುವಂಶಿಕ,,,,,,,
,,Cytogenetics,,ಕೋಶಾನುಂಶಿಕ ಶಾಸ್ತ್ರ,,,,,,,
,,Cytology,,ಕೋಶವಿಜ್ಞಾನ,,,,,,,
,,Cytolytic,,ಕೋಶಲಯನ,,,,,,,
,,Cytomorphosis,,ಕೋಶ ರೂಪಾಂತರ,,,,,,,
,,Cytopathic effect,,ಕೋಶದ ಮೇಲಿನ ರೋಗಕಾರಕ ಪ್ರಭಾವ,,,,,,,
,,Cytoplasm,,ಕೋಶದ್ರವ್ಯ,,,,,,,
,,Cytoplasmic inheritance,,ಕೋಶದ್ರವೀಯ ಅನುವಂಶೀಯತೆ,,,,,,,
,,Cytoplasmic streaming,,ಕೋಶದ್ರವ್ಯ ಹರಿವು,,,,,,,
,,Cytokinesis,,ಕೋಶದ್ರವ್ಯ ವಿಭಜನೆ,,,,,,,
,,Cytosis,,ಕೋಶಸೂತ್ರಣ,,,,,,,
,,Cytostome,,"ಕಣಬಾಯಿ, ಕಣಗಂಡಿ",,,,,,,
,,Dairy Microbiology,,ಹೈನು ಸೂಕ್ಷ್ಮಜೀವಿಶಾಸ್ತ್ರ,,,,,,,
,,Dairy mold,,ಹೈನು ಬೂಷ್ಟು,,,,,,,
,,Dairy products,,ಹೈನು ಉತ್ಪನ್ನಗಳು,,,,,,,
,,Damping off disease,,"ಸಸಿ ಸಾಯುವ ರೋಗ, ಶೈತ್ಯರೋಗ",,,,,,,
,,Damp proof,,ಶೈತ್ಯಾಭೇದ್ಯ,,,,,,,
,,Dark field,,ಕತ್ತಲೆಯ ಕ್ಷೇತ್ರ,,,,,,,
,,Darkfield microscope,,ಕಪ್ಪುಕ್ಷೇತ್ರ ಸೂಕ್ಷ್ಮದರ್ಶಕ,,,,,,,
,,Dark reactivation,,ಕತ್ತಲೆ ಪುನಃಶ್ಚೇತನಗೊಳಿಸುವಿಕೆ,,,,,,,
,,Dark repair,,ಕಪ್ಪುದುರಸ್ತಿ,,,,,,,
,,Dark rinded variety,,ಕಪ್ಪುತೊಗಟೆ ತಳಿ,,,,,,,
,,Daughter nuclei,,ಮರಿಕೇಂದ್ರಕಗಳು,,,,,,,
,,Daughter sets,,ಸಂತಾನಗುಂಪುಗಳು,,,,,,,
,,Dead heart,,ಸುಳಿಬಾಡಿ ಒಣಗು,,,,,,,
,,Deadly disease,,ಮಾರಕ ರೋಗ,,,,,,,
,,Dead materials,,ಮೃತ ವಸ್ತುಗಳು,,,,,,,
,,Dead sea,,ಸಮುದ್ರಾಂತ್ಯ,,,,,,,
,,De-aminate,,ಅಮೈನ್ ಕಳೆತ,,,,,,,
,,De-amination,,"ಅಮೈನ್ ಕಳೆಯುವಿಕೆ, ಡಿಅಮೈನೀಕರಣ",,,,,,,
,,Death phase,,ಮೃತಹಂತ,,,,,,,
,,Deaths head,,ತಲೆಸುಟ್ಟಂತಾಗು,,,,,,,
,,Decarboxylation,,ಡಿಕಾರ್ಬಾಕ್ಸಿಲೀಕರಣ,,,,,,,
,,Decimal reduction time,,ದಶಮಾಂಶ ಕ್ಷೀಣತೆ,,,,,,,
,,Decline phase,,"ಇತಿತಾಯ ಹಂತ, ಇಳಿಮುಖ ಹಂತ",,,,,,,
,,Decolorisation,,"ವರ್ಣರಹಿತಗೊಳಿಸುವಿಕೆ, ನಿರ್ವರ್ಣಗೊಳಿಸುವಿಕೆ",,,,,,,
,,Decomposition of herbicides,,ಮೂಲಿಕೆನಾಶಕಗಳ ವಿಘಟನೆ,,,,,,,
,,Decumbent,,"ಒರಗಿರುವ, ತಲೆಒರಗಿರುವ",,,,,,,
,,Defective prophages,,"ಲೋಪಯುಕ್ತ ಪೂರ್ವ ಫೇಜ್ ಗಳು, ದೋಷಯುಕ್ತ ಪೂರ್ವ ಫೇಜ್ ಗಳು",,,,,,,
,,Defect,,ನ್ಯೂನತೆ,,,,,,,
,,Defective virus,,ದೋಷಪೂರ್ಣ ವೈರಸ್,,,,,,,
,,Deficiencies,,ಕೊರತೆಗಳು,,,,,,,
,,Deflect,,ತಿರುಗಿಸು,,,,,,,
,,Defoliation,,ಎಲೆ ಉದುರುವಿಕೆ,,,,,,,
,,Defrost,,ಮಂಜುಕರಗಿಸುವಿಕೆ,,,,,,,
,,Degeneracy,,ಶಿಥಿಲತೆ,,,,,,,
,,Degenerated peritrichous,,ಅವನತಿ ಹೊಂದಿದ ಮೇಲ್ಮೈ ಕಶಾಂಗ ಜೋಡಣೆ,,,,,,,
,,Degenerate type,,ಅವನತ ಬಗೆ,,,,,,,
,,Degradation,,ವಿಘಟನೆ,,,,,,,
,,Degree of parasitism,,ಪರೋಪಜೀವಿದರ್ಜೆ,,,,,,,
,,Dehydrated,,ನಿರ್ಜಲಗೊಳಿಸಿದ,,,,,,,
,,Dehydrogenation,,"ಜಲಜನಕ ಕಳೆತ, ಜಲಜನಕ ಮುಕ್ತತೆ",,,,,,,
,,Deinfestation,,ಕ್ರಿಮಿಕಾಟ ತಪ್ಪಿಸುವುದು,,,,,,,
,,Delayed enrichment method,,ತಡೆದು ಹೆಚ್ಚಿಸುವಿಕೆ ವಿಧಾನ,,,,,,,
,,Delayed hypersensitivity,,ತಡೆದ ಅತಿ ಸೂಕ್ಷ್ಮತೆ,,,,,,,
,,Deleterious,,"ಹಾನಿಕರ, ಕೆಡಕು ಮಾಡುವ",,,,,,,
,,Deletion,,ತೆಗೆದು ಹಾಕುವುದು,,,,,,,
,,Deliviam,,"ಸನ್ನಿ, ಚಿತ್ತಭ್ರಮೆ",,,,,,,
,,Delusion,,"ಭ್ರಾಂತಿ, ಕಣ್ಣುಗೆಡಿಕೆ, ಕಣ್ಣು ಮರುಳು",,,,,,,
,,Demonstrate,,ಪ್ರದರ್ಶಿಸು,,,,,,,
,,Deoxygenation,,ಆಮ್ಲಜನಕ ಮುಕ್ತತೆ,,,,,,,
,,Denature,,"ಗುಣಕೆಡಿಸು, ವಿರೂಪಗೊಳಿಸು",,,,,,,
,,Denaturation,,ಗುಣಾಪಹರಣ,,,,,,,
,,Denitrification,,"ನಿಸ್ಸಾರಜನಕೀಕರಣ, ನೈಟ್ರೇಟು ವಿಘಟನೆ",,,,,,,
,,Dental caries,,"ಹುಳುಕು ಹಲ್ಲು, ದಂತಕ್ಷಯ",,,,,,,
,,Dental plaque,,ದಂತ ಫಲಕ,,,,,,,
,,Dented,,ಕಚ್ಚು ಮಾಡಿದ,,,,,,,
,,Deodorant,,ದುರ್ಗಂಧ ನಿವಾರಕ,,,,,,,
,,Depth of field,,ಕ್ಷೇತ್ರದ ಆಳ,,,,,,,
,,Derange,,ಅಣಿಗೆಡಿಸು,,,,,,,
,,Derepression,,ನಿರ್ದಮನ,,,,,,,
,,Derivative,,ಉತ್ಪನ್ನ ವಸ್ತು,,,,,,,
,,Dermatitis,,ಚರ್ಮದ ಊತ,,,,,,,
,,Dermato mycosis,,ಚರ್ಮದ ಬೇನೆ (ಚರ್ಮ ಶಿಲೀಂಧ್ರ ರೋಗ),,,,,,,
,,Dermatophyte,,"ಚರ್ಮಜೀಸಸಿ, ಚರ್ಮೋದ್ಬಿದ",,,,,,,
,,Desensitized,,ಕ್ಷಿಪ್ರಗ್ರಾಹಿತ್ಯವನ್ನು ಕಳೆದುಕೊಂಡು,,,,,,,
,,Desiccation,,"ಒಣಗಿಸುವಿಕೆ, ಶುಷ್ಕಗೊಳಿಸುವಿಕೆ",,,,,,,
,,Desiccator,,ತೇವಕಳೆಯುವ ಸಲಕರಣೆ ಶೋಷಕ,,,,,,,
,,Dessert,,ಊಟದನಂತರ ಬಡಿಸುವ ಹಣ್ಣು,,,,,,,
,,Destruction,,ವಿನಾಶ,,,,,,,
,,Destructive distillation,,"ಗಾಳಿತಾಗದ ಬಟ್ಟಿ, ನಾಶಕ ಬಟ್ಟಿ",,,,,,,
,,Detergent,,"ಶುದ್ಧಿಕಾರಕ, ಮಾರ್ಜಕ",,,,,,,
,,Deteriorating,,"ನಶಿಸುತ್ತಿರುವ, ಕ್ಷಯಿಸುತ್ತಿರುವ",,,,,,,
,,Deterioration,,"ಕೀಳಾಗುವಿಕೆ, ಕೆಡುವಿಕೆ",,,,,,,
,,Deterrant,,"ಅನಾಕರ್ಷಣೀಯ, ತಡೆಗಟ್ಟುವ",,,,,,,
,,Devoured,,"ಭಕ್ಷಿಸಿದ, ತಿಂದ",,,,,,,
,,Diagnosis,,ರೋಗನಿರ್ಣಯ,,,,,,,
,,Diagnostic test,,ರೋಗಗುರುತಿಕೆ ಪರೀಕ್ಷೆ,,,,,,,
,,Dialysis,,ಪಾರಪೃಥಕ್ಕರಣ,,,,,,,
,,Dialyzable thermostable substance,,ಪಾರಪೃಥಕ್ಕರಣ ಉಷ್ಣಸ್ಥಿರವಸ್ತು,,,,,,,
,,Diapause,,ನಿಶ್ಚೇಷ್ಟ ಸ್ಥಿತಿಕಾಲ,,,,,,,
,,Diaphragm,,"ಪೊರೆ, ವಪೆ",,,,,,,
,,Diastole,,ಹೃದಯ ವಿಕಸನ,,,,,,,
,,Diatomaceous earth,,ಡೈಆಟೋಮೇಷಿಯಸ್ ಮಣ್ಣು,,,,,,,
,,Dichotomous,,ದ್ವಿಭಾಗಿತ,,,,,,,
,,Dichotomously,,ದ್ವಿಭಾಗವಾಗುವಿಕೆ,,,,,,,
,,Dichotomy,,ದ್ವಿಭಾಗಿತ್ವ,,,,,,,
,,Dicotyledon,,ದ್ವಿದಳ ಸಸ್ಯ,,,,,,,
,,Dieback or Pink disease,,ಸೊರಗುರೋಗ,,,,,,,
,,Dielectric,,ವಿದ್ಯುನ್ನಿರೋಧಕ,,,,,,,
,,Differential stain,,ವಿಭಿನ್ನ ಬಣ್ಣ,,,,,,,
,,Differential staining,,"ವಿಭಿನ್ನ ಕಲೆಗೊಳಿಸುವಿಕೆ, ವಿಭಿನ್ನ ವರ್ಣಗೊಳಿಸುವಿಕೆ, ವಿಭಿನ್ನ ಬಣ್ಣಗೊಳಿಸುವಿಕೆ",,,,,,,
,,Diffusion,,ವಿಸರಣ,,,,,,,
,,Diffusion coefficient,,ವಿಸರಣ ಸಹಗುಣಕ,,,,,,,
,,Diffusion pressure,,ವಿಸರಣ ಒತ್ತಡ,,,,,,,
,,Diffusion zone,,ವಿಸರಣಾ ವಲಯ,,,,,,,
,,Dikaryo phase,,ದ್ವಿಕೇಂದ್ರಕ ಹಂತ,,,,,,,
,,Dilution method,,ತೆಳ್ಳಗಾಗಿಸುವ ವಿಧಾನ,,,,,,,
,,Dilution shake culture,,ತೆಳ್ಳಗಾಗಿಸಿ ಕುಲುಕುವ ಸಾಕಣೆ,,,,,,,
,,Dimerization,,ದ್ವಿಖಂಡತ್ವ,,,,,,,
,,Dimorphic fungi,,ದ್ವಿರೂಪಿ ಶಿಲೀಂಧ್ರ,,,,,,,
,,Dimorphism,,ದ್ವಿರೂಪತೆ,,,,,,,
,,Dinner roll,,ಊಟಮಡಿಕೆ,,,,,,,
,,Dinoflagellates,,ದ್ವಿಕಶಾಂಗಿಗಳು,,,,,,,
,,Dioecious,,ಭಿನ್ನಲಿಂಗಿ,,,,,,,
,,Diphtheria,,"ಗಂಟಲುಮಾರಿ, ಗಂಟಲುಬೇನೆ, ಗಳಚರ್ಮರೋಗ",,,,,,,
,,Diploblastic animal,,ಇಪ್ಪದರದ ಜೀವಿ,,,,,,,
,,Diplodia stain,,ಡಿಪ್ಲೋಡಿಯಾ ಕಲೆ,,,,,,,
,,Diploid,,ದ್ವಿಗುಣಿತ,,,,,,,
,,Diploid bud,,ದ್ವಿಗುಣಿತ ಮೊಗ್ಗು,,,,,,,
,,Diploid generation,,ದ್ವಿಗುಣಿತ ಸಂತತಿ,,,,,,,
,,Diploid nucleus,,ದ್ವಿಗುಣಿತ ಕೇಂದ್ರಕ,,,,,,,
,,Diploid organism,,ದ್ವಿಗುಣಿತ ಜೀವಿ,,,,,,,
,,Diplopod,,ದ್ವಿಪಾದಿ,,,,,,,
,,Diplophase,,ದ್ವಿಗುಣಿತ ಹಂತ,,,,,,,
,,Direct,,"ನಿರ್ದೇಶಿಸು, ನೇರ",,,,,,,
,,Direct microscopic count,,ನೇರ ಸೂಕ್ಷ್ಮದರ್ಶಕೀಯ ಎಣಿಕೆ,,,,,,,
,,Direct transmission,,ನೇರವರ್ಗಾವಣೆ,,,,,,,
,,Disaccharide,,ದ್ವಿಸ್ಯಾಕ್ಕರೈಡ್,,,,,,,
,,Discharge nozzle,,ದ್ರವ ಹೊರಡಿಸುವ ಸೂಸುಬಾಯಿ,,,,,,,
,,Discharge opening,,ಹರಿತದ ಬಾಯಿ,,,,,,,
,,Discolor,,ಬಣ್ಣ ಬದಲಾಯಿಸು,,,,,,,
,,Discover,,ಕಂಡುಹಿಡಿಯುವಿಕೆ,,,,,,,
,,Disease endurance,,ರೋಗಸಹಿಷ್ಣುತೆ,,,,,,,
,,Disease entity,,ರೋಗ ಅಸ್ತಿತ್ವ,,,,,,,
,,Disease forecasting,,ರೋಗ ಮುನ್ಸೂಚನೆ,,,,,,,
,,Disease producer,,ರೋಗೋತ್ಪಾದಕ,,,,,,,
,,Disfiguration,,ವಿಕಾರ,,,,,,,
,,Disinfectant,,"ಕ್ರಿಮಿನಾಶಕ, ಸೋಂಕುನಿವಾರಕ",,,,,,,
,,Disinfection,,ಸೋಂಕುನಾಶಕ,,,,,,,
,,Disinfestation,,ಪೀಡನೆರಹಿತ,,,,,,,
,,Disintegration,,"ವಿಘಟನೆ, ಅವನತಿ ಹೊಂದುವಿಕೆ",,,,,,,
,,Dismutation,,"ಪೂರ್ತಿ ಬದಲಾವಣೆ, ಮಾರ್ಪಾಡು",,,,,,,
,,Dispensable cell functions,,ವರ್ಜನಸಾಧ್ಯ ಕೋಶಕಾರ್ಯಗಳು,,,,,,,
,,Dispersion,,ಹರಡಿರುವಿಕೆ,,,,,,,
,,Displace,,ಪಲ್ಲಟ,,,,,,,
,,Dissect,,"ವಿಚ್ಛೇದಿಸು, ಛೇದಿಸು",,,,,,,
,,Dissimilate,,ಅಸಮತೆಯನ್ನುಂಟುಮಾಡುವ,,,,,,,
,,Dissimilation,,ರಕ್ತಗತವಾಗದಿರುವಿಕೆ,,,,,,,
,,Dissimilatory,,"ಬೇರೆ ಬೇರೆ ಮಾಡುವ, ರಕ್ತಗತವಾಗದಿರುವ, ಭಿನ್ನಮಾಡು",,,,,,,
,,Dissociation,,"ಪೃಥಕ್ಕರಣ ವಿಯೋಗ, ವಿಯೋಜನ",,,,,,,
,,Dissolve,,ಕರಗು,,,,,,,
,,Distant,,ದೂರದಲ್ಲಿರುವ,,,,,,,
,,Distension,,ಉಬ್ಬುವಿಕೆ,,,,,,,
,,Distil,,ಬಟ್ಟಿ ಇಳಿಸು,,,,,,,
,,Distillation,,ಬಟ್ಟಿ ಇಳಿಸುವಿಕೆ,,,,,,,
,,Distortion,,ರೂಪವಿಕಾರ,,,,,,,
,,Divergence,,"ದಿಕ್ಚುತಿ, ಅಪಸರಣ",,,,,,,
,,Diversity,,ವೈವಿಧ್ಯತೆ,,,,,,,
,,Division cycle,,ವಿಭಜನಾ ಚಕ್ರ,,,,,,,
,,Dodder latent mosaic,,ಡಾಡರ್ ಸಸ್ಯಗುಪ್ತಮಚ್ಚೆರೋಗ,,,,,,,
,,Domestic sewer,,ಗೃಹೋಪಯೋಗಿ ಒಳಚರಂಡಿ,,,,,,,
,,Dominant gene,,ಪ್ರಬಲ ವಂಶವಾಹಿ,,,,,,,
,,Donor cell,,ದಾತಕೋಶ,,,,,,,
,,Dormant spray,,ಸುಪ್ತಸಿಂಪರಣೆ,,,,,,,
,,Dormant stage,,ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,
,,Dorsol lobe,,ಬೆನ್ನಮೇಲಿನ ಹಾಲೆ,,,,,,,
,,Dorsal surface,,"ಉರ್ಧ್ವಭಾಗ, ಮೇಲ್ಭಾಗ",,,,,,,
,,Dosage,,ಔಷಧ ಪ್ರಮಾಣ,,,,,,,
,,Dose mortality curve,,ಮಾರಕತ್ವ ಪರಿಮಾಣ ರೇಖೆ,,,,,,,
,,Double helix,,ದ್ವೈಸುರುಳಿ,,,,,,,
,,Double lens,,ದ್ವಿಮಸೂರ,,,,,,,
,,Double shape,,ಕಡಲೆಕಾಯಿ ಆಕಾರ,,,,,,,
,,Double code,,ಜೋಡಿ ಸಂಕೇತ,,,,,,,
,,Doubling time,,ದ್ವಿಗುಣಿತ ಕಾಲ,,,,,,,
,,Dough,,"ಕಣಕ, ಹುದುಗುಹಿಟ್ಟು",,,,,,,
,,Downy mildew,,"ಬೂಜುರೋಗ, ಕೇದಗೆ ರೋಗ",,,,,,,
,,Draft,,"ಮಟ್ಣದ ಗುರ್ತುಮಾಡು, ಸಹಾಯಕ ದಳ",,,,,,,
,,Drainage,,ಬಸಿಗಾಲುವೆ,,,,,,,
,,Drastic,,"ಚುರುಕಾದ, ಕಟುವಾದ",,,,,,,
,,Drier,,ಶೋಷಕ ಯಂತ್ರ,,,,,,,
,,Drift,,ಗಾಳಿಹೊಡೆದುಕೊಂಡು ಬರುವುದು,,,,,,,
,,Droop,,ಜೋಲು ಹಾಕು,,,,,,,
,,Droplet,,ಕಿರುಹನಿ,,,,,,,
,,Droplet infection,,ಹನಿಗಳ ಸೋಂಕು,,,,,,,
,,Droplet size,,ತುಂತುರು (ಹನಿ) ಗಾತ್ರ,,,,,,,
,,Drought,,ಶುಷ್ಕತೆ,,,,,,,
,,Drought microbial resistance,,ಶುಷ್ಕ ಸೂಕ್ಷ್ಮ ಜೀವಿ ಪ್ರತಿರೋಧಕತೆ,,,,,,,
,,Drug resistance,,ಔಷಧ ಪ್ರತಿರೋಧಕತೆ,,,,,,,
,,Drug therapy,,ಔಷಧ ಚಿಕಿತ್ಸೆ,,,,,,,
,,Drying unit,,ಶುಷ್ಕ ಸಾಧನ,,,,,,,
,,Dry rot,,ಒಣ ಕೊಳೆ ರೋಗ,,,,,,,
,,Duel culture,,ದ್ವಂದ್ವಸಾಕಣೆ,,,,,,,
,,Duplex,,ದ್ವಿಸುರುಳಿ,,,,,,,
,,Dye,,ಬಣ್ಣ,,,,,,,
,,Early proteins,,ಮೊದಲಿನ ಪ್ರೊಟೀನುಗಳು,,,,,,,
,,Ear-cockle disease,,ಕಿವಿಸುರುಟು ರೋಗ,,,,,,,
,,Echinoderms,,ಕಂಟಕಚರ್ಮಿಗಳು,,,,,,,
,,Echinulate,,ಲಘುಕಂಟಕಿ,,,,,,,
,,Echinulation,,ಲಘುಕಂಟಕತೆ,,,,,,,
,,Ecological control,,ಜೀವಿಪರಿಸರ ಹತೋಟಿ,,,,,,,
,,Ecological factor,,ಜೀವಿ ಪರಿಸರ ಘಟಕ,,,,,,,
,,Ecological improtance,,ಜೀವಿಪರಿಸರ ಪ್ರಾಮುಖ್ಯತೆ,,,,,,,
,,Ecological niches,,"ಆವರಣ ಸ್ಥಾನ, ಜೀವಿಪರಿಸರ ಸ್ಥಾನ",,,,,,,
,,Ecological outlook,,ಜೀವಿಪರಿಸರ ದೃಷ್ಟಿ,,,,,,,
,,Ecology,,ಜೀವಿಪರಿಸರಶಾಸ್ತ್ರ,,,,,,,
,,Ecosystem,,ಪರಿಸರ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Ectohormone,,ಬಾಹ್ಯ ಚೋದಕ,,,,,,,
,,Ectoparasite,,ಬಾಹ್ಯ ಪರಾವಲಂಬಿ,,,,,,,
,,Ectosymbiosis,,ಬಾಹ್ಯ ಸಹಜೀವನ,,,,,,,
,,Ectotrophic,,ಬಾಹ್ಯ ಪೋಷಿತ,,,,,,,
,,Edaphic,,ಸಸ್ಯಾಧಾರ ಮಣ್ಣು,,,,,,,
,,Edaphosphere,,ಮಣ್ಣುವಲಯ,,,,,,,
,,Effective pesticide,,ಪರಿಣಾಮಕಾರಿ ಪೀಡೆನಾಶಕ,,,,,,,
,,Effector system,,ಕಾರ್ಯಕಾರಿ ವ್ಯೂಹ,,,,,,,
,,Efferent duct,,ಬಹಿರ್ವಾಹಿ ನಾಳ,,,,,,,
,,Efficacy,,ಸಫಲತ್ವ,,,,,,,
,,Effluent,,"ಹೊರಹರಿಯುವ, ಬಹಿರ್ವಾಹಿ",,,,,,,
,,Egestion,,ಹಿಕ್ಕೆಯಾಗುವಿಕೆ,,,,,,,
,,Egg plant,,ಬದನೆಗಿಡ,,,,,,,
,,Elective culture method,,ಆಯ್ಕೆ ಸಾಕಣೆ ವಿಧಾನ,,,,,,,
,,Electrical conductivity,,ವಿದ್ಯುದ್ವಾಹಕತ್ವ,,,,,,,
,,Electrode,,ವಿದ್ಯುಧ್ರುವ,,,,,,,
,,Electromagnetic,,"ವಿದ್ಯುತ್ಕಾಂತೀಯ, ವಿದ್ಯುತ್ ಅಯಸ್ಕಾಂತೀಯ",,,,,,,
,,Electromagnetic spectrum,,ವಿದ್ಯುತ್ ಅಯಸ್ಕಾಂತ ವರ್ಣಪಟಲ,,,,,,,
,,Electro micrograph,,ವಿದ್ಯುನ್ಮಾನ ಸೂಕ್ಷ್ಮರೇಖಾಚಿತ್ರ,,,,,,,
,,Electron,,ವಿದ್ಯುನ್ಮಾನ,,,,,,,
,,Electron acceptor,,"ವಿದ್ಯುತ್ಕಣ ಸ್ವೀಕಾರಕ, ಋಣಕಣ ಗ್ರಾಹಕ, ವಿದ್ಯುನ್ಮಾನ ಸ್ವೀಕಾರಕ",,,,,,,
,,Electron cell counter,,ವಿದ್ಯುನ್ಮಾನ ಕೋಶ ಎಣಿಕೆಕಾರಕ,,,,,,,
,,Electron donor,,"ಋಣಕಣದಾತ, ವಿದ್ಯುನ್ಮಾನದಾನಿ",,,,,,,
,,Electron micrograph,,"ಋಣಕಣ, ಸೂಕ್ಷ್ಮಚಿತ್ರ",,,,,,,
,,Electron transport chain,,ವಿದ್ಯುತ್ ಸಾಗಣೆ ಸರಪಳಿ,,,,,,,
