ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Disciform,ತಟ್ಟೆಯಾಕಾರದ,,,,,,,,,
,Disc-plough,ತಟ್ಟೆನೇಗಿಲು,,,,,,,,,
,Disc-ridger,ಚಕ್ರದಿಂಡುಕ,,,,,,,,,
,Disease,ರೋಗ; ಕಾಯಿಲೆ; ವ್ಯಾಧಿ,,,,,,,,,
,Disease carrier vector,ರೋಗವಾಹಕ ಕೀಟ,,,,,,,,,
,Disease control,ರೋಗ ನಿಯಂತ್ರಣ,,,,,,,,,
,Disease cycle,ರೋಗ ಚಕ್ರ,,,,,,,,,
,Disease terms,ರೋಗಾಣು; ರೋಗಕಾರಕ ಜೀವಿ,,,,,,,,,
,Disease outbreak,ರೋಗ ತಲೆದೋರಿಕೆ,,,,,,,,,
,Disease producing bacteria,ರೋಗಕಾರಕ ದಂಡಾಣು,,,,,,,,,
,Disease resistant variety,ರೋಗನಿರೋಧಕ ತಳಿ,,,,,,,,,
,Disinfectant,ಸೋ೦ಕುನಿವಾರಕ,,,,,,,,,
,Disinfest,ಬಾಧೆ ನಿವಾರಿಸು,,,,,,,,,
,Disintegration,ಒಡೆತ; ವಿಘಟನೆ,,,,,,,,,
,Disjunction,ವಿಯೋಜನ; ಬೇರ್ಪಡಿಸುವಿಕೆ,,,,,,,,,
,Disorder,1. ಅವ್ಯವಸ್ಥೆ; ಅಶಾಂತಿ 2. ಅಸಹಜಸ್ಥಿತಿ 3. ರೋಗ,,,,,,,,,
,Dispersed soil,ಚದುರು ಮಣ್ಣು,,,,,,,,,
,Dispersing agent,ಪ್ರಸರಣಕಾರಕ,,,,,,,,,
,Disroot,ಬೇರುಸಹಿತ ಕಿತ್ತು ಹಾಕು; ಬುಡಮಟ್ಟ ಕೀಳು,,,,,,,,,
,Dissection,ವಿಚ್ಛೇದನ; ಕತ್ತರಿಸುವಿಕೆ,,,,,,,,,
,Dissemination,1. ಪ್ರಸರಣೆ 2. ಬಿತ್ತನೆ 3. ಪ್ರಚಾರ,,,,,,,,,
,Distal,1. ಕೊನೆಯಲ್ಲಿರುವ 2. ಅಂಚಿನಲ್ಲಿರುವ,,,,,,,,,
,Distichous leaf,ಎರಡು ಸಾಲು ಜೋಡಡೆಯುಳ್ಳ ಎಲೆ,,,,,,,,,
,Distillation still,ಭಟ್ಟಿ ಸಲಕರಣೆ,,,,,,,,,
,Distilled water,ಭಟ್ಟಿ ಇಳಿಸಿದ ನೀರು,,,,,,,,,
,Distillery waste,ಭಟ್ಟಿಶೇಷ (ಗೊಬ್ಬರ),,,,,,,,,
,Distributive market,ವಿತರಕ ಮಾರುಕಟ್ಟೆ,,,,,,,,,
,Disturbed profile,ಕದಡಿದ ಪಾರ್ಶ್ವದೃಶ್ಯ; ಸಸ್ಯಾದಿಗಳು ಬೇರು ಬಿಡುವುದರಿಂದ ಹಾಗೂ ಸಾಗುವಳಿಯಿಂದ ಕದಡಿದ ಮಣ್ಣು ಪದರುಗಳ ಪಾರ್ಶ್ವಚಿತ್ರ,,,,,,,,,
,Disulphate,ಡೈಸಲ್ಫೇಟ್‌; ಗಂಧಕ ಸಂಯುಕ್ತ,,,,,,,,,
,Disulphide,ಡೈಸಲ್ಫೈಡ್‌; ಗಂಧಕ ಸಂಯುಕ್ತ,,,,,,,,,
,Ditch,1. ಕಾಲುವೆ; ಚರಂಡಿ 2. ನೀರುಗುಂಡಿ 3. ಕಂದಕ,,,,,,,,,
,Diurnal flower,ಹಗಲರಳುವ ಹೂವು; ಹಗಲರಳಿ ಇರುಳು ಮುದುಡುವ ಹೂವು,,,,,,,,,
,Divalence,ದ್ವಿಸಂಯೋಜನಶಕ್ತಿ,,,,,,,,,
,Divaricate,ವಿಶಾಲವಾಗಿ ಹರಡಿಕೊಳ್ಳುವ,,,,,,,,,
,Divergent,ವಿಮುಖವಾದ,,,,,,,,,
,Diverified farming,ವೈವಿದ್ಯಪೂರ್ಣಕೃಷಿ,,,,,,,,,
,Diversion box,(ನೀರಾವರಿಯಲ್ಲಿ) ನೀರಿನ ದಿಕ್ಕು ಬದಲಿಸುವ ಪೆಟ್ಟಿಗೆ,,,,,,,,,
,Diversion chamber,(ನೀರಾವರಿಯಲ್ಲಿ) ನೀರಿನ ದಿಕ್ಕು ಬದಲಿಸುವ ಕೋಣೆ,,,,,,,,,
,Diversion channel,ಅಡ್ಡಕಾಲುವೆ; ಬೆಟ್ಟಗುಡ್ಡಗಳಲ್ಲಿ ಬಿದ್ದ ಮಳೆಯ ನೀರು ರಭಸದಿಂದ ಹರಿದು ಹೋಗದಂತೆ ಹಾಗೂ ಮಣ್ಣು ಸವಕಳಿಯಾಗದಂತೆ ಅಡ್ಡಲಾಗಿ ತೋಡಿದ ಕಾಲುವೆ,,,,,,,,,
,Diversion dam,"ಅಡ್ಡಕಟ್ಟೆ, ನೀರಿನ ದಿಕ್ಕು ಬದಲಿಸುವ ಅಣೆಕಟ್ಟು",,,,,,,,,
,Diversion ditch,ಅಡ್ಡ ಚರಂಡಿ;ನೀರಿನ ದಿಕ್ಕು ಬದಲಿಸಲು ತೋಡಿದ ಅಡ್ಡ ಚರಂಡಿ,,,,,,,,,
,Diversion terrace,ಅಡ್ಡಮೆಟ್ಟಿಲು ದಿಬ್ಬ; ಇಳಿಜಾರು ಪ್ರದೇಶದಲ್ಲಿ ಬಿದ್ದ ಮಳೆಯ ನೀರು ರಭಸದಿಂದ ಹರಿಯದಂತೆ ತಡೆಯಲು ಅಡ್ಡಲಾಗಿ ನಿರ್ಮಿಸುವ ಮೆಟ್ಟಲು ದಿಬ್ಬ,,,,,,,,,
,Diversity of plants,ಸಸ್ಯಗಳ ವೈವಿಧ್ಯ; ಹವಾಗುಣ ಬದಲಾವಣೆಯಿಂದ ಬಹುತೇಕ ಸಸ್ಯಗಳಲ್ಲಿ ಆಗುವ ವೈವಿಧ್ಯ,,,,,,,,,
,Dodders,ಡಾಡರ್ಸ್‌; ಒಂದು ಬಗೆಯ ಪರಾವಲಂಬಿ ಸಸ್ಯ,,,,,,,,,
,Dolichos lablab,"ಅವರೆ (ಬಳ್ಳಿ, ಕಾಯಿ)",,,,,,,,,
,Dolomite,ಡೊಲೋಮೈಟ್‌; ಸುಣ್ಣ ಮತ್ತು ಮೆಗ್ನೀಶಿಯದ ಯುಗ್ಮ ಕಾರ್ಬೊನೇಟಿನ ಒಂದು ಬಗೆಯ ಶಿಲೆ,,,,,,,,,
,Dolomitic limestone,ಡೊಲೋಮೈಟ್‌ ಸುಣ್ಣದ ಕಲ್ಲು,,,,,,,,,
,Domesticated plant,ಬೆಳಸಿದ ಸಸ್ಯ,,,,,,,,,
,Dominant,ಡಾಮಿನಂಟ್‌; 7. ಪ್ರಭಾವಿ; (ಜೀನಿನ ವಿಷಯದಲ್ಲಿ. ) ವಿರುದ್ಧ ಲಕ್ಷಣಗಳಿಗೆ ಕಾರಣವಾದ ಎರಡು. ಜೇನುಗಳಲ್ಲಿ ಮೇಲುಗೈಯಾಗಿರುವ 2. ಪ್ರಭಾವಿ ಜೇನಿನ ಗುಣ ಯಾ ಆ ಜೇನುಳ್ಳ ಜೀವಿ 3. ಎತ್ತರವಾಗಿ ಬೆಳೆದಿರುವ ಕಾಡುಮರ,,,,,,,,,
,Dona planting,ದೊನ್ನೆ ನಾಟ,,,,,,,,,
,Dormancy,ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,,,
,Dormant bud,ಸುಪ್ತ ಮೊಗ್ಗು,,,,,,,,,
,Dorsal,ಮೇಲ್ಮುಖದ,,,,,,,,,
,Dose,ಡೋಜ್‌: 1. ಪ್ರಮಾಣ 2. ಮಾತ್ರೆ,,,,,,,,,
,Double cropping,ಎರಡು ಬೆಳೆ ತೆಗೆಯುವುದು,,,,,,,,,
,Double-crossing,ದ್ವಿಸಂಕರಣೆ,,,,,,,,,
,Double fertilisation,ಜೋಡಿಗರ್ಭಾಧಾನ / ಗರ್ಭಾಂಕುರ,,,,,,,,,
,Double roller gin,ಎರಡುರುಳೆ ಜಿನ್‌ ಯಂತ್ರ; ಹತ್ತಿಯಿಂದ ಬೀಜ ಬೇರ್ಪಡಿಸುವ ಯಂತ್ರ,,,,,,,,,
,Double salt,ದ್ವಿಲವಣ,,,,,,,,,
,Double transplantation-system,ಎರಡು ನಾಟಿ ಪದ್ಧತಿ; ದೀರ್ಘಾವಧಿ ಭತ್ತದ ತಳಿಯನ್ನು ಎರಡು ಸಾರಿ ಸಸಿಮಡಿಯಲ್ಲಿ ಬೆಳಸಿ ನಾಟಿ ಮಾಡುವುದು,,,,,,,,,
,Dough stage,ಕಣಕ ಸ್ಥಿತಿ,,,,,,,,,
,Downy-mildew,ತುಪ್ಪುಳ ಬೂಜುರೋಗ,,,,,,,,,
,Dowsing rod,1. ಅ೦ತರ್ಜಲಶೋಧಕ ಕವಲುಗೋಲು 2. ಖನಿಜಶೋಧಕ ಕವಲುಗೋಲು,,,,,,,,,
,Drag harrow,ಹೆಗ್ಗುಂಟೆ; ಎಳೆಗುಂಟೆ,,,,,,,,,
,Dragon fly,ಕೊಡತಿ ಹುಳು,,,,,,,,,
,Drain,ಬಸಿಗಾಲುವೆ; ಚರಂಡಿ,,,,,,,,,
,Drainage,1.ನೀರು ಬಸಿತ 2. ಬಸಿಗಾಲುವೆ / ಚರಂಡಿ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Drainage coefficient,ನೀರುಬಸಿತ ಸಹಪ್ರಮಾಣ,,,,,,,,,
,Drainage modulus,,,,,,,Drainage coefficient,,,
,Drainage terrace,ಬಸಿಗಾಲುವೆ ಮೆಟ್ಟಲುದಿಬ್ಬ,,,,,,,,,
,Drainage water,ಬಸಿನೀರು,,,,,,,,,
,Drain tile,ಬಸಿಹೆಂಚು,,,,,,,,,
,Draught breed,(ಭಾರ) ಎಳೆಯುವ ಎತ್ತಿನ ತಳಿ,,,,,,,,,
,Draw-down,ತಾತ್ಕಾ ಲಿಕ ನೀರು ಮಟ್ಟ ಇಳಿತ; ಬಾವಿಯಿಂದ ನೀರೆತ್ತಿದಾಗ ತಾತ್ಕಾಲಿಕವಾಗಿ ನೀರಿನ ಮಟ್ಟ ಇಳಿಯುವುದು,,,,,,,,,
,Draw-well,ಸೇದುಬಾವಿ,,,,,,,,,
,Dredge,1. ಹೂಳೆತ್ತು 2. ಹೂಳೆತ್ತುಯಂತ್ರ,,,,,,,,,
,Dressing,ಡ್ರೆಸಿಂಗ್‌: 1. (ಗಿಡಕ್ಕೆ) ಗೊಬ್ಬರ ಹಾಕುವುದು 2.ಶಿಲೀಂಧ್ರನಾಶಕದಿಂದ ಬೀಜೋಪಚಾರಮಾಡುವುದು,,,,,,,,,
,Dried blood,1. ಒಣರಕ್ತ 2. ರಕ್ತಗೊಬ್ಬರ,,,,,,,,,
,Dnftsprayer,,,,,,,Mist sprayer,,,
,Drill,ಡ್ರಿಲ್‌: 1. ರಂಧ್ರಕೊರೆ 2. ಸಾಲಾಗಿ ಗಿಡನೆಡು 3. ನೇಗಿಲ ಸಾಲಿನಲ್ಲಿ ಬಿತ್ತು 4. ಬೈರಿಗೆ 5. ಕೂರಿಗೆ 6. (ನೇಗಿಲ ಸಾಲುಗಳಲ್ಲಿ ನೆಟ್ಟ) ಸಸಿಗಳ ಸಾಲು,,,,,,,,,
,Drill sowing,ಕೂರಿಗೆ ಬಿತ್ತನೆ; ಸಾಲು ಬಿತ್ತನೆ,,,,,,,,,
,Drip of a tree,ಮಳೆಹನಿ ವಿಶೇಷವಾಗಿ ಹರಿದು ಬರುವ ಮರದ ಪರಿಧಿ,,,,,,,,,
,Drizzling,ತುಂತುರುಮಳೆ ಬೀಳುವುದು,,,,,,,,,
,Drooping plant,ಸೊರಗಿದ ಗಿಡ,,,,,,,,,
,Drought,ಬರ; ಕ್ಷಾಮ; ಅನಾವೃಷ್ಟಿ,,,,,,,,,
,Drumstick,ನುಗ್ಗೆಕಾಯಿ,,,,,,,,,
,Drupaceous,ಓಟಿ ಫಲದ,,,,,,,,,
,Drupe,ಓಟಿಫಲ,,,,,,,,,
,Dryad,ಡ್ರಾಯಡ್‌; ನೆರಳು ಸಸ್ಯ; ಮರಚಲು ಸಸ್ಯ,,,,,,,,,
,Dry aggregate,ಒಣ ಹೆಂಟೆ; ಜರಡಿ ಹಿಡಿದಾಗ ಒಡೆಯದ ಮಣ್ಣು ಹೆಂಟೆ,,,,,,,,,
,Dry basis,ಶುಷ್ಕಾಧಾರ ವಿಶ್ಲೇಷಿತ ರಸಗೊಬ್ಬರ ಯಾ ಆಹಾರ,,,,,,,,,
,Dry cell battery,ಶುಷ್ಕಕೋಶಬ್ಯಾಟರಿ,,,,,,,,,
,Dry climate,ಒಣ ಹವೆ,,,,,,,,,
,Dry farming,ಒಣ ಬೇಸಾಯ,,,,,,,,,
,Drying,1. ಒಣಗುವುದು 2. ಒಣಗಿಸುವುದು,,,,,,,,,
,Dry land,ಒಣಭೂಮಿ; ಖುಷ್ಕಿಜಮೀನು,,,,,,,,,
,Dry land farming,,,,,,,Dry Farming,,,
,Dry matter,ಒಣ / ಶುಷ್ಕ ಪದಾರ್ಥ,,,,,,,,,
,Dry season,ಒಣ ಹಂಗಾಮು; ಶುಷ್ಕ ಋತು,,,,,,,,,
,Dry spell,ಶುಷ್ಕ ಅವಧಿ,,,,,,,,,
,Dry tract,ಶುಷ್ಕ ಪ್ರದೇಶ,,,,,,,,,
,Dry weight,ಒಣತೂಕ,,,,,,,,,
,Duck weed,ತೇಲುವ ಜರಿಕಳೆ,,,,,,,,,
,Duct,1. ಕೊಳವೆ; ಕಾಲುವೆ 2. ಸಸ್ಯನಾಳ,,,,,,,,,
,Dumetose,ಪೊದೆಯಾಕಾರದ,,,,,,,,,
,Dung,1. ಲದ್ದಿ; ಸಗಣಿ; ತೊಪ್ಪೆ; ಹೆಂಡೆ; ಹಿಕ್ಕೆ 2. ಗೊಬ್ಬರ,,,,,,,,,
,Dung—beetle,ಸಗಣಿ ಜೀರುಂಡೆ,,,,,,,,,
,Dung-fork,ಗೊಬ್ಬರ ಹರಡುವ ಹಲುಬೆಗೋಲು,,,,,,,,,
,Dunghill,ಸಗಣಿ ಗುಡ್ಡೆ,,,,,,,,,
,Duplicate genes,ಪ್ರತಿರೂಪ ವಂಶವಾಹಿಗಳು; ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ವಂಶವಾಹಿಗಳು ಜೋಡಣೆಯಾಗಿರುವ ಸಜಾತಿಯ ವರ್ಣತಂತುಗಳ ಪ್ರತಿರೂಪ,,,,,,,,,
,Durra,ಡುರಾ; ಒ೦ದು ಜಾತಿಯ ಜೋಳ,,,,,,,,,
,Durum wheat,ಸೇವಗೆ ಗೋದಿ,,,,,,,,,
,Dusky cotton bug (Oxycarenus laetus),ಹತ್ತಿಯ ಮಾಸಲು ಬಣ್ಣದ ತಿಗಣೆ,,,,,,,,,
,Duster,1. ಹುಡಿ ಸಿಂಪಡಕ ಸಲಕರಣೆ 2. ಹುಡಿ ಸಿಂಪಡಿಸುವವನು,,,,,,,,,
,Duster-cum-sprayer,ಉದುರಿಸುವ ಹಾಗು ಸಿಂಪಡಿಸುವ ಸಾಧನ,,,,,,,,,
,Dusting,ಹುಡಿ ಸಿಂಪರಣೆ,,,,,,,,,
,Dust mulch,ಹುಡಿ ಮೇಲ್ಮಣ್ಣು,,,,,,,,,
,Duty of water,1. ನೀರು ಬಳಕೆ ಪ್ರಮಾಣ 2. ನೀರು ಪೂರೈಕೆ ಪ್ರಮಾಣ,,,,,,,,,
,Dwarfing,ಕುಬ್ಜವಾಗುವಿಕೆ,,,,,,,,,
,Dwarf wheat,ಗಿಡ್ಡ ಗೋಧಿ,,,,,,,,,
,Dyke,ಏರಿ; ಒಡ್ಡು,,,,,,,,,
,Dynamite,ಸಿಡಿಮದ್ದು,,,,,,,,,
,Ear,1. ಕಿವಿ 2. ತೆನೆ 3. ಹೊಡೆ,,,,,,,,,
,Earhead,1. ತೆನೆ 2. ಹೊಡೆ,,,,,,,,,
,Earhead bug,ತೆನೆ ತಿಗಣೆ,,,,,,,,,
,Ear leaf,ಮೊಳೆಕೆ ಎಲೆ; ಸಸ್ಯದ ಮೊಳಕೆಯಲ್ಲಿ ಕಾಣಬರುವ ಮೊಟ್ಟಮೊದಲ ಎಲೆ,,,,,,,,,
,Early blight,ಅರ್ಲಿ ಬ್ಲೈಟ್‌; ಎಳೆಸಸ್ಯ ಬ್ಲೈಟ್‌ ರೋಗ; ಎಳೆತನದಲ್ಲೇ ಬರುವ ಬ್ಲೈಟ್‌ ಸಸ್ಯರೋಗ,,,,,,,,,
,Early maturing Variety -,ಬೇಗ ಬಲಿಯುವ ತಳಿ,,,,,,,,,
,Early senescence,ಹೊತ್ತಿಗೆ ಮುಂಚೆ ಮುಪ್ಪಾಗುವಿಕೆ,,,,,,,,,
,Earmark,1. ಮೀಸಲಿಡು; ತೆಗೆದಿಡು 2. ಕಿವಿಗುರುತು,,,,,,,,,
,Ear rot,ತೆನೆ ಕೊಳೆರೋಗ,,,,,,,,,
,Ear stage,ತೆನೆ ಹಂತ,,,,,,,,,
,Earth,1. ಭೂಮಿ 2. ಮಣ್ಣು,,,,,,,,,
,Earth channel,ಮಣ್ಣುನಾಲೆ,,,,,,,,,
,Earthing up,ಮಣ್ಟೇರಿಸುವುದು,,,,,,,,,
,Earthnut,1. ಕಪ್ಪುಸೋಂಪು; ಒಂದು ಗೆಡ್ಡೆ ಜಾತಿಯ ಗಿಡ 2. ನೆಲಗಡಲೆ,,,,,,,,,
,Earthwork,ಮಣ್ಣುಗೆಲಸ,,,,,,,,,
,Earthworm,ಎರೆಹುಳು,,,,,,,,,
,Ebracteate,ಪುಷ್ಪಪತ್ರಕರಹಿತ,,,,,,,,,
,Ecesis,ಪರಿಸರಹೊಂದಾಣಿಕೆ,,,,,,,,,
,Echinate,ಮುಳ್ಳಿರುವ,,,,,,,,,
,Ecoclimatic adaptation,ಪರಿಸರ ವಾಯುಗುಣ ಹೊಂದಾಣಿಕೆ,,,,,,,,,
,Ecology,ಜೀವಪರಿಸರವಿಜ್ಞಾನ,,,,,,,,,
,Economic botany,ಆರ್ಥಿಕ ಸಸ್ಯವಿಜ್ಞಾನ,,,,,,,,,
,Economic crops,ಆರ್ಥಿಕ ಬೆಳೆಗಳು,,,,,,,,,
,Economic entomology,ಆರ್ಥಿಕ ಕೀಟ ವಿಜ್ಞಾನ,,,,,,,,,
,Economic poisons,ಆರ್ಥಿಕ ಪಾಷಾಣಗಳು; ಕೀಟನಾಶಕ ಹಾಗೂ ರೋಗನಾಶಕಗಳು,,,,,,,,,
,Ecosystem,ಜೀವ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Ecotype,ನಿರ್ದಿಷ್ಟ ಪರಿಸರಜನ್ಯ ಸಸ್ಯ ಪರಿವರ್ತನೆ,,,,,,,,,
,Ecotogeny,ಬಾಹ್ಯಜನಿ; ಹೊರಗೆ ಹುಟ್ಟುವ,,,,,,,,,
,Ectophyte,ಬಾಹ್ಯಪರಾವಲಂಬಿ ಸಸ್ಯ,,,,,,,,,
,Ectoplasm,(ಜೀವಕೋಶ) ಹೊರದ್ರವ್ಯ,,,,,,,,,
,Ectotrophic,ಬೇರುಮೇಲ್ಮೈ ಪರಾವಲಂಬಿ ಶಿಲೀಂಧ್ರ,,,,,,,,,
,Ectotrphic mycorthiza,ಹೊರಪೋಷಿತ ಶಿಲೀಂಧ್ರಬೇರು,,,,,,,,,
,Edaphic,1. ಮಣ್ಣಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಮಣ್ಣಿನಿಂದ ಪ್ರಭಾವಿತವಾದ,,,,,,,,,
,EDB (ethylene dibromide) ampule,ಇಡಿಬಿ (ಇಥಲೀನ್‌ ಡೈಬ್ರೊಮಾಯಿಡ್‌) ಆಂಪ್ಯೂಲ್‌; ಒಂದು ಉಗ್ರಾಣ ಕೀಟನಾಶಕ,,,,,,,,,
,EDCT (ethylene dichloride and carbon tetrachloride),ಇಡಿಸಿಟಿ; ಇತಲೀನ್‌ ಡೈಕ್ಲೋರೈಡ್‌ ಮತ್ತು ಕಾರ್ಬನ್‌ ಟೆಟ್ರಾಕ್ಲೋರೈಡ್‌ ಮಿಶ್ರಣ; ಒಂದು ವಿಷಧೂಪಕ,,,,,,,,,
,Edible oil,ಖಾದ್ಯತೈಲ; ಅಡಿಗೆ ಎಣ್ಣೆ,,,,,,,,,
,Eel-worm disease,ತಂತು ಹುಳುರೋಗ; ಬೇರುಗಂಟು ರೋಗ,,,,,,,,,
,Effervescence,1. ಗುಳ್ಳೆ ಏಳುವಿಕೆ 2. ಉಕ್ಕೇರುವಿಕೆ,,,,,,,,,
,Effloresce,1. ಹೂವಾಗು 2. ನೀರು ಕಳೆದುಕೊಂಡು ಪುಡಿಪುಡಿಯಾಗು 3.ಹರಳುಗಟ್ಟು 4. ಉಪ್ಪೇಳು,,,,,,,,,
,Efflorescence,1. ಹೂವಾಗುವ ಅವಧಿ ಅಥವಾ ಸ್ಥಿತಿ 2. ನೀರು ಕಳೆದುಕೊಂಡು ಪುಡಿಪುಡಿಯಾಗುವಿಕೆ 3. ಹರಳುಗಟ್ಟುವಿಕೆ 4. ಉಪ್ಪೇಳುವಿಕೆ,,,,,,,,,
,Effoliation,1. ಎಲೆಯುದುರುವಿಕೆ 2. ಎಲೆಯುದುರಿಸುವಿಕೆ,,,,,,,,,
,Egg,ಅಂಡ; ತತ್ತಿ; ಮೊಟ್ಟೆ,,,,,,,,,
,Egg-plant (solanum melongena),ಬದನೆಗಿಡ,,,,,,,,,
,Egyptian cotton,(ಈಜಿಫ್ಟಿನ) ಹತ್ತಿ,,,,,,,,,
,Electrical conduictivity,ವಿದ್ಯುದ್‌ವಾಹಕತ್ವ,,,,,,,,,
,Electrical resistance,ವಿದ್ಯುನ್ನಿರೋಧಕತ್ವ,,,,,,,,,
,Electrode,ವಿದ್ಯುಧ್ರುವ,,,,,,,,,
,Electro kinetic potential,ವಿದ್ಯುದ್‌ಗತಿ ಅಂತಃಸತ್ವ,,,,,,,,,
,Electrolysis,ವಿದ್ಯುದ್‌ ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,Electrolyte,ವಿದ್ಯುದ್‌ ವಿಶ್ಲೇಷಿತ ಪದಾರ್ಥ,,,,,,,,,
,Electrolytic gas,ವಿದ್ಯುದಣ್ಟಕ ಅನಿಲ,,,,,,,,,
,Electron,ಎಲೆಕ್ಟ್ರಾನ್‌; ಋಣ ವಿದ್ಯುತ್ಕಣ,,,,,,,,,
,Electrophresis,ಎಲೆಕ್ಟೊಫೊರೆಸಿಸ್‌; ವಿದ್ಯುದ್ವಾಹಕ ಬಲದಿಂದ ದ್ರವದಲ್ಲಿ ತೇಲಾಡುವ ಕಣಚಲನೆ,,,,,,,,,
,Electroplating,ವಿದ್ಯುಲ್ಲೇಪನ,,,,,,,,,
,Electrostatic,ಸ್ಥಿರವಿದ್ಯುತ್ತಿನ,,,,,,,,,
,Element,ಮೂಲವಸ್ತು / ಧಾತು,,,,,,,,,
,Elemental carbon,ಮೂಲಭೂತ ಇಂಗಾಲ,,,,,,,,,
,Elemental nitrogen,ಮೂಲಭೂತ ಸಾರಜನಕ,,,,,,,,,
,Elemental sulphur,ಮೂಲಭೂತ ಗಂಧಕ,,,,,,,,,
,Elite seed—farm,ಆಯ್ದ ಉತ್ಕೃಷ್ಟ ಬೀಜೋತ್ಪಾದನ ಕ್ಷೇತ್ರ,,,,,,,,,
,Eluvial horizon,ರೇವೆ ಮಣ್ಣಿನ ಸ್ತರ,,,,,,,,,
,Eluviation,ರೇವೆ ಅಭಿಸರಣ; ರೇವೆಮಣ್ಣು ಕೊಚ್ಚಿಹೋಗುವುದು,,,,,,,,,
,Eluvium,ಶಿಲಾಸವೆತ ಶೇಷ; ಮಣ್ಣು; ಮಣ್ಣಿನ ಮೂಲವಸ್ತು,,,,,,,,,
,Emarginate,ಕಚ್ಚಂಚುಳ್ಳ,,,,,,,,,
,Emasculation,1. ಪುಂಕೆಸರಹರಣ 2. ಸಂತಾನ ಶಕ್ತಿಹರಣ; ಹಿಡ ಮಾಡುವುದು,,,,,,,,,
,Embankment,ಏರಿ; ಕಟ್ಟೆ ಒಡ್ಡು,,,,,,,,,
,Embryo,ಭ್ರೂಣ,,,,,,,,,
,Embryogenesis,1. ಭ್ರೂಣೋತ್ಪತ್ತಿ 2. ಭ್ರೂಣವೃದ್ಧಿ,,,,,,,,,
,Embryogeny,,,,,,,Embryogenesis,,,
,Embryonic root,ಭ್ರೂಣದಂತಿರುವ ಬೇರು,,,,,,,,,
,Embryo sac,ಭ್ರೂಣ ಚೀಲ,,,,,,,,,
,Emission,ಹೊರಸೂಸುವಿಕೆ,,,,,,,,,
,Empirical formula,ಪ್ರಯೋಗಾತ್ಮಕ ಸೂತ್ರ,,,,,,,,,
,Emulsifiable,ಹಾಲಿನಂತಾಗಿಸಬಲ್ಲ,,,,,,,,,
,Emulsifying agent,ಹಾಲಾಗಿಸುವ ವಸ್ತು,,,,,,,,,
,Emulsion,ಹಾಲಿನಂಥ ದ್ರವ,,,,,,,,,
,Enation,ರೋಗಜನ್ಯ ಸಸ್ಯಹೊರಮೈ ಬೆಳವಣಿಗೆ,,,,,,,,,
,Encumbrance,ಪೂರ್ವಾಧಿ; ಪೂರ್ವ ಋಣ ಭಾರ; ಬೋಝ,,,,,,,,,
,Encyst,1. ಕೋಶಾವೃತವಾಗು 2. ಕೋಶಾವೃತವಾಗಿಸು,,,,,,,,,
,Endemic disease,ಸ್ಥಳೀಯ ರೋಗ,,,,,,,,,
,Endocarp,ಬೀಜಕೋಶದ ಒಳಪದರ,,,,,,,,,
,Endochrome,ಕೋಶ ವರ್ಣದ್ರವ್ಯ,,,,,,,,,
,Endodermis,1. ಸಸ್ಯ ಒಳಪದರ ಅಂಗಾಂಶ 2. ಒಳ ಚರ್ಮ,,,,,,,,,
,Endogamy,ಒಳತಳಿವೃದ್ಧಿ,,,,,,,,,
,Endogen,ಕಾಂಡದ ಒಳಬೆಳೆತ,,,,,,,,,
,Endogenous,ಅ೦ತರ್‌ವೃದ್ಧಿಯ; ಒಳಗಿನಿಂದ ಬೆಳೆಯುತ್ತ ಬರುವ,,,,,,,,,
,Endoplasm,ಅಂತರ್‌ ಜೀವಕದ್ರವ; ಜೀವಕಣದ ನಯವಾದ ಒಳಪೊರೆ,,,,,,,,,
,Endosmosis,ಒಳಸೂಕ್ಷ್ಮಾಭಿಸರಣ,,,,,,,,,
,Endosperm,ಭ್ರೂಣಾಹಾರ,,,,,,,,,
,Endospore,ಒಳಬೀಜಾಣು,,,,,,,,,
,Endosulphan,ಎಂಡೋಸಲ್ಫಾನ್‌; ಒ೦ದು. ಕೀಟನಾಶಕ,,,,,,,,,
,Endotrophic mycorrhiza,ಒಳಪೋಷಿತ ಶಿಲೀಂಧ್ರ ಬೇರು,,,,,,,,,
,Endproduct,ಕೊನೆಯ ಉತ್ಪನ್ನ,,,,,,,,,
