ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Dealer,,ವ್ಯಾಪಾರಿ; ವ್ಯವಹಾರಿ,,,,,,,
,,Decentralization,,ವಿಕೇಂದ್ರೀಕರಣ,,,,,,,
,,Declaration,,ಘೋಷಣೆ,,,,,,,
,,Decolouration,,1. ಬಣ್ಣ ಕಳೆಯುವಿಕೆ 2. ಬಣ್ಣಹೋಗುವಿಕೆ,,,,,,,
,,Decolourisation,,ನೋಡಿ - decolouration,,,,,,,
,,Decontrol,,1. ವಿನಿಯಂತ್ರಿಸು 2. ವಿನಿಯಂತ್ರಣ,,,,,,,
,,Deed of gift,,ದಾನಪತ್ರ,,,,,,,
,,Deed of lease,,ಭೋಗ್ಯಪತ್ರ,,,,,,,
,,Deed of mortgage,,ಅಡಮಾನಪತ್ರ,,,,,,,
,,Deemed to have been made,,ಮಾಡಿದೆಯೆಂದು ಭಾವಿಸಲಾದ,,,,,,,
,,Defalcation,,ದ್ರವ್ಯಾಪಹರಣ; ಅಫರಾತಫರಾ; ಹಣದ ದುರುಪಯೋಗ,,,,,,,
,,Defaulter,,ಸುಸ್ತಿದಾರ,,,,,,,
,,Defective sheets,,ದೋಷಪೂರ್ಣ ತಗಡುಗಳು,,,,,,,
,,Defence statement,,ಪ್ರತಿವಾದದ ಹೇಳಿಕೆ,,,,,,,
,,Defence witness,,ಪ್ರತಿರಕ್ಷಾ ಸಾಕ್ಷಿದಾರ,,,,,,,
,,Deferred pay,,ಮುಂದಕ್ಕೆ ಹಾಕಲಾದ ವೇತನ,,,,,,,
,,Deferred payment,,ಮುಂದಕ್ಕೆ ಹಾಕಲಾದ ಸಂದಾಯ,,,,,,,
,,Deferred shares,,ಲಾಭ ಮುಂದಕ್ಕೆ ಹಾಕಲಾದ ಶೇರುಗಳು,,,,,,,
,,Deferred stock,,ಮುಂದಕ್ಕೆ ಹಾಕಲಾದ ಬಂಡವಾಳಪತ್ರ,,,,,,,
,,Deficiency,,ಕೊರತೆ; ನ್ಯೂನತೆ,,,,,,,
,,Deficit area,,ಕೊರತೆ ಪ್ರದೇಶ,,,,,,,
,,Defraud,,ಮೋಸಗೊಳಿಸು; ವಂಚಿಸು,,,,,,,
,,Defunct,,ನಿಂತುಹೋದ; ಕೆಲಸ ಮಾಡದಿರುವ,,,,,,,
,,Dehydrate,,ನಿರ್ಜಲೀಕರಿಸು,,,,,,,
,,Dehydration,,ನಿರ್ಜಲೀಕರಣ,,,,,,,
,,Delivery note,,ಬಟವಾಡೆ ಚೀಟಿ,,,,,,,
,,Delivery order,,ಬಟವಾಡೆ ಆದೇಶ,,,,,,,
,,Demand,,1. ಬೇಡು ; ಮಾಗಣಿಮಾಡು 2.ಬೇಡಿಕೆ; ಮಾಗಣಿ,,,,,,,
,,Demand collection,,ಬೇಡಿಕೆ ಮಸೂಲಿ,,,,,,,
,,D.C.B. statement (demand collection balance statement),,ಬೇ.ವ.ಶಿ. ಪತ್ರ (ಬೇಡಿಕೆ ವಸೂಲಿ ಶಿಲುಕುಪತ್ರ),,,,,,,
,,Demand draft,,ಡಿಮಾಂಡ್‌ ಡ್ರಾಫ್ಟ್‌ ಬೇಡಿಕೆ ಹುಂಡಿ,,,,,,,
,,Demand notice,,ಡಿಮಾಂಡ್‌ ನೋಟಿಸ್‌; ತಗಾದೆ ಪತ್ರ,,,,,,,
,,Demonstration apiaries,,ಜೇನುಸಾಕಣೆಯ ಪ್ರಾತ್ಯಕ್ಷಿಕಾ ಕೇಂದ್ರ,,,,,,,
,,Demonstrator,,"ಡೆಮನ್‌ಸ್ಟೇಟರ್‌; ಪ್ರಾತ್ಯಕ್ಷಿಕೆಗಾರ; ನೇಕಾರ, ಬಡಗಿ, ಬಣ್ಣಗಾರ ಮೊ. ಕಸಬುದಾರರಿಗೆ ಪ್ರಾತ್ಯಕ್ಷಿಕೆ ಮೂಲಕ ಬೋಧಿಸುವವನು",,,,,,,
,,Demurrage,,ಡಿಮರಿಜೌ; ಡೆಮರೇಜು; ವಿಳಂಬ ಶುಲ್ಕ ;ಸುಸ್ತಿ ದಂಡ,,,,,,,
,,Deodorant,,1. ಗಂಧಹರ; ವಾಸನೆಯನ್ನು ನಿವಾರಿಸುವುದು 2. ದುರ್ಗಂಧಹರ; ದುರ್ವಾಸನೆಯನ್ನು ನಿವಾರಿಸುವುದು,,,,,,,
,,Departmental charges,,ಇಲಾಖಾ ವೆಚ್ಚಗಳು,,,,,,,
,,Departmental cost,,ಇಲಾಖಾ ವೆಚ್ಚ,,,,,,,
,,Departmental enquiry,,ಇಲಾಖಾ ವಿಚಾರಣೆ,,,,,,,
,,Departmental examination,,ಇಲಾಖಾ ಪರೀಕ್ಷೆ,,,,,,,
,,Departmental inquiry,,ನೋಡಿ - departmental enquiry,,,,,,,
,,Departmental institution,,ಇಲಾಖಾ ಸಂಸ್ಥೆ,,,,,,,
,,Departmental management,,ಇಲಾಖಾ ನಿರ್ವಹಣೆ,,,,,,,
,,Departmental programme,,ಇಲಾಖಾ ಕಾರ್ಯಕ್ರಮ,,,,,,,
,,Deposit,,1. ಠೇವಣಿ ಇಡು 2. ಠೇವಣಿ 3. ನಿಕ್ಷೇಪ; ನಿಧಿ,,,,,,,
,,Depositor,,ಠೇವಣಿದಾರ,,,,,,,
,,Depreciation,,ಇಳಿತಾಯ; ಸವಕಳಿ,,,,,,,
,,Deputy director,,ಉಪನಿರ್ದೇಶಕ,,,,,,,
,,Dereliction of duty,,ಕರ್ತವ್ಯಚ್ಯುತಿ,,,,,,,
,,Design,,1. ವಿನ್ಯಾಸರಚಿಸು 2. ವಿನ್ಯಾಸ; ರಚನೆ,,,,,,,
,,Design centre,,ವಿನ್ಯಾಸಕೇಂದ್ರ,,,,,,,
,,Designer,,ವಿನ್ಯಾಸಕ;ನಕ್ಷೆಗಾರ ರೂವಾರಿ,,,,,,,
,,Despatch,,1. ರವಾನಿಸು; ಕಳುಹಿಸು. 2. ರವಾನೆ; ಕಳುಹಿಸುವಿಕೆ,,,,,,,
,,Despatch advice,,ರವಾನೆ ಸೂಚನೆ,,,,,,,
,,Despatch arrangement,,ರವಾನೆ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Despatch book,,ರವಾನೆ ಪುಸ್ತಕ,,,,,,,
,,Despatch note,,ರವಾನೆ ಟಿಪ್ಪಣಿ,,,,,,,
,,Despatch register,,ರವಾನೆ ರಿಜಿಸ್ಟರ್‌,,,,,,,
,,Deteriorate,,ಇಳಿಗತಿಹೊಂದು; ದುಃಸ್ಥಿತಿಹೊಂದು; ಅವನತಿಹೊಂದು,,,,,,,
,,Deterioration,,ಇಳಿಗತಿ; ಅವನತಿ,,,,,,,
,,Development board,,ಅಭಿವೃದ್ಧಿ ಮಂಡಳಿ,,,,,,,
,,Development centre,,ಅಭಿವೃದ್ಧಿ ಕೇಂದ್ರ,,,,,,,
,,Development charges,,ಅಭಿವೃದ್ಧಿ ಶುಲ್ಕ,,,,,,,
,,Development commission,,ಅಭಿವೃದ್ಧಿ ಆಯೋಗ,,,,,,,
,,Development plan,,ಅಭಿವೃದ್ಧಿ ಯೋಜನೆ,,,,,,,
,,Development project,,ಅಭಿವೃದ್ಧಿ ಪ್ರಾಯೋಜನೆ,,,,,,,
,,Development scheme,,ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Development work,,ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯ,,,,,,,
,,Deviate,,1. ದಾರಿತಪ್ಪು 2. ವಿಷಯಾಂತರ,,,,,,,
,,Deviation,,1. ದಾರಿತಪ್ಪುವುದು 2. ವಿಷಯಾಂತರ ಮಾಡುವುದು,,,,,,,
,,Device,,1. ಉಪಾಯ; ಯುಕ್ತಿ 2 ಸಲಕರಣೆ ; ಯಂತ್ರಸಾಧನೆ 3. ರಚನೆ; ನಿರ್ಮಾಣ 4. ಯೋಜನೆ; ಏರ್ಪಾಡು; ವ್ಯವಸ್ಥೆ,,,,,,,
,,Direct cost,,ನೇರವೆಚ್ಚ; ಪ್ರತ್ಯಕ್ಷ ಖರ್ಚು,,,,,,,
,,Direct cause,,ನೇರ / ಪ್ರತ್ಯಕ್ಷ ಕಾರಣ,,,,,,,
,,Director,,ನಿರ್ದೇಶಕ,,,,,,,
,,Directorate,,ನಿರ್ದೇಶನಾಲಯ,,,,,,,
,,Disable,,1. ದುರ್ಬಲಗೊಳಿಸು; ಶಕ್ತಿಗುಂದಿಸು 2. ಅನರ್ಹಗೊಳಿಸು 3. ಅಂಗವಿಕಲಗೊಳಿಸು,,,,,,,
,,Disability,,1. ಅಸಾಮರ್ಥ್ಯ 2. ಅನರ್ಹತೆ 3. ಅಂಗವಿಕಲತೆ,,,,,,,
,,Disabled,,1. ಅಂಗಹೀನಃ ಅಂಗವಿಕಲ 2. ಅನರ್ಹ 3. ಅಸಮರ್ಥ,,,,,,,
,,Disburse,,ಬಟವಾಡೆ ಮಾಡು,,,,,,,
,,Disbursement,,ಬಟವಾಡೆ,,,,,,,
,,Discharge,,1. ಕೆಲಸದಿಂದ ತೆಗೆದುಹಾಕು 2. ಬಿಡುಗಡೆಮಾಡು; ವಿಮೋಚಿಸು 3. (ಕರ್ತವ್ಯ) ನೆರವೇರಿಸು 4.ವಿಸರ್ಜಿಸು: ಹೊರಹಾಕು 5. ಕೆಲಸದಿಂದ ತೆಗೆದುಹಾಕುವುದು 6.ಬಿಡುಗಡೆ; ವಿಮೋಚನೆ 7. (ಕರ್ತವ್ಯ) ನೆರವೇರಿಕೆ 8. ವಿಸರ್ಜನೆ,,,,,,,
,,Discharge of document,,ದಸ್ತಾವೇಜಿನ ಬಿಡುಗಡೆ,,,,,,,
,,Disciplinary authority,,ಶಿಸ್ತು ಕ್ರಮಾಧಿಕಾರಿ,,,,,,,
,,Disciplinary proceedings,,ಶಿಸ್ತು ವ್ಯವಹರಣೆಗಳು,,,,,,,
,,Discount,,1. ಸೋಡಿಬಿಡು; ಕಡಿಮೆಮಾಡು 2.ಸೋಡಿ; ಪಟ್ಟ,,,,,,,
,,Dismantle,,1. ಕಳಚಿಹಾಕು 2. ಕೆಡವು; ನೆಲಸಮ ಮಾಡು,,,,,,,
,,Dispatch,,ನೋಡಿ - despatch,,,,,,,
,,Disposal,,1. ವಿಲೇವಾರಿ 2. ಇತ್ಯರ್ಥ,,,,,,,
,,Dissemination,,ಪ್ರಸಾರ; ಪ್ರಸರಣ,,,,,,,
,,Dissolve,,1. ವಿಘಟಿಸು 2. ಕರಗಿಸು 3. ವಿಸರ್ಜಿಸು,,,,,,,
,,District board,,ಜಿಲ್ಲಾ ಮಂಡಳಿ,,,,,,,
,,District centre,,ಜಿಲ್ಲಾ ಕೇಂದ್ರ,,,,,,,
,,District council,,ಜಿಲ್ಲಾ ಪರಿಷತ್ತು,,,,,,,
,,District industrial co-operative bank,,ಜಿಲ್ಲಾ ಕೈಗಾರಿಕಾ ಸಹಕಾರಿ ಬ್ಯಾಂಕು,,,,,,,
,,District industries centre,,ಜಿಲ್ಲಾ ಕೈಗಾರಿಕಾ ಕೇಂದ್ರ,,,,,,,
,,District weaving supervisor,,ಜಿಲ್ಲಾ ನೇಯ್ಗೆ ಮೇಲ್ವಿಚಾರಕ,,,,,,,
,,Dividend,,ಡಿವಿಡೆಂಡ್‌ ; ಲಾಭಾಂಶ,,,,,,,
,,Dividers,,ಕೈವಾರ; ವಿಭಾಜಕ,,,,,,,
,,Dobby,,ಡಾಬಿ : 1. ಬಟ್ಟೆಯ ನೇಯ್ಗೆಯಲ್ಲಿ ಸಣ್ಣ ಸಣ್ಣ ಚಿತ್ರಗಳನ್ನು ಬಿಡಿಸಲು (12 ರಿಂದ 16 ಯಾ ಪರಮಾವಧಿ 30 ಎಳೆ) ಬಳಸುವ ಒಂದು ಸಾಧನ 2. ಈ ಸಾಧನವನ್ನು ಜೋಡಿಸಿದ ಒಂದು ಮಗ್ಗ 3.ಈ ಸಾಧನವನ್ನು ಬಳಸಿ ನೇಯ್ದ ಬಟ್ಟೆ,,,,,,,
,,Document,,ದಸ್ತಾವೇಜು; ಕಾಗದಪತ್ರ,,,,,,,
,,Documentary evidence,,ದಸ್ತಾವೇಜೇಯ ಸಾಕ್ಷ್ಯ,,,,,,,
,,Doll making,,ಗೊಂಬೆ ತಯಾರಿಕೆ,,,,,,,
,,Domestic economy,,1. ಸ್ಪದೇಶೀಯ ಅರ್ಥವ್ಯವಸ್ಥೆ 2. ಗೃಹಕೃತ್ಯದ ಅರ್ಥವ್ಯವಸ್ಥೆ,,,,,,,
,,Domestic purpose,,1. ದೇಶೀಯ ಉದ್ದೇಶ 2. ಗೃಹಕೃತ್ಯದ ಉದ್ದೇಶ,,,,,,,
,,Domestic requirements,,1. ದೇಶೀಯ ಅಗತ್ಯಗಳು 2. ಗೃಹಕೃತ್ಯದ ಅಗತ್ಯಗಳು,,,,,,,
,,Domestic trade,,ದೇಶೀಯ ವ್ಯಾಪಾರ,,,,,,,
,,Domestic use,,1. ದೇಶೀಯ ಬಳಕೆ 2. ಮನೆ ಬಳಕೆ,,,,,,,
,,Dormant,,ಸುಪ್ತ,,,,,,,
,,Doubling,,ಡಬ್ಲಿಂಗ್‌; ಬಟ್ಟೆಯ ನೆಯ್ಗೆಯಲ್ಲಿ ನೂಲನ್ನು ಹುರಿಮಾಡುವ ಮೊದಲು ಎರಡು ಎಳೆಗಳನ್ನು ಒಂದರೊಡನೆ ಒಂದನ್ನು ಸೇರಿಸುವುದು,,,,,,,
,,Down payment,,ನಗದುಪಾವತಿ; (ಸಾಲಹೇಳದೆ) ಕೊಂಡ ಕ್ಷಣದಲ್ಲಿ ಹಣಕೊಡುವುದು,,,,,,,
,,Downward price,,ಇಳಿಮುಖ ಬೆಲೆ,,,,,,,
,,Downward trend,,ಇಳಿಮುಖ ಪ್ರವೃತ್ತಿ,,,,,,,
,,Draft,,1. ಕರಡು 2. ನಕ್ಷೆ 3. ಹುಂಡಿ,,,,,,,
,,Draftsman,,ಡ್ರಾಪ್ಟ್ಸ್‌ ಮನ್‌ 1. ನಕ್ಷೆಗಾರ 2. ಕರಡುಗಾರ,,,,,,,
,,Dried fruit,,ಒಣಗಿಸಿದ ಹಣ್ಣು,,,,,,,
,,Drilling machine,,ಬೈರಿಗೆ ಯಂತ್ರ,,,,,,,
,,Drop box,,ಲಾಳಿ ಪೆಟ್ಟಿಗೆ; ನೆಯ್ಗೆಯಲ್ಲಿ ವಿನ್ಯಾಸಗಳ ರಚನೆಗಾಗಿ ವಿವಿಧ ಬಣ್ಣ ಯಾ ವರ್ಗದ ನೂಲು ತುಂಬಿದ (ಬೇಕಾದಾಗ ಬಳಸಬಹುದಾದ) ಲಾಳಗಳನ್ನುಳ್ಳ ಪೆಟ್ಟಿಗೆ,,,,,,,
,,Drugget,,(ಉಷ್ಟೆಯ) ಹಾಸುಕಂಬಳಿ,,,,,,,
,,Duly authorized,,ಕ್ರಮಬದ್ಧವಾಗಿ ಅಧಿಕೃತಗೊಳಿಸಲಾದ,,,,,,,
,,Duly stamped,,1. ಯಥೋಚಿತ ಮುದ್ರಾಕ್ಕಿಂತ 2. ಕ್ರಮಬದ್ಧವಾಗಿ ಸ್ಟಾಂಪ್‌ಹಚ್ಚಿದ,,,,,,,
,,Damping of goods,,"1. ಕಡಿಮೆ ಬೆಲೆಗೆ (ಸರಕನ್ನು) ತಳ್ಳುವುದು 2. ಅಗ್ಗದ ಮಾರಾಟಕ್ಕೆ ಕಳುಹಿಸುವುದು; ಸ್ವದೇಶದಲ್ಲಿ ಬೆಲೆ ಇಳಿಯದಂತಾಗಿಸಲು ಮತ್ತು ವಿದೇಶಿ ಮಾರುಕಟ್ಟೆಯನ್ನು ಹಿಡಿಯಲು, ಸ್ವದೇಶದಲ್ಲಿ ಮಾರಾಟವಾಗದ ದುಬಾರಿ ಬೆಲೆಯ ಸರಕನ್ನು ಬೆಲೆ ತಗ್ಗಿಸಿ ಯಾ ಕಡಿಮೆ ಬೆಲೆ ಇಟ್ಟು ಹೊರದೇಶಕ್ಕೆ ಕಳುಹಿಸುವುದು",,,,,,,
,,Duplicator,,ಡ್ಯೂಪ್ಲಿಕೇಟರ್‌; ನಕಲುಯಂತ್ರ; ಪ್ರತಿ ತಯಾರಿಸುವ ಯಂತ್ರ,,,,,,,
,,Dye,,1. ಬಣ್ಣಹಾಕು 2. ಬಣ್ಣ,,,,,,,
,,Dyed,,ಬಣ್ಣಹಾಕಿದ,,,,,,,
,,Dyed house,,ರಂಗಾರೆ ಮನೆ ; ಬಣ್ಣಹಾಕುವ ಮನೆ,,,,,,,
,,Dyeing,,ಬಣ್ಣಗಾರಿಕೆ; ಬಣ್ಣಹಾಕುವುದು,,,,,,,
,,Dyeing demonstrator,,ಡೈಯಿಂಗ್‌ ಡೆಮನ್‌ಸ್ಟ್ರೇಟರ್‌ ; ಬಣ್ಣಗಾರಿಕೆಯ ಪ್ರಾತ್ಯಕ್ಷಿಕೆಗಾರ,,,,,,,
,,Dyer,,ರಂಗಾರೆ; ಬಣ್ಣಗಾರ; ಬಣ್ಣಹಾಕುವವನು,,,,,,,
,,Dyeing master,,ಡೈಯಿಂಗ್ ಮಾಸ್ಟರ್; ವರ್ಣತಜ್ಞ,,,,,,,
,,Dye stuff,,ಬಣ್ಣದ ಸಾಮಗ್ರಿ,,,,,,,
,,Dye works,,ಬಣ್ಣಹಾಕುವ ಕಾರ್ಖಾನೆ,,,,,,,
,,Earned income,,ಗಳಿಸಿದ ಆದಾಯ,,,,,,,
,,Earned leave,,ಗಳಿಕೆ ರಜ,,,,,,,
,,Earnest money,,ಮುಂಗಡ ಹಣ; ಸಂಚಕಾರ,,,,,,,
,,Economic,,ಆರ್ಥಿಕ; ಹಣಕಾಸಿನ,,,,,,,
,,Economically viable,,ಆರ್ಥಿಕವಾಗಿ ಕಾರ್ಯಸಾಧ್ಯವಾದ,,,,,,,
,,Economic investigation,,ಆರ್ಥಿಕ ಅನ್ವೇಷಣೆ,,,,,,,
,,Economic investigator,,ಆರ್ಥಿಕ ಅನ್ವೇಷಕ,,,,,,,
,,Economic survey,,ಆರ್ಥಿಕ ಸಮೀಕ್ಷೆ,,,,,,,
,,Economic system,,ಆರ್ಥಿಕ ಪದ್ಧತಿ / ವ್ಯವಸ್ಥೆ,,,,,,,
,,Economic of welfare,,ಕಲ್ಯಾಣಕಾರಕ ಅರ್ಥವ್ಯವಸ್ಥೆ,,,,,,,
,,Economize,,ಮಿತವ್ಯಯಮಾಡು; ಹಿಡಿತದಿಂದ ವೆಚ್ಚಮಾಡು,,,,,,,
,,Economy measures,,ಮಿತವ್ಯಯದ ಕ್ರಮಗಳು,,,,,,,
,,Edible,,ಖಾದ್ಯ; ತಿನ್ನಲುತಕ್ಕ; ತಿನ್ನಬಹುದಾದ,,,,,,,
,,Electric current,,ವಿದ್ಯುತ್‌ಪ್ರವಾಹ,,,,,,,
,,Electricity,,ವಿದ್ಯುಚ್ಛಕ್ತಿ,,,,,,,
,,Electroplating,,ವಿದ್ಯುಲ್ಲೇಪನ,,,,,,,
,,Electro-metallurgy,,ವಿದ್ಯುಲ್ಲೋಹಶಾಸ್ತ್ರ,,,,,,,
,,Electroplating centre,,ವಿದ್ಯುಲ್ಲೇಪನ ಕೇಂದ್ರ,,,,,,,
,,Electronics,,"ಇಲೆಕ್ಟ್ರಾನಿಕ್ಸ್‌; ವಿದ್ಯುತ್ಕಣವಿಜ್ಞಾನ; ವಿದ್ಯುದಂಶವಿಜ್ಞಾನ: ವಿದ್ಯುನ್ಮಾನವಿಜ್ಞಾನ; ಅರೆನಿರ್ವಾತದಲ್ಲಿ; ಘನ, ದ್ರವ, ಅನಿಲವಸ್ತು ಮಾಧ್ಯಮದಲ್ಲಿ ಅರೆವಾಹಕಗಳ ಮೂಲಕ ವಿದ್ಯುತ್ತು ಪ್ರವಹಿಸುವಾಗ ಎಲೆಕ್ಟ್ರಾನುಗಳ ಹೊರಬರುವಿಕೆ, ವರ್ತನೆ ಮತ್ತು ಪರಿಣಾಮಗಳ ವಿಧಾನ ಮತ್ತು ವ್ಯವಸ್ಥೆಗಳಿಗೆ ಸಂಬಂಧಿಸಿದ ಭೌತವಿಜ್ಞಾನದ ಶಾಖೆ",,,,,,,
,,Elements,,1. ಮೂಲಧಾತುಗಳು 2. ಘಟಕಾಂಶಗಳು 3. ಮೂಲಪಾಠಗಳು,,,,,,,
,,Elevator,,ಎಲಿವೇಟರ್‌; ಮೇಲೊಯ್ಯುವ ಯಂತ್ರ,,,,,,,
,,Embargo,,1.ವಾಣಿಜ್ಯ / ವ್ಯಾಪಾರ ನಿಷೇಧ 2. ನಿರ್ಬಂಧ; ತಡೆ,,,,,,,
,,Embroidery,,ಕಸೂತಿಕೆಲಸ,,,,,,,
,,Emission,,ಹೊರ ಸೂಸುವುದು / ಚೆಲ್ಲುವುದು,,,,,,,
,,Emit,,ಹೊರೆ ಸೂಸು / ಚೆಲ್ಲು,,,,,,,
,,Emporium,,ಎ೦ಪೋರಿಯಂ; ವಾಣಿಜ್ಯ / ವ್ಯಾಪಾರ ಕೇಂದ್ರ; ಅಂಗಡಿ,,,,,,,
,,Enamel,,ಎನಾಮೆಲ್‌; ಗಾಜುಲೇಪ; ಒಂದು ಲೋಹದ ಮೈಮೇಲೆ ಅದು ತುಕ್ಕುಹಿಡಿಯದಿರುವುದಕ್ಕಾಗಲಿ ಯಾ ಅಂದಕೊಡುವುದಕ್ಕಾಗಲಿ ಲೇಪಿಸುವ ಗಾಚಿನಂಥ ವಸ್ತು,,,,,,,
,,Encadre,,ಕಾಡರಿಗೆ ಸೇರಿಸು,,,,,,,
,,Encash,,ನಗದೀಕರಿಸು,,,,,,,
,,Enclosure,,1. ಅಡಕ; ಲಗತ್ತು 2. ಆವರಣ,,,,,,,
,,Endothermic,,ಅಂತರುಷ್ಣಕ; ರಾಸಾಯನಿಕ ಪ್ರಕ್ರಿಯೆಯಲ್ಲಿ ಶಾಖವನ್ನು ಹೀರಿಕೊಳ್ಳುವ,,,,,,,
,,End product,,ಕೊನೆಯ / ಅಂತಿಮ ಉತ್ಪನ್ನ,,,,,,,
,,Endorse,,1. ಹಿಂಬರೆ 2. ಬೆಂಬಲಿಸು; ಒಪ್ಪಿಗೆ ಸೂಚಿಸು,,,,,,,
,,Endorsement,,1. ಹಿಂಬರಹ 2. ಬೆಂಬಲಿಸುವುದು; ಒಪ್ಪಿಗೆ ಸೂಚಿಸುವುದು,,,,,,,
,,Enforced labour,,ಬಲಾತ್ಕಾರದ ಚಾಕರಿ,,,,,,,
,,Enforcement,,ಜಾರಿಗೊಳಿಸುವುದು,,,,,,,
,,Enforcement cell,,ಜಾರಿಗೊಳಿಕೆ ಸಂವಿಭಾಗ; ಯಾವುದೇ ಕಾನೂನು ಮೊ.ವನ್ನು ಜಾರಿಗೊಳಿಸುವುದಕ್ಕಾಗಿ ನೇಮಿಸಿದ ಘಟಕಾಂಶ,,,,,,,
,,Engage,,1. (ಕೆಲಸಕ್ಕೆ) ಗೊತ್ತುಮಾಡು / ನೇಮಿಸಿಕೊ 2. ತೊಡಗು; ನಿರತನಾಗು 3. ತೊಡಗಿಸು,,,,,,,
,,Engine,,ಎಂಜಿನ್‌; ಯಂತ್ರ (ಸಾಧನ),,,,,,,
,,Engineer,,"ಎಂಜಿನಿಯರ್‌: 
1, ರಚಿಸು; ಕಲ್ಪಿಸು 2. ಅಭಿಯಂತ",,,,,,,
,,Enginery,,ಎಂಜಿನರಿ ; ಯಂತ್ರಸಾಧನೆ,,,,,,,
,,Engrave,,ಕೊರೆ ; ಕೆತ್ತು,,,,,,,
,,Engraved,,ಕೊರೆದ; ಕೆತ್ತಿದ,,,,,,,
,,Engraving and enamelling,,ಕೊರೆತ ಮತ್ತು ಲೇಪನ,,,,,,,
,,Engross,,"ಎನ್‌ಗ್ರಾಸ್‌ :
1. ತಲ್ಲೀನವಾಗು 2. ದಪ್ಪ ಅಕ್ಷರಗಳಲ್ಲಿ ಪ್ರತಿಮಾಡು 3.(ಧಾನ್ಯ ಮೊ.ಗಳನ್ನು) ಏಕಸ್ವಾಮ್ಯ ಪಡೆಯುವುದಕ್ಕಾಗಿ ಒಟ್ಟಾಗಿ ಕೊಂಡುಕೊಂಡು ಬಿಡು",,,,,,,
,,Engrosser,,"ಎನ್‌ಗ್ರಾಸರು: 
1. ದಪ್ಪ ಅಕ್ಷರಗಳಲ್ಲಿ ಪ್ರತಿಮಾಡುವವನು 2. (ಧಾನ್ಯ ಮೊ.ಗಳನ್ನು) ಏಕಸ್ವಾಮ್ಯ ಪಡೆಯುವುದಕ್ಕಾಗಿ ಒಟ್ಟಾಗಿ ಕೊಂಡುಬಿಡುವವನು.",,,,,,,
,,Enquiry report,,ವಿಚಾರಣಾ ವರದಿ,,,,,,,
,,Enterprise,,ಸಾಹಸೋದ್ಯಮ,,,,,,,
,,Entertain,,1. ಮನೋರಂಜನೆ ಮಾಡು 2. ಪುರಸ್ಕರಿಸು; ಸ್ವೀಕರಿಸು,,,,,,,
,,Entrepot,,ಆಂಟ್ರ್‌ಪೋ: ಆಮದು ರಫ್ತಿಗೂ ಸಂಗ್ರಹಣ ಪ್ರಸಾರಗಳಿಗೂ ಏರ್ಪಾಡುಳ್ಳ ವಾಣಿಜ್ಯಕೇಂದ್ರ,,,,,,,
,,Entrepreneur,,ಸಾಹಸೋದ್ಯಮಿ; ಉದ್ಯಮಸಾಹಸಿ,,,,,,,
,,Enumerator,,ಎಣಿಕೆಗಾರ,,,,,,,
,,Envisage,,ಮನಸ್ಸಿನಲ್ಲಿ ರೂಪಿಸಿಕೊ,,,,,,,
,,Equipment,,ಸಾಧನೆ ಸಾಮಗ್ರಿ,,,,,,,
,,Equipment grant,,ಸಾಧನ ಸಾಮಗ್ರಿ ಅನುದಾನ,,,,,,,
,,Escalator,,ಎಸ್ಕಲೇಟರ್‌; ಚರಸೋಪಾನ,,,,,,,
,,Essential qualifications,,ಅಗತ್ಯ ಅರ್ಹತೆಗಳು,,,,,,,
,,Essentiality certificate (E.C.),,ಅಗತ್ಯತಾ ಪ್ರಮಾಣಪತ್ರ (ಆ. ಪ್ರ.),,,,,,,
,,Establishment,,1. ಸ್ಥಾಪನೆ 2. ಸಿಬ್ಬಂದಿ 3. ಸಂಸ್ಥೆ 4. ಮನೆ,,,,,,,
,,Estimated cost,,ಅಂದಾಜು ವೆಚ್ಚ,,,,,,,
,,Estimated production,,ಅಂದಾಜು ಉತ್ಪಾದನೆ,,,,,,,
,,Estimated production capacity,,ಅಂದಾಜು ಉತ್ಪಾದನಾ ಸಾಮಥ್ಯ,,,,,,,
