ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Brittle,,ಮೃದು ಬಿದುರು,,,,,,,
,,Broad spectrum of effectiveness,,ವಿಶಾಲ ಶ್ರೇಣಿಯ ಪರಿಣಾಮ,,,,,,,
,,Brooding,,ಸಂತಾನಾಭಿವೃದ್ಧಿ,,,,,,,
,,Brown blister beetle,,ಕಂದು ಬೊಬ್ಬೆ ಚಿಪ್ಪಿನ ದುಂಬಿ; ಕೋಲಂಬರ ಹುಳು,,,,,,,
,,Brown plant hopper,,ಕಂದು ಜಿಗಿ ಹುಳು,,,,,,,
,,Brown tail moth,,ಕಂದು ಬಾಲದ ಪತಂಗ,,,,,,,
,,Bruchus,,ದ್ವಿದಳ ಧಾನ್ಯದ ಕೀಟ,,,,,,,
,,Buccal funnel,,ಗಲ್ಲದ ಪನ್ನಾಲೆ; ಗಲ್ಲದ ಆಲಿಕೆ,,,,,,,
,,Bud worm,,ಮೊಗ್ಗು ಹುಳು,,,,,,,
,,Buff,,ನರೆಬೂದು,,,,,,,
,,Buffer,,ಉಭಯ ಪ್ರತಿರೋಧಿ,,,,,,,
,,Buffer stock,,ಕಾಪು ದಾಸ್ತಾನು,,,,,,,
,,Bug,,ತಿಗಣೆ,,,,,,,
,,Bundle of cilia,,ಸ್ಪಂದನ ಲೋಮಾಂಗರ ಕಟ್ಟು,,,,,,,
,,Bursa copulatris,,ಸಂಬಂಧಕ ಚೀಲ; ಸಂಭೋಗ ಭಂಡಾರ,,,,,,,
,,Butter fly,,ಚಿಟ್ಟೆ,,,,,,,
,,By hot gas,,ಬಿಸಿ ಅನಿಲ ಕ್ರಮ,,,,,,,
,,Caddice worm,,ಕ್ಯಾಡಿಸ್ ಹುಳು,,,,,,,
,,Calibrate,,ಗುರ್ತಿಸು,,,,,,,
,,Cambium,,ವರ್ಧನಸ್ತಾರ,,,,,,,
,,Camouflage,,ಛದ್ಮವೇಷ,,,,,,,
,,Candle filter,,ಮೇಣದ ಶೋಧಕ,,,,,,,
,,Cancose bug,,ಶಂಕುಮೂಗಿನ ತಿಗಣೆ,,,,,,,
,,Canine,,ಕೋರೆ ಹಲ್ಲು,,,,,,,
,,Canker worm,,ಮಣ್ಣು ಹುಳು,,,,,,,
,,Cannibalism,,ಸಜಾತಿಭಕ್ಷಣತ್ವ,,,,,,,
,,Cannibalistic,,ಸಜಾತಿ ಭಕ್ಷಣ,,,,,,,
,,Cappillary attraction,,ಲೋಮನಾಳಾಕರ್ಷಣ,,,,,,,
,,Cappillary tube,,ಲೋಮನಾಳ,,,,,,,
,,Capitate,,ಗುಬಟ ರೂಪ,,,,,,,
,,Capsule,,ಬೀಜಾಣು ಚೀಲ,,,,,,,
,,Capsule borer,,ಬೀಜಕೋಶ ಕೊರೆಯುವ ಹುಳು,,,,,,,
,,Captivity,,ಬಂಧನ,,,,,,,
,,Carapace,,ಮೇಲ್ಚಿಪ್ಪು,,,,,,,
,,Carbonate insecticide,,ಇಂಗಾಲಾಮ್ಲ ಲವಣ; ಕೀಟೌಷಧಿ; ಕಾರ್ಬೊನೇಟ್ ಕೀಟನಾಶಕ,,,,,,,
,,Cardiac reflexes,,ಹೃದಯದ ನಿರಿಚ್ಛಾ ಪ್ರತಿಕ್ರಿಯೆಗಳು,,,,,,,
,,Carpenter ant,,ಬಡಗಿ ಇರುವೆ,,,,,,,
,,Carpenter bee,,ದೊಡ್ಡ ಬಡಗಿಜೇನು; ಬಡಗಿ ಜೇನು; ಮರ ಕೊರೆಯುವ ಹುಳು,,,,,,,
,,Carpenter moth,,ಬಡಗಿ ಪತಂಗ,,,,,,,
,,Carrier of disease,,ರೋಗವಾಹಕ,,,,,,,
,,Carrying capacity,,ಒಯ್ಯುವ ಸಾಮರ್ಥ್ಯ,,,,,,,
,,Cartilage,,ಮೃದ್ವಸ್ಥಿ,,,,,,,
,,Case bearer,,ಕೋಶದ ಕೀಟ,,,,,,,
,,Case caterpillar,,ಚೀಲದ ಹುಳು,,,,,,,
,,Case worm,,ಗೂಡು ಹುಳು; ಕೊಳವೆಯ ಹುಳು; ಕೊಕ್ರೆರೋಗದ ಹುಳು,,,,,,,
,,Castor semi-looper,,ಹರಳು ಗಿಡದ ಕೊಂಡಲಿ ಹುಳು,,,,,,,
,,Castor capsule horer,,ಹರಳಿನ ಕಾಯಿ ಕೊರೆಯುವ ಹುಳು,,,,,,,
,,Castor slug,,ಲದ್ದಿ ಹುಳು; ಹರಳಿನ ಮಂದಗಾಮಿ ಹುಳು; ತುರುಚೆ ಹುಳು,,,,,,,
,,Castor white fly,,ಹರಳಿನ ಬಿಳಿ ನೊಣ,,,,,,,
,,Catabolsism,,ಅಪಚಯ,,,,,,,
,,Caterpillar,,ಕಂಬಳಿಹುಳು; ‘ಕ್ಯಾಟರ್ ಪಿಲ್ಲರ್’,,,,,,,
,,Cattle grub,,ದನದ ಗೊಂಡೆ,,,,,,,
,,Caudal,,ಬಾಲದ,,,,,,,
,,Caudal fun,,ಬಾಲದ ಈಜುರೆಕ್ಕೆ,,,,,,,
,,Cave cricket,,ತೋಡು ಜೀರುವ; ತೋಡು ಜೀರುಂಡೆ,,,,,,,
,,Cavity,,ತೂತುಗಳು,,,,,,,
,,Cell body,,ಕೋಶದ ಮೈ; ಕೋಶ ಶರೀರ,,,,,,,
,,Cell membrane,,ಕೋಶದ ಪೊರೆ; ಕೋಶಪೊರೆ,,,,,,,
,,Cell sap,,ಕೋಶಿಕಾ ರಸ; ಕೋಶರಸ,,,,,,,
,,Cell theory,,ಕೋಶ ಸಿದ್ಧಾಂತ,,,,,,,
,,Cellular organelle,,ಕೋಶಿಕ ಅಂಗ,,,,,,,
,,Cellular respiration,,ಜೀವ ಕೋಶದ ಶ್ವಾಸೋಚ್ಚ್ವಾಸ,,,,,,,
,,Centipede,,ಶತಪದಿ (ಜರಿ),,,,,,,
,,Central retinal cell,,ಕೇಂದ್ರ ಅಕ್ಷಿ ಪಟಲದ ಕೋಶ,,,,,,,
,,Centriole,,ಕೇಂದ್ರಬಿಂದು,,,,,,,
,,Centrosphere,,ಪರಿಕೇಂದ್ರ,,,,,,,
,,Cephalopharyngeal skeleton,,ತಲೆಗಂಟಲಿನ ಅಸ್ಥಿಪಂಜರ,,,,,,,
,,Cephalopod,,ಶಿರಪಾದಿ,,,,,,,
,,Cephalothorax,,ಶಿರೋವಕ್ಷ,,,,,,,
,,Cercospora leaf spot,,ಗರಿಚುಕ್ಕೆ ರೋಗ,,,,,,,
,,Cerebrum,,ಪ್ರಮಸ್ತಿಷ್ಕ,,,,,,,
,,Ceroplastes seriferus,,ಮೇಣದ ಶಲ್ಕ (ಸಿರೋಪ್ಲಾಸ್ಟಿಸ್ ಸೆರಿಫೆರಸ್),,,,,,,
,,Cestoda,,ಲಾಬಿಹುಳುವಿನ ವರ್ಗ; ಸೆಸ್ಟೋಡ,,,,,,,
,,Ciliata,,ಸ್ಪಂದನ ಲೋಮಾಂಗಿ,,,,,,,
,,Ciliate,,ಎನೆಕೂದಲು,,,,,,,
,,Ciliature,,ಶಿಲಕಾಂಗಗಳು; ಕಿರು ಸ್ಪಂದನಲೋಮಾಂಗ,,,,,,,
,,Cilium,,ಶಿಲಕೆ; ಸ್ಪಂದನಲೋಮಾಂಗ,,,,,,,
,,Circumference,,ಪರಿಧಿ,,,,,,,
,,Circumfluence,,ಪರಿಭ್ರಮಣ; ಸುತ್ತುವರಿದ,,,,,,,
,,Circumvallation,,ಪರಿಕಾಪ್ರಕರಣ; ಸುತ್ತು ಕೋಟೆ,,,,,,,
,,Cirrepadia,,ಕುಂತಳವಾದ; ಸಿರ್ರಿಪಿಡಿಯಾ,,,,,,,
,,Chafer beetle,,ಗೊಣ್ಣೆಹುಳದ ದುಂಬಿ,,,,,,,
,,Chaffy carhead,,ಜಳ್ಳು ತೆನೆ,,,,,,,
,,Character displacement,,ಗುಣಪಲ್ಲಟ,,,,,,,
,,Checkered beetle,,ಪಪ್ಪಳಿ ದುಂಬಿ,,,,,,,
,,Cheese skipper,,ಕೆನೆಜಿಗಿ ಹುಳು,,,,,,,
,,Chelate,,ಕೊಂಡಿ,,,,,,,
,,Cheliceral,,ಕೊಂಡಿ ಕಾವುಗಳು,,,,,,,
,,Chemical pesticide,,ರಸಾಯನಿಕ ಪೀಡೆನಾಶಕ,,,,,,,
,,Chemoreceptor,,ರಸಾಯನಿಕ ಗ್ರಾಹಕ,,,,,,,
,,Chewing,,ಕಚ್ಚುವುದು; ಮೆಲುಕು ಹಾಕುವುದು; ಅಗಿಯುವುದು,,,,,,,
,,Chewing-lapping mouth part,,ಅಗಿದು ನೆಕ್ಕುವ ಬಾಯಿ ಭಾಗ,,,,,,,
,,Chimney,,ವರ್ತುಲ ಕೊಳವೆ,,,,,,,
,,Chitinised,,ಗಡುಸಾದ,,,,,,,
,,Chitinous cuticle,,ಗಟ್ಟಿಯಾದ ಚರ್ಮ; ಬಾಹ್ಯ ಅಸ್ಥಿ ಪಂಜರದ ಮುಖ್ಯ ರಚನಾ ಚೌಕಟ್ಟು,,,,,,,
,,Chlorosis,,ಹರಿಯೋಗ,,,,,,,
,,Chlorotic,,ಬಿಳಿಚು,,,,,,,
,,Chordotonal sensilla,,ಶಬ್ದಗ್ರಹಣೇಂದ್ರಿಯ,,,,,,,
,,Chorion,,ಮೊಟ್ಟೆಚಿಪ್ಪು,,,,,,,
,,Chromosome,,ವರ್ಣತಂತು,,,,,,,
,,Chrysalid,,ಪೊರೆಹುಳು,,,,,,,
,,Chrysalis,,ಕೋರೆ ಪೊರೆಹುಳು,,,,,,,
,,Chunky,,ಚೂರಿನಂತೆ,,,,,,,
,,Class,,ವರ್ಣ,,,,,,,
,,Clasper,,ಆಲಿಂಗನಾಂಗ; ಹಿಡಿಚದ ಕೊಂಡಿ; ಹಿಂದಿನ ಬಂಧನ,,,,,,,
,,Clavate,,ಗದೆರೂಪ,,,,,,,
,,Clavicornia,,ಗದೆ ಕುಡಿಪೂಸೆ ದುಂಬಿ,,,,,,,
,,Claw,,ಪಂಜ; ಮೊನೆಯುಗುರು,,,,,,,
,,Cleft,,ಸೀಳು,,,,,,,
,,Cleaning equipment,,ಶುಚೀಕರಣ ಸಾಧನ,,,,,,,
,,Clearwing moth,,ಪಾರದರ್ಶಕವರ್ಣ ಪತಂಗ,,,,,,,
,,Cleavage,,ಸೀಳು ಗೆರೆಗಳು; ವಿದಳನ,,,,,,,
,,Closed cell,,ಆವರಣ ಕೋಶ,,,,,,,
,,Clothes moth,,ಬಟ್ಟೆ ಪತಂಗ; ಅರಿವೆ ಪತಂಗ,,,,,,,
,,Clove oil,,ಲವಂಗದ ಎಣ್ಣೆ,,,,,,,
,,Club,,ಗದೆ,,,,,,,
,,Coal ash crinker,,ಕಲ್ಲಿದ್ದಿಲಿನ ಬೂದಿ ಕೀಟ,,,,,,,
,,Coaxial,,ಏಕಾಕ್ಷಕ,,,,,,,
,,Cobworm,,ತೆನೆಹುಳು; ಮುಸುಕಿನ ಜೋಳದ ಹುಳು,,,,,,,
,,Cocoon,,ಕೋರ; ಗೂಡು,,,,,,,
,,Cockchaffer,,ಗೊಬ್ಬರದ ಹುಳು (ದುಂಬಿ ಹುಳು),,,,,,,
,,Cock-roach,,ಜಿರಳೆ; ತೊಣ್ಣಂಗಿ ಜೊಂಡಿಗ,,,,,,,
,,Code of practice,,ಪ್ರಮಾಣಭೂತ ನಿಯಮಾವಳಿ,,,,,,,
,,Code terminant,,ಸಹನಿರ್ಧಾರಕ,,,,,,,
,,Coefficient of destruction,,ನಾರದ ಗುಣಕ,,,,,,,
,,Coelenterata,,ಕುಟುಕು ಕಣವಂತಗಳು; ಬರಕಾಂಶಜೀವಿ; ಕೊಲೆಂಟರೇಟ,,,,,,,
,,Coenocytic,,ಅಡ್ಡಭಿತ್ತಿಯಿತ,,,,,,,
,,Coenzyme,,ಸಹಕಿಣ್ವ,,,,,,,
,,Coevolution,,ಸಹವಿಕಾಸ,,,,,,,
,,C factor,,ಸಹಘಟಕ; ಸಹವರ್ಣ,,,,,,,
,,Coffee bean weevil,,ಕಾಫಿ ಕಾಯಿ ಮೂತಿಹುಳು,,,,,,,
,,Cohesion,,ಸಂಸಕ್ತಿ; ಸಂಬದ್ಧತೆ,,,,,,,
,,Cold-blood animal,,ಶೀತರಕ್ತ ಪ್ರಾಣಿ,,,,,,,
,,Colemania sphenarioides,,ಕುದುರೆ ಮೂತಿ ಚಿಟ್ಟೆ; ಕೋಲ್ಮೇನಿಯ ಸ್ಪೇನಾರಿಯಾಯ್ಡಿಸ್,,,,,,,
,,Coleoptera,,ಜೀರುಂಡವರ್ಗ; ಕೋಲೆಯಾಪ್ಟರ,,,,,,,
,,Coleoptile,,ಪ್ರಥಮಾಂಕುರ ಕವಚ,,,,,,,
,,Coiloid,,ಕಲಿಲ; ಅಸ್ಟ್ರಟಿಕ,,,,,,,
,,Collecterial gland,,ಸಹಕಾರಿಕ ಗ್ರಂಥಿ,,,,,,,
,,Colonial life,,ಸಮೂಹ ಜೀವನ,,,,,,,
,,Colonial organism,,ಸಮೂಹ ಜೀವಿ,,,,,,,
,,Colony,,ಸಮುದಾಯ,,,,,,,
,,Comb,,ಜೇನಿನ ಅರಿ; ಜೇನು ಹುಟ್ಟು,,,,,,,
,,Combination,,ಸಂಯೋಗ,,,,,,,
,,Combustion chamber,,ಉರಿತಪಾತ್ರೆ,,,,,,,
,,Commensalism,,ಆಶ್ರಯಜೀವ; ಸಹಜೀವನ,,,,,,,
,,Commi ure,,ಒಂದನಿ; ಅಡ್ಡನರಬಂಧಕ,,,,,,,
,,Communal behavior,,ಗುಂಪುವರ್ತನೆ,,,,,,,
,,Communal web,,ಗುಂಪಿನ ಜಾಲ,,,,,,,
,,Communication,,ಸಂಪರ್ಕ,,,,,,,
,,Community,,ಸಮುದಾಯ,,,,,,,
,,Companiform sensilla,,ಗಂಟೆಯಾಕಾರದ ಕೂದಲು,,,,,,,
,,Companion cell,,ಸಂಗಾತಿ ಜೀವಕೋಶ,,,,,,,
,,Competitors,,ಸ್ಪರ್ಧಿಗಳು,,,,,,,
,,Complete metamorphosis,,ಪೂರ್ಣ ರೂಪಾಂತರ,,,,,,,
,,Complete parasite,,ಪೂರ್ಣ ಪರತಂತ್ರ ಜೀವಿ,,,,,,,
,,Complex metamorphosis,,ಸಂಕೀರ್ಣ ರೂಪಾಂತರ,,,,,,,
,,Compositae,,ಸಂಕೀರ್ಣ ಪುಷ್ಟಿ,,,,,,,
,,Compound eye,,ಸಂಯುಕ್ತ ಚಕ್ಷು (ಕಣ್ಣು); ಸಂಯುಕ್ತಾಕ್ಷಿ,,,,,,,
,,Compressed air sprayer,,ಗಾಳಿ ಅಡಕಮಾಡಿದ ಸ್ಪ್ರೇಯರ್; ಗಾಳಿ ಅಡಕಿಸಿದ ಸಂಪೀಡನೆ,,,,,,,
,,Compression,,ಸಂಪೀಡನೆ,,,,,,,
,,Concave sub-umbrellar,,ಒಳಉಬ್ಬು,,,,,,,
,,Concretion,,ಗಟ್ಟಿಮಡ್ಡಿ,,,,,,,
,,Condensation,,ಘನೀಕರಣ; ಸಾಂದ್ರೀಕರಣ,,,,,,,
,,Condylus,,ನೊಳೆಡಲೆ,,,,,,,
,,Conoid,,ಶಂಕುವಿನಾಕಾರ,,,,,,,
,,Confused flour beetle,,ಮಕ್ಕುಗೆಂಪು ಹಿಟ್ಟಿನ ದುಂಬಿ,,,,,,,
,,Conjugation,,ಸದೃಶ ಸಂಯೋಗ,,,,,,,
,,Conjunetivity,,ಕೂಡಿಸುವಿಕೆ,,,,,,,
,,Connective tissue,,ಸಂಯೋಜಕ ಉತಕ,,,,,,,
,,Conservation,,ಪಾಲನೆ; ಸಂರಕ್ಷಣೆ,,,,,,,
,,Constricted,,ಮಡದಲ್ಲಿ ಅವಿತಿರುವುದು,,,,,,,
,,Constriction,,ಮಧ್ಯ ಒತ್ತು,,,,,,,
,,Contact poison,,ಸ್ಪರ್ಶ ಪಾಷಾಣ; ಸಂಪರ್ಕ ಪಾಷಾಣ,,,,,,,
,,Container,,ಧಾರಕ,,,,,,,
,,Contamination,,ಮಲಿನತೆ (ಆಯ್ಕೆರಹಿತ ಪೀಡೆನಾಶಕಗಳಿಂದ ಪ್ರದೇಶ ಮಲಿನತೆ),,,,,,,
,,Contest competition,,ಹೋರಾಟದ ಪೈಪೋಟಿ,,,,,,,
,,Contractile vacuole,,ಸಂಕೋಚಕ ಕುಹರ,,,,,,,
,,Contraction,,ಸಂಕೋಚನ ಹತೋಟಿ,,,,,,,
,,Control,,ಹತೋಟಿ,,,,,,,
,,Control coverage,,ಹತೋಟಿ ಅದ್ಯಂಶ,,,,,,,
,,Control measure,,ಹತೋಟಿ ಕ್ರಮ,,,,,,,
,,Control research,,ಹತೋಟಿ ಸಂಶೋಧನೆ,,,,,,,
,,Convection,,ಪ್ರಚಲನೆ,,,,,,,
,,Convergent,,ಹಿಮ್ಮುಖ,,,,,,,
,,Convergent evolution,,ಹಿಮ್ಮುಖ ವಿಕಾಸ,,,,,,,
,,Converse,,ವಿಪರ್ಯಯ; ವಿರುದ್ಧ,,,,,,,
,,Conveyor,,ಸಾಗಿಸುವ ಸಾಧನ,,,,,,,
,,Conventional kind,,ಸಾಂಪ್ರದಾಯಿಕ ಬಗೆ,,,,,,,
,,Convulsion,,ಸೆಳವು,,,,,,,
,,Cooking ladle,,ಅಡಿಗೆ ಸೌಟು; ಸಟ್ಟುಗ,,,,,,,
,,Coordination,,ಸಮಾನಾಧಿಕರಣ,,,,,,,
,,Cooties,,ತಲೆಹೇನು,,,,,,,
,,Copra beetle,,ಕೊಬ್ಬರಿ ಕುಟ್ಟಿ ದುಂಬಿ,,,,,,,
,,Copula,,ಸಂಯೋಜಕ,,,,,,,
,,Copulate,,ಕೂಡುವಿಕೆ,,,,,,,
,,Copulatory organ,,ಸಂಯೋಜಕಾಂಗ,,,,,,,
,,Cornea,,ಪಾರದರ್ಶಕ ಪಟಲ,,,,,,,
,,Corneagen cell,,ಪಾರದರ್ಶಕ ಪಟಲ ಕೋಶ,,,,,,,
,,Corneagen layer,,ಪಾರದರ್ಶಕ ಪಟಲಸ್ತರ; ಪಾರದರ್ಶಕ ಪಟಲ ಪದರ,,,,,,,
,,Corn earworm,,ಮೆಕ್ಕೆಜೋಳದ ತೆನೆ ಹುಳು,,,,,,,
,,Cornicle,,ಸ್ರವಿಸುವ ನಾಳ,,,,,,,
,,Cornucopia,,ಅಕ್ಷಯ ಪಾತ್ರೆ; ಸಮೃದ್ಧಿ,,,,,,,
,,Corodentia,,ಪುಸ್ತಕಹೇನು,,,,,,,
,,Coronal suture,,ಮುಕುಟದ ಸುರುವೆ,,,,,,,
,,Corrective,,ದೋಷವನ್ನು ಹೊಡೆಯುವ ವಸ್ತು,,,,,,,
,,Corrugated,,ಉಬ್ಬು ತಗ್ಗಿನ,,,,,,,
,,Cosmopoliton,,ಸರ್ವಸಮದರ್ಶಿ; ಸರ್ವವ್ಯಾಪಿ,,,,,,,
,,Cosmopoliton insect,,ಸರ್ವಾಂತರ್ಯಾಮಿ ಕೀಟ,,,,,,,
,,Cosmoscarta relata,,ಕೆಂಪು ಛಾಯೆಯ ನೊರೆ ತಿಗಣೆ (ಕಾಸ್ಮೊಸ್ಕಾರ್ಟಿ ರಿಲೇಟ),,,,,,,
,,Costa,,ಪಕ್ಕೆಲುಬು,,,,,,,
,,Costal margin,,ಮುನ್ನಂಚು,,,,,,,
,,Cotton bollworm,,ಹತ್ತಿ ಕಾಯಿಯ ಹುಳು,,,,,,,
,,Cotton mite,,ಹತ್ತಿಯ ನುಸಿ,,,,,,,
,,Cotton semilooper,,ಹತ್ತಿಯ ಕೊಂಡಲಿಹುಳು,,,,,,,
,,Cotton strainer,,ಹತ್ತಿಯ ಕಲೆ ತಿಗಣೆ,,,,,,,
,,Cotton thrips,,ಹತ್ತಿ ಥ್ರಿಪ್ಸ್,,,,,,,
,,Cottony cushion scale insect,,ಹತ್ತಿ ಮೆತ್ತೆಯಂಥ ಕೀಟ,,,,,,,
,,Counteract,,ವ್ಯತಿರಿಕ್ತ ಮಾಡು; ಪ್ರತೀಕರಿಸು,,,,,,,
,,Coupling,,ಸಂಯೋಜಕ,,,,,,,
,,Courtship,,ಪ್ರಣಯ; ಪ್ರಣಯಾಚರಣೆ,,,,,,,
,,Covered kernal smut,,ಕಾಳಿನ ಕಾಡಿಗೆ ರೋಗ,,,,,,,
,,Coxa,,ಸೊಂಟ ಕಟಿ,,,,,,,
,,Coxapodite,,ಕಟಿ ಭಾಗ,,,,,,,
,,Crab fish,,ಮುಳ್ಳುವಳ್ಳಿ,,,,,,,
,,Crab jouse,,ಏಡಿಹೇನು,,,,,,,
,,Crane fly,,ಒಕನೊಣ,,,,,,,
,,Cranium,,ತಲೆಬುರುಡೆ,,,,,,,
,,Cremaster,,ತುದಿಯಲ್ಲಿ ಎರಡು ಮುಳ್ಳು ಶ್ರಮ,,,,,,,
,,Cricket,,ಚಿನ್ಮಂಡೆ,,,,,,,
,,Crinkle,,ಸುಕ್ಕು,,,,,,,
,,Critical,,ವಿಷಮ; ಸಂದಿಗ್ಧ,,,,,,,
,,Critical point,,ಸಂದಿಗ್ಧ ಬಿಂದು,,,,,,,
,,Criticle value,,ವಿಷಮ ಮಟ್ಟ,,,,,,,
,,Crochet,,ಕೊಕ್ಕೆ; ಕೊಕ್ಕೆ ಕೊನೆ ಹುಳು,,,,,,,
,,Crop pest calendar,,ಕೀಟಕ ಪಿಡುಗಿನ ಪಟ್ಟಿ,,,,,,,
,,Crop rotation,,ಬೆಳೆಸರಧಿ,,,,,,,
,,Cross feeding,,ಅಡ್ಡ ಅಪಾರ ಒದಗಿಸುವಿಕೆ,,,,,,,
,,Cross fertilization,,ಪರಕೀಯ ಪುರುಷಾಣು ಸಂಬಂಧ; ಪರಕೀಯ ಗರ್ಭಾಧಾನ,,,,,,,
,,Cross infestation,,ನಿಟ್ಟಿನಿಂದ ನಿಟ್ಟಿಗೆ ಹರಡುವ ಕೀಟಕಾಟ,,,,,,,
,,Cross section,,ಅಡ್ಡನೀಳು; ಅಡ್ಡ ಕೊಯ್ಲು,,,,,,,
,,Crown borer,,ಮಂಡಿ ಕೊಠಡಿ,,,,,,,
,,Crown not,,ಕೊರೆಯುವ ರೋಗ,,,,,,,
,,Crustacca,,ಕಠಿಣ ಚರ್ಮ,,,,,,,
,,Cryptic coleration,,ಗಂಧವರ್ಣ,,,,,,,
,,Cryptouephry,,ಮೂತ್ರ ಪಿಂಡ,,,,,,,
,,Crystalline body,,ಸ್ಫಟಿಕ ವಸ್ತು,,,,,,,
,,Cucurbita,,ಕಕಂಟವರ್ಗ,,,,,,,
,,Cultural control,,ಸಾಗುವಳಿ ಹತೋಟಿ,,,,,,,
,,Culture,,ಜೀವಾಣುಸಾಕಣೆ; ಸಾಗುವಳಿ,,,,,,,
,,Curative control,,ಚಿಕಿತ್ಸೆ ಹತೋಟಿ; ಚಿಕಿತ್ಸಾತ್ಮಕ ಹತೋಟಿ,,,,,,,
,,Curative method,,ಚಿಕಿತ್ಸಾ ಕ್ರಮ,,,,,,,
,,Curature movement,,ಬಾಗುಚಲನೆ,,,,,,,
,,Cuticle,,ಹೊರಚರ್ಮ,,,,,,,
,,Cuticular lining,,ಚರ್ಮದ ಪೊರೆ,,,,,,,
,,Cutworm,,ಕತ್ತರಿಸುವ ಹುಳು,,,,,,,
,,Cyclic,,ಚಕ್ರೀಯ,,,,,,,
,,Cyclical parthenogenesis,,ಪರಿವರ್ತಿನಿರ್ಲಿಂಗಜನನ; ಚಕ್ರೀಯ ನಿರ್ಲಿಂಗಜನನ,,,,,,,
,,Cyclo developmental patiogens,,ಆವರ್ತ ವಿಕಾಸ ರೋಗಕಾರಕ,,,,,,,
,,Cyclopropogative pathogen,,ಆವರ್ತ ಸಂದಾನ ರೋಗಕಾರಕ,,,,,,,
,,Cytopharynx,,ಕೋಶಾಂತರ ಗಂಟಲು,,,,,,,
,,Cytoplasm,,ಕೋಶದ್ರವ್ಯ; ಕೋಶರಸ,,,,,,,
,,Cyst,,ಕವಚ; ಪೂತಿಕೋಶ,,,,,,,
,,Cytology,,ಕೋಶಶಾಸ್ತ್ರ,,,,,,,
,,Daddy long legs,,ಕೊಕ್ರೆ ನೊಣ,,,,,,,
,,Damping off,,ಸಸಿ ಸಾಯುವಿಕೆ,,,,,,,
,,Damping off disease,,ಶೈತ್ಯರೋಗ,,,,,,,
,,Damp proof,,ಶೈತ್ಯಾಭೇದ್ಯ; ತೇವವೇರದ,,,,,,,
,,Damsel bug,,ಕನ್ನೆ ತಿಗಣೆ,,,,,,,
,,Darking beetle,,ಅಡಗುದುಂಬಿ,,,,,,,
,,Dark mealyworm,,ಕಪ್ಪು ಬೂಷ್ಟ ಹುಳು,,,,,,,
,,Dead heart,,ಸುಳಿಬಾಡಿ ಒಣಗು,,,,,,,
,,Dead-heart borer,,ಸಸಿ ಬುಡ ಕೊರೆಯುವ ಹುಳು; ಒಣಗಿಸುವ ಹುಳು,,,,,,,
,,Deaths head,,ತಲೆಸುಟ್ಟಂತಾಗು,,,,,,,
,,Deaths head moth,,ಸ್ಫಿಂಕ್ಸ್ ಹುಳು; ಸ್ಫಿಂಕ್ಸ್ ಪತಂಗ,,,,,,,
,,Dead pupa,,ಸತ್ತ ಪ್ಯೂಪ,,,,,,,
,,Deccan wingless grosshopper,,ಕುದುರೆ ಮೂತಿ ಮಿಡತೆ; ಡೆಕ್ಕನ್ ರೆಕ್ಕೆ ಇಲ್ಲದ ಮಿಡತೆ,,,,,,,
,,Decumbent,,ತಲೆ ಒರಗಿಸುವುದು; ಒರಗಿರುವ,,,,,,,
,,Deflossing,,ಗೂಡಿನ ಹೊರ ಆವರಣ ತೆಗೆಯುವಿಕೆ,,,,,,,
,,Degenerate type,,ಆವರಣ ಬಗೆ,,,,,,,
,,Degree of parasitisation,,ಪರೋಪಜೀವಿ ದರ್ಜೆ,,,,,,,
,,Delivery slot,,ಸೀಳುಗುಂಡಿ,,,,,,,
,,Deodorant,,ನಿರ್ಗಂಧಮಾಡುವ ವಸ್ತು,,,,,,,
,,Deplanning mite,,ಗರಿ ಉದುರಿಸುವ ಸುಳಿ,,,,,,,
,,Derange,,ಅಣಿಗೆಡಿಸು,,,,,,,
,,Derivative,,ವ್ಯುತ್ಪನ್ನ ವಸ್ತು,,,,,,,
,,Dermatitis,,ಚರ್ಮದ ಊತ,,,,,,,
,,Dermoptera,,ಚರ್ಮದಕ್ಷೀಯ,,,,,,,
,,Desert locust,,ಮರಳುಗಾಡಿನ ಮಿಡತೆ,,,,,,,
,,Desiccator,,ಶೋಧಕ,,,,,,,
,,Destruction,,ವಿನಾಶ,,,,,,,
,,Detergent,,ಶುದ್ಧಕಾರಕ,,,,,,,
,,Deterioration,,ಕೀಳಾಗುವಿಕೆ; ಕೆಡುವಿಕೆ,,,,,,,
,,Deterrant,,ಅನಾಕರ್ಷಣೀಯ; ತಡೆಗಟ್ಟುವ,,,,,,,
