ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Covered smut cereal disease,ಆವರಿತ ಕಾಡಿಗೆ ಧಾನ್ಯ ರೋಗ,,,,,,,,,
,Cowpea,ಅಲಸಂದೆ,,,,,,,,,
,Crab caterpillar,ಏಡಿ ಕಂಬಳಿಹುಳು,,,,,,,,,
,Crane,ಭಾರ ಎತ್ತುವ ಯಂತ್ರ,,,,,,,,,
,Credit,"ಸಾಲ, ಪತ್ತು",,,,,,,,,
,Credit worthiness,ಸಾಲ ಅರ್ಹತೆ,,,,,,,,,
,Creeper,ಬಳ್ಳಿ,,,,,,,,,
,Cribwork,"ಊರೆಗಟ್ಟು, ಹರಿಕಟ್ಟು",,,,,,,,,
,Cricket,ಚಿಮ್ಮಂಡೆ,,,,,,,,,
,Critical difference,ಸಂದಿಗ್ಧ ಅಂತರ,,,,,,,,,
,Critical period (water),ಸಂದಿಗ್ಧ ಅವಧಿ (ನೀರಾವರಿ),,,,,,,,,
,Critical photoperiod,ಸಂದಿಗ್ಧ ಬೆಳಕು ಅವಧಿ,,,,,,,,,
,Critical stages,ಸಂದಿಗ್ಧ ಹಂತಗಳು,,,,,,,,,
,Crop,ಬೆಳೆ,,,,,,,,,
,Crop cafeteria,ಗುರುತಿಸಲಾದ ಸಮರ್ಥ ಬೆಳೆ ತಳಿಗಳ ಪ್ರಾತ್ಯಕ್ಷಿಕೆ,,,,,,,,,
,Crop calender,ಬೆಳೆ ಕಾರ್ಯಕ್ರಮಪಟ್ಟಿ,,,,,,,,,
,Crop combination,ಬೆಳೆ ಸಂಯೋಜನ,,,,,,,,,
,Crop canopy,ಬೆಳೆ ಮುಕುಟಭಾಗ,,,,,,,,,
,Crop coefficient,ಬೆಳೆ ಗುಣಾಂಕ,,,,,,,,,
,Crop competition,ಬೆಳೆ ಸ್ಪರ್ಧೆ / ಪೈಪೋಟಿ,,,,,,,,,
,Crop duration,ಬೆಳೆ ಅವಧಿ (ಮೊಳಕೆಯಿಂದ ಬಲಿಯುವವರೆಗೆ),,,,,,,,,
,Crop ecology,ಬೆಳೆ ಪರಿಸರಶಾಸ್ತ್ರ / ಆವರಣ ಶಾಸ್ತ್ರ,,,,,,,,,
,Crop ecosystem,ಬೆಳೆ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Crop environment,ಬೆಳೆ ಪರಿಸರ,,,,,,,,,
,Crop equivalent yield,ಬೆಳೆ ಇಳುವರಿಯ ಮೌಲ್ಯ ಸಮೀನೀಕರಣ,,,,,,,,,
,Crop-husbandry,ಬೆಳೆ ಸಂಗೋಪನೆ,,,,,,,,,
,Crop insurance,ಬೆಳೆ ವಿಮೆ,,,,,,,,,
,Crop intensification,ಬೆಳೆ ತೀವ್ರಗೊಳಿಸುವಿಕೆ,,,,,,,,,
,Crop lodging,ಬೆಳೆ ಬಾಗುವಿಕೆ / ಅಡ್ಡ ಬೀಳುವಿಕೆ,,,,,,,,,
,Crop management,ಬೆಳೆ ನಿರ್ವಹಣೆ,,,,,,,,,
,Crop performance,ಬೆಳೆ ನಿರ್ವಾಹಕತೆ,,,,,,,,,
,Crop physiology,ಬೆಳೆ ಶರೀರಕ್ರಿಯಾಶಾಸ್ತ್ರ,,,,,,,,,
,Cropping pattern,ಬೆಳೆ ಮಾದರಿ,,,,,,,,,
,Crop production,ಬೆಳೆ ಉತ್ಪಾದನೆ,,,,,,,,,
,Crop productivity,ಬೆಳೆ ಉತ್ಪಾದಕತೆ,,,,,,,,,
,Crop residue,ಬೆಳೆ ಉಳಿಕೆ ಪದಾರ್ಥ (ಕೊಯ್ಲುನಂತರ ಹೊಲದಲ್ಲಿ ಉಳಿಯುವ ನಿರುಪಯುಕ್ತ ವಸ್ತು),,,,,,,,,
,Crop residue management,ಬೆಳೆ ಉಳಿಕೆ ಪದಾರ್ಥಗಳ ನಿರ್ವಹಣೆ,,,,,,,,,
,Cropping system,ಬೆಳೆ ಪದ್ಧತಿ,,,,,,,,,
,Cropping scheme,ಬೆಳೆ ಬೆಳೆಯುವಿಕೆ ಯೋಜನೆ (ಗರಿಷ್ಠ ಇಳುವರಿಗಾಗಿ),,,,,,,,,
,Crop residue,ಬೆಳೆ ಉಳಿಕೆ,,,,,,,,,
,Crop rotation,"ಬೆಳೆ ಸರದಿ, ಬೆಳೆ ಪರಿವರ್ತನೆ",,,,,,,,,
,Crop sanitation,ಬೆಳೆ ನೈರ್ಮಲ್ಯತೆ,,,,,,,,,
,Crop season,ಉತ್ತಮ ಇಳುವರಿಗೆ ಸೂಕ್ತ ಹವಾಮಾನ,,,,,,,,,
,Crop technology,ಬೆಳೆ ತಾಂತ್ರಿಕತೆ,,,,,,,,,
,Crop tolerance,ಬೆಳೆ ಸಹಿಷ್ಣುತೆ,,,,,,,,,
,Crop water use efficiency,ಬೆಳೆ ನೀರು ಬಳಕೆ ಸಮರ್ಥ್ಯ,,,,,,,,,
,Crop year,ಬೆಳೆ ವರ್ಷ,,,,,,,,,
,Crop yield index,ಬೆಳೆ ಇಳುವರಿ ಸೂಚಕ,,,,,,,,,
,Cross fertilization,ಪರ ಪರಾಗಸ್ಪರ್ಶ,,,,,,,,,
,Cross inoculation,ಅಡ್ಡ ಒಳಸೇರಿಸುವಿಕೆ,,,,,,,,,
,Cross pollination,ಪರ / ಅನ್ಯ ಪರಾಗಸ್ಪರ್ಶ,,,,,,,,,
,Cross section,ಅಡ್ಡಕೊಯ್ತ,,,,,,,,,
,Crow bar,"ಹಾರೆ, ಗಡಾರಿ",,,,,,,,,
,Crown,"ಮುಡಿ, ಮುಕುಟ",,,,,,,,,
,Crown-grafting,ನೆತ್ತಿ ಕಸಿ ಮಾಡುವಿಕೆ,,,,,,,,,
,Cruciferous,"ಸಾಸಿವೆ / ಕೋಸು ಗುಂಪಿನ ಪ್ರಭೇದಗಳು, ಕ್ರೂಷಪುಷ್ಟೀಯ",,,,,,,,,
,Crude fibre,ಕಚ್ಚಾನಾರು,,,,,,,,,
,Crude protein,ಕಚ್ಚಾ ಸಸಾರಜನಕ,,,,,,,,,
,Crumple,"ಸುಕ್ಕಾಗಿಸು, ಮುದುರುವುದು",,,,,,,,,
,Crumb structure,ಮುರುಕಾಕೃತಿ,,,,,,,,,
,Crust,"ಹೆಕ್ಕಳಿಕೆ, ಹೆಪ್ಪು",,,,,,,,,
,Cryptogams,ಪುಷ್ಪ ರಹಿತ / ಗುಪ್ತ ಪುಷ್ಟಿ ಸಸ್ಯಗಳು,,,,,,,,,
,Cucumber,ಸೌತೆಕಾಯಿ,,,,,,,,,
,Cucurbit,ಸೌತೆಕಾಯಿ ಗುಂಪು,,,,,,,,,
,Cucurbita maxima,ಕುಂಬಳ,,,,,,,,,
,Cultivar,ಸಾಗುವಳಿ ತಳಿ,,,,,,,,,
,Cultivation,"ಸಾಗುವಳಿ, ಬೇಸಾಯ",,,,,,,,,
,Cultivator,"1. ಬೇಸಾಯಗಾರ, ಸಾಗುವಳಿಗಾರ 2. ಸಾಗುವಳಿ ಸಾಧನ",,,,,,,,,
,Cultural control (pests),ಪೀಡೆ ನಿರ್ವಹಣ ಸಾಗುವಳಿ ಪದ್ದತಿಗಳು,,,,,,,,,
,Cultural practices,ಸಾಗುವಳಿ ಪದ್ಧತಿಗಳು,,,,,,,,,
,Culture,ಸಾಕಣೆ,,,,,,,,,
,Culture treatment,ಸೋಂಕು ಉಪಚರಣೆ,,,,,,,,,
,Culvert,ಅಡಿಗಾಲುವೆ,,,,,,,,,
,Cumin (Cuminum) cyminum,ಜೀರಿಗೆ,,,,,,,,,
,Cumulative run off,ನಿರ್ದಿಷ್ಟ ಅವಧಿಯಲ್ಲಿ ಹರಿದುಹೋದ ಒಟ್ಟು ನೀರಿನ ಪ್ರಮಾಣ,,,,,,,,,
,Cumulus,"ರಾಶಿ, ಒಟ್ಟಿಲು, ಗುಡ್ಡೆ",,,,,,,,,
,Cup-feed drill,ಬಟ್ಟಲು ಕೂರಿಗೆ,,,,,,,,,
,Curative method,ಚಿಕಿತ್ಸಕ ವಿಧಾನ,,,,,,,,,
,Curuma longa,ಅರಿಷಿಣ,,,,,,,,,
,Curing,"ಸಂಸ್ಕರಿಸುವಿಕೆ, ಸಂಸ್ಕರಣೆ",,,,,,,,,
,Cuscuta reflexa,"ಆಕಾಶಬಳ್ಳಿ, ಅಮರಬಳ್ಳಿ",,,,,,,,,
,Cusec,ಕ್ಯೂಸೆಕ್ (ಒಂದು ಸೆಕೆಂಡಿಗೆ ಒಂದು ಕ್ಯೂಬಿಕ್ ಅಡಿಯಂತೆ ಹರಿಯುವ ನೀರಿನ ಪ್ರಮಾಣ),,,,,,,,,
,Custard-apple,ಸೀತಾಫಲ,,,,,,,,,
,Cuticle,"ಉಪಚರ್ಮ, ಮೇಲ್ಫದರ",,,,,,,,,
,Cut off time (irrigation),ನೀರುಪೂರೈಕೆ ನಿಲ್ಲಿಸುವ ಅವಧಿ (ಮೇಲ್ಮೈ ನೀರಾವರಿಯಲ್ಲಿ),,,,,,,,,
,Cut worm,ಕತ್ತರಿಸುವ ಹುಳು,,,,,,,,,
,Cyclic,ಚಕ್ರೀಯ,,,,,,,,,
,Cyclone,ಬಿರುಗಾಳಿ,,,,,,,,,
,Cyclonic storm,"ಆವರ್ತ ಚಂಡಮಾರುತ, ಸುಂಟರಗಾಳಿ, ಬಿರುಗಾಳಿ",,,,,,,,,
,Cymose type,ಮಧ್ಯಾರಂಭಿ ಹೂಗೊಂಚಲು,,,,,,,,,
,Cyst,"ಕವಚ ಕೋಶ, ಪೂತಿಕೋಶ",,,,,,,,,
,Cytokinin,ಕೋಶವಿಭಜನಕಾರಗ ವಸ್ತು,,,,,,,,,
,Cytology,ಕೋಶಶಾಸ್ತ್ರ,,,,,,,,,
,Cytophagy,ಕೋಶ ಭಕ್ಷಣೆ,,,,,,,,,
,Cytoplasm,"ಕೋಶದ್ರವ್ಯ, ಜೀವದ್ರವ್ಯ",,,,,,,,,
,Cytotaxonomy,ಕೋಶ ವರ್ಗೀಕರಣಶಾಸ್ತ್ರ,,,,,,,,,
,Dairy,ಹೈನಾಗಾರ,,,,,,,,,
,Dairy farming,ಹೈನುಗಾರಿಕೆ,,,,,,,,,
,Dam,ಅಣೆಕಟ್ಟು,,,,,,,,,
,Damage,ಹಾನಿ,,,,,,,,,
,Damping off,"ಶೀತದಿಂದ ಸಾಯುವಿಕೆ, ಶೀತಕೊಳರೋಗ",,,,,,,,,
,Damsel bug,ಕನ್ನೆತಗಣೆ,,,,,,,,,
,Dapog method,ಡಪೋಗ್ ವಿಧಾನ,,,,,,,,,
,Date palm,ಖರ್ಜೂರ,,,,,,,,,
,Daughter-sucker,ಮರಿಕಂದು,,,,,,,,,
,Day cusec,ದೈನಿಕ ಕ್ಯೂಸೆಕ್ (24 ಗಂಟೆಗಳಲ್ಲಿ ಹರಿಯುವ ನೀರಿನ ಪ್ರಮಾಣ - ಕ್ಯೂಸೆಕ್ ಗಳಲ್ಲಿ),,,,,,,,,
,Day length,ದಿನದ ಅವಧಿ,,,,,,,,,
,Dead furrow,ಮೃತಸಾಲು,,,,,,,,,
,Dead-heart,ಸುಳಿ ಬಾಡಿ ಒಣಗುವಿಕೆ,,,,,,,,,
,Dead soil,ಮೃತಮಣ್ಣು,,,,,,,,,
,Dead-wood,ಮೃತದಾರು,,,,,,,,,
,Debris,ಮುರುಕಲು ಗುಪ್ಪೆ,,,,,,,,,
,De calcification,ಮಣ್ಣಿನಿಂದ ಕ್ಯಾಲ್ಸಿಯಂ ಕಾರ್ಬೋನೇಟ್ ಒಳಸೋಸಿಕೆ,,,,,,,,,
,Deciduous,ಎಲೆಯುದುರಿಸುವ,,,,,,,,,
,Decompose,"ಕಳಿಯುವುದು, ವಿಘಟಿಸುವುದು, ವಿಭಜಿಸುವುದು",,,,,,,,,
,Decomposed rock,ವಿಘಟಿತ ಬಂಡೆ,,,,,,,,,
,Decomposition,"ವಿಘಟನೆ, ಕಳಿಯುವಿಕೆ, ವಿಭಜನೆ",,,,,,,,,
,Decorticator,ಸಿಪ್ಪೆ ಸುಲಿಯುವ ಸಾಧನ,,,,,,,,,
,Decumbent,"ತಲೆ ನೆಲಕ್ಕೆ ಬಾಗಿದ, ತಲೆ ನೆಲಕ್ಕೆ ಒರಗಿದ",,,,,,,,,
,Deep percolation loss,ಬೆಳೆ - ಬೇರುವಲಯದಿಂದ ಆಳಕ್ಕೆ ನೀರು ಜಿನುಗುವುದರಿಂದಾಗುವ ನಷ್ಟ,,,,,,,,,
,Deep placement,ಆಳಕ್ಕೆ ಸೇರಿಸುವುದು,,,,,,,,,
,Deep soil,ಆಳ ಮಣ್ಣು,,,,,,,,,
,Deep-rooted,ಆಳ ಬೇರಿನ,,,,,,,,,
,Deep tillage,ಆಳ ಉಳುಮೆ,,,,,,,,,
,Deep water rice,ಆಳ ನೀರಿನಲ್ಲಿ ಬೆಳೆಯುವ ಭತ್ತ (51 ಸೆಂ. ಮೀ ನಿಂದ 5.6 ಮೀ. ಎತ್ತರ ನಿಂತರ ನೀರಿನಲ್ಲಿ),,,,,,,,,
,Deferred grazing,ಮುಂದೂಡಿದ ಮೇಯಿಸುವಿಕೆ,,,,,,,,,
,Deficiency diseases,ಪೋಷಕಾಂಶ ಕೊರತೆ ರೋಗಗಳು,,,,,,,,,
,Deflocculation,ಬೊಂತೆ ಬಿಡಿಸುವಿಕೆ,,,,,,,,,
,Defoliation,ಎಲೆ ಉದುರುವಿಕೆ,,,,,,,,,
,Deforestation,ಅರಣ್ಯನಾಶ,,,,,,,,,
,Deformed,ವಿರೂಪಿತ,,,,,,,,,
,Degenerated,ಅವನತಿಗೊಂಡ,,,,,,,,,
,Degradation,"ಶಿಥಿಲಗೊಳ್ಳುವಿಕೆ, ಅವನತಿ",,,,,,,,,
,Degree day,ಬೆಳೆ ಉಷ್ಣಾಂಶ ಅಗತ್ಯತೆ ಸೂಚಕ,,,,,,,,,
,Dehiscent,ಬಿರಿಯುವ,,,,,,,,,
,Dehulling,ಸಿಪ್ಪೆ / ಹೊಟ್ಟು ಸುಲಿಯುವಿಕೆ,,,,,,,,,
,Dehydration,"ನಿರ್ಜಲೀಕರಣ, ಜಲಕಳೆತ, ನೀರ್ದೆಗೆತ, ಒಣಗಿಸುವಿಕೆ",,,,,,,,,
,Delta,ನದೀಮುಖಜ ಭೂಮಿ,,,,,,,,,
,Delta (water),ಒಂದು ಬೆಳೆಗೆ ಅಗತ್ಯವಿರುವ ನೀರು ಆಳ,,,,,,,,,
,Deltaic area,ಪ್ರಸ್ಥಭೂಮಿ ಪ್ರದೇಶ,,,,,,,,,
,Demand,ಬೇಡಿಕೆ,,,,,,,,,
,Demonstration,ಪ್ರಾತ್ಯಕ್ಷಿಕೆ,,,,,,,,,
,Demucilaging,ಲೋಳೆಯಾಗದಿರುವಿಕೆ,,,,,,,,,
,Denitrification,ಸಾರಜನಕ ಕಳೆತ,,,,,,,,,
,Dense growing,ದಟ್ಟವಾಗಿ ಬೆಳೆಯುವ,,,,,,,,,
,Density,ಸಾಂದ್ರತೆ,,,,,,,,,
,Depleting ranges,ಖಾಲಿಯಾಗುತ್ತಿರುವ ಹುಲ್ಲುಗಾವಲುಗಳು,,,,,,,,,
,Deployment,ಉದ್ದಸಾಲಿನಿಂದ ಅಗಲಸಾಲಿಗೆ ಹರಡುವುದು ಅಭಿನಿಯೋಜನೆ,,,,,,,,,
,Deposit,ಶೇಖರಣೆ,,,,,,,,,
,Depot,ಕೋಠಿ,,,,,,,,,
,Depth of irrigation,ನೀರಾವರಿ ಆಳ,,,,,,,,,
,Depletion,ಬರಿದಾಗುವಿಕೆ,,,,,,,,,
,Depreciation,ಸವೆತ,,,,,,,,,
,Depression,ತಗ್ಗು,,,,,,,,,
,Desalination,ನಿರ್ಲವಣೀಕರಣ,,,,,,,,,
,Desert,ಮರುಭೂಮಿ,,,,,,,,,
,Desert locust,ಮರುಭೂಮಿ ಮಿಡತೆ,,,,,,,,,
,Desiccation,ಒಣಗಿಸುವಿಕೆ,,,,,,,,,
,Desiccator,ಒಣಗಿಸುವ ಯಂತ್ರ,,,,,,,,,
,Desilting,"ಹೂಳುತೆಗೆಯುವಿಕೆ, ಒಂಡು ತೆಗೆಯುವಿಕೆ",,,,,,,,,
,Desuckering (tobacco),ಮೋಸುಗಳನ್ನು ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Detasseling,ಮುಸುಕಿನ ಜೋಳದ ಎಳೆಯ ತೆನೆ ಕುಚ್ಚು ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Deterrant,"ಅನಾಕರ್ಷಕ, ತಡೆಗಟ್ಟುವ",,,,,,,,,
,Detoxification,ವಿಷರಹಿತ ವಸ್ತುವಾಗಿ ಪರಿವರ್ತನೆಗೊಳ್ಳುವುದು,,,,,,,,,
,Detritus,ಸವಕಳಿ ಪದಾರ್ಥ,,,,,,,,,
,Developmental process,ಅಭಿವೃದ್ಧಿ ಪ್ರಕ್ರಿಯೆ,,,,,,,,,
,Devitalising process,ಜೀವಶಕ್ತಿ ಕಳೆತ ಪ್ರಕ್ರಿಯೆ,,,,,,,,,
,Dew,ಮಂಜು,,,,,,,,,
,Dew point,ಹಿಮಬಿಂದು,,,,,,,,,
,Dhaincha (Sesbania cannabina),ಧೈಂಚ,,,,,,,,,
,Diadelphous stamen,"ದ್ವಿಬಂಧಕೇಸರ, ದ್ವಿಸಂಘಕೇಸರ",,,,,,,,,
,Diamond backmoth,ವಜ್ರ ಬೆನ್ನಿನ ಪತಂಗ,,,,,,,,,
,Diapause,ನಿಶ್ಚೇಷ್ಟ ಸ್ಥಿತಿ / ಕಾಲ,,,,,,,,,
,Dibbler,ಗುಳಿದಸಿ,,,,,,,,,
,Dicotyledons,ದ್ವಿದಳ ಧಾನ್ಯ ಸಸ್ಯಗಳು,,,,,,,,,
,Die back,ತುದಿ ಒಣಗುವುದು,,,,,,,,,
,Diffuse,ವಿಸರಿತ,,,,,,,,,
,Diffusion resistance,ವಿಸರಣ ಪ್ರತಿರೋಧಕತೆ,,,,,,,,,
,Digging,ಅಗೆಯುವುದು,,,,,,,,,
,Dihybrid,ದ್ವಿಸಂಕರ,,,,,,,,,
,Dilute,ದುರ್ಬಲ,,,,,,,,,
,Dimension,ಅಳತೆ,,,,,,,,,
,Dimorphism,ದ್ವಿರೂಪತೆ,,,,,,,,,
,Dioecious,ಏಕಲಿಂಗಾಶ್ರಯಿ,,,,,,,,,
,Diploid,ದ್ವಿಗುಣಿತ,,,,,,,,,
,Direct drilling,ಕೂರಿಗೆಯಿಂದ ನೇರ ಬಿತ್ತನೆ,,,,,,,,,
,Disc coulter,ತಟ್ಟೆಕೂರಿಗೆ ತಾಳು,,,,,,,,,
,Disc harrow,"ತವೆ ಕುಂಟೆ, ತವೆ ಹಲುಬೆ",,,,,,,,,
,Discolouration,ಬಣ್ಣಗೆಡುವಿಕೆ,,,,,,,,,
,Disc plough,"ತವೆ ನೇಗಿಲು, ತಟ್ಟೆನೇಗಿಲು",,,,,,,,,
,Disc ridger,"ತಟ್ಟೆ ನೇಗಿಲು ಬದುಕಾರಕ, ಏಣುಂಟುಮಾಡುವ ಸಲಕರಣೆ",,,,,,,,,
,Disputes committee,ವಿವಾದಗಳ ಸಮಿತಿ,,,,,,,,,
,Disease complexes,ರೋಗ ಸಂಕೀರ್ಣಗಳು,,,,,,,,,
,Disease resistance,ರೋಗ ನಿರೋಧಕ ಶಕ್ತಿ,,,,,,,,,
,Disinfectant,"ಕ್ರಿಮಿನಾಶಕ, ಸೋಂಕು ನಿವಾರಕ",,,,,,,,,
,Disintegration,"ಶಿಥಿಲವಾಗುವಿಕೆ, ವಿಘಟನೆ",,,,,,,,,
,Dispersal,ಪ್ರಸಾರ (ಪ್ರಸರಣೆ),,,,,,,,,
,Dissemination,ಬೀಜ ಚೆಲ್ಲುವಿಕೆ / ಪ್ರಸರಣೆ,,,,,,,,,
,Distichous,ಎರಡು ಸಾಲಿನ,,,,,,,,,
,Distillation,ಬಟ್ಟಿ ಇಳಿಸುವಿಕೆ,,,,,,,,,
,Distilled water,ಬಟ್ಟಿ ಇಳಿಸಿದ ನೀರು,,,,,,,,,
,Distortion,ವಿಕೃತವಾಗುವಿಕೆ,,,,,,,,,
,Distribution efficiency,"ವಿತರಣ ಸಾಮರ್ಥ್ಯ, (ನೀರಾವರಿ ನೀರು)",,,,,,,,,
,Ditch,"ಅಗಳು, ಕಾಲುವೆ, ಚರಂಡಿ, ಹಳ್ಳ",,,,,,,,,
,Diurnal variation,ದೈನಿಕ ಬದಲಾವಣೆ,,,,,,,,,
,Divalent base,ದ್ವಿಸಂಯೋಗಶಕ್ತಿ ಪ್ರತ್ಯಾಮ್ಲ,,,,,,,,,
,Diversion canal,ಜಲಮಾರ್ಗ ಬದಲಿಕೆ ನಾಲೆ,,,,,,,,,
,Diversified cropping,ವಿವಿಧ ಬೆಳೆ ಕೃಷಿ,,,,,,,,,
,Diversified farming,ವಿವಿಧ ಕೃಷಿ ಪದ್ಧತಿ,,,,,,,,,
,Dominant,ಪ್ರಬಲ,,,,,,,,,
,"Dolichos lab-lab, Lab-lab puspurcus",ಅವರೆ,,,,,,,,,
,Dolichos biflorus,ಹುರುಳಿ,,,,,,,,,
,Dolomite,ಡಾಲೋಮೈಟ್,,,,,,,,,
,Domestic agriculture,ಒಳನಾಡ ಕೃಷಿ,,,,,,,,,
,Domestic product,ಗೃಹೋಪಯೋಗಿ ಉತ್ಪನ್ನ,,,,,,,,,
,Dominant,ಪ್ರಬಲ,,,,,,,,,
,Dormancy,ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,,,
,Dormant spray,ಸುಪ್ತ ಸಿಂಪರಣೆ,,,,,,,,,
,Dosage,ಗೊತ್ತಾದ ಪ್ರಮಾಣ,,,,,,,,,
,Double cropping,ದ್ವಿಬೆಳೆ ಬೆಳೆಯುವಿಕೆ (ಒಂದೇ ಜಮೀನಿನಲ್ಲಿ ವರ್ಷದಲ್ಲಿ ಸರಣಿಯಲ್ಲಿ ಎರಡು ಬೆಳೆ ಬೆಳೆಯುವಿಕೆ),,,,,,,,,
,Double cross,ದ್ವಿ ಸಂಕರಣ,,,,,,,,,
,Draft cattle,ಎಳೆಯುವ ಎತ್ತು,,,,,,,,,
,Dragon-fly,ಕೊಡತಿ ಹುಳು,,,,,,,,,
,Drain,1. ಬಸಿಯುವಿಕೆ 2. ಬಸಿನೀರು ಚರಂಡಿ,,,,,,,,,
,Drainage,ಬಸಿಗಾಲುವೆ,,,,,,,,,
,Drainage basin,"ಜಲಗ್ರಾಹಿ ಕ್ಷೇತ್ರ, ಬಸಿಗಾಲುವೆ ಕ್ಷೇತ್ರ",,,,,,,,,
,Drainage channel,ಬಸಿಗಾಲುವೆ ಕಂದಕ,,,,,,,,,
,Drainage ditches,ಬಸಿಗಾಲುವೆ ಚರಂಡಿಗಳು,,,,,,,,,
,Drainage water,"ಗುರುತ್ವಾಕರ್ಷಣ ಜಲ, ಮುಕ್ತಜಲ",,,,,,,,,
,Drastic,ಚುರುಕಾದ,,,,,,,,,
,Drill,ಕೂರಿಗೆ,,,,,,,,,
,Drill row,ಕೂರಿಗೆ ಬಿತ್ತನೆ ಸಾಲು,,,,,,,,,
,Drip irrigation,"ಹನಿ ನೀರಾವರಿ, ತೊಟ್ಟು ನೀರಾವರಿ",,,,,,,,,
,Drizzling,ತುಂತುರು ಮಳೆ,,,,,,,,,
,Drosophila,ಹಣ್ಣಿನ ನೊಣ,,,,,,,,,
,Drought,"ಅನಾವೃಷ್ಟಿ, ಬರ, ಕ್ಷಾಮ",,,,,,,,,
,Drought prone,ಬರಪೀಡಿತ,,,,,,,,,
,Drought resistant,ಬರನಿರೋಧಕ,,,,,,,,,
,Drought year,ಬರಗಾಲದ ವರ್ಷ,,,,,,,,,
,Drupe,ಅಷ್ಟಿಫಲ,,,,,,,,,
,Dry farming,ಖುಷ್ಕಿ ಬೇಸಾಯ,,,,,,,,,
,Dry land,ಖುಷ್ಕಿ ಜಮೀನು,,,,,,,,,
,Dry matter content,ಒಣ ವಸ್ತುವಿನ ಅಂಶ,,,,,,,,,
,Dry root rot or sore shin,ಒಣಬೇರು ಕೊಳೆರೋಗ,,,,,,,,,
,Dry spell,ಶುಷ್ಕ ದಿನಗಳ ಅವಧಿ,,,,,,,,,
,Drying,ಒಣಗಿಸುವಿಕೆ,,,,,,,,,
,Duck-foot harrow,ಬಾತುಕೋಳಿ ಕಾಲಿನ ನೇಗಿಲು,,,,,,,,,
,Dune,ಮಣ್ಣಿನ ದಿಣ್ಣೆ,,,,,,,,,
,Dung,ಸಗಣಿ,,,,,,,,,
,Dust,"ಧೂಳು, ಪುಡಿ",,,,,,,,,
,Dust mulch,ಧೂಳಿನ ಹೊದಿಕೆ,,,,,,,,,
,Duster,"ಧೂಳಕ, ಧೂಳು, ಸಿಂಪಡಕ",,,,,,,,,
,Duty (water),ಡ್ಯೂಟಿ (ಬೆಳೆ ಅವಧಿಯಲ್ಲಿ ಕ್ಯೂಸೆಕ್ ನೀರಿನಿಂದ ನೀರಾವರಿಗೊಂಡ ಕ್ಷೇತ್ರ),,,,,,,,,
,Dwarfing gene,ಕುಬ್ಜ / ಗಿಡ್ಡ ಕಾರಕ ವಂಶವಾಹಿ,,,,,,,,,
,Dwarf virus,ಗಿಡ್ಡ ನಂಜುರೋಗ,,,,,,,,,
,Dwarf wheat variety,ಗಿಡ್ಡ ಗೋಧಿ ತಳಿ,,,,,,,,,
,Ear cutting or climbing worm,ತೆನೆ ಕತ್ತರಿಸುವ ಹುಳು,,,,,,,,,
,Ear emergence,ತೆನೆ ಹೊರಡುವಿಕೆ,,,,,,,,,
,Earhead bug,ತೆನೆ ತಗಣೆ,,,,,,,,,
,Earhead midge,ತೆನೆ ಮಶಕ,,,,,,,,,
,Early maturity,ಶೀಘ್ರ ಬಲಿಯುವಿಕೆ,,,,,,,,,
,Early shoot borer,ಶೀಘ್ರ ಕಾಂಡಕೊರಕ,,,,,,,,,
,Earthing-up,ಮಣ್ಣು ಏರಿಸುವಿಕೆ,,,,,,,,,
,Earth worm,"ಎರೆ ಹುಳು, ಮಣ್ಣಿನ ಹುಳು",,,,,,,,,
,Ecdysis,ಪೊರೆಯುರ್ಚಿಕೆ,,,,,,,,,
,Ecesis,ಹೊಸ ವಾತಾವರಣಕ್ಕೆ ಒಗ್ಗಿ ಕೊಳ್ಳುವಿಕೆ,,,,,,,,,
,Eco-friendly farming,ಪರಿಸರ ಸ್ನೇಹಿ ಬೇಸಾಯ,,,,,,,,,
,Ecologicalniche,ಜೀವಿ ಪರಿಸರ ಸ್ಥಳ,,,,,,,,,
,Ecologically feasible crop,ಪರಿಸರ ಶಕ್ಯ ಬೆಳೆ,,,,,,,,,
,Ecology,ಪರಿಸರಶಾಸ್ತ್ರ,,,,,,,,,
,Economic importance,ಆರ್ಥಿಕ ಪ್ರಾಮುಖ್ಯತೆ,,,,,,,,,
