ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Grower Mash,,ಸಸ್ಯತೀನಿ,,,,,,,
,,Gruel,,"ಗಂಜಿ, ಅಂಬಲಿ",,,,,,,
,,Gullet,,ಅನ್ನನಾಳ ಗಂಟಲು,,,,,,,
,,Haematuria,,ರಕ್ತಮೂತ್ರ,,,,,,,
,,Haemorrhagic septicaemia,,"ಗಳಲೆ ರೋಗ, ಗಂಟಲುಬೇನೆ",,,,,,,
,,Hallikar cattle,,ಹಳ್ಳಿಕಾರ್ ದನ,,,,,,,
,,Ham,,ಹಂದಿ ಮಾಂಸ,,,,,,,
,,Hamburg,,ಸಣ್ಣಕೋಳಿ,,,,,,,
,,Hand chaff cutter,,ಮೇವು ಕೈಗತ್ತಿ,,,,,,,
,,Hand chipper,,ಕೂದಲ ಕೈಗತ್ತರಿ,,,,,,,
,,Hanging Feeder,,ತೂಗು ಮೇವುಪಾತ್ರ,,,,,,,
,,Haras,,ಕುದುರೆತಳಿ ಬೆಳೆಸುವ ಸ್ಥಳ,,,,,,,
,,Haryana cattle,,ಹರಿಯಾಣ ದನ,,,,,,,
,,Hassan sheep,,ಹಾಸನ ಕುರಿ,,,,,,,
,,Hatching,,ಮರಿ ಮಾಡುವುದು,,,,,,,
,,Haunt,,ವಾಡಿಕೆಯ ಮೇವು ಸ್ಥಳ,,,,,,,
,,Hay,,ಕರಡ; ಒಣಹುಲ್ಲು,,,,,,,
,,"Hay, Burgundian",,ಬರ್ಗಂಡಿಯ ಕರಡ,,,,,,,
,,Hay cock Haystack,,"ಹುಲ್ಲು ಮೆದೆ, ಬಣಬೆ",,,,,,,
,,Healing of wound,,ಗಾಯ ವಾಸಿಯಾಗುವುದು,,,,,,,
,,He - Buffalo,,ಕೋಣ,,,,,,,
,,Heifer,,"ಕಡಸು, ಪಡ್ಡೆ",,,,,,,
,,Hen,,ಹೇಂಟೆ,,,,,,,
,,Henny,,ಹೇಂಟೆಯೆಂಥ (ಮಂಜ),,,,,,,
,,Hen - coop,,ಕೋಳಿಹಂಜರ,,,,,,,
,,Hen - roost,,ಕೋಳಿನಿದ್ದೆ ಸ್ಥಳ,,,,,,,
,,Herd Recorder,,ಪಶುದಾಖಲಾತಿ,,,,,,,
,,Hog,,ಹಂದಿ ಎಳೆಕುರಿ,,,,,,,
,,Hoicine,,ಆಡಿನಂಥ,,,,,,,
,,Hog cholera,,ಹಂದಿಕಾಲರ,,,,,,,
,,Hogget,,ವರ್ಷದಕುರಿ,,,,,,,
,,Hogling,,ಹಂದಿ ಮರಿ ಕುರಿಮರಿ,,,,,,,
,,Holstein Friesian cow,,ಹಾಲಸ್ಟೀನ್ ಫ್ರಿಷಿಯನ್ ಹಸು,,,,,,,
,,Hoof,,ಗೊರಸು,,,,,,,
,,"Hoof, cloven",,ಸೀಳುಗೊರಸು,,,,,,,
,,Hoove,,ಉಬ್ಬರ ರೋಗ,,,,,,,
,,Horn,,"ಕೊಂಬು, ಕೋಡು",,,,,,,
,,Horse Breeding,,ಕುದುರೆ ತಳಿವರ್ಧನೆ,,,,,,,
,,Horse Flesh,,ಕುದುರೆ ಮಾಂಸ,,,,,,,
,,Horse Gram,,ಹುರುಳಿ,,,,,,,
,,Horse Sickness,,ಕುದುರೆ ರೋಗ,,,,,,,
,,Hospital,,ಆಸ್ಪತ್ರೆ,,,,,,,
,,Hospital Necessaries,,ಆಸ್ಪತ್ರೆ ಸಲಕರಣೆಗಳು,,,,,,,
,,Household,,"ಮನೆ, ಕುಟುಂಬ",,,,,,,
,,Husk,,"ಹೊಟ್ಟು, ಉಮ್ಮಿಗಂಟಲು ರೋಗ",,,,,,,
,,Hybridize,,ಮಿಶ್ರತಳಿ ಹುಟ್ಟಿಸು,,,,,,,
,,Hybrid - Maize,,ಮಿಶ್ರತಳಿ ಜೋಳ,,,,,,,
,,Hydrophobia,,ನೀರಂಜಿಕೆ,,,,,,,
,,Immunity,,ರೋಗ ನಿರೋಧಕ ಶಕ್ತಿ,,,,,,,
,,Immunisation,,ಸೋಂಕು ರಕ್ಷಣೆ,,,,,,,
,,Immunology,,ಸೋಂಕುರಕ್ಷಾಶಾಸ್ತ್ರ,,,,,,,
,,Impaction,,ಬಂಧನ,,,,,,,
,,Impound,,ದೊಡ್ಡಿಯಲ್ಲಿ ಕೂಡು,,,,,,,
,,Inbreeding,,ಒಳತಳಿವರ್ಧನೆ,,,,,,,
,,Incubation,,"ಕಾವುಕೊಡುವುದು, ಮರಿ ಮಾಡುವುದು",,,,,,,
,,Indigenous Drug,,ನಾಟಿಮದ್ದು,,,,,,,
,,Indigestion,,ಅಜೀರ್ಣ,,,,,,,
,,Infection,,ಸೋಂಕು,,,,,,,
,,Infertile,,"ಗೊಡ್ಡು, ಬಂಜೆ",,,,,,,
,,Infertile Egg,,ಗೊಡ್ಡು ಮೊಟ್ಟೆ,,,,,,,
,,Inheritance,,ಅನುವಂಶೀಯ,,,,,,,
,,Injection,,"ಸೂಜಿಮದ್ದು , ಚುಚ್ಚುಮದ್ದು",,,,,,,
,,Inoculation,,ಸೋಂಕು ಮದ್ದು ಹಾಕುವುದು,,,,,,,
,,In-patient,,ಒಳ -ರೋಗಿ,,,,,,,
,,Insemination,,"ಬೀಜಾವಾಪನ, ಗರ್ಭಾದಾನ",,,,,,,
,,Inspection,,"ತನಿಖೆ, ತಪಾಸಣೆ",,,,,,,
,,Interbreed,,ಮಿಶ್ರತಳಿ ಮಾಡು,,,,,,,
,,Isolation ward,,ಪ್ರತ್ಯೇಕ ವಿಭಾಗ,,,,,,,
,,Jaundice,,ಕಾಮಾಲೆ,,,,,,,
,,Jersey Breed,,ಜರ್ಸಿ ತಳಿ,,,,,,,
,,Jhones Disease,,ಜೋನ್ಸ್ ರೋಗ,,,,,,,
,,Joint ill,,ಕೀಲು ಬೇನೆ,,,,,,,
,,Jowar,,ಜೋಳ,,,,,,,
,,Jugular vein,,ದೊಡ್ಡ ರಕ್ತನಾಳ,,,,,,,
,,Key village scheme,,ಮೂಲ ಗ್ರಾಮ ಯೋಜನೆ,,,,,,,
,,kip,,ಸುಲಿದ ಪ್ರಾಣಿ ಚರ್ಮ,,,,,,,
,,Knuckle - bone,,ಗೆಣ್ಣೆಲುಬು,,,,,,,
,,Kraal,,ದೊಡ್ಡಿ,,,,,,,
,,Labour,,"ಶ್ರಮ, ದುಡಿಮೆ ಕೂಲಿಯಾಳು",,,,,,,
,,Lactation,,ಹಾಲೂಡಿಸುವುದು,,,,,,,
,,Lactic,,ಹಾಲಿನ,,,,,,,
,,Lactiferous,,ಹಾಲಿನಂಥ ದ್ರವ ಕೊಡುವ,,,,,,,
,,Lamb,,ಕುರಿಮರಿ,,,,,,,
,,Lamber,,ಕುರುಬ,,,,,,,
,,Lambing,,ಕುರಿ ಮರಿಹಾಕುವುದು,,,,,,,
,,Land Race,,ಲ್ಯಾಂಡ್ ರೇಸ್ ಹಂದಿ,,,,,,,
,,Lard,,ಹಂದಿಯ ಕೊಬ್ಬು,,,,,,,
,,Lark,,"ಲಾರ್ಕ್, ಬಾನಾಡಿ ಜಾತಿ ಪಕ್ಷಿ",,,,,,,
,,Larva,,ಮರಿಹುಳು,,,,,,,
,,Lawn,,ಹುಲ್ಲು ಮೈದಾನ,,,,,,,
,,Lawny,,ಹುಲ್ಲು ಮೈದಾನದಂಥ,,,,,,,
,,Layer,,ಮೊಟ್ಟೆ ಕೋಳಿ,,,,,,,
,,"Layer, bad",,ಮೊಟ್ಟೆಯಿಡದ್ದು,,,,,,,
,,"Layer, Good",,ಚನ್ನಾಗಿ ಮೊಟ್ಟೆಯಿಡುವುದು,,,,,,,
,,Layer mash,,ಮೊಟ್ಟೆ ಕೋಳಿಯ ಮೇವು,,,,,,,
,,Layer Nest,,ಮೊಟ್ಟೆ ಗೂಡು,,,,,,,
,,Laying of Egg,,ಮೊಟ್ಟೆ ಇಡುವುದು,,,,,,,
,,Lead poisoning,,ಸೀಸ ವಿಷ,,,,,,,
,,Lean meat,,ಕೊಬ್ಬಿಲ್ಲದ ಮಾಂಸ,,,,,,,
,,Lemon Grass,,"ನಿಂಬೆಹುಲ್ಲು, ಮಜ್ಜಿಗೆ ಹುಲ್ಲು",,,,,,,
,,Ligature,,"ಕಟ್ಟು, ಬಂಧನ",,,,,,,
,,Liniment,,ಉಜ್ಜು ತೈಲ,,,,,,,
,,Litter,,"ಸೆತ್ತೆ, ಈ (ನು)",,,,,,,
,,Liver Extract,,ಪಿತ್ತ ಜನಕಾಂಗದ ಸಾರ,,,,,,,
,,Liver Fluke,,ಕಾರಲು ಹುಳು,,,,,,,
,,Livery,,"ಕುದುರೆ ಮೇವು, ಊಳಿಗದವರ ಪೋಷಾಕು",,,,,,,
,,Livestock,,ಜಾನುವಾರು: ಪಶುಸಂಪತ್ತು,,,,,,,
,,Livestock Breeder,,ಪಶುತಳಿ ಸಂವರ್ಧಕ,,,,,,,
,,Livestock Disease,,ಜಾನುವಾರು ರೋಗ,,,,,,,
,,Livestock farm,,ಜಾನುವಾರು ಕ್ಷೇತ್ರ,,,,,,,
,,Loft,,ಅಟ್ಟ: ಪಾರಿವಾಳ ಗೂಡು,,,,,,,
,,Lubricant,,ಮೃದುಚಾಲಕ ಎರೆಯೆಣ್ಣೆ,,,,,,,
,,Lubricate,,ಚಲನ ಸುಲಭ ಮಾಡು ಕೀಲೆಣ್ಣೆ ಹಾಕು,,,,,,,
,,Lubricity,,"ಜಾರಿಕೆ, ನುಣುಪು",,,,,,,
,,Lucern(e),,ಕುದುರೆ ಮಸಾಲೆ ಸೊಪ್ಪು,,,,,,,
,,Lymph,,"ಸಿಡುಬು ಹಾಲು, ಲಸಿಕೆ",,,,,,,
,,Maggot,,ಮರಿಹುಳು,,,,,,,
,,Maize,,ಮುಸುಕಿನ ಜೋಳ,,,,,,,
,,Mammalia,,ಸಸ್ತನಿ ಪ್ರಾಣಿವರ್ಗ,,,,,,,
,,Mammary gland,,ಸ್ತನಗ್ರಂಥಿ,,,,,,,
,,Management,,ಆಡಳಿತ; ನಿರ್ವಹಣೆ,,,,,,,
,,Manager,,ವ್ಯವಸ್ಥಾಪಕ,,,,,,,
,,Mange,,ಒಂದು ಚರ್ಮರೋಗ,,,,,,,
,,Manger,,"ಬಾನಿ, ಗೋದಣಿಗೆ",,,,,,,
,,Marino sheep,,ಮೆರಿನೋ ಕುರಿ,,,,,,,
,,Marten,,ಮಾರ್ಟೆನ್ ಜಾತಿಯ ಒಂದು ಸಣ್ಣ ಪ್ರಾಣಿ,,,,,,,
,,Marwari sheep,,ಮಾರ್ವಾರಿ ಕುರಿ,,,,,,,
,,Mash,,ಕುದುರೆ ಮೊಗಳಿಗೆ ಕೊಡುವ ಬೇಯಿಸಿದ ಕಾಳು,,,,,,,
,,Massage,,ಅಂಗಮರ್ದನ,,,,,,,
,,Masturbation,,ಮುಷ್ಟಿ ಮೈಥುನ,,,,,,,
,,Meat,,ಮಾಂಸ ಬಾಡು,,,,,,,
,,Medicine,,"ಔಷಧ, ಮದ್ದು",,,,,,,
,,Mehsana Buffalo,,ಮೆಹಸಾನ ಎಮ್ಮೆ,,,,,,,
,,Metritis,,"ಮೆಟ್ರಿಟಿಸ್, ಗರ್ಭಕೋಶ ರೋಗ",,,,,,,
,,Microscope,,ಸೂಕ್ಷ್ಮದರ್ಶಕ,,,,,,,
,,Migratory,,ವಲಸೆಯ,,,,,,,
,,Milch,,"ಹಾಲುಕೊಡುವ, ಕರಾವಿನ",,,,,,,
,,Milk,,"ಹಾಲು, ಕ್ಷೀರ",,,,,,,
,,Milk Can,,"ಹಾಲಿನ ಕ್ಯಾನು, ಹಾಲುಪಾತ್ರೆ",,,,,,,
,,Milk collection,,ಹಾಲು ಶೇಖರಣೆ,,,,,,,
,,Milk fever,,ಹಾಲು ಜ್ವರ,,,,,,,
,,Milking cow,,ಹಾಲಿನ ಹಸು,,,,,,,
,,Milking Machine,,ಹಾಲು ಕರೆಯುವ ಯಂತ್ರ,,,,,,,
,,Milkmaid,,"ಹಾಲಮ್ಮ, ಗೌಳಿಗಿತ್ತಿ",,,,,,,
,,Milkman,,"ಹಾಲು ಮಾರುವವನು , ಗೌಳಿಗ ಹಾಲಪ್ಪ",,,,,,,
,,Milk powder,,ಹಾಲು ಪುಡಿ,,,,,,,
,,Milk production,,ಹಾಲು ಉತ್ಪಾದನೆ,,,,,,,
,,Milk punch,,ಕ್ಷೀರಮದ್ಯ,,,,,,,
,,Milk record,,ಹಾಲು ದಾಖಲೆ,,,,,,,
,,Milk secretion,,ಹಾಲು ಸ್ರಾವ,,,,,,,
,,Milk Shed Area,,ಹಾಲು ಕರೆಯುವ ಕ್ಷೇತ್ರ,,,,,,,
,,Milk teeth,,ಹಾಲು ಹಲ್ಲು,,,,,,,
,,Milk van,,ಹಾಲುಬಂಡಿ,,,,,,,
,,Milky,,ಹಾಲಿನಂಥ,,,,,,,
,,Milk yield competition,,"ಕ್ಷೀರೋತ್ಪತ್ತಿ ಸ್ಪರ್ಧೆ,",,,,,,,
,,Mineral Mixture,,ಖನಿಜ ಮಿಶ್ರಣ,,,,,,,
,,Mongrel,,ಬೆರಕೆಪ್ರಾಣಿ,,,,,,,
,,Mortality,,ಮರಣ,,,,,,,
,,Moulting,,ಗರಿ ಉದುರುವುದು,,,,,,,
,,Mouth wash,,ಬಾಯಿತೊಳೆ ದ್ರಾವಣ,,,,,,,
,,Murrain,,ದನಗಳ ಒಂದು ಅಂಟುಜಾಡ್ಯ,,,,,,,
,,Murrha Buffalo,,ಮುರ್ರಾ ಎಮ್ಮೆ,,,,,,,
,,Mutton,,ಕುರಿಮಾಂಸ,,,,,,,
,,Nagana,,ನಗಾನ (ಟೈಟ್ಸಿ ಎಂಬ ನೊಣದ ಕಡಿತದಿಂದ ಬರುವ ದನಗಳ ರೋಗ),,,,,,,
,,Napier Grass,,ನೇಪಿಯರ್ ಹುಲ್ಲು,,,,,,,
,,Nasal Granuloma,,"ಪಿನಸಿ ರೋಗ, ನೆಗಡಿ ರೋಗ",,,,,,,
,,Neat,,ದನ,,,,,,,
,,Neat herd,,ದನಗಾಹಿ,,,,,,,
,,Neat house,,ದನದ ಕೊಟ್ಟಗೆ,,,,,,,
,,Neat's leather,,ದನದ ತೊಗಲು,,,,,,,
,,Nematode,,ನೆಮಟೋಡು ದುಂಡು ಹುಳ,,,,,,,
,,Nest,,ಗೂಡು,,,,,,,
,,Nest-egg,,ಗೂಡು ಮೊಟ್ಟೆ,,,,,,,
,,Nestling,,ಗೂಡು ಮರಿ,,,,,,,
,,"Newcastle disease 
(Ranikhet Disease)",,"ಕೊಕ್ಕರೆ ರೋಗ, ರಾಣಿಖೇತ್‌ ಕಾಯಿಲೆ",,,,,,,
,,Nidus,,"ಮೊಟ್ಟೆಯಿಡುವ ಸ್ಥಳ, ರೋಗಾಣು ಅಭಿವೃದ್ಧಿ ಸ್ಥಳ",,,,,,,
,,Nomad,,ಅಲೆಮಾರಿ,,,,,,,
,,Non-Contagious,,ಅಸಾಂಕ್ರಾಮಿಕ,,,,,,,
,,Nourish,,ಪೋಷಿಸು,,,,,,,
,,Nursing,,ಆರೈಕೆ,,,,,,,
,,Nutrition,,ಪೋಷಣೆ,,,,,,,
,,Nutritious,,ಪೌಷ್ಟಿಕ,,,,,,,
,,Oestrus,,ಬೆದೆ,,,,,,,
,,Ointment,,ಮುಲಾಮು,,,,,,,
,,Ongole Breed,,ಒಂಗೋಲೆ ತಳಿ,,,,,,,
,,Opacity of cornea,,ಪಾರಾಂಧತೆ,,,,,,,
,,Operation,,ಶಸ್ತ್ರಕ್ರಿಯೆ ಕಾರ್ಯಾಚರಣೆ,,,,,,,
,,Operation Table,,ಶಸ್ತ್ರಕ್ರಿಯೆಯ ಮೇಜು,,,,,,,
,,Ordure,,ಸಗಣ,,,,,,,
,,Orpington,,ಆರ್ಫಿಂಗ್ಟನ್ ಕೋಳಿ,,,,,,,
,,Otorrhoea,,"ಕೀಟಗಿವಿ, ಕಿವಿಸುರಿತ",,,,,,,
,,Ovary,,ಅಂಡಾಶಯ,,,,,,,
,,Over - Crowing,,ಅತಿ ದಟ್ಟಣೆ,,,,,,,
,,Ox,,ಎತ್ತು,,,,,,,
,,Oxfence / Oxer,,ದನಗಳ ಸುತ್ತು ಬೇಲಿ,,,,,,,
,,Ox - gall,,ಗೋರೋಚನೆ,,,,,,,
,,Oxherd,,ದನಗಾಹಿ,,,,,,,
,,Oxhide,,ದನದ ಚಕ್ಕಳ,,,,,,,
,,Oxygen,,ಆಮ್ಲಜನಕ,,,,,,,
,,Paddock,,ಕಿರು ಹುಲ್ಲುಗಾವಲು,,,,,,,
,,Para Grass,,ಪ್ಯಾರಾ ಹುಲ್ಲು,,,,,,,
,,Parasite,,ಪರೋಪಜೀವಿ,,,,,,,
,,Parturition,,"ಈಯುವುದು, ಹೆರುವುದು",,,,,,,
,,Pasteurisation,,ಪಾಶ್ಚರೀಕರಣ,,,,,,,
,,Pasture,,ಹುಲ್ಲುಗಾವಲು,,,,,,,
,,Pasture Management,,ಹುಲ್ಲುಗಾವಲು ನಿರ್ವಹಣೆ,,,,,,,
,,Patient Register,,ರೋಗಿ ರಿಜಿಸ್ಟರು,,,,,,,
,,Pedigree,,ವಂಶಾವಳಿ,,,,,,,
,,Pellet,,ಉಂಡೆ,,,,,,,
,,Pen,,"ರೊಪ್ಪ, ದೊಡ್ಡಿ",,,,,,,
,,Pet Animal,,ಮುದ್ದುಪ್ರಾಣಿ,,,,,,,
,,Pig,,ಹಂದಿ ಮಾಂಸ,,,,,,,
,,Pigeon Pox Vaccine,,ಪಾರಿವಾಳ ಲಸಿಕೆ,,,,,,,
,,Pigeonry,,ಪಾರಿವಾಳ ಗೂಡು,,,,,,,
,,Piggery,,"ಹಂದಿ ಸಾಕುವ ಸ್ಥಳ, ಹಂದಿಯ ರೊಪ್ಪ, ಹಂದಿ ಸಾಕಣಿ",,,,,,,
,,Piggery development,,ಹಂದಿ ಅಭಿವೃದ್ಧಿ,,,,,,,
,,Piggy,,ಸಣ್ಣ ಹಂದಿ,,,,,,,
,,Pigling,,ಸಣ್ಣ ಹಂದಿ ಮರಿ,,,,,,,
,,Pigskin,,ಹಂದಿ ಚರ್ಮ,,,,,,,
,,Pigsty,,ಹಂದಿಯ ರೊಪ್ಪ,,,,,,,
,,Pigwash,,ಹಂದಿಗೆ ಕುಡಿಸುವ ಕಲಗಚ್ಚು,,,,,,,
,,Pig weed,,ಹಂದಿ ತಿನ್ನುವ ಸೊಪ್ಪುಸೆದೆ,,,,,,,
,,Pile,,ಕುರಿ ತುಪ್ಪಟ,,,,,,,
,,Pinfold,,ತೊಂಡುದನದ ದೊಡ್ಡಿ,,,,,,,
,,Pinjrapole,,ಗೋಶಾಲೆ,,,,,,,
,,Pink Eye,,ಕುದುರೆ ಅಂಟು ಜ್ವರ,,,,,,,
,,Plague,,"ಪ್ಲೇಗು, ಮಾರಿ ಬೇನೆ",,,,,,,
,,Plymouth Rock,,ಪ್ಲೀಮತ್ ರಾಕ್ ಕೋಳಿ,,,,,,,
,,Poll,,ದನ (ಪೊಗಳ) ಕೊಂಬು ಕತ್ತರಿಸು,,,,,,,
,,Pollard,,ಕೊಂಬು ಕಳೆದುಕೊಂಡ ಕೊಂಬಿಲ್ಲದ ಪ್ರಾಣಿ,,,,,,,
,,Poll Beast ox,,ಕೊಂಬಿಲ್ಲದ ಎತ್ತು,,,,,,,
,,Polled Dorset Horn Sheep,,ಕೊಂಬಿಲ್ಲದ ಡಾರ್ಸೆಟ್ ಕುರಿ,,,,,,,
,,Pony,,ತಟ್ಟು,,,,,,,
,,Pork,,ಹಂದಿ ಮಾಂಸ,,,,,,,
,,Pork butcher,,ಹಂದಿ ಕಟುಕ,,,,,,,
,,Porker,,ಕೊಬ್ಬಿಸಿದ ಎಳೆ ಹಂದಿ,,,,,,,
,,Porkling,,ಹಂದಿಮರಿ,,,,,,,
,,Porky,,ಹಂದಿಯ ಮಾಂಸದಂತಹ ಮಾಂಸ ತುಂಬಿದ,,,,,,,
,,Porpoise,,ಸಡಲ ಹಂದಿ,,,,,,,
,,Post - mortem examination,,ಮರಣೋತ್ತರ ಪರೀಕ್ಷೆ ಶವಪರೀಕ್ಷೆ,,,,,,,
,,Poultry,,"ಕೋಳಿ ಸಾಕಣೆ, ಕೋಳಿ ಸಾಗಣೆ ಕೇಂದ್ರ, ಕುಕ್ಕುಟ ಕೇಂದ್ರ",,,,,,,
,,Poultry Breeding,,ಕೋಳಿತಳಿ ವರ್ಧನೆ,,,,,,,
,,Poultry Disease,,ಕೋಳಿರೋಗ,,,,,,,
,,Poultry Extension Centre,,ಕೋಳಿ ಸಾಕಣೆ ವಿಸ್ತರಣಾ ಕೇಂದ್ರ,,,,,,,
,,Poultry Farm,,"ಕೋಳಿ ಸಾಕಣೆ ಕ್ಷೇತ್ರ, ಕೋಳಿ ಫಾರಂ",,,,,,,
,,Poultry Feed,,ಕೋಳಿಮೇವು,,,,,,,
,,Poultry Feed Mixing plant,,ಕೋಳಿ ಮೇವು ಮಿಶ್ರಣ ಯಂತ್ರ,,,,,,,
,,Pound,,"ದೊಡ್ಡಿ, ಕೊಂದವಾಣಿ",,,,,,,
,,Practices,,ರೂಢಿಗಳು,,,,,,,
,,Pratic,,ಪ್ರೇರಿ ಹುಲ್ಲುಗಾವಲು,,,,,,,
,,Pregnancy Test,,ಗರ್ಭಪರೀಕ್ಷೆ,,,,,,,
,,Pregnant Cow,,ಗಬ್ಬದ ಹಸು,,,,,,,
,,Premium Bull Scheme,,ಪ್ರೀಮಿಯಂ ಹೋರಿ ಯೋಜನೆ,,,,,,,
,,Prescribed,,ನಿಗದಿಯಾದ,,,,,,,
,,Primates,,ಪ್ರಧಾನ ಪ್ರಾಣಿವರ್ಗ,,,,,,,
,,Produce,,"ಈಯುವುದು, ಉತ್ಪಾದಿಸು",,,,,,,
,,Project,,"ಪ್ರಾಜೆಕ್ಟ್, ಯೋಜನೆ",,,,,,,
,,Project Officer,,"ಯೋಜನಾಧಿಕಾರಿ, ಪ್ರಾಜೆಕ್ಟ್",,,,,,,
,,Propagandist,,ಪ್ರಚಾರಕ,,,,,,,
,,Protein,,ಸಸಾರಜನಕ ಪ್ರೋಟೀನ್,,,,,,,
,,Provender,,ಒಣಹುಲ್ಲು,,,,,,,
,,Puberty,,ಹರೆಯ,,,,,,,
,,Public Health,,ಜನಾರೋಗ್ಯ,,,,,,,
,,Puck,,ಪಕ್ (ದನಗಳ ಒಂದು ರೋಗ),,,,,,,
,,Pullet,,ಕೋಳಿಮರಿ,,,,,,,
,,Pulp,,ಮಾಂಸದ ಭಾಗ,,,,,,,
,,Pure breed,,ಶುದ್ಧತಳಿ,,,,,,,
,,Purgative,,ವಿರೇಚಕ,,,,,,,
,,Put bull to cow,,ಹೋರಿಕೊಡಿಸು,,,,,,,
,,Quadruped,,ಚತುಷ್ಪಾದಿ,,,,,,,
,,Quarantine,,"ಸಂಪರ್ಕ ನಿಷೇಧ, ಸಂಸರ್ಗ ವಿರೋಧ",,,,,,,
,,Rabies,,ನಾಯಿ ಹುಚ್ಚು,,,,,,,
,,Race,,"ತಳಿ, ಬುಡಕಟ್ಟು",,,,,,,
,,Rack,,ಗೋದಣಿಗೆ,,,,,,,
,,Racket,,ರಾಕೆಟ್ಟು,,,,,,,
,,Ram,,ಟಗರು,,,,,,,
,,Rambouillet sheep,,ರಾಂಬ್ಲೆಟ್ ಕುರಿ,,,,,,,
,,Ranch,,"ದೊಡ್ಡ ರೊಪ್ಪ ದನಗಳನ್ನು ಬೆಳೆಸುವ ಸಂಸ್ಥೆ, ಪಶು ಪಾಲನ ಕೇಂದ್ರ, ದೊಡ್ಡ ದನಗಾವಲು",,,,,,,
,,Ranikhet Disease,,ಕೊಕ್ಕರೆ ರೋಗ,,,,,,,
,,Ranikhet Vaccine,,ಕೊಕ್ಕರೆ ರೋಗದ ಲಸಿಕೆ,,,,,,,
,,Rape,,ರೇಪು -ಒಂದು ಸಸ್ಯ,,,,,,,
,,Ration,,ಪಡಿತರ,,,,,,,
,,Record,,ದಾಖಲೆ,,,,,,,
,,Record keeping,,ದಾಖಲೆ ನಿರ್ವಹಣೆ,,,,,,,
,,Red dane Breed,,ರೆಡ್ ಡೇನ್ ತಳಿ,,,,,,,
,,Red meat,,"ಗೋಮಾಂಸ, ಕುರಿಮಾಂಸ",,,,,,,
,,Red poll,,"ಒಂದು ಜಾತಿ ಹಕ್ಕಿ, ಒಂದು ಜಾತಿ ದನ",,,,,,,
,,Red Water - Red water disease,,ಕೆಂಪು ಮೂತ್ರ ರೋಗ,,,,,,,
,,Refrigerator,,"ರೆಫ್ರಿಜರೇಟರ್, ಶೀತಕ ಯಂತ್ರ",,,,,,,
,,Remainder,,"ಶೇಷ, ಉಳಿದದ್ದು",,,,,,,
,,Repeater cow,,ಗರ್ಭಕಟ್ಟಿದ ಹಸು,,,,,,,
,,Reproduction,,ಉತ್ಪಾದನೆ,,,,,,,
,,Retention of placenta,,ಸೆತ್ತೆನಿರೋಧ,,,,,,,
,,Reticulum,,ಮೆಲುಕು ಪ್ರಾಣಿಯ ದ್ವಿತೀಯ ಜಠರ,,,,,,,
,,Rhodes Grass,,ರೋಡ್ಸ್ ಹುಲ್ಲು,,,,,,,
,,Rib,,ಪಕ್ಕೆಲುಬು ಮಾಂಸ,,,,,,,
,,Rice polish,,ಅಕ್ಕಿತವುಡು,,,,,,,
,,Rick,,"ಹುಲ್ಲುಮೆದೆ, ಬಣವೆ (ಬೆ)",,,,,,,
,,Rick -Yard,,ಹುಲ್ಲುಮೆದೆ ಅಂಗಳ,,,,,,,
,,Rigon Mottis,,ಹೆಣಸಡೆತ,,,,,,,
,,Rind,,ಹೊರಮೈ,,,,,,,
,,Rinderpest Disease,,"ಗೋಮಾರಿ ರೋಗ, ದೊಡ್ಡ ರೋಗ",,,,,,,
,,Ringworm,,"ಹುಳ ಕಡ್ಡಿ, ಗಜಕರ್ಣ",,,,,,,
,,Rotation of crops,,ಸರದಿ ಸಾಗುವಳಿ,,,,,,,
,,Round,,"ಸರದಿ, ಸುತ್ತು",,,,,,,
,,Round up,,ಮಂದೆಗೂಡಿಸುವುದು,,,,,,,
,,Roundworm (nematode),,ದುಂಡುಹುಳು,,,,,,,
,,Roup,,ಕೋಳಿ ರೋಗ,,,,,,,
,,Ruff,,ಸಾಕು ಪಾರಿವಾಳ,,,,,,,
,,Rumen,,ಮೆಲುಕು ಪ್ರಾಣಿಯ ದ್ವಿತೀಯ ಜಠರ,,,,,,,
,,Ruminant,,ಮೆಲುಕು ಹಾಕುವ ಪ್ರಾಣಿ,,,,,,,
,,Rumination,,ಮೆಲುಕು ಹಾಕುವುದು,,,,,,,
,,Run,,ಮೇವುಗಾವಲು,,,,,,,
,,"Run, Sheep",,ಕುರಿಗಾವಲು,,,,,,,
,,Runt,,"ಸಣ್ಣತಳಿ ದನ, ದೊಡ್ಡ ತಳಿಯ ಪಾರಿವಾಳ",,,,,,,
